sep=,
"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","B_5 - I45","B_6 - I45","B_7 - I45","B_8 - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","B_5 - I49","B_6 - I49","B_7 - I49","B_8 - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","B_5 - I50","B_6 - I50","B_7 - I50","B_8 - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","B_5 - I51","B_6 - I51","B_7 - I51","B_8 - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","B_5 - I52","B_6 - I52","B_7 - I52","B_8 - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","B_5 - I53","B_6 - I53","B_7 - I53","B_8 - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","B_5 - I54","B_6 - I54","B_7 - I54","B_8 - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","B_5 - I55","B_6 - I55","B_7 - I55","B_8 - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","B_5 - I56","B_6 - I56","B_7 - I56","B_8 - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","B_5 - I57","B_6 - I57","B_7 - I57","B_8 - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","B_5 - I58","B_6 - I58","B_7 - I58","B_8 - I58"," I45"," I49"," I50"," I51"," I52"," I53"," I54"," I55"," I56"," I57"," I58"
2026-06-30 03:00:00,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.134 Mpa,0.138 Mpa,0.114 Mpa,0.113 Mpa,0.115 Mpa,0.109 Mpa,0.113 Mpa,0.118 Mpa,0.118 Mpa,0.124 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.134 Mpa,0.125 Mpa,0.122 Mpa,0.123 Mpa,0.118 Mpa,0.123 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.126 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.135 Mpa,0.123 Mpa,1.02 Mpa,0.125 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.125 Mpa,0.131 Mpa,,,,,,,,,0.128 Mpa,0.127 Mpa,0.130 Mpa,0.128 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.139 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.136 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.122 Mpa,0.129 Mpa,0.123 Mpa,0.129 Mpa,0.135 Mpa,,,,,,,,,1808 RPM,1733 RPM,1752 RPM,1085 RPM,1752 RPM,1876 RPM,1349 RPM,1841 RPM,1836 RPM,1717 RPM,
2026-06-30 05:00:00,0.124 Mpa,0.127 Mpa,0.125 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.113 Mpa,0.113 Mpa,0.114 Mpa,0.109 Mpa,0.113 Mpa,0.117 Mpa,0.118 Mpa,0.123 Mpa,0.117 Mpa,0.118 Mpa,0.114 Mpa,0.114 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.125 Mpa,0.132 Mpa,0.131 Mpa,0.136 Mpa,0.131 Mpa,0.132 Mpa,0.137 Mpa,0.139 Mpa,0.140 Mpa,0.120 Mpa,0.121 Mpa,0.120 Mpa,0.118 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.127 Mpa,0.118 Mpa,1.02 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,,,,,,,,,0.114 Mpa,0.114 Mpa,0.112 Mpa,0.111 Mpa,0.112 Mpa,0.114 Mpa,0.117 Mpa,0.121 Mpa,0.124 Mpa,0.123 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.127 Mpa,0.126 Mpa,0.130 Mpa,0.109 Mpa,0.109 Mpa,0.105 Mpa,0.102 Mpa,0.107 Mpa,0.102 Mpa,0.110 Mpa,0.111 Mpa,,,,,,,,,1665 RPM,1629 RPM,1412 RPM,1864 RPM,1529 RPM,1656 RPM,,1309 RPM,1575 RPM,988 RPM,
2026-06-30 07:00:00,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.130 Mpa,0.132 Mpa,0.133 Mpa,0.135 Mpa,0.139 Mpa,0.115 Mpa,0.114 Mpa,0.117 Mpa,0.110 Mpa,0.115 Mpa,0.119 Mpa,0.119 Mpa,0.126 Mpa,0.121 Mpa,0.122 Mpa,0.119 Mpa,0.118 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.128 Mpa,0.127 Mpa,0.131 Mpa,0.126 Mpa,0.128 Mpa,0.133 Mpa,0.135 Mpa,0.135 Mpa,0.129 Mpa,0.130 Mpa,0.130 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.132 Mpa,0.138 Mpa,0.121 Mpa,1.02 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,0.109 Mpa,0.106 Mpa,0.105 Mpa,0.105 Mpa,0.109 Mpa,0.115 Mpa,0.110 Mpa,0.119 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,0.131 Mpa,0.137 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.131 Mpa,0.132 Mpa,0.137 Mpa,0.135 Mpa,0.140 Mpa,0.127 Mpa,0.128 Mpa,0.125 Mpa,0.123 Mpa,0.128 Mpa,0.124 Mpa,0.130 Mpa,0.135 Mpa,,,,,,,,,1869 RPM,1734 RPM,1696 RPM,1724 RPM,1854 RPM,1765 RPM,1832 RPM,1673 RPM,1804 RPM,1665 RPM,
2026-06-30 09:00:00,0.132 Mpa,0.134 Mpa,0.134 Mpa,0.134 Mpa,0.136 Mpa,0.138 Mpa,0.139 Mpa,0.143 Mpa,0.103 Mpa,0.104 Mpa,0.0993 Mpa,0.0955 Mpa,0.0984 Mpa,0.100 Mpa,0.103 Mpa,0.103 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.134 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,0.120 Mpa,0.121 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.130 Mpa,0.135 Mpa,0.108 Mpa,1.01 Mpa,0.105 Mpa,0.103 Mpa,0.106 Mpa,0.106 Mpa,0.108 Mpa,0.109 Mpa,0.122 Mpa,0.123 Mpa,0.117 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.138 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.130 Mpa,0.131 Mpa,0.128 Mpa,0.126 Mpa,0.132 Mpa,0.126 Mpa,0.133 Mpa,0.138 Mpa,,,,,,,,,1867 RPM,579 RPM,1726 RPM,1403 RPM,1783 RPM,1066 RPM,938 RPM,1688 RPM,1787 RPM,1696 RPM,
2026-06-30 11:00:00,0.126 Mpa,0.129 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.132 Mpa,0.134 Mpa,0.138 Mpa,0.116 Mpa,0.115 Mpa,0.118 Mpa,0.111 Mpa,0.115 Mpa,0.120 Mpa,0.120 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.135 Mpa,0.128 Mpa,0.128 Mpa,0.133 Mpa,0.127 Mpa,0.128 Mpa,0.136 Mpa,0.136 Mpa,0.137 Mpa,0.131 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.138 Mpa,0.119 Mpa,1.02 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,,,,,,,,,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.130 Mpa,0.135 Mpa,0.135 Mpa,0.142 Mpa,0.132 Mpa,0.131 Mpa,0.131 Mpa,0.132 Mpa,0.133 Mpa,0.138 Mpa,0.136 Mpa,0.141 Mpa,0.131 Mpa,0.132 Mpa,0.129 Mpa,0.127 Mpa,0.134 Mpa,0.128 Mpa,0.134 Mpa,0.140 Mpa,,,,,,,,,1790 RPM,1772 RPM,1798 RPM,1789 RPM,1821 RPM,1637 RPM,,1793 RPM,1846 RPM,1841 RPM,
2026-06-30 13:00:00,0.126 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.132 Mpa,0.133 Mpa,0.137 Mpa,0.114 Mpa,0.112 Mpa,0.116 Mpa,0.108 Mpa,0.113 Mpa,0.118 Mpa,0.117 Mpa,0.125 Mpa,0.118 Mpa,0.119 Mpa,0.115 Mpa,0.114 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.128 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.132 Mpa,0.132 Mpa,0.128 Mpa,0.128 Mpa,0.129 Mpa,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.135 Mpa,0.123 Mpa,1.02 Mpa,0.125 Mpa,0.121 Mpa,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,,,,,,,,,0.127 Mpa,0.125 Mpa,0.128 Mpa,0.126 Mpa,0.125 Mpa,0.130 Mpa,0.130 Mpa,0.137 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.133 Mpa,0.131 Mpa,0.136 Mpa,0.121 Mpa,0.120 Mpa,0.118 Mpa,0.115 Mpa,0.122 Mpa,0.116 Mpa,0.123 Mpa,0.128 Mpa,,,,,,,,,1795 RPM,1753 RPM,1478 RPM,1591 RPM,1827 RPM,1786 RPM,,1774 RPM,1723 RPM,1593 RPM,
2026-06-30 15:00:00,0.115 Mpa,0.117 Mpa,0.115 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.115 Mpa,0.115 Mpa,0.118 Mpa,0.111 Mpa,0.116 Mpa,0.120 Mpa,0.120 Mpa,0.127 Mpa,0.122 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.132 Mpa,0.130 Mpa,0.130 Mpa,0.135 Mpa,0.130 Mpa,0.130 Mpa,0.138 Mpa,0.138 Mpa,0.139 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.130 Mpa,0.132 Mpa,0.137 Mpa,0.126 Mpa,1.02 Mpa,0.129 Mpa,0.126 Mpa,0.127 Mpa,0.131 Mpa,0.127 Mpa,0.134 Mpa,,,,,,,,,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0.129 Mpa,0.130 Mpa,0.136 Mpa,0.129 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.126 Mpa,0.120 Mpa,0.127 Mpa,0.133 Mpa,,,,,,,,,1536 RPM,1780 RPM,1597 RPM,1766 RPM,1832 RPM,1845 RPM,,1621 RPM,1865 RPM,1579 RPM,
2026-06-30 17:00:00,0.118 Mpa,0.121 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.129 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.111 Mpa,0.117 Mpa,0.121 Mpa,0.121 Mpa,0.128 Mpa,0.115 Mpa,0.116 Mpa,0.112 Mpa,0.112 Mpa,0.115 Mpa,0.116 Mpa,0.117 Mpa,0.123 Mpa,0.124 Mpa,0.123 Mpa,0.128 Mpa,0.122 Mpa,0.123 Mpa,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.127 Mpa,0.131 Mpa,0.121 Mpa,1.02 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.122 Mpa,0.128 Mpa,,,,,,,,,0.129 Mpa,0.128 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0.133 Mpa,0.133 Mpa,0.140 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.133 Mpa,0.138 Mpa,0.123 Mpa,0.124 Mpa,0.121 Mpa,0.119 Mpa,0.125 Mpa,0.119 Mpa,0.126 Mpa,0.132 Mpa,,,,,,,,,1750 RPM,1736 RPM,1553 RPM,1659 RPM,1717 RPM,1767 RPM,,1813 RPM,1830 RPM,1623 RPM,
2026-06-30 19:00:00,0.121 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.131 Mpa,0.118 Mpa,0.117 Mpa,0.120 Mpa,0.112 Mpa,0.118 Mpa,0.123 Mpa,0.123 Mpa,0.130 Mpa,0.120 Mpa,0.121 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.130 Mpa,0.129 Mpa,0.137 Mpa,0.138 Mpa,0.139 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.133 Mpa,0.110 Mpa,1.02 Mpa,0.109 Mpa,0.104 Mpa,0.107 Mpa,0.110 Mpa,0.109 Mpa,0.112 Mpa,,,,,,,,,0.129 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.127 Mpa,0.133 Mpa,0.133 Mpa,0.140 Mpa,0.126 Mpa,0.125 Mpa,0.124 Mpa,0.124 Mpa,0.127 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.123 Mpa,0.123 Mpa,0.120 Mpa,0.118 Mpa,0.124 Mpa,0.119 Mpa,0.125 Mpa,0.131 Mpa,,,,,,,,,1659 RPM,1834 RPM,1709 RPM,1834 RPM,1799 RPM,1604 RPM,,1797 RPM,1731 RPM,1628 RPM,
2026-06-30 21:00:00,0.113 Mpa,0.114 Mpa,0.112 Mpa,0.111 Mpa,0.112 Mpa,0.112 Mpa,0.115 Mpa,0.117 Mpa,0.116 Mpa,0.116 Mpa,0.118 Mpa,0.110 Mpa,0.116 Mpa,0.120 Mpa,0.121 Mpa,0.127 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0.133 Mpa,0.126 Mpa,0.125 Mpa,0.130 Mpa,0.125 Mpa,0.126 Mpa,0.132 Mpa,0.134 Mpa,0.135 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.124 Mpa,0.126 Mpa,0.128 Mpa,0.133 Mpa,0.121 Mpa,1.02 Mpa,0.123 Mpa,0.118 Mpa,0.120 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,,,,,,,,,0.129 Mpa,0.128 Mpa,0.130 Mpa,0.129 Mpa,0.126 Mpa,0.132 Mpa,0.132 Mpa,0.138 Mpa,,,,,,,,,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.120 Mpa,0.127 Mpa,0.122 Mpa,0.128 Mpa,0.135 Mpa,,,,,,,,,1098 RPM,1743 RPM,1765 RPM,1776 RPM,1702 RPM,1772 RPM,,1708 RPM,,1763 RPM,
2026-06-30 23:00:00,0.130 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.133 Mpa,0.134 Mpa,0.135 Mpa,0.139 Mpa,0.115 Mpa,0.115 Mpa,0.117 Mpa,0.109 Mpa,0.115 Mpa,0.119 Mpa,0.119 Mpa,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.133 Mpa,0.128 Mpa,0.128 Mpa,0.133 Mpa,0.128 Mpa,0.128 Mpa,0.135 Mpa,0.136 Mpa,0.137 Mpa,0.117 Mpa,0.117 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,0.123 Mpa,0.125 Mpa,1.02 Mpa,0.127 Mpa,0.123 Mpa,0.124 Mpa,0.127 Mpa,0.124 Mpa,0.131 Mpa,,,,,,,,,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.129 Mpa,0.127 Mpa,0.133 Mpa,0.133 Mpa,0.140 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.129 Mpa,0.128 Mpa,0.133 Mpa,0.121 Mpa,0.121 Mpa,0.119 Mpa,0.116 Mpa,0.122 Mpa,0.117 Mpa,0.124 Mpa,0.129 Mpa,,,,,,,,,1810 RPM,1686 RPM,1800 RPM,1809 RPM,1508 RPM,1825 RPM,,1825 RPM,1634 RPM,1552 RPM,
2026-07-01 01:00:00,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.135 Mpa,0.107 Mpa,0.105 Mpa,0.105 Mpa,0.0984 Mpa,0.103 Mpa,0.107 Mpa,0.108 Mpa,0.111 Mpa,0.117 Mpa,0.118 Mpa,0.114 Mpa,0.113 Mpa,0.116 Mpa,0.116 Mpa,0.118 Mpa,0.123 Mpa,0.114 Mpa,0.112 Mpa,0.113 Mpa,0.109 Mpa,0.111 Mpa,0.114 Mpa,0.118 Mpa,0.117 Mpa,0.130 Mpa,0.130 Mpa,0.130 Mpa,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.137 Mpa,0.117 Mpa,1.02 Mpa,0.117 Mpa,0.114 Mpa,0.117 Mpa,0.119 Mpa,0.117 Mpa,0.122 Mpa,0.106 Mpa,0.106 Mpa,0.0986 Mpa,0.102 Mpa,0.103 Mpa,0.102 Mpa,0.107 Mpa,0.108 Mpa,0.119 Mpa,0.117 Mpa,0.117 Mpa,0.115 Mpa,0.116 Mpa,0.119 Mpa,0.120 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.136 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.121 Mpa,0.128 Mpa,0.123 Mpa,0.129 Mpa,0.135 Mpa,,,,,,,,,1807 RPM,1082 RPM,964 RPM,1247 RPM,1723 RPM,1627 RPM,597 RPM,1413 RPM,1866 RPM,1746 RPM,
2026-07-01 03:00:00,0.113 Mpa,0.111 Mpa,0.112 Mpa,0.108 Mpa,0.112 Mpa,0.113 Mpa,0.115 Mpa,0.118 Mpa,0.117 Mpa,0.116 Mpa,0.119 Mpa,0.111 Mpa,0.117 Mpa,0.121 Mpa,0.121 Mpa,0.127 Mpa,0.121 Mpa,0.123 Mpa,0.120 Mpa,0.119 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.131 Mpa,0.133 Mpa,0.132 Mpa,0.138 Mpa,0.133 Mpa,0.132 Mpa,0.140 Mpa,0.140 Mpa,0.142 Mpa,0.134 Mpa,0.136 Mpa,0.136 Mpa,0.134 Mpa,0.134 Mpa,0.136 Mpa,0.138 Mpa,0.143 Mpa,0.124 Mpa,1.02 Mpa,0.125 Mpa,0.122 Mpa,0.122 Mpa,0.126 Mpa,0.123 Mpa,0.129 Mpa,0.109 Mpa,0.109 Mpa,0.102 Mpa,0.105 Mpa,0.106 Mpa,0.107 Mpa,0.109 Mpa,0.111 Mpa,0.126 Mpa,0.124 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.130 Mpa,0.130 Mpa,0.136 Mpa,0.125 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.127 Mpa,0.131 Mpa,0.125 Mpa,0.125 Mpa,0.122 Mpa,0.120 Mpa,0.126 Mpa,0.121 Mpa,0.127 Mpa,0.133 Mpa,,,,,,,,,1564 RPM,1737 RPM,1663 RPM,1857 RPM,1784 RPM,1675 RPM,909 RPM,1846 RPM,1663 RPM,1629 RPM,
2026-07-01 05:00:00,0.116 Mpa,0.117 Mpa,0.117 Mpa,0.115 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.124 Mpa,0.115 Mpa,0.115 Mpa,0.117 Mpa,0.109 Mpa,0.115 Mpa,0.120 Mpa,0.120 Mpa,0.126 Mpa,0.121 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.131 Mpa,0.128 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.127 Mpa,0.133 Mpa,0.135 Mpa,0.135 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.136 Mpa,0.117 Mpa,1.00 Mpa,0.117 Mpa,0.112 Mpa,0.115 Mpa,0.118 Mpa,0.115 Mpa,0.120 Mpa,0.129 Mpa,0.129 Mpa,0.122 Mpa,0.126 Mpa,0.128 Mpa,0.127 Mpa,0.130 Mpa,0.131 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,0.124 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.135 Mpa,0.125 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.129 Mpa,0.128 Mpa,0.132 Mpa,0.126 Mpa,0.126 Mpa,0.123 Mpa,0.121 Mpa,0.127 Mpa,0.121 Mpa,0.128 Mpa,0.133 Mpa,,,,,,,,,1510 RPM,1695 RPM,1577 RPM,1683 RPM,1702 RPM,1449 RPM,793 RPM,1702 RPM,1731 RPM,1477 RPM,
2026-07-01 07:00:00,0.115 Mpa,0.113 Mpa,0.115 Mpa,0.111 Mpa,0.116 Mpa,0.117 Mpa,0.120 Mpa,0.122 Mpa,0.115 Mpa,0.114 Mpa,0.117 Mpa,0.108 Mpa,0.114 Mpa,0.119 Mpa,0.119 Mpa,0.125 Mpa,0.124 Mpa,0.125 Mpa,0.122 Mpa,0.122 Mpa,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.135 Mpa,0.133 Mpa,0.132 Mpa,0.138 Mpa,0.133 Mpa,0.132 Mpa,0.139 Mpa,0.140 Mpa,0.141 Mpa,0.131 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.130 Mpa,0.132 Mpa,0.134 Mpa,0.139 Mpa,0.120 Mpa,1.02 Mpa,0.122 Mpa,0.116 Mpa,0.118 Mpa,0.121 Mpa,0.118 Mpa,0.125 Mpa,0.122 Mpa,0.121 Mpa,0.118 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.123 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.130 Mpa,0.128 Mpa,0.133 Mpa,0.133 Mpa,0.139 Mpa,0.124 Mpa,0.124 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.127 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.131 Mpa,0.129 Mpa,0.135 Mpa,0.131 Mpa,0.136 Mpa,0.144 Mpa,,,,,,,,,1655 RPM,1775 RPM,1764 RPM,1824 RPM,1859 RPM,1813 RPM,1546 RPM,1746 RPM,1572 RPM,1827 RPM,
2026-07-01 09:00:00,0.129 Mpa,0.131 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.132 Mpa,0.135 Mpa,0.137 Mpa,0.103 Mpa,0.103 Mpa,0.100 Mpa,0.0968 Mpa,0.101 Mpa,0.102 Mpa,0.104 Mpa,0.106 Mpa,0.125 Mpa,0.126 Mpa,0.124 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.129 Mpa,0.137 Mpa,0.127 Mpa,0.126 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.135 Mpa,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.133 Mpa,0.137 Mpa,0.122 Mpa,1.02 Mpa,0.125 Mpa,0.121 Mpa,0.123 Mpa,0.127 Mpa,0.124 Mpa,0.130 Mpa,0.126 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.131 Mpa,0.131 Mpa,0.133 Mpa,0.132 Mpa,0.130 Mpa,0.136 Mpa,0.136 Mpa,0.142 Mpa,0.123 Mpa,0.122 Mpa,0.120 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.131 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0.127 Mpa,0.134 Mpa,0.128 Mpa,0.134 Mpa,0.141 Mpa,,,,,,,,,1697 RPM,907 RPM,1772 RPM,1781 RPM,1778 RPM,1809 RPM,1661 RPM,1825 RPM,1639 RPM,1784 RPM,
2026-07-01 11:00:00,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.136 Mpa,0.106 Mpa,0.104 Mpa,0.104 Mpa,0.0992 Mpa,0.106 Mpa,0.110 Mpa,0.110 Mpa,0.114 Mpa,0.127 Mpa,0.128 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.138 Mpa,0.124 Mpa,0.123 Mpa,0.128 Mpa,0.122 Mpa,0.123 Mpa,0.130 Mpa,0.131 Mpa,0.131 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.130 Mpa,0.134 Mpa,0.123 Mpa,1.02 Mpa,0.126 Mpa,0.122 Mpa,0.123 Mpa,0.127 Mpa,0.124 Mpa,0.130 Mpa,0.122 Mpa,0.124 Mpa,0.119 Mpa,0.122 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0.124 Mpa,0.129 Mpa,0.130 Mpa,0.135 Mpa,0.122 Mpa,0.121 Mpa,0.118 Mpa,0.119 Mpa,0.122 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.126 Mpa,0.123 Mpa,0.131 Mpa,0.125 Mpa,0.131 Mpa,0.137 Mpa,,,,,,,,,1658 RPM,1369 RPM,1780 RPM,1608 RPM,1652 RPM,1756 RPM,1735 RPM,1641 RPM,1595 RPM,1690 RPM,
