sep=,
"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","B_5 - I45","B_6 - I45","B_7 - I45","B_8 - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","B_5 - I49","B_6 - I49","B_7 - I49","B_8 - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","B_5 - I50","B_6 - I50","B_7 - I50","B_8 - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","B_5 - I51","B_6 - I51","B_7 - I51","B_8 - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","B_5 - I52","B_6 - I52","B_7 - I52","B_8 - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","B_5 - I53","B_6 - I53","B_7 - I53","B_8 - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","B_5 - I54","B_6 - I54","B_7 - I54","B_8 - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","B_5 - I55","B_6 - I55","B_7 - I55","B_8 - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","B_5 - I56","B_6 - I56","B_7 - I56","B_8 - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","B_5 - I57","B_6 - I57","B_7 - I57","B_8 - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","B_5 - I58","B_6 - I58","B_7 - I58","B_8 - I58"," I45"," I49"," I50"," I51"," I52"," I53"," I54"," I55"," I56"," I57"," I58"
2026-07-21 23:00:00,0.110 Mpa,0.112 Mpa,0.112 Mpa,0.119 Mpa,0.115 Mpa,0.115 Mpa,0.118 Mpa,0.120 Mpa,0.129 Mpa,0.877 Mpa,0.131 Mpa,0.124 Mpa,0.129 Mpa,0.133 Mpa,0.133 Mpa,0.145 Mpa,0.119 Mpa,0.119 Mpa,0.117 Mpa,0.116 Mpa,0.119 Mpa,0.120 Mpa,0.121 Mpa,0.128 Mpa,0.128 Mpa,0.126 Mpa,0.130 Mpa,0.126 Mpa,0.127 Mpa,0.132 Mpa,0.134 Mpa,0.135 Mpa,,,,,,,,,0.126 Mpa,1.02 Mpa,0.128 Mpa,0.125 Mpa,0.126 Mpa,0.130 Mpa,0.127 Mpa,0.134 Mpa,0.125 Mpa,0.126 Mpa,0.122 Mpa,0.126 Mpa,0.126 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.137 Mpa,0.137 Mpa,0.139 Mpa,0.138 Mpa,0.135 Mpa,0.140 Mpa,0.140 Mpa,0.146 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.123 Mpa,0.130 Mpa,0.135 Mpa,0.128 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,0.134 Mpa,0.139 Mpa,1615 RPM,1678 RPM,1538 RPM,1598 RPM,1854 RPM,1817 RPM,1691 RPM,1752 RPM,1722 RPM,1705 RPM,1763 RPM
2026-07-22 01:00:00,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.303 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.135 Mpa,0.121 Mpa,0.945 Mpa,0.121 Mpa,0.115 Mpa,0.119 Mpa,0.122 Mpa,0.123 Mpa,0.131 Mpa,0.115 Mpa,0.115 Mpa,0.112 Mpa,0.112 Mpa,0.116 Mpa,0.116 Mpa,0.118 Mpa,0.123 Mpa,0.133 Mpa,0.132 Mpa,0.138 Mpa,0.133 Mpa,0.133 Mpa,0.140 Mpa,0.141 Mpa,0.142 Mpa,0.112 Mpa,0.112 Mpa,0.113 Mpa,0.834 Mpa,0.115 Mpa,0.116 Mpa,0.118 Mpa,0.122 Mpa,0.119 Mpa,1.02 Mpa,0.119 Mpa,0.117 Mpa,0.118 Mpa,0.121 Mpa,0.119 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0.122 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.127 Mpa,0.133 Mpa,0.132 Mpa,0.132 Mpa,0.135 Mpa,0.133 Mpa,0.131 Mpa,0.136 Mpa,0.136 Mpa,0.143 Mpa,0.129 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.138 Mpa,0.122 Mpa,0.122 Mpa,0.120 Mpa,0.117 Mpa,0.124 Mpa,0.118 Mpa,0.125 Mpa,0.130 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.134 Mpa,0.139 Mpa,1834 RPM,1298 RPM,1538 RPM,1765 RPM,1852 RPM,1622 RPM,1865 RPM,1821 RPM,1867 RPM,1608 RPM,1860 RPM
2026-07-22 03:00:00,0.118 Mpa,0.121 Mpa,0.120 Mpa,0.256 Mpa,0.123 Mpa,0.123 Mpa,0.126 Mpa,0.129 Mpa,0.129 Mpa,0.870 Mpa,0.132 Mpa,0.125 Mpa,0.130 Mpa,0.134 Mpa,0.134 Mpa,0.147 Mpa,0.120 Mpa,0.121 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.132 Mpa,0.131 Mpa,0.130 Mpa,0.135 Mpa,0.130 Mpa,0.131 Mpa,0.137 Mpa,0.138 Mpa,0.139 Mpa,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.977 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.129 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.127 Mpa,0.128 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.136 Mpa,0.129 Mpa,0.128 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.139 Mpa,0.132 Mpa,0.132 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.136 Mpa,0.136 Mpa,0.140 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.118 Mpa,0.125 Mpa,0.119 Mpa,0.126 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.127 Mpa,0.131 Mpa,0.134 Mpa,0.139 Mpa,1704 RPM,1822 RPM,1631 RPM,1768 RPM,1849 RPM,1763 RPM,1860 RPM,1806 RPM,1679 RPM,1659 RPM,1830 RPM
2026-07-22 05:00:00,0.102 Mpa,0.103 Mpa,0.102 Mpa,0.365 Mpa,0.105 Mpa,0.104 Mpa,0.109 Mpa,0.109 Mpa,0.124 Mpa,0.905 Mpa,0.125 Mpa,0.119 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.142 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.133 Mpa,0.131 Mpa,0.130 Mpa,0.136 Mpa,0.131 Mpa,0.130 Mpa,0.136 Mpa,0.138 Mpa,0.139 Mpa,0.116 Mpa,0.117 Mpa,0.117 Mpa,0.941 Mpa,0.116 Mpa,0.117 Mpa,0.119 Mpa,0.124 Mpa,0.113 Mpa,1.02 Mpa,0.113 Mpa,0.110 Mpa,0.113 Mpa,0.115 Mpa,0.115 Mpa,0.118 Mpa,0.120 Mpa,0.121 Mpa,0.116 Mpa,0.119 Mpa,0.119 Mpa,0.121 Mpa,0.122 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.129 Mpa,0.128 Mpa,0.126 Mpa,0.131 Mpa,0.131 Mpa,0.137 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.134 Mpa,0.125 Mpa,0.125 Mpa,0.124 Mpa,0.121 Mpa,0.128 Mpa,0.122 Mpa,0.128 Mpa,0.133 Mpa,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.128 Mpa,0.132 Mpa,0.134 Mpa,0.140 Mpa,1432 RPM,1542 RPM,1655 RPM,1737 RPM,1759 RPM,1573 RPM,1522 RPM,1637 RPM,1576 RPM,1737 RPM,1780 RPM
2026-07-22 07:00:00,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.349 Mpa,0.133 Mpa,0.134 Mpa,0.136 Mpa,0.140 Mpa,0.127 Mpa,0.888 Mpa,0.128 Mpa,0.123 Mpa,0.127 Mpa,0.131 Mpa,0.132 Mpa,0.145 Mpa,0.125 Mpa,0.126 Mpa,0.124 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.128 Mpa,0.137 Mpa,0.128 Mpa,0.126 Mpa,0.131 Mpa,0.126 Mpa,0.126 Mpa,0.132 Mpa,0.134 Mpa,0.134 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.931 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.116 Mpa,1.02 Mpa,0.116 Mpa,0.113 Mpa,0.116 Mpa,0.119 Mpa,0.117 Mpa,0.122 Mpa,0.128 Mpa,0.129 Mpa,0.125 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.136 Mpa,0.130 Mpa,0.129 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0.134 Mpa,0.134 Mpa,0.141 Mpa,0.130 Mpa,0.130 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.137 Mpa,0.125 Mpa,0.126 Mpa,0.124 Mpa,0.121 Mpa,0.128 Mpa,0.122 Mpa,0.129 Mpa,0.135 Mpa,0.128 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.134 Mpa,0.140 Mpa,1842 RPM,1643 RPM,1844 RPM,1542 RPM,1863 RPM,1632 RPM,1735 RPM,1810 RPM,1586 RPM,1812 RPM,1776 RPM
2026-07-22 09:00:00,0.132 Mpa,0.135 Mpa,0.135 Mpa,0.197 Mpa,0.137 Mpa,0.139 Mpa,0.140 Mpa,0.145 Mpa,0.127 Mpa,0.881 Mpa,0.129 Mpa,0.123 Mpa,0.127 Mpa,0.131 Mpa,0.132 Mpa,0.142 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.137 Mpa,0.128 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.128 Mpa,0.133 Mpa,0.135 Mpa,0.136 Mpa,0.121 Mpa,0.122 Mpa,0.122 Mpa,0.786 Mpa,0.120 Mpa,0.122 Mpa,0.124 Mpa,0.129 Mpa,0.123 Mpa,1.02 Mpa,0.124 Mpa,0.121 Mpa,0.123 Mpa,0.126 Mpa,0.124 Mpa,0.129 Mpa,0.118 Mpa,0.120 Mpa,0.114 Mpa,0.117 Mpa,0.118 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.131 Mpa,0.131 Mpa,0.133 Mpa,0.132 Mpa,0.129 Mpa,0.135 Mpa,0.135 Mpa,0.141 Mpa,0.132 Mpa,0.132 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.136 Mpa,0.136 Mpa,0.140 Mpa,0.123 Mpa,0.123 Mpa,0.121 Mpa,0.119 Mpa,0.125 Mpa,0.119 Mpa,0.126 Mpa,0.131 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.127 Mpa,0.130 Mpa,0.135 Mpa,1867 RPM,1697 RPM,1864 RPM,1744 RPM,1838 RPM,1731 RPM,1367 RPM,1751 RPM,1668 RPM,1746 RPM,1583 RPM
2026-07-22 11:00:00,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.258 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.135 Mpa,0.126 Mpa,0.877 Mpa,0.128 Mpa,0.121 Mpa,0.126 Mpa,0.131 Mpa,0.131 Mpa,0.139 Mpa,0.123 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.135 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.134 Mpa,0.133 Mpa,0.141 Mpa,0.141 Mpa,0.142 Mpa,0.114 Mpa,0.115 Mpa,0.115 Mpa,0.939 Mpa,0.115 Mpa,0.116 Mpa,0.118 Mpa,0.123 Mpa,0.122 Mpa,1.02 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.122 Mpa,0.127 Mpa,0.123 Mpa,0.125 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.127 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.135 Mpa,0.134 Mpa,0.131 Mpa,0.137 Mpa,0.137 Mpa,0.144 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0.129 Mpa,0.130 Mpa,0.134 Mpa,0.133 Mpa,0.137 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.123 Mpa,0.130 Mpa,0.136 Mpa,0.121 Mpa,0.123 Mpa,0.120 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,0.126 Mpa,0.130 Mpa,1764 RPM,1734 RPM,1805 RPM,1728 RPM,1764 RPM,1685 RPM,1590 RPM,1864 RPM,1620 RPM,1826 RPM,1349 RPM
2026-07-22 13:00:00,0.126 Mpa,0.129 Mpa,0.128 Mpa,0.415 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.136 Mpa,0.130 Mpa,0.879 Mpa,0.132 Mpa,0.126 Mpa,0.130 Mpa,0.135 Mpa,0.136 Mpa,0.144 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.134 Mpa,0.129 Mpa,0.128 Mpa,0.132 Mpa,0.127 Mpa,0.127 Mpa,0.132 Mpa,0.134 Mpa,0.134 Mpa,0.119 Mpa,0.120 Mpa,0.120 Mpa,0.909 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.128 Mpa,0.127 Mpa,1.01 Mpa,0.129 Mpa,0.125 Mpa,0.127 Mpa,0.130 Mpa,0.127 Mpa,0.134 Mpa,0.122 Mpa,0.122 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.122 Mpa,0.124 Mpa,0.131 Mpa,0.131 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0.134 Mpa,0.134 Mpa,0.141 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.136 Mpa,0.136 Mpa,0.140 Mpa,0.123 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.120 Mpa,0.127 Mpa,0.133 Mpa,,,,,,,,,1720 RPM,1782 RPM,1779 RPM,1459 RPM,1861 RPM,1755 RPM,1326 RPM,1791 RPM,1708 RPM,1797 RPM,133 RPM
2026-07-22 15:00:00,0.123 Mpa,0.126 Mpa,0.125 Mpa,0.416 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.130 Mpa,0.879 Mpa,0.132 Mpa,0.126 Mpa,0.131 Mpa,0.135 Mpa,0.136 Mpa,0.144 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.137 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.130 Mpa,0.129 Mpa,0.136 Mpa,0.137 Mpa,0.138 Mpa,0.122 Mpa,0.123 Mpa,0.123 Mpa,0.947 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.125 Mpa,1.02 Mpa,0.128 Mpa,0.124 Mpa,0.125 Mpa,0.129 Mpa,0.126 Mpa,0.132 Mpa,0.108 Mpa,0.106 Mpa,0.104 Mpa,0.105 Mpa,0.106 Mpa,0.109 Mpa,0.107 Mpa,0.113 Mpa,0.131 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.130 Mpa,0.135 Mpa,0.135 Mpa,0.142 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.132 Mpa,0.132 Mpa,0.136 Mpa,0.125 Mpa,0.125 Mpa,0.124 Mpa,0.121 Mpa,0.128 Mpa,0.121 Mpa,0.128 Mpa,0.134 Mpa,0.125 Mpa,0.126 Mpa,0.133 Mpa,0.125 Mpa,0.126 Mpa,0.130 Mpa,0.131 Mpa,0.137 Mpa,1666 RPM,1726 RPM,1854 RPM,1741 RPM,1859 RPM,1792 RPM,903 RPM,1826 RPM,1673 RPM,1870 RPM,1537 RPM
2026-07-22 17:00:00,0.119 Mpa,0.121 Mpa,0.120 Mpa,0.387 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.128 Mpa,0.121 Mpa,0.897 Mpa,0.122 Mpa,0.116 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.132 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.133 Mpa,0.125 Mpa,0.124 Mpa,0.129 Mpa,0.124 Mpa,0.124 Mpa,0.130 Mpa,0.132 Mpa,0.132 Mpa,0.116 Mpa,0.116 Mpa,0.116 Mpa,0.810 Mpa,0.114 Mpa,0.116 Mpa,0.117 Mpa,0.123 Mpa,0.119 Mpa,1.02 Mpa,0.120 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.129 Mpa,0.130 Mpa,0.125 Mpa,0.129 Mpa,0.129 Mpa,0.132 Mpa,0.132 Mpa,0.136 Mpa,0.128 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.138 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.137 Mpa,0.120 Mpa,0.119 Mpa,0.118 Mpa,0.115 Mpa,0.122 Mpa,0.116 Mpa,0.122 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.213 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.132 Mpa,0.137 Mpa,1687 RPM,1621 RPM,1685 RPM,1639 RPM,1753 RPM,1605 RPM,1532 RPM,1723 RPM,1622 RPM,1724 RPM,1682 RPM
2026-07-22 19:00:00,0.123 Mpa,0.126 Mpa,0.125 Mpa,0.281 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.124 Mpa,0.870 Mpa,0.126 Mpa,0.119 Mpa,0.124 Mpa,0.128 Mpa,0.129 Mpa,0.137 Mpa,0.121 Mpa,0.122 Mpa,0.120 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.134 Mpa,0.127 Mpa,0.126 Mpa,0.131 Mpa,0.127 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.135 Mpa,0.118 Mpa,0.119 Mpa,0.119 Mpa,0.937 Mpa,0.118 Mpa,0.120 Mpa,0.121 Mpa,0.127 Mpa,0.120 Mpa,1.02 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,0.133 Mpa,0.135 Mpa,0.132 Mpa,0.136 Mpa,0.134 Mpa,0.137 Mpa,0.137 Mpa,0.143 Mpa,0.131 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.129 Mpa,0.135 Mpa,0.134 Mpa,0.141 Mpa,0.131 Mpa,0.130 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.120 Mpa,0.120 Mpa,0.119 Mpa,0.116 Mpa,0.123 Mpa,0.117 Mpa,0.124 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.502 Mpa,0.132 Mpa,0.131 Mpa,0.136 Mpa,0.138 Mpa,0.144 Mpa,1778 RPM,1769 RPM,1817 RPM,1813 RPM,1834 RPM,1745 RPM,1765 RPM,1851 RPM,1710 RPM,1651 RPM,1820 RPM
2026-07-22 21:00:00,0.125 Mpa,0.129 Mpa,0.128 Mpa,0.215 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.136 Mpa,0.121 Mpa,0.883 Mpa,0.122 Mpa,0.115 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.132 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.136 Mpa,0.127 Mpa,0.126 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.136 Mpa,0.120 Mpa,0.122 Mpa,0.122 Mpa,0.657 Mpa,0.120 Mpa,0.122 Mpa,0.123 Mpa,0.129 Mpa,0.120 Mpa,1.02 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.123 Mpa,0.121 Mpa,0.127 Mpa,0.129 Mpa,0.131 Mpa,0.127 Mpa,0.130 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.138 Mpa,0.131 Mpa,0.131 Mpa,0.133 Mpa,0.132 Mpa,0.130 Mpa,0.136 Mpa,0.136 Mpa,0.142 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.121 Mpa,0.121 Mpa,0.120 Mpa,0.116 Mpa,0.124 Mpa,0.118 Mpa,0.125 Mpa,0.130 Mpa,0.129 Mpa,0.130 Mpa,0.401 Mpa,0.130 Mpa,0.130 Mpa,0.134 Mpa,0.136 Mpa,0.142 Mpa,1840 RPM,1728 RPM,1841 RPM,1831 RPM,1856 RPM,1686 RPM,1773 RPM,1830 RPM,1732 RPM,1688 RPM,1810 RPM
2026-07-22 23:00:00,0.117 Mpa,0.120 Mpa,0.118 Mpa,0.338 Mpa,0.120 Mpa,0.120 Mpa,0.122 Mpa,0.125 Mpa,0.121 Mpa,0.889 Mpa,0.122 Mpa,0.116 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.134 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.134 Mpa,0.123 Mpa,0.122 Mpa,0.126 Mpa,0.121 Mpa,0.122 Mpa,0.127 Mpa,0.129 Mpa,0.131 Mpa,0.113 Mpa,0.114 Mpa,0.113 Mpa,0.355 Mpa,0.112 Mpa,0.112 Mpa,0.114 Mpa,0.119 Mpa,0.118 Mpa,1.02 Mpa,0.119 Mpa,0.115 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.126 Mpa,0.128 Mpa,0.124 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.136 Mpa,0.130 Mpa,0.129 Mpa,0.131 Mpa,0.130 Mpa,0.127 Mpa,0.133 Mpa,0.133 Mpa,0.140 Mpa,0.129 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.137 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.121 Mpa,0.127 Mpa,0.133 Mpa,0.128 Mpa,0.129 Mpa,0.0468 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.135 Mpa,0.140 Mpa,1538 RPM,1635 RPM,1698 RPM,1677 RPM,1415 RPM,1701 RPM,1768 RPM,1817 RPM,1785 RPM,1708 RPM,1785 RPM
2026-07-23 01:00:00,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.451 Mpa,0.125 Mpa,0.125 Mpa,0.127 Mpa,0.130 Mpa,0.119 Mpa,0.892 Mpa,0.120 Mpa,0.114 Mpa,0.118 Mpa,0.122 Mpa,0.123 Mpa,0.130 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.120 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.134 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.130 Mpa,0.129 Mpa,0.136 Mpa,0.137 Mpa,0.139 Mpa,0.118 Mpa,0.119 Mpa,0.119 Mpa,0.470 Mpa,0.118 Mpa,0.118 Mpa,0.120 Mpa,0.126 Mpa,0.118 Mpa,1.02 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.120 Mpa,0.124 Mpa,0.118 Mpa,0.118 Mpa,0.113 Mpa,0.116 Mpa,0.117 Mpa,0.119 Mpa,0.119 Mpa,0.123 Mpa,0.135 Mpa,0.134 Mpa,0.135 Mpa,0.133 Mpa,0.133 Mpa,0.138 Mpa,0.137 Mpa,0.144 Mpa,0.128 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.132 Mpa,0.132 Mpa,0.136 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0.120 Mpa,0.127 Mpa,0.120 Mpa,0.127 Mpa,0.132 Mpa,0.129 Mpa,0.131 Mpa,0.0383 Mpa,0.130 Mpa,0.130 Mpa,0.134 Mpa,0.137 Mpa,0.142 Mpa,1743 RPM,1472 RPM,1797 RPM,1816 RPM,1823 RPM,1683 RPM,1399 RPM,1852 RPM,1685 RPM,1643 RPM,1812 RPM
2026-07-23 03:00:00,0.123 Mpa,0.125 Mpa,0.124 Mpa,0.370 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.132 Mpa,0.119 Mpa,0.999 Mpa,0.121 Mpa,0.115 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.133 Mpa,0.121 Mpa,0.121 Mpa,0.119 Mpa,0.117 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.131 Mpa,0.127 Mpa,0.126 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.135 Mpa,0.115 Mpa,0.114 Mpa,0.115 Mpa,0.538 Mpa,0.113 Mpa,0.114 Mpa,0.115 Mpa,0.121 Mpa,0.120 Mpa,1.02 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,0.128 Mpa,0.129 Mpa,0.127 Mpa,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.138 Mpa,0.131 Mpa,0.130 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0.135 Mpa,0.134 Mpa,0.141 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.132 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.120 Mpa,0.127 Mpa,0.121 Mpa,0.128 Mpa,0.133 Mpa,0.129 Mpa,0.129 Mpa,0.0838 Mpa,0.130 Mpa,0.130 Mpa,0.134 Mpa,0.137 Mpa,0.142 Mpa,1700 RPM,1733 RPM,1774 RPM,1811 RPM,1718 RPM,1725 RPM,1783 RPM,1855 RPM,1592 RPM,1670 RPM,1815 RPM
