"Time","I38 - G_1","I38 - G_2","I38 - G_3","I38 - G_4","I39 - G_1","I39 - G_2","I39 - G_3","I39 - G_4","I40 - G_1","I40 - G_2","I40 - G_3","I40 - G_4","I41 - G_1","I41 - G_2","I41 - G_3","I41 - G_4","I42 - G_1","I42 - G_2","I42 - G_3","I42 - G_4","I43 - G_1","I43 - G_2","I43 - G_3","I43 - G_4","I44 - G_1","I44 - G_2","I44 - G_3","I44 - G_4","I46 - G_1","I46 - G_2","I46 - G_3","I46 - G_4","I47 - G_1","I47 - G_2","I47 - G_3","I47 - G_4","I48 - G_1","I48 - G_2","I48 - G_3","I48 - G_4"
2026-07-04 07:00:00,,,,,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,
2026-07-04 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-04 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,On,On,On,On,,,,
2026-07-05 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,
2026-07-05 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-05 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,On,On,On,On,,,,
2026-07-06 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,,,,,Off,Off,Off,Off,,,,
2026-07-06 15:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,
2026-07-06 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-06 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 07:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 13:00:00,On,On,On,On,,,,,On,On,On,On,,,,,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,,,,
2026-07-07 15:00:00,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 21:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-07 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 13:00:00,Off,Off,Off,Off,,,,,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,,,,,,,,
2026-07-08 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-07-08 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-08 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-08 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-09 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-09 07:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 13:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-09 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-09 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-10 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 05:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-10 07:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,,Off,Off,Off,Off
2026-07-10 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-10 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 13:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-10 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-10 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 03:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 05:00:00,On,On,On,On,,,,,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 07:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-11 13:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-11 15:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-11 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-11 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-12 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 05:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 09:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 13:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-12 15:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-12 17:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-12 21:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-12 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-13 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 03:00:00,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 05:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 07:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-13 13:00:00,,,,,,,,,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-13 15:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 17:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 19:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-13 21:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-13 23:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 01:00:00,,,,,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-14 03:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 05:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 07:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 09:00:00,,,,,,,,,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 11:00:00,,,,,,,,,On,On,On,On,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-14 13:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-14 15:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-14 17:00:00,,,,,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 19:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 21:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-14 23:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,On,On,On,On
2026-07-15 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 03:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 07:00:00,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 09:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 11:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 13:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 15:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-15 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-15 19:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
