"Time","I38 - G_1","I38 - G_2","I38 - G_3","I38 - G_4","I39 - G_1","I39 - G_2","I39 - G_3","I39 - G_4","I40 - G_1","I40 - G_2","I40 - G_3","I40 - G_4","I41 - G_1","I41 - G_2","I41 - G_3","I41 - G_4","I42 - G_1","I42 - G_2","I42 - G_3","I42 - G_4","I43 - G_1","I43 - G_2","I43 - G_3","I43 - G_4","I44 - G_1","I44 - G_2","I44 - G_3","I44 - G_4","I46 - G_1","I46 - G_2","I46 - G_3","I46 - G_4","I47 - G_1","I47 - G_2","I47 - G_3","I47 - G_4","I48 - G_1","I48 - G_2","I48 - G_3","I48 - G_4"
2026-07-27 05:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 09:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 11:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 13:00:00,On,On,On,On,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-27 15:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 17:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 19:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 21:00:00,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-27 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 01:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-28 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 05:00:00,On,On,On,On,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 07:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 09:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 13:00:00,Off,Off,Off,Off,,,,,,,,,On,On,On,On,On,On,On,On,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-28 15:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 17:00:00,On,On,On,On,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 19:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 21:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-28 23:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 01:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-29 03:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 05:00:00,On,On,On,On,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 07:00:00,Off,Off,Off,Off,,,,,,,,,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 09:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 11:00:00,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-29 13:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,On,On,On,On,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-29 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 17:00:00,On,On,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 19:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 21:00:00,On,On,On,On,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-29 23:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 01:00:00,On,On,On,On,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-30 03:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 05:00:00,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 07:00:00,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 09:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 11:00:00,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-30 13:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-30 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 17:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 19:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 21:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-30 23:00:00,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-31 03:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 05:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 07:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 09:00:00,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 11:00:00,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-07-31 13:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-31 15:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 17:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-07-31 19:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 21:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-07-31 23:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 01:00:00,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,On,On,On,On
2026-08-01 03:00:00,,,,,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 05:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 07:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 09:00:00,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 11:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 13:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 15:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 17:00:00,,,,,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 19:00:00,,,,,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-01 23:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-02 03:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 05:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 07:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 09:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 13:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 17:00:00,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 19:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 21:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-02 23:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-03 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 03:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 05:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-08-03 07:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 09:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 13:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-08-03 17:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 19:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-03 23:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-04 03:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 05:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 07:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 09:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 13:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-08-04 17:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 19:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-04 23:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 01:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,,,,,,,,,On,On,On,On
2026-08-05 03:00:00,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 05:00:00,On,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 07:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 09:00:00,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-05 13:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-08-05 17:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 19:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-05 23:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 01:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 03:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-06 05:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 07:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-06 09:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-06 11:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,On,On,On,On,On,On,On,On
2026-08-06 13:00:00,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,,,,,,,,,Off,Off,Off,Off
2026-08-06 15:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-06 17:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 19:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 21:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-06 23:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
2026-08-07 01:00:00,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,On,On,On,On
2026-08-07 03:00:00,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
2026-08-07 05:00:00,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,,,,,,,,,Off,Off,Off,Off
