"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","Center - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","Center - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","Center - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","Center - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","Center - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","Center - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","Center - I44","B_1 - I46","B_2 - I46","B_3 - I46","B_4 - I46","Center - I46","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","Center - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","Center - I48","RPM "
2026-07-27 19:00:00,,,,,,,,,,,0.0267 Mpa,0.0257 Mpa,0.0329 Mpa,0.0119 Mpa,0 Mpa,0.225 Mpa,0.205 Mpa,0.235 Mpa,0.214 Mpa,0 Mpa,0.00555 Mpa,0.0416 Mpa,0.0268 Mpa,0.0149 Mpa,0 Mpa,,,,,,0.0262 Mpa,0.0210 Mpa,0.00755 Mpa,0.0637 Mpa,0 Mpa,,,,,,,,,,,0.0399 Mpa,0.0181 Mpa,0.00396 Mpa,0.0113 Mpa,0 Mpa,1724 RPM
2026-07-27 21:00:00,,,,,,,,,,,0.0271 Mpa,0.0366 Mpa,0.0326 Mpa,0.0139 Mpa,0 Mpa,0.255 Mpa,0.234 Mpa,0.265 Mpa,0.243 Mpa,0 Mpa,0.00213 Mpa,0.0211 Mpa,0.0104 Mpa,0.00232 Mpa,0 Mpa,,,,,,0.0197 Mpa,0.00967 Mpa,0.00504 Mpa,0.0572 Mpa,0 Mpa,,,,,,,,,,,0.0438 Mpa,0.0212 Mpa,0.00441 Mpa,0.0151 Mpa,0 Mpa,1723 RPM
2026-07-27 23:00:00,0.0129 Mpa,0.0113 Mpa,0.0160 Mpa,0.0163 Mpa,0.0302 Mpa,,,,,,0.0247 Mpa,0.108 Mpa,0.0339 Mpa,0.0233 Mpa,0 Mpa,0.427 Mpa,0.407 Mpa,0.435 Mpa,0.417 Mpa,0 Mpa,0.00702 Mpa,0.0297 Mpa,0.0192 Mpa,0.00814 Mpa,0 Mpa,,,,,,0.0176 Mpa,0.0166 Mpa,0.00428 Mpa,0.0700 Mpa,0 Mpa,,,,,,,,,,,0.0499 Mpa,0.0282 Mpa,0.00872 Mpa,0.0204 Mpa,0 Mpa,1653 RPM
2026-07-28 01:00:00,0.0109 Mpa,0.00619 Mpa,0.0141 Mpa,0.0213 Mpa,0 Mpa,,,,,,0.0251 Mpa,0.0575 Mpa,0.0329 Mpa,0.0243 Mpa,0 Mpa,0.485 Mpa,0.467 Mpa,0.492 Mpa,0.475 Mpa,0.0217 Mpa,0.00874 Mpa,0.0319 Mpa,0.0244 Mpa,0.00874 Mpa,0 Mpa,,,,,,0.0169 Mpa,0.0375 Mpa,0.00341 Mpa,0.0702 Mpa,0 Mpa,,,,,,,,,,,0.0511 Mpa,0.0302 Mpa,0.00849 Mpa,0.0197 Mpa,0.0169 Mpa,1581 RPM
2026-07-28 03:00:00,0.00674 Mpa,0.00183 Mpa,0.00661 Mpa,0.0116 Mpa,0 Mpa,,,,,,0.0317 Mpa,0.111 Mpa,0.0437 Mpa,0.0248 Mpa,0 Mpa,0.334 Mpa,0.316 Mpa,0.344 Mpa,0.326 Mpa,0 Mpa,0.00489 Mpa,0.0409 Mpa,0.0271 Mpa,0.0109 Mpa,0 Mpa,,,,,,0.0129 Mpa,0.0967 Mpa,0.00237 Mpa,0.0669 Mpa,0 Mpa,,,,,,,,,,,0.0481 Mpa,0.0287 Mpa,0.00997 Mpa,0.0177 Mpa,0 Mpa,1719 RPM
2026-07-28 05:00:00,0.00363 Mpa,0.000958 Mpa,0.00420 Mpa,0.00656 Mpa,0.00945 Mpa,,,,,,,,,,,0.239 Mpa,0.220 Mpa,0.251 Mpa,0.229 Mpa,0 Mpa,0.00743 Mpa,0.0458 Mpa,0.0267 Mpa,0.0196 Mpa,0 Mpa,,,,,,0.0183 Mpa,0.0585 Mpa,0.00180 Mpa,0.0819 Mpa,0 Mpa,,,,,,,,,,,0.0524 Mpa,0.0307 Mpa,0.00940 Mpa,0.0247 Mpa,0 Mpa,1526 RPM
2026-07-28 07:00:00,0.00242 Mpa,0.000604 Mpa,0.00257 Mpa,0.00531 Mpa,0 Mpa,,,,,,,,,,,0.247 Mpa,0.226 Mpa,0.260 Mpa,0.235 Mpa,0 Mpa,0.00883 Mpa,0.0324 Mpa,0.0204 Mpa,0.00974 Mpa,0 Mpa,,,,,,0.0189 Mpa,0.0175 Mpa,0.00442 Mpa,0.0754 Mpa,0 Mpa,,,,,,,,,,,0.0543 Mpa,0.0337 Mpa,0.0127 Mpa,0.0236 Mpa,0 Mpa,1740 RPM
2026-07-28 09:00:00,0.00162 Mpa,0.000623 Mpa,0.00249 Mpa,0.00287 Mpa,0 Mpa,,,,,,,,,,,0.191 Mpa,0.168 Mpa,0.203 Mpa,0.177 Mpa,0 Mpa,0.00449 Mpa,0.0243 Mpa,0.0110 Mpa,0.00529 Mpa,0 Mpa,,,,,,0.0165 Mpa,0.0167 Mpa,0.00339 Mpa,0.0603 Mpa,0 Mpa,,,,,,,,,,,0.0524 Mpa,0.0333 Mpa,0.0114 Mpa,0.0203 Mpa,0 Mpa,1679 RPM
2026-07-28 11:00:00,0.00348 Mpa,0.00120 Mpa,0.00370 Mpa,0.00514 Mpa,0 Mpa,,,,,,0.0240 Mpa,0.0240 Mpa,0.0262 Mpa,0.0240 Mpa,2 Mpa,0.283 Mpa,0.262 Mpa,0.285 Mpa,0.269 Mpa,0 Mpa,0.00720 Mpa,0.0259 Mpa,0.0206 Mpa,0.00720 Mpa,0 Mpa,,,,,,0.0193 Mpa,0.00713 Mpa,0.00449 Mpa,0.0395 Mpa,0 Mpa,,,,,,,,,,,0.0470 Mpa,0.0268 Mpa,0.00987 Mpa,0.0156 Mpa,0 Mpa,1738 RPM
2026-07-28 13:00:00,0.00557 Mpa,0.00135 Mpa,0.00433 Mpa,0.00537 Mpa,0 Mpa,,,,,,,,,,,0.248 Mpa,0.224 Mpa,0.246 Mpa,0.233 Mpa,0.0149 Mpa,0.00994 Mpa,0.0329 Mpa,0.0200 Mpa,0.00981 Mpa,0.113 Mpa,,,,,,0.0156 Mpa,0.0168 Mpa,0.00382 Mpa,0.0726 Mpa,0.0134 Mpa,,,,,,,,,,,0.0413 Mpa,0.0223 Mpa,0.00619 Mpa,0.0107 Mpa,0 Mpa,1672 RPM
2026-07-28 15:00:00,0.00479 Mpa,0.00120 Mpa,0.00353 Mpa,0.00375 Mpa,0 Mpa,,,,,,,,,,,0.266 Mpa,0.246 Mpa,0.270 Mpa,0.256 Mpa,0 Mpa,0.0157 Mpa,0.0309 Mpa,0.0176 Mpa,0.0118 Mpa,0 Mpa,,,,,,0.0159 Mpa,0.0455 Mpa,0.00314 Mpa,0.0792 Mpa,0 Mpa,,,,,,,,,,,0.0402 Mpa,0.0217 Mpa,0.00685 Mpa,0.0116 Mpa,0 Mpa,1682 RPM
2026-07-28 17:00:00,0.00411 Mpa,0.00144 Mpa,0.00296 Mpa,0.00467 Mpa,0.0124 Mpa,,,,,,,,,,,0.296 Mpa,0.275 Mpa,0.305 Mpa,0.284 Mpa,0 Mpa,0.00245 Mpa,0.0240 Mpa,0.00980 Mpa,0.00294 Mpa,0 Mpa,,,,,,0.0136 Mpa,0.0500 Mpa,0.00163 Mpa,0.0506 Mpa,0 Mpa,,,,,,,,,,,0.0440 Mpa,0.0246 Mpa,0.00655 Mpa,0.0135 Mpa,0 Mpa,1577 RPM
2026-07-28 19:00:00,0.00439 Mpa,0.00163 Mpa,0.00409 Mpa,0.00518 Mpa,0 Mpa,,,,,,,,,,,0.261 Mpa,0.242 Mpa,0.269 Mpa,0.251 Mpa,0 Mpa,0.00912 Mpa,0.0341 Mpa,0.0264 Mpa,0.00960 Mpa,0 Mpa,,,,,,0.0120 Mpa,0.0407 Mpa,0.00184 Mpa,0.0621 Mpa,0 Mpa,,,,,,,,,,,0.0423 Mpa,0.0232 Mpa,0.00786 Mpa,0.0123 Mpa,0 Mpa,1745 RPM
2026-07-28 21:00:00,0.00366 Mpa,0.000914 Mpa,0.00385 Mpa,0.00625 Mpa,0 Mpa,,,,,,,,,,,0.228 Mpa,0.211 Mpa,0.236 Mpa,0.219 Mpa,0 Mpa,0.00991 Mpa,0.0344 Mpa,0.0235 Mpa,0.00939 Mpa,0 Mpa,,,,,,0.0175 Mpa,0.00540 Mpa,0.00264 Mpa,0.0559 Mpa,0 Mpa,,,,,,,,,,,0.0473 Mpa,0.0275 Mpa,0.00758 Mpa,0.0154 Mpa,0 Mpa,1758 RPM
2026-07-28 23:00:00,0.00386 Mpa,0.000905 Mpa,0.00374 Mpa,0.00452 Mpa,0 Mpa,,,,,,,,,,,0.230 Mpa,0.211 Mpa,0.237 Mpa,0.220 Mpa,0 Mpa,0.0177 Mpa,0.0403 Mpa,0.0301 Mpa,0.0170 Mpa,0 Mpa,,,,,,0.0144 Mpa,0.00483 Mpa,0.00250 Mpa,0.0557 Mpa,0 Mpa,,,,,,,,,,,0.0520 Mpa,0.0316 Mpa,0.0111 Mpa,0.0197 Mpa,0 Mpa,1688 RPM
2026-07-29 01:00:00,0.00377 Mpa,0.00123 Mpa,0.00385 Mpa,0.00657 Mpa,0 Mpa,,,,,,,,,,,0.372 Mpa,0.353 Mpa,0.379 Mpa,0.364 Mpa,0 Mpa,0.00637 Mpa,0.0318 Mpa,0.0255 Mpa,0.0113 Mpa,0 Mpa,,,,,,0.0170 Mpa,0.0167 Mpa,0.00248 Mpa,0.0591 Mpa,0 Mpa,,,,,,,,,,,0.0508 Mpa,0.0298 Mpa,0.0105 Mpa,0.0211 Mpa,0.0219 Mpa,1690 RPM
2026-07-29 03:00:00,0.00376 Mpa,0.00125 Mpa,0.00371 Mpa,0.00670 Mpa,0 Mpa,,,,,,,,,,,0.179 Mpa,0.158 Mpa,0.187 Mpa,0.169 Mpa,0 Mpa,0.00854 Mpa,0.0308 Mpa,0.0215 Mpa,0.00742 Mpa,0 Mpa,,,,,,0.0158 Mpa,0.0105 Mpa,0.00180 Mpa,0.0550 Mpa,0 Mpa,,,,,,,,,,,0.0525 Mpa,0.0316 Mpa,0.0110 Mpa,0.0204 Mpa,0 Mpa,1733 RPM
2026-07-29 05:00:00,0.00548 Mpa,0.00209 Mpa,0.00668 Mpa,0.00882 Mpa,0.00792 Mpa,,,,,,,,,,,0.169 Mpa,0.148 Mpa,0.176 Mpa,0.156 Mpa,0 Mpa,0.00943 Mpa,0.0350 Mpa,0.0255 Mpa,0.0129 Mpa,0 Mpa,,,,,,0.0166 Mpa,0.00645 Mpa,0.00168 Mpa,0.0614 Mpa,0 Mpa,,,,,,,,,,,0.0496 Mpa,0.0273 Mpa,0.00802 Mpa,0.0184 Mpa,0 Mpa,1525 RPM
2026-07-29 07:00:00,0.00473 Mpa,0.00162 Mpa,0.00473 Mpa,0.00698 Mpa,0 Mpa,,,,,,,,,,,0.216 Mpa,0.197 Mpa,0.221 Mpa,0.207 Mpa,0.0183 Mpa,0.0122 Mpa,0.0369 Mpa,0.0252 Mpa,0.0147 Mpa,0 Mpa,,,,,,0.0134 Mpa,0.00690 Mpa,0.00177 Mpa,0.0409 Mpa,0 Mpa,,,,,,,,,,,0.0471 Mpa,0.0264 Mpa,0.00816 Mpa,0.0153 Mpa,0 Mpa,1588 RPM
2026-07-29 09:00:00,0.00250 Mpa,0.000883 Mpa,0.00335 Mpa,0.00458 Mpa,0 Mpa,,,,,,,,,,,0.229 Mpa,0.209 Mpa,0.236 Mpa,0.218 Mpa,0 Mpa,0.00694 Mpa,0.0231 Mpa,0.0135 Mpa,0.00605 Mpa,0 Mpa,,,,,,0.0153 Mpa,0.0106 Mpa,0.00320 Mpa,0.0480 Mpa,0 Mpa,,,,,,,,,,,0.0461 Mpa,0.0239 Mpa,0.00538 Mpa,0.0138 Mpa,0 Mpa,1668 RPM
2026-07-29 11:00:00,0.00444 Mpa,0.00171 Mpa,0.00500 Mpa,0.00619 Mpa,0 Mpa,,,,,,,,,,,0.261 Mpa,0.240 Mpa,0.273 Mpa,0.251 Mpa,0 Mpa,0.00518 Mpa,0.0226 Mpa,0.0161 Mpa,0.00491 Mpa,0 Mpa,,,,,,0.0156 Mpa,0.00767 Mpa,0.00375 Mpa,0.0431 Mpa,0.0104 Mpa,,,,,,,,,,,0.0409 Mpa,0.0212 Mpa,0.00617 Mpa,0.0110 Mpa,0 Mpa,1721 RPM
2026-07-29 13:00:00,0.00419 Mpa,0.00129 Mpa,0.00505 Mpa,0.00561 Mpa,0 Mpa,,,,,,0.0241 Mpa,0.0325 Mpa,0.0375 Mpa,0.0240 Mpa,0.0599 Mpa,0.284 Mpa,0.265 Mpa,0.295 Mpa,0.275 Mpa,0.0185 Mpa,0.00256 Mpa,0.0196 Mpa,0.0133 Mpa,0.00185 Mpa,0.0201 Mpa,,,,,,0.0155 Mpa,0.00458 Mpa,0.00315 Mpa,0.0660 Mpa,0.0130 Mpa,,,,,,,,,,,0.0410 Mpa,0.0221 Mpa,0.00577 Mpa,0.0105 Mpa,0 Mpa,1622 RPM
2026-07-29 15:00:00,0.00449 Mpa,0.00169 Mpa,0.00499 Mpa,0.00486 Mpa,0 Mpa,6.10 Mpa,0 Mpa,0 Mpa,6.10 Mpa,0 Mpa,0.0241 Mpa,0.0241 Mpa,0.0260 Mpa,0.0240 Mpa,0.0855 Mpa,0.293 Mpa,0.274 Mpa,0.323 Mpa,0.284 Mpa,0 Mpa,0.00295 Mpa,0.0262 Mpa,0.0233 Mpa,0.00365 Mpa,0 Mpa,,,,,,0.0128 Mpa,0.00467 Mpa,0.00265 Mpa,0.0605 Mpa,0 Mpa,,,,,,,,,,,0.0430 Mpa,0.0247 Mpa,0.00704 Mpa,0.0133 Mpa,0 Mpa,1461 RPM
2026-07-29 17:00:00,0.00442 Mpa,0.00169 Mpa,0.00488 Mpa,0.00478 Mpa,0.00869 Mpa,6.10 Mpa,0.000336 Mpa,0.000336 Mpa,6.10 Mpa,0.0816 Mpa,0.0240 Mpa,0.0241 Mpa,0.0354 Mpa,0.0240 Mpa,0.0561 Mpa,0.293 Mpa,0.275 Mpa,0.330 Mpa,0.284 Mpa,0 Mpa,0.00805 Mpa,0.0358 Mpa,0.0279 Mpa,0.00904 Mpa,0 Mpa,,,,,,0.00809 Mpa,0.00362 Mpa,0.00131 Mpa,0.0454 Mpa,0 Mpa,,,,,,,,,,,0.0419 Mpa,0.0256 Mpa,0.00722 Mpa,0.0123 Mpa,0 Mpa,1538 RPM
2026-07-29 19:00:00,0.00429 Mpa,0.00133 Mpa,0.00357 Mpa,0.00479 Mpa,0 Mpa,,,,,,0.0335 Mpa,0.0355 Mpa,0.0483 Mpa,0.0322 Mpa,0.171 Mpa,0.211 Mpa,0.194 Mpa,0.253 Mpa,0.203 Mpa,0 Mpa,0.00904 Mpa,0.0317 Mpa,0.0257 Mpa,0.00940 Mpa,0 Mpa,,,,,,0.0138 Mpa,0.0130 Mpa,0.00220 Mpa,0.0628 Mpa,0 Mpa,,,,,,,,,,,0.0441 Mpa,0.0256 Mpa,0.00748 Mpa,0.0142 Mpa,0 Mpa,1741 RPM
2026-07-29 21:00:00,0.00217 Mpa,0.000513 Mpa,0.00257 Mpa,0.00371 Mpa,0.0193 Mpa,,,,,,0.0248 Mpa,0.0292 Mpa,0.0471 Mpa,0.0245 Mpa,0.0516 Mpa,0.296 Mpa,0.277 Mpa,0.347 Mpa,0.287 Mpa,0 Mpa,0.00624 Mpa,0.0307 Mpa,0.0254 Mpa,0.0115 Mpa,0 Mpa,,,,,,0.0129 Mpa,0.0124 Mpa,0.00207 Mpa,0.0454 Mpa,0 Mpa,,,,,,,,,,,0.0460 Mpa,0.0270 Mpa,0.00690 Mpa,0.0150 Mpa,0 Mpa,1651 RPM
2026-07-29 23:00:00,0.0187 Mpa,0.00751 Mpa,0.0193 Mpa,0.0200 Mpa,0.0357 Mpa,,,,,,0.0306 Mpa,0.0329 Mpa,0.0467 Mpa,0.0252 Mpa,0 Mpa,0.273 Mpa,0.252 Mpa,0.308 Mpa,0.265 Mpa,0 Mpa,0.00409 Mpa,0.0327 Mpa,0.0225 Mpa,0.0112 Mpa,0 Mpa,,,,,,0.0157 Mpa,0.0139 Mpa,0.00351 Mpa,0.0583 Mpa,0 Mpa,,,,,,,,,,,0.0432 Mpa,0.0245 Mpa,0.00625 Mpa,0.0142 Mpa,0 Mpa,1513 RPM
2026-07-30 01:00:00,0.0157 Mpa,0.0121 Mpa,0.0185 Mpa,0.0189 Mpa,0.0513 Mpa,,,,,,0.0315 Mpa,0.0272 Mpa,0.0373 Mpa,0.0131 Mpa,0 Mpa,0.248 Mpa,0.226 Mpa,0.260 Mpa,0.241 Mpa,0 Mpa,0.00785 Mpa,0.0309 Mpa,0.0291 Mpa,0.0111 Mpa,0 Mpa,,,,,,0.0161 Mpa,0.0282 Mpa,0.00227 Mpa,0.0572 Mpa,0 Mpa,,,,,,,,,,,0.0495 Mpa,0.0284 Mpa,0.0108 Mpa,0.0245 Mpa,0.0420 Mpa,1568 RPM
2026-07-30 03:00:00,0.0132 Mpa,0.0105 Mpa,0.0148 Mpa,0.0170 Mpa,0 Mpa,,,,,,0.0288 Mpa,0.0239 Mpa,0.0349 Mpa,0.0101 Mpa,0 Mpa,0.251 Mpa,0.231 Mpa,0.266 Mpa,0.244 Mpa,0 Mpa,0.00554 Mpa,0.0253 Mpa,0.0185 Mpa,0.00923 Mpa,0 Mpa,,,,,,0.0189 Mpa,0.0341 Mpa,0.00215 Mpa,0.0705 Mpa,0 Mpa,,,,,,,,,,,0.0539 Mpa,0.0306 Mpa,0.0105 Mpa,0.0266 Mpa,0 Mpa,1660 RPM
2026-07-30 05:00:00,0.00437 Mpa,0.00153 Mpa,0.00525 Mpa,0.00787 Mpa,0 Mpa,,,,,,0.0288 Mpa,0.0229 Mpa,0.0332 Mpa,0.00951 Mpa,0 Mpa,0.257 Mpa,0.239 Mpa,0.271 Mpa,0.249 Mpa,0 Mpa,0.00655 Mpa,0.0349 Mpa,0.0278 Mpa,0.0147 Mpa,0 Mpa,,,,,,0.0129 Mpa,0.0511 Mpa,0.00289 Mpa,0.0812 Mpa,0 Mpa,,,,,,,,,,,0.0491 Mpa,0.0308 Mpa,0.00332 Mpa,0.0245 Mpa,0 Mpa,1470 RPM
2026-07-30 07:00:00,0.00263 Mpa,0.000679 Mpa,0.00215 Mpa,0.00416 Mpa,0 Mpa,,,,,,0.0300 Mpa,0.0246 Mpa,0.0355 Mpa,0.0127 Mpa,0.0222 Mpa,0.255 Mpa,0.238 Mpa,0.272 Mpa,0.250 Mpa,0.00977 Mpa,0.000410 Mpa,0.0390 Mpa,0.0293 Mpa,0.0234 Mpa,0 Mpa,,,,,,0.0192 Mpa,0.0384 Mpa,0.00455 Mpa,0.104 Mpa,0 Mpa,,,,,,,,,,,0.0543 Mpa,0.0357 Mpa,0.0114 Mpa,0.0278 Mpa,0 Mpa,1579 RPM
2026-07-30 09:00:00,0.00219 Mpa,0.000443 Mpa,0.00175 Mpa,0.00403 Mpa,0 Mpa,6.10 Mpa,0.000204 Mpa,0.000510 Mpa,6.10 Mpa,0.0503 Mpa,0.0253 Mpa,0.0206 Mpa,0.0317 Mpa,0.0125 Mpa,0 Mpa,0.258 Mpa,0.241 Mpa,0.279 Mpa,0.253 Mpa,0 Mpa,0.00783 Mpa,0.0286 Mpa,0.0233 Mpa,0.00809 Mpa,0 Mpa,,,,,,0.0137 Mpa,0.0644 Mpa,0.00326 Mpa,0.0904 Mpa,0 Mpa,,,,,,,,,,,0.0487 Mpa,0.0272 Mpa,0.00758 Mpa,0.0215 Mpa,0 Mpa,1574 RPM
2026-07-30 11:00:00,0.00265 Mpa,0.000835 Mpa,0.00215 Mpa,0.00498 Mpa,0 Mpa,,,,,,0.0276 Mpa,0.0263 Mpa,0.0306 Mpa,0.0159 Mpa,0.0128 Mpa,0.221 Mpa,0.199 Mpa,0.238 Mpa,0.212 Mpa,0 Mpa,0.00600 Mpa,0.0147 Mpa,0.00833 Mpa,0.00433 Mpa,0 Mpa,,,,,,0.0148 Mpa,0.0432 Mpa,0.00263 Mpa,0.0933 Mpa,0 Mpa,,,,,,,,,,,0.0492 Mpa,0.0270 Mpa,0.00862 Mpa,0.0198 Mpa,0.0115 Mpa,1658 RPM
2026-07-30 13:00:00,0.00472 Mpa,0.00183 Mpa,0.00359 Mpa,0.00537 Mpa,0 Mpa,6.10 Mpa,0.00135 Mpa,0.00192 Mpa,6.10 Mpa,0 Mpa,0.0283 Mpa,0.0256 Mpa,0.0320 Mpa,0.0109 Mpa,0.0231 Mpa,0.182 Mpa,0.161 Mpa,0.200 Mpa,0.175 Mpa,0 Mpa,0.00428 Mpa,0.0269 Mpa,0.0208 Mpa,0.00869 Mpa,0 Mpa,,,,,,0.0219 Mpa,0.00740 Mpa,0.00474 Mpa,0.0537 Mpa,0.0265 Mpa,,,,,,,,,,,0.0516 Mpa,0.0277 Mpa,0.00876 Mpa,0.0172 Mpa,0 Mpa,1680 RPM
2026-07-30 15:00:00,0.00414 Mpa,0.00125 Mpa,0.00364 Mpa,0.00456 Mpa,0 Mpa,6.10 Mpa,0.000150 Mpa,0.000943 Mpa,6.10 Mpa,0 Mpa,0.0273 Mpa,0.0171 Mpa,0.0312 Mpa,0.0108 Mpa,0 Mpa,0.180 Mpa,0.157 Mpa,0.202 Mpa,0.173 Mpa,0 Mpa,0.00274 Mpa,0.0302 Mpa,0.0221 Mpa,0.00689 Mpa,0.0177 Mpa,,,,,,0.0207 Mpa,0.00768 Mpa,0.00401 Mpa,0.0819 Mpa,0 Mpa,,,,,,,,,,,0.0453 Mpa,0.0227 Mpa,0.00710 Mpa,0.0131 Mpa,0 Mpa,1677 RPM
2026-07-30 17:00:00,0.00438 Mpa,0.00145 Mpa,0.00450 Mpa,0.00524 Mpa,0.0156 Mpa,6.10 Mpa,0.000115 Mpa,0.0000862 Mpa,6.10 Mpa,0 Mpa,0.0280 Mpa,0.0257 Mpa,0.0306 Mpa,0.0215 Mpa,0 Mpa,0.200 Mpa,0.175 Mpa,0.210 Mpa,0.187 Mpa,0 Mpa,0.000229 Mpa,0.0235 Mpa,0.0215 Mpa,0.00709 Mpa,0 Mpa,,,,,,0.0204 Mpa,0.00392 Mpa,0.000909 Mpa,0.0715 Mpa,0 Mpa,,,,,,,,,,,0.0501 Mpa,0.0289 Mpa,0.00625 Mpa,0.0134 Mpa,0 Mpa,1388 RPM
2026-07-30 19:00:00,0.00526 Mpa,0.00139 Mpa,0.00526 Mpa,0.00751 Mpa,0 Mpa,6.10 Mpa,0.000214 Mpa,0.000599 Mpa,6.10 Mpa,0.0217 Mpa,0.0281 Mpa,0.0219 Mpa,0.0328 Mpa,0.0137 Mpa,0 Mpa,0.293 Mpa,0.270 Mpa,0.306 Mpa,0.280 Mpa,0 Mpa,0.00784 Mpa,0.0358 Mpa,0.0240 Mpa,0.00931 Mpa,0 Mpa,,,,,,0.0203 Mpa,0.00670 Mpa,0.00248 Mpa,0.0609 Mpa,0 Mpa,,,,,,,,,,,0.0528 Mpa,0.0309 Mpa,0.00820 Mpa,0.0192 Mpa,0 Mpa,1583 RPM
2026-07-30 21:00:00,0.00402 Mpa,0.00169 Mpa,0.00491 Mpa,0.00749 Mpa,0 Mpa,6.10 Mpa,0.000232 Mpa,0.000347 Mpa,6.10 Mpa,0.0388 Mpa,0.0275 Mpa,0.0222 Mpa,0.0308 Mpa,0.0150 Mpa,0 Mpa,0.472 Mpa,0.450 Mpa,0.504 Mpa,0.460 Mpa,0 Mpa,0.00996 Mpa,0.0294 Mpa,0.0238 Mpa,0.00747 Mpa,0 Mpa,,,,,,0.0155 Mpa,0.0172 Mpa,0.00227 Mpa,0.0729 Mpa,0 Mpa,,,,,,,,,,,0.0516 Mpa,0.0305 Mpa,0.00989 Mpa,0.0215 Mpa,0 Mpa,1698 RPM
2026-07-30 23:00:00,0.00508 Mpa,0.00167 Mpa,0.00575 Mpa,0.00848 Mpa,0.0189 Mpa,6.10 Mpa,0.000202 Mpa,0.000202 Mpa,6.10 Mpa,0.0992 Mpa,0.0310 Mpa,0.0254 Mpa,0.0342 Mpa,0.0179 Mpa,0 Mpa,0.379 Mpa,0.359 Mpa,0.376 Mpa,0.370 Mpa,0 Mpa,0.0115 Mpa,0.0336 Mpa,0.0278 Mpa,0.0101 Mpa,0 Mpa,,,,,,0.0116 Mpa,0.0345 Mpa,0.00156 Mpa,0.0738 Mpa,0 Mpa,,,,,,,,,,,0.0519 Mpa,0.0303 Mpa,0.00973 Mpa,0.0197 Mpa,0 Mpa,1523 RPM
2026-07-31 01:00:00,0.00512 Mpa,0.00200 Mpa,0.00546 Mpa,0.00803 Mpa,0 Mpa,6.10 Mpa,0.000519 Mpa,0.00117 Mpa,6.10 Mpa,0.0635 Mpa,0.0265 Mpa,0.0244 Mpa,0.0280 Mpa,0.0187 Mpa,0 Mpa,0.403 Mpa,0.385 Mpa,0.426 Mpa,0.394 Mpa,0 Mpa,0.0173 Mpa,0.0387 Mpa,0.0304 Mpa,0.0174 Mpa,0 Mpa,,,,,,0.00569 Mpa,0.0731 Mpa,0.000694 Mpa,0.0512 Mpa,0 Mpa,,,,,,,,,,,0.0683 Mpa,0.0372 Mpa,0.0158 Mpa,0.0242 Mpa,0.0270 Mpa,1343 RPM
2026-07-31 03:00:00,0.00315 Mpa,0.00126 Mpa,0.00369 Mpa,0.00513 Mpa,0 Mpa,6.10 Mpa,0.000371 Mpa,0.000247 Mpa,6.10 Mpa,0 Mpa,0.0289 Mpa,0.0267 Mpa,0.0325 Mpa,0.0202 Mpa,0 Mpa,0.454 Mpa,0.435 Mpa,0.471 Mpa,0.444 Mpa,0 Mpa,0.0110 Mpa,0.0321 Mpa,0.0283 Mpa,0.0101 Mpa,0 Mpa,,,,,,0.0225 Mpa,0.0698 Mpa,0.00158 Mpa,0.0612 Mpa,0 Mpa,,,,,,,,,,,0.0532 Mpa,0.0307 Mpa,0.0102 Mpa,0.0244 Mpa,0 Mpa,1598 RPM
2026-07-31 05:00:00,0.00550 Mpa,0.00272 Mpa,0.00791 Mpa,0.00889 Mpa,0.0102 Mpa,6.10 Mpa,0.000318 Mpa,0.000179 Mpa,6.10 Mpa,0 Mpa,0.0272 Mpa,0.0225 Mpa,0.0314 Mpa,0.0146 Mpa,0 Mpa,0.245 Mpa,0.226 Mpa,0.251 Mpa,0.239 Mpa,0 Mpa,0.0101 Mpa,0.0300 Mpa,0.0269 Mpa,0.00797 Mpa,0 Mpa,,,,,,0.0215 Mpa,0.0522 Mpa,0.00195 Mpa,0.0721 Mpa,0 Mpa,,,,,,,,,,,0.0551 Mpa,0.0330 Mpa,0.0104 Mpa,0.0271 Mpa,0 Mpa,1582 RPM
2026-07-31 07:00:00,0.00285 Mpa,0.000967 Mpa,0.00563 Mpa,0.00886 Mpa,0 Mpa,6.10 Mpa,0.000423 Mpa,0.000356 Mpa,6.10 Mpa,0 Mpa,0.0267 Mpa,0.0226 Mpa,0.0308 Mpa,0.0145 Mpa,0.0114 Mpa,0.499 Mpa,0.482 Mpa,0.502 Mpa,0.493 Mpa,0 Mpa,0.0105 Mpa,0.0303 Mpa,0.0285 Mpa,0.00864 Mpa,0 Mpa,,,,,,0.0199 Mpa,0.0696 Mpa,0.00282 Mpa,0.0597 Mpa,0 Mpa,,,,,,,,,,,0.0520 Mpa,0.0320 Mpa,0.0106 Mpa,0.0222 Mpa,0 Mpa,1656 RPM
