sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I48 - BOYA"
2026-09-09 15:45:20,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:45:40,,,,,,LLeno,,Medio +
2026-09-09 15:46:00,,,,,,LLeno,,Medio +
2026-09-09 15:46:20,,Medio +,Full,LLeno,,LLeno,LLeno,
2026-09-09 15:46:40,,,Full,,,LLeno,,
2026-09-09 15:47:00,,Medio +,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:47:20,,,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:47:40,,,Full,,,LLeno,LLeno,
2026-09-09 15:48:00,,Medio +,Full,,,LLeno,LLeno,
2026-09-09 15:48:20,,,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:48:40,,Medio +,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:49:00,,,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:49:20,,,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:49:40,,Medio +,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:50:00,,,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:50:20,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:50:40,,Medio +,Full,,,LLeno,LLeno,
2026-09-09 15:51:00,,Medio +,Full,,,LLeno,,
2026-09-09 15:51:20,,Medio +,Full,LLeno,,,,
2026-09-09 15:51:40,,Medio +,Full,LLeno,,,,
2026-09-09 15:52:00,,Medio +,Full,LLeno,,,,
2026-09-09 15:52:20,,Medio +,Full,LLeno,,,,
2026-09-09 15:52:40,,Medio +,,LLeno,,,,
2026-09-09 15:53:00,,,,LLeno,,,,
2026-09-09 15:53:20,,,,LLeno,,,,
2026-09-09 15:53:40,,,,,,,,

