"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-08-24 15:00:00,0.106 Mpa,0.392 Mpa,0.0367 Mpa,0.0348 Mpa,0.276 Mpa,0.126 Mpa,0.0500 Mpa,0.188 Mpa,,0.0193 Mpa,10.6%,17.3%,4.70%,5.28%,14.6%,7.37%,5.36%,7.10%,,4.22%
2026-08-24 17:00:00,0.0982 Mpa,0.300 Mpa,0.146 Mpa,0.0533 Mpa,0.200 Mpa,0.193 Mpa,0.672 Mpa,0.232 Mpa,0.0881 Mpa,0.0415 Mpa,10.3%,14.4%,6.38%,5.42%,14.6%,9.69%,24.3%,7.68%,7.41%,3.15%
2026-08-24 19:00:00,0.128 Mpa,0.763 Mpa,0.0395 Mpa,0.260 Mpa,0.417 Mpa,0.444 Mpa,0.835 Mpa,0.123 Mpa,0.264 Mpa,0.0812 Mpa,10.8%,29.0%,3.58%,12.3%,22.3%,24.3%,28.7%,4.82%,12.3%,3.47%
2026-08-24 21:00:00,0.163 Mpa,0.123 Mpa,0.00815 Mpa,0.102 Mpa,0.193 Mpa,1.22 Mpa,0.211 Mpa,0.206 Mpa,0.0213 Mpa,0.00388 Mpa,11.2%,7.87%,2.54%,12.0%,14.9%,43.3%,9.51%,7.61%,5.46%,1.77%
2026-08-24 23:00:00,0.166 Mpa,0.0578 Mpa,0.0466 Mpa,0.286 Mpa,0.100 Mpa,0.0850 Mpa,0.00621 Mpa,0.0635 Mpa,0.240 Mpa,0.00771 Mpa,12.0%,6.53%,3.72%,12.2%,11.3%,6.50%,3.01%,3.21%,11.8%,5.67%
2026-08-25 01:00:00,0.0790 Mpa,0.0487 Mpa,0.0459 Mpa,0.114 Mpa,0.165 Mpa,0.400 Mpa,0.0185 Mpa,0.107 Mpa,0.111 Mpa,0.00817 Mpa,9.91%,8.03%,3.30%,7.03%,13.9%,16.1%,4.29%,4.55%,7.73%,1.61%
2026-08-25 03:00:00,0.0685 Mpa,0.359 Mpa,0.329 Mpa,0.0933 Mpa,0.445 Mpa,0.0809 Mpa,0.284 Mpa,0.103 Mpa,0.346 Mpa,0.337 Mpa,9.63%,16.0%,11.6%,6.53%,22.8%,4.28%,12.8%,4.23%,14.8%,11.9%
2026-08-25 05:00:00,0.0328 Mpa,0.192 Mpa,0.0728 Mpa,0.0287 Mpa,0.274 Mpa,,0.172 Mpa,0.0509 Mpa,0.140 Mpa,0.123 Mpa,15.5%,10.5%,4.07%,5.08%,29.0%,,9.39%,2.37%,8.53%,6.31%
2026-08-25 07:00:00,0.124 Mpa,0.303 Mpa,0.0646 Mpa,0.0866 Mpa,0.313 Mpa,,0.151 Mpa,0.297 Mpa,0.104 Mpa,0.0278 Mpa,11.0%,12.1%,3.60%,6.78%,17.2%,,9.00%,9.85%,6.52%,3.85%
2026-08-25 09:00:00,0.341 Mpa,0.231 Mpa,0.440 Mpa,0.00538 Mpa,0.408 Mpa,,0.0414 Mpa,0.123 Mpa,0.0984 Mpa,0.0634 Mpa,17.6%,9.97%,17.9%,4.42%,21.0%,,5.23%,5.03%,6.62%,4.67%
2026-08-25 11:00:00,0.181 Mpa,0.204 Mpa,0.00122 Mpa,0.0201 Mpa,0.314 Mpa,0.431 Mpa,0.0463 Mpa,0.0804 Mpa,0.275 Mpa,0.0104 Mpa,11.7%,10.3%,2.80%,5.28%,18.8%,14.9%,5.03%,3.81%,12.5%,2.79%
2026-08-25 13:00:00,0.300 Mpa,0.0459 Mpa,,0.0102 Mpa,0.324 Mpa,,0.176 Mpa,0.0965 Mpa,0.102 Mpa,0.0139 Mpa,15.9%,6.33%,,5.28%,18.0%,,9.89%,11.5%,7.19%,1.92%
2026-08-25 15:00:00,0.135 Mpa,0.254 Mpa,0.840 Mpa,0.0123 Mpa,0.125 Mpa,,0.0521 Mpa,0.0187 Mpa,0.0305 Mpa,0.0865 Mpa,13.1%,12.2%,27.2%,5.33%,11.0%,,5.72%,2.24%,5.13%,5.14%
2026-08-25 17:00:00,0.260 Mpa,0.118 Mpa,0.547 Mpa,0.124 Mpa,0.187 Mpa,,0.192 Mpa,0.338 Mpa,0.0182 Mpa,0.0158 Mpa,14.7%,8.14%,18.5%,9.08%,15.1%,,9.76%,11.2%,4.70%,3.45%
2026-08-25 19:00:00,0.161 Mpa,0.0560 Mpa,0.107 Mpa,0.0569 Mpa,0.444 Mpa,,0.106 Mpa,0.0434 Mpa,0.0961 Mpa,0.00459 Mpa,11.8%,6.66%,5.81%,6.39%,20.1%,,7.26%,3.20%,6.91%,1.42%
2026-08-25 21:00:00,0.199 Mpa,0.0311 Mpa,0.0647 Mpa,0.133 Mpa,0.435 Mpa,,0.0862 Mpa,0.0263 Mpa,0.0320 Mpa,0.119 Mpa,12.5%,6.14%,4.54%,8.93%,17.2%,,6.70%,2.68%,4.88%,4.17%
2026-08-25 23:00:00,0.143 Mpa,0.0750 Mpa,0.232 Mpa,0.0796 Mpa,0.115 Mpa,,0.0677 Mpa,0.112 Mpa,0.127 Mpa,0.0432 Mpa,11.5%,7.61%,9.33%,6.77%,8.09%,,5.90%,5.33%,7.95%,2.32%
2026-08-26 01:00:00,0.0221 Mpa,0.108 Mpa,0.0564 Mpa,0.0846 Mpa,0.248 Mpa,,0.0512 Mpa,0.0491 Mpa,0.136 Mpa,0.0500 Mpa,7.69%,8.25%,4.37%,6.20%,12.1%,,5.74%,3.36%,9.20%,3.42%
2026-08-26 03:00:00,0.151 Mpa,0.171 Mpa,0.0499 Mpa,0.0861 Mpa,0.300 Mpa,,0.354 Mpa,0.112 Mpa,0.310 Mpa,0.106 Mpa,11.6%,11.3%,4.14%,6.73%,16.6%,,14.9%,4.78%,12.9%,4.42%
2026-08-26 05:00:00,0.0838 Mpa,0.0878 Mpa,0.0655 Mpa,0.0371 Mpa,0.142 Mpa,,0.274 Mpa,0.0612 Mpa,0.0569 Mpa,0.285 Mpa,10.0%,6.51%,4.23%,4.59%,13.3%,,12.7%,3.37%,6.14%,9.73%
2026-08-26 07:00:00,0.0877 Mpa,0.432 Mpa,0.215 Mpa,0.0535 Mpa,0.676 Mpa,,0.256 Mpa,0.149 Mpa,0.297 Mpa,0.249 Mpa,10.8%,16.9%,8.90%,5.52%,29.6%,,12.3%,5.56%,13.0%,9.22%
2026-08-26 09:00:00,0.161 Mpa,0.122 Mpa,0.0347 Mpa,0.0583 Mpa,0.672 Mpa,,0.0124 Mpa,0.110 Mpa,0.0407 Mpa,0.0650 Mpa,12.1%,8.29%,3.82%,5.85%,28.9%,,4.32%,4.33%,5.14%,3.77%
2026-08-26 11:00:00,0.0919 Mpa,0.275 Mpa,0.134 Mpa,0.287 Mpa,0.295 Mpa,,0.423 Mpa,0.0213 Mpa,0.271 Mpa,0.145 Mpa,10.2%,11.9%,6.63%,13.0%,18.3%,,17.2%,1.54%,12.4%,6.07%
2026-08-26 13:00:00,0.182 Mpa,0.366 Mpa,0.146 Mpa,0.0292 Mpa,0.0746 Mpa,,0.00362 Mpa,0.331 Mpa,0.0759 Mpa,0.00715 Mpa,12.7%,14.9%,6.57%,6.85%,10.9%,,4.34%,10.8%,6.87%,1.85%
2026-08-26 15:00:00,0.105 Mpa,0.0924 Mpa,0.0237 Mpa,0.0807 Mpa,0.0641 Mpa,,0.0821 Mpa,0.0696 Mpa,0.194 Mpa,0.0944 Mpa,10.9%,7.95%,5.95%,6.96%,9.44%,,6.39%,2.94%,9.87%,4.61%
2026-08-26 17:00:00,0.329 Mpa,0.0812 Mpa,0.00300 Mpa,0.0646 Mpa,0.0806 Mpa,,0.0395 Mpa,0.0701 Mpa,0.186 Mpa,0.0217 Mpa,16.3%,6.29%,2.45%,5.99%,11.2%,,5.32%,3.52%,9.61%,1.84%
2026-08-26 19:00:00,0.0430 Mpa,0.109 Mpa,0.144 Mpa,0.0752 Mpa,0.0454 Mpa,,0.397 Mpa,0.134 Mpa,0.0158 Mpa,0.0580 Mpa,8.87%,8.96%,6.68%,5.94%,13.6%,,16.4%,6.48%,3.89%,3.08%
2026-08-26 21:00:00,0.0614 Mpa,0.0250 Mpa,0.0534 Mpa,0.137 Mpa,0.0529 Mpa,,0.0974 Mpa,0.0947 Mpa,0.107 Mpa,0.0457 Mpa,9.72%,5.28%,3.89%,8.79%,11.3%,,6.73%,4.79%,7.04%,1.70%
2026-08-26 23:00:00,0.208 Mpa,0.00339 Mpa,0.0694 Mpa,0.242 Mpa,0.115 Mpa,0.0335 Mpa,0.458 Mpa,0.0933 Mpa,0.452 Mpa,0.0853 Mpa,12.8%,6.29%,7.00%,11.9%,12.5%,4.24%,17.7%,4.68%,16.7%,4.31%
2026-08-27 01:00:00,0.0467 Mpa,0.203 Mpa,0.0587 Mpa,0.0549 Mpa,0.119 Mpa,0.311 Mpa,0.182 Mpa,0.0779 Mpa,0.0366 Mpa,0.116 Mpa,9.07%,11.5%,4.19%,6.20%,12.2%,13.3%,9.96%,4.20%,5.11%,4.52%
2026-08-27 03:00:00,0.0665 Mpa,0.175 Mpa,0.0625 Mpa,0.0658 Mpa,0.205 Mpa,0.380 Mpa,1.43 Mpa,0.0764 Mpa,0.0434 Mpa,0.175 Mpa,9.29%,9.91%,4.24%,6.55%,14.7%,14.5%,47.4%,4.13%,6.11%,5.59%
2026-08-27 05:00:00,0.116 Mpa,0.144 Mpa,0.131 Mpa,0.141 Mpa,0.0414 Mpa,0.181 Mpa,1.36 Mpa,0.134 Mpa,0.0816 Mpa,0.0414 Mpa,9.73%,9.68%,6.00%,8.50%,9.11%,8.99%,45.4%,5.82%,5.98%,2.74%
2026-08-27 07:00:00,0.0201 Mpa,0.0844 Mpa,0.284 Mpa,0.0569 Mpa,0.0741 Mpa,0.669 Mpa,0.334 Mpa,0.0442 Mpa,0.0510 Mpa,0.100 Mpa,8.34%,8.49%,10.5%,5.05%,10.2%,23.8%,14.8%,3.39%,4.92%,7.22%
2026-08-27 09:00:00,0.0796 Mpa,0.168 Mpa,0.0432 Mpa,0.0618 Mpa,0.187 Mpa,0.348 Mpa,0.116 Mpa,0.0127 Mpa,0.0521 Mpa,0.0283 Mpa,10.4%,11.2%,3.37%,5.60%,12.6%,14.0%,8.76%,2.52%,6.94%,3.60%
2026-08-27 11:00:00,0.130 Mpa,0.184 Mpa,0.0299 Mpa,0.445 Mpa,0.114 Mpa,0.367 Mpa,0.237 Mpa,0.0531 Mpa,0.0169 Mpa,0.107 Mpa,10.7%,9.89%,3.03%,16.6%,9.95%,15.1%,11.3%,3.62%,4.34%,5.51%
2026-08-27 13:00:00,0.0503 Mpa,0.245 Mpa,0.0144 Mpa,0.463 Mpa,0.108 Mpa,,0.276 Mpa,0.215 Mpa,0.116 Mpa,0.0863 Mpa,9.10%,11.8%,2.48%,18.3%,11.4%,,13.0%,8.06%,7.49%,6.90%
2026-08-27 15:00:00,0.117 Mpa,0.171 Mpa,0.0267 Mpa,0.0118 Mpa,0.0266 Mpa,0.0409 Mpa,0.0768 Mpa,0.0940 Mpa,0.228 Mpa,0.0895 Mpa,11.0%,9.43%,3.33%,5.21%,10.1%,2.50%,6.49%,4.83%,11.0%,4.86%
2026-08-27 17:00:00,0.132 Mpa,0.0289 Mpa,0.0488 Mpa,0.0699 Mpa,0.243 Mpa,,0.101 Mpa,0.123 Mpa,0.0340 Mpa,0.0961 Mpa,11.4%,4.35%,3.72%,6.43%,14.8%,,7.25%,5.20%,4.68%,5.31%
2026-08-27 19:00:00,0.151 Mpa,0.151 Mpa,0.0233 Mpa,0.0457 Mpa,0.0969 Mpa,0.313 Mpa,0.0730 Mpa,0.0956 Mpa,0.0774 Mpa,0.110 Mpa,12.8%,9.12%,5.76%,6.27%,10.2%,13.1%,6.58%,3.70%,6.85%,4.92%
2026-08-27 21:00:00,0.0513 Mpa,0.228 Mpa,0.108 Mpa,0.0476 Mpa,0.0444 Mpa,0.151 Mpa,0.0508 Mpa,0.108 Mpa,0.104 Mpa,0.0292 Mpa,9.43%,10.9%,5.34%,6.11%,8.63%,15.3%,5.69%,4.08%,7.21%,2.37%
2026-08-27 23:00:00,0.131 Mpa,0.0227 Mpa,0.266 Mpa,0.113 Mpa,0.114 Mpa,0.425 Mpa,0.323 Mpa,0.0356 Mpa,0.0775 Mpa,0.373 Mpa,11.3%,5.82%,10.8%,8.28%,12.2%,16.3%,13.7%,2.30%,6.14%,12.1%
2026-08-28 01:00:00,0.248 Mpa,0.451 Mpa,0.0548 Mpa,0.0536 Mpa,0.0831 Mpa,0.287 Mpa,0.389 Mpa,0.184 Mpa,0.152 Mpa,0.107 Mpa,14.0%,17.6%,4.08%,5.64%,11.5%,12.1%,16.1%,6.74%,8.30%,6.00%
2026-08-28 03:00:00,0.0971 Mpa,0.123 Mpa,0.0171 Mpa,0.0180 Mpa,0.103 Mpa,0.330 Mpa,0.345 Mpa,0.0462 Mpa,0.395 Mpa,0.118 Mpa,10.4%,8.91%,11.0%,4.65%,11.7%,17.2%,15.1%,2.37%,15.4%,6.38%
2026-08-28 05:00:00,0.107 Mpa,0.132 Mpa,0.0966 Mpa,0.103 Mpa,0.0262 Mpa,0.133 Mpa,0.223 Mpa,0.189 Mpa,0.111 Mpa,0.116 Mpa,11.0%,7.63%,4.95%,6.38%,9.06%,10.0%,10.4%,7.48%,7.25%,6.30%
2026-08-28 07:00:00,0.0260 Mpa,0.0871 Mpa,0.135 Mpa,0.212 Mpa,0 Mpa,0.310 Mpa,0.00491 Mpa,0.115 Mpa,0.332 Mpa,,8.69%,7.86%,5.89%,10.5%,8.79%,15.4%,4.31%,5.68%,13.4%,
2026-08-28 09:00:00,0.0297 Mpa,0.181 Mpa,0.231 Mpa,0.0674 Mpa,0.208 Mpa,0.215 Mpa,0.0313 Mpa,0.172 Mpa,0.0923 Mpa,,8.47%,10.6%,10.3%,9.22%,14.1%,13.2%,4.63%,7.11%,6.26%,
2026-08-28 11:00:00,0.0167 Mpa,0.118 Mpa,0.0771 Mpa,0.0726 Mpa,0.731 Mpa,0.148 Mpa,0.0265 Mpa,0.331 Mpa,0.0998 Mpa,,7.67%,8.13%,4.59%,7.19%,29.1%,9.87%,4.71%,11.4%,6.96%,
2026-08-28 13:00:00,0.0662 Mpa,0.402 Mpa,0.0270 Mpa,0.0157 Mpa,0.858 Mpa,0.670 Mpa,0.347 Mpa,0.0702 Mpa,0.0319 Mpa,,9.84%,17.0%,3.28%,5.46%,34.4%,25.0%,15.1%,3.77%,4.88%,
2026-08-28 15:00:00,0.147 Mpa,0.282 Mpa,0.0920 Mpa,0.445 Mpa,0.258 Mpa,0.357 Mpa,0.154 Mpa,0.0933 Mpa,0.0186 Mpa,,11.7%,12.5%,5.15%,21.5%,16.2%,14.4%,9.05%,4.81%,7.73%,
2026-08-28 17:00:00,0.0634 Mpa,0.227 Mpa,0.0164 Mpa,0.0274 Mpa,0.262 Mpa,0.104 Mpa,0.102 Mpa,0.0300 Mpa,0.146 Mpa,,9.39%,10.6%,3.08%,4.92%,19.5%,9.44%,6.97%,2.79%,8.57%,
2026-08-28 19:00:00,0.0289 Mpa,0.193 Mpa,0.0309 Mpa,0.0623 Mpa,0.256 Mpa,0.170 Mpa,0.0509 Mpa,,0.112 Mpa,0.123 Mpa,8.73%,9.79%,7.83%,5.28%,16.5%,11.8%,5.33%,,7.53%,5.12%
2026-08-28 21:00:00,0.0795 Mpa,0.199 Mpa,0.775 Mpa,0.0756 Mpa,0.165 Mpa,0.142 Mpa,0.161 Mpa,0.291 Mpa,0.156 Mpa,0.0428 Mpa,9.99%,8.97%,33.1%,5.11%,12.7%,8.57%,8.85%,10.5%,9.01%,3.41%
2026-08-28 23:00:00,0.00594 Mpa,0.200 Mpa,0.155 Mpa,0.0225 Mpa,0.0945 Mpa,0.105 Mpa,0.943 Mpa,0.237 Mpa,0.201 Mpa,0.0508 Mpa,7.78%,9.16%,9.74%,4.40%,11.6%,9.43%,30.8%,8.76%,10.4%,3.18%
2026-08-29 01:00:00,0.362 Mpa,0.127 Mpa,0.115 Mpa,0.0417 Mpa,0.0314 Mpa,0.126 Mpa,0.0807 Mpa,0.0320 Mpa,0.0251 Mpa,0.0166 Mpa,17.5%,7.84%,5.64%,4.85%,8.23%,5.68%,6.31%,3.06%,5.15%,2.80%
2026-08-29 03:00:00,0.0518 Mpa,0.0556 Mpa,0.131 Mpa,0.0276 Mpa,0.0848 Mpa,0.107 Mpa,0.253 Mpa,0.0527 Mpa,0.214 Mpa,0.0848 Mpa,9.29%,7.15%,6.52%,16.4%,14.4%,27.6%,11.0%,3.30%,10.3%,3.74%
2026-08-29 05:00:00,0.163 Mpa,0.0998 Mpa,0.219 Mpa,0.0210 Mpa,0.115 Mpa,0.0652 Mpa,0.0837 Mpa,0.254 Mpa,0.165 Mpa,0.0307 Mpa,11.6%,7.61%,8.95%,4.72%,11.6%,22.3%,6.07%,9.21%,9.08%,2.58%
2026-08-29 07:00:00,0.138 Mpa,0.157 Mpa,0.109 Mpa,0.369 Mpa,0.193 Mpa,0.235 Mpa,0.0669 Mpa,0.112 Mpa,0.0936 Mpa,0.0954 Mpa,11.5%,9.19%,5.60%,15.4%,14.6%,10.3%,5.45%,4.42%,7.46%,4.19%
2026-08-29 09:00:00,0.111 Mpa,0.189 Mpa,0.493 Mpa,0.0917 Mpa,0.225 Mpa,0.320 Mpa,0.108 Mpa,0.0854 Mpa,0.0235 Mpa,0.00402 Mpa,10.8%,9.67%,16.6%,6.85%,14.6%,13.3%,6.76%,3.84%,5.51%,1.41%
2026-08-29 11:00:00,0.104 Mpa,0.0989 Mpa,0.332 Mpa,0.135 Mpa,0.183 Mpa,0.184 Mpa,0.411 Mpa,0.0451 Mpa,0.364 Mpa,0.0186 Mpa,10.3%,9.24%,11.7%,7.86%,13.9%,10.2%,16.1%,2.77%,15.0%,2.92%
2026-08-29 13:00:00,0.0768 Mpa,0.123 Mpa,0.542 Mpa,0.284 Mpa,0.0572 Mpa,0.166 Mpa,0.370 Mpa,0.0258 Mpa,0.344 Mpa,0.0480 Mpa,17.2%,8.48%,20.2%,12.3%,8.77%,8.91%,15.4%,2.19%,13.2%,3.94%
2026-08-29 15:00:00,0.00533 Mpa,0.00297 Mpa,0.0593 Mpa,0.123 Mpa,0.707 Mpa,0.0441 Mpa,0.0494 Mpa,0.116 Mpa,0.285 Mpa,0.176 Mpa,19.1%,4.77%,4.49%,8.21%,30.9%,5.39%,5.28%,5.40%,12.2%,5.65%
2026-08-29 17:00:00,0.166 Mpa,,0.0993 Mpa,0.126 Mpa,0.238 Mpa,0.0657 Mpa,0.202 Mpa,0.351 Mpa,0.0681 Mpa,0.0290 Mpa,12.0%,,5.59%,7.87%,14.1%,6.90%,10.2%,12.7%,6.09%,5.12%
2026-08-29 19:00:00,0.135 Mpa,,0.751 Mpa,0.523 Mpa,0.170 Mpa,0.183 Mpa,0.0263 Mpa,0.203 Mpa,0.128 Mpa,0.0662 Mpa,10.9%,,23.5%,18.7%,13.3%,10.5%,5.07%,8.50%,7.61%,5.14%
2026-08-29 21:00:00,0.0165 Mpa,0.347 Mpa,0.231 Mpa,0.115 Mpa,0.495 Mpa,0.734 Mpa,0.0606 Mpa,0.0747 Mpa,0.0528 Mpa,0.109 Mpa,7.37%,13.3%,8.58%,7.44%,22.0%,26.1%,6.05%,4.44%,6.01%,5.81%
2026-08-29 23:00:00,0.234 Mpa,0.243 Mpa,0.0270 Mpa,0.0849 Mpa,0.153 Mpa,0.333 Mpa,0.354 Mpa,0.129 Mpa,0.0171 Mpa,0.0347 Mpa,14.0%,11.0%,2.78%,7.12%,11.8%,14.6%,15.2%,5.92%,5.00%,4.06%
2026-08-30 01:00:00,0.000984 Mpa,0.0183 Mpa,0.0523 Mpa,0.102 Mpa,0.244 Mpa,0.117 Mpa,0.0164 Mpa,0.0698 Mpa,0.126 Mpa,0.447 Mpa,6.25%,4.29%,3.86%,5.86%,14.5%,27.5%,4.59%,3.68%,8.06%,15.8%
2026-08-30 03:00:00,0 Mpa,0.108 Mpa,0.400 Mpa,0.0804 Mpa,0.629 Mpa,0.228 Mpa,0.0960 Mpa,0.0736 Mpa,0.350 Mpa,0.164 Mpa,9.60%,8.02%,13.7%,6.36%,29.0%,11.4%,7.03%,4.13%,14.6%,7.01%
2026-08-30 05:00:00,0.0486 Mpa,0.0654 Mpa,0.147 Mpa,0.114 Mpa,0.192 Mpa,0.0751 Mpa,0.0584 Mpa,0.0575 Mpa,0.0963 Mpa,0.101 Mpa,12.4%,6.06%,6.75%,7.10%,13.0%,8.35%,5.20%,3.73%,6.78%,5.07%
2026-08-30 07:00:00,0.0139 Mpa,0.208 Mpa,0.582 Mpa,0.132 Mpa,0.674 Mpa,0.0371 Mpa,0.167 Mpa,0.0792 Mpa,0.131 Mpa,0.111 Mpa,12.7%,10.2%,19.3%,7.99%,30.4%,5.33%,8.33%,4.31%,8.40%,5.14%
2026-08-30 09:00:00,0.00347 Mpa,0.0676 Mpa,0.338 Mpa,0.0398 Mpa,0.426 Mpa,0.0226 Mpa,0.0760 Mpa,0.0236 Mpa,0.106 Mpa,0.0999 Mpa,9.79%,5.60%,11.8%,5.72%,21.1%,4.88%,5.71%,2.52%,7.93%,5.21%
2026-08-30 11:00:00,0.00289 Mpa,0.383 Mpa,0.0202 Mpa,0.0526 Mpa,0.308 Mpa,0.181 Mpa,0.187 Mpa,0.0523 Mpa,0.118 Mpa,0.153 Mpa,9.96%,17.9%,4.19%,6.42%,17.9%,10.4%,9.54%,3.45%,8.09%,6.30%
2026-08-30 13:00:00,0.164 Mpa,1.11 Mpa,0.0476 Mpa,0.102 Mpa,2.14 Mpa,0.134 Mpa,0.137 Mpa,0.0478 Mpa,0.0215 Mpa,0.0267 Mpa,12.6%,37.5%,3.84%,8.13%,77.4%,7.65%,7.98%,3.01%,5.62%,4.56%
2026-08-30 15:00:00,0.223 Mpa,,0.0364 Mpa,0.0564 Mpa,0.677 Mpa,0.158 Mpa,0.0406 Mpa,0.431 Mpa,0.00350 Mpa,0.0577 Mpa,11.2%,,3.40%,6.81%,30.5%,13.2%,5.28%,14.1%,4.90%,5.42%
2026-08-30 17:00:00,0.295 Mpa,,0.285 Mpa,0.0787 Mpa,0.457 Mpa,0.817 Mpa,0.0515 Mpa,1.28 Mpa,0.0914 Mpa,0.145 Mpa,15.0%,,10.6%,6.92%,23.6%,29.5%,5.79%,41.0%,7.48%,7.12%
2026-08-30 19:00:00,0.0936 Mpa,,0.163 Mpa,0.146 Mpa,0.0265 Mpa,0.0450 Mpa,0.00887 Mpa,0.502 Mpa,0.161 Mpa,0.0488 Mpa,10.4%,,7.21%,8.04%,9.84%,6.91%,4.95%,17.4%,8.51%,4.18%
2026-08-30 21:00:00,0.105 Mpa,,0.154 Mpa,0.230 Mpa,0.140 Mpa,0.0869 Mpa,0.0618 Mpa,0.638 Mpa,0.0213 Mpa,0.255 Mpa,9.90%,,6.88%,10.6%,13.8%,7.71%,5.94%,21.6%,4.75%,9.79%
2026-08-30 23:00:00,0.0868 Mpa,0.636 Mpa,0.0877 Mpa,0.127 Mpa,0.191 Mpa,0.0253 Mpa,0.0456 Mpa,0.278 Mpa,0.313 Mpa,0.116 Mpa,9.75%,21.9%,4.81%,7.46%,15.1%,6.17%,6.00%,10.5%,12.9%,6.58%
2026-08-31 01:00:00,0.184 Mpa,0.678 Mpa,0.245 Mpa,0.243 Mpa,0.172 Mpa,0.169 Mpa,0.0367 Mpa,0.143 Mpa,0.0627 Mpa,0.0651 Mpa,12.6%,23.9%,8.79%,11.3%,14.3%,10.2%,5.11%,6.22%,6.62%,3.91%
2026-08-31 03:00:00,0.0716 Mpa,,0.117 Mpa,0.105 Mpa,0.213 Mpa,0.201 Mpa,0.262 Mpa,0.100 Mpa,0.394 Mpa,0.275 Mpa,9.49%,,5.67%,7.11%,16.5%,10.3%,12.5%,7.32%,14.8%,9.68%
2026-08-31 05:00:00,0.0520 Mpa,,0.0446 Mpa,0.220 Mpa,0.379 Mpa,0.0884 Mpa,0.0513 Mpa,0.279 Mpa,0.384 Mpa,0.171 Mpa,10.6%,,3.47%,10.2%,19.0%,8.60%,4.82%,10.9%,15.5%,5.93%
2026-08-31 07:00:00,0.0358 Mpa,,0.0350 Mpa,0.224 Mpa,0.556 Mpa,0.158 Mpa,0.238 Mpa,0.102 Mpa,0.526 Mpa,0.0870 Mpa,8.68%,,3.37%,10.4%,23.3%,9.48%,11.0%,5.54%,19.7%,4.38%
2026-08-31 09:00:00,0.0997 Mpa,0.000227 Mpa,0.123 Mpa,0.0484 Mpa,0.333 Mpa,0.0571 Mpa,0.0428 Mpa,0.674 Mpa,0.467 Mpa,0.0141 Mpa,13.1%,7.10%,6.09%,5.53%,19.0%,6.00%,4.50%,21.9%,17.8%,2.10%
2026-08-31 11:00:00,0.0363 Mpa,,0.0316 Mpa,0.131 Mpa,0.195 Mpa,0.107 Mpa,0.0612 Mpa,0.0866 Mpa,0.340 Mpa,0.0429 Mpa,42.1%,,2.76%,8.20%,14.4%,6.70%,5.75%,4.63%,14.1%,3.91%
2026-08-31 13:00:00,0.302 Mpa,,0.0107 Mpa,0.0442 Mpa,0.741 Mpa,0.165 Mpa,0.0488 Mpa,0.128 Mpa,0.293 Mpa,0.0114 Mpa,15.9%,,2.77%,6.48%,32.7%,10.2%,5.34%,5.49%,12.8%,3.79%
2026-08-31 15:00:00,0.168 Mpa,,0.270 Mpa,0.0320 Mpa,0.363 Mpa,0.115 Mpa,0.331 Mpa,0.0695 Mpa,0.223 Mpa,0.0144 Mpa,12.1%,,10.3%,6.28%,19.5%,7.59%,14.6%,4.28%,10.8%,4.10%
2026-08-31 17:00:00,1.18 Mpa,,0.0401 Mpa,0.0238 Mpa,0.155 Mpa,0.225 Mpa,0.271 Mpa,0.0863 Mpa,0.0465 Mpa,0.0627 Mpa,38.6%,,3.99%,13.4%,12.4%,12.5%,12.3%,4.27%,5.87%,5.27%
2026-08-31 19:00:00,0.0507 Mpa,,0.0143 Mpa,0.000673 Mpa,0.0869 Mpa,0.164 Mpa,0.193 Mpa,0.759 Mpa,0.0972 Mpa,0.0773 Mpa,8.26%,,3.18%,7.04%,10.6%,9.53%,9.36%,23.9%,7.31%,4.26%
2026-08-31 21:00:00,0.437 Mpa,0 Mpa,0.606 Mpa,0.271 Mpa,0.0661 Mpa,0.219 Mpa,0.0111 Mpa,0.405 Mpa,0.246 Mpa,0.0233 Mpa,19.2%,5.66%,20.0%,11.1%,10.7%,10.6%,4.35%,13.4%,17.5%,3.13%
2026-08-31 23:00:00,0.431 Mpa,,0.320 Mpa,0.529 Mpa,0 Mpa,0.0429 Mpa,0.313 Mpa,0.264 Mpa,0.457 Mpa,0.840 Mpa,18.2%,,10.7%,18.9%,9.10%,14.0%,12.4%,43.7%,17.3%,25.4%
2026-09-01 01:00:00,0.921 Mpa,,,,,0.432 Mpa,2.31 Mpa,0.0734 Mpa,0.412 Mpa,0.00544 Mpa,31.3%,,,,,17.3%,71.6%,11.6%,21.0%,1.92%
2026-09-01 03:00:00,0.0278 Mpa,,,0 Mpa,,0.164 Mpa,0.567 Mpa,0.415 Mpa,0.262 Mpa,0.0407 Mpa,10.2%,,,4.04%,,23.5%,18.2%,25.1%,12.0%,7.72%
2026-09-01 05:00:00,0.150 Mpa,,0.146 Mpa,0.406 Mpa,0.557 Mpa,,,0.179 Mpa,0.301 Mpa,0.102 Mpa,26.7%,,5.67%,16.2%,36.8%,,,7.07%,12.8%,5.20%
