"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-08-24 05:00:00,0.0821 Mpa,0.0994 Mpa,0.111 Mpa,0.133 Mpa,0.110 Mpa,0.167 Mpa,0.223 Mpa,0.116 Mpa,0.126 Mpa,0.0924 Mpa,2.46%,3.95%,8.31%,4.22%,4.86%,4.32%,9.44%,3.60%,3.56%,2.25%
2026-08-24 07:00:00,0.0695 Mpa,0.0906 Mpa,0.100 Mpa,0.0424 Mpa,0.0782 Mpa,0.0966 Mpa,0.155 Mpa,0.145 Mpa,0.0549 Mpa,0.0849 Mpa,2.29%,3.56%,8.35%,1.37%,3.86%,1.74%,7.51%,4.64%,1.75%,2.00%
2026-08-24 09:00:00,0.0941 Mpa,0.144 Mpa,0.220 Mpa,0.127 Mpa,0.0900 Mpa,0.183 Mpa,0.105 Mpa,0.0881 Mpa,,0.0751 Mpa,2.69%,4.99%,12.2%,4.11%,4.10%,4.31%,6.08%,2.65%,,1.92%
2026-08-24 11:00:00,0.0910 Mpa,0.0801 Mpa,0.0717 Mpa,0.139 Mpa,0.0786 Mpa,0.354 Mpa,0.109 Mpa,0.437 Mpa,,0.0685 Mpa,2.60%,3.08%,6.71%,4.17%,3.34%,9.58%,5.81%,12.4%,,1.71%
2026-08-24 13:00:00,0.0973 Mpa,0.103 Mpa,0.0843 Mpa,0.145 Mpa,0.0105 Mpa,0.0766 Mpa,0.156 Mpa,0.0123 Mpa,,0.0352 Mpa,2.63%,3.89%,7.35%,4.69%,0.668%,0.933%,7.49%,0.285%,,0.937%
2026-08-24 15:00:00,0.119 Mpa,0.0307 Mpa,0.105 Mpa,0.0357 Mpa,0.219 Mpa,0.148 Mpa,0.193 Mpa,0.243 Mpa,,0.0428 Mpa,3.48%,1.52%,8.04%,1.51%,9.24%,2.42%,8.57%,7.02%,,1.09%
2026-08-24 17:00:00,0.107 Mpa,0.110 Mpa,0.151 Mpa,0.0662 Mpa,0.150 Mpa,0.166 Mpa,0.102 Mpa,0.546 Mpa,0.158 Mpa,0.0595 Mpa,3.00%,4.25%,9.69%,2.25%,5.57%,3.44%,5.39%,15.9%,4.61%,1.53%
2026-08-24 19:00:00,0.125 Mpa,0.216 Mpa,0.111 Mpa,0.0909 Mpa,0.241 Mpa,0.0770 Mpa,0.194 Mpa,0.134 Mpa,0.129 Mpa,0.0803 Mpa,3.59%,7.45%,8.54%,2.77%,8.91%,1.18%,8.51%,3.98%,3.70%,2.23%
2026-08-24 21:00:00,0.165 Mpa,0.188 Mpa,0.0217 Mpa,0.0612 Mpa,0.0931 Mpa,0.119 Mpa,0.113 Mpa,0.0920 Mpa,0.0674 Mpa,0.0418 Mpa,4.71%,6.72%,5.08%,1.84%,3.48%,2.64%,6.95%,2.76%,1.80%,1.09%
2026-08-24 23:00:00,0.188 Mpa,0.0526 Mpa,0.0389 Mpa,0.119 Mpa,0.134 Mpa,0.0940 Mpa,0.206 Mpa,0.0865 Mpa,0.117 Mpa,0.0431 Mpa,5.38%,2.35%,5.40%,3.57%,4.83%,1.89%,10.1%,2.55%,3.30%,1.11%
2026-08-25 01:00:00,0.0702 Mpa,0.0653 Mpa,0.0733 Mpa,0.101 Mpa,0.119 Mpa,0.106 Mpa,0.0512 Mpa,0.0680 Mpa,0.0735 Mpa,0.120 Mpa,2.01%,2.85%,6.31%,3.12%,4.40%,2.43%,4.27%,2.13%,1.79%,3.20%
2026-08-25 03:00:00,0.0364 Mpa,0.343 Mpa,0.0788 Mpa,0.0695 Mpa,0.277 Mpa,0.172 Mpa,0.146 Mpa,0.0796 Mpa,0.118 Mpa,0.0817 Mpa,0.842%,11.0%,8.99%,1.78%,10.2%,4.15%,7.50%,2.57%,3.35%,2.07%
2026-08-25 05:00:00,0.0456 Mpa,0.223 Mpa,0.374 Mpa,6.10 Mpa,0.0994 Mpa,,0.137 Mpa,0.0920 Mpa,0.136 Mpa,0.132 Mpa,1.36%,7.93%,15.0%,0.796%,3.49%,,7.03%,2.93%,3.92%,3.65%
2026-08-25 07:00:00,0.0938 Mpa,0.150 Mpa,0.318 Mpa,6.10 Mpa,0.230 Mpa,,0.0838 Mpa,0.0835 Mpa,0.114 Mpa,0.0531 Mpa,2.63%,6.15%,13.8%,1.76%,7.54%,,4.60%,2.54%,3.21%,1.41%
2026-08-25 09:00:00,0.206 Mpa,0.346 Mpa,0.249 Mpa,6.10 Mpa,0.306 Mpa,,0.0887 Mpa,0.137 Mpa,0.209 Mpa,0.0699 Mpa,6.11%,12.7%,11.4%,0.878%,11.3%,,4.92%,4.20%,6.35%,2.06%
2026-08-25 11:00:00,0.385 Mpa,0.127 Mpa,0 Mpa,6.10 Mpa,0.207 Mpa,0.317 Mpa,0.0659 Mpa,0.0651 Mpa,0.104 Mpa,0.0345 Mpa,11.0%,5.57%,4%,2.00%,7.58%,8.87%,3.98%,2.07%,2.91%,0.986%
2026-08-25 13:00:00,0.0718 Mpa,0.102 Mpa,,6.10 Mpa,0.182 Mpa,,0.104 Mpa,0.102 Mpa,0.129 Mpa,0.0546 Mpa,2.06%,4.06%,,1.76%,6.70%,,5.48%,3.16%,3.58%,1.66%
2026-08-25 15:00:00,0.149 Mpa,0.180 Mpa,0.0300 Mpa,6.10 Mpa,0.146 Mpa,,0.0760 Mpa,0.102 Mpa,0.0366 Mpa,0.0779 Mpa,4.20%,6.56%,4.90%,3.54%,5.58%,,4.30%,3.17%,0.946%,2.00%
2026-08-25 17:00:00,0.234 Mpa,0.141 Mpa,0.235 Mpa,6.10 Mpa,0.106 Mpa,,0.288 Mpa,0.0982 Mpa,0.0961 Mpa,0.0684 Mpa,7.06%,5.72%,11.3%,3.36%,3.92%,,11.5%,3.33%,2.98%,1.92%
2026-08-25 19:00:00,0.156 Mpa,0.0343 Mpa,0.128 Mpa,6.10 Mpa,0.195 Mpa,,0.316 Mpa,0.0818 Mpa,0.0831 Mpa,0.0432 Mpa,4.36%,1.73%,8.37%,3.27%,7.63%,,12.3%,2.41%,2.28%,0.938%
2026-08-25 21:00:00,0.169 Mpa,0.0508 Mpa,0.0786 Mpa,6.10 Mpa,0.166 Mpa,,0.134 Mpa,0.0787 Mpa,0.0222 Mpa,0.0511 Mpa,4.70%,2.35%,8.47%,2.80%,7.16%,,7.43%,2.29%,0.786%,1.17%
2026-08-25 23:00:00,0.138 Mpa,0.0744 Mpa,0.109 Mpa,6.10 Mpa,0.287 Mpa,,0.320 Mpa,0.109 Mpa,0.155 Mpa,0.106 Mpa,3.88%,3.06%,8.90%,2.89%,10.9%,,13.2%,3.32%,4.36%,2.73%
2026-08-26 01:00:00,0.129 Mpa,0.0998 Mpa,0.0672 Mpa,0.618 Mpa,0.212 Mpa,,0.0922 Mpa,0.0928 Mpa,0.0873 Mpa,0.246 Mpa,3.44%,3.68%,8.60%,3.29%,7.85%,,6.23%,2.65%,2.38%,6.69%
2026-08-26 03:00:00,0.0271 Mpa,0.121 Mpa,0.0683 Mpa,0.0891 Mpa,0.291 Mpa,,0.124 Mpa,0.115 Mpa,0.290 Mpa,0.167 Mpa,0.653%,4.36%,7.98%,2.98%,9.62%,,6.66%,3.32%,8.57%,4.49%
2026-08-26 05:00:00,0.0932 Mpa,0.0740 Mpa,0.0987 Mpa,5.26 Mpa,0.0989 Mpa,,0.176 Mpa,0.0565 Mpa,0.0772 Mpa,0.123 Mpa,2.91%,3.42%,10.1%,2.08%,3.51%,,8.23%,1.84%,2.35%,3.44%
2026-08-26 07:00:00,0.0362 Mpa,0.306 Mpa,0.199 Mpa,6.10 Mpa,0.159 Mpa,,0.106 Mpa,0.0497 Mpa,0.0952 Mpa,0.121 Mpa,1.15%,12.1%,13.1%,1.65%,5.50%,,5.96%,1.95%,2.65%,3.38%
2026-08-26 09:00:00,0.108 Mpa,0.155 Mpa,0.0459 Mpa,6.10 Mpa,0.152 Mpa,,0.0314 Mpa,0.0574 Mpa,0.0661 Mpa,0.123 Mpa,3.04%,6.78%,5.16%,1.90%,5.40%,,3.86%,2.03%,1.39%,3.43%
2026-08-26 11:00:00,0.0726 Mpa,0.194 Mpa,0.405 Mpa,6.10 Mpa,0.0916 Mpa,,0.199 Mpa,0.0883 Mpa,0.182 Mpa,0.0959 Mpa,1.93%,8.01%,16.7%,2.98%,3.32%,,8.51%,3.42%,5.23%,2.69%
2026-08-26 13:00:00,0.0684 Mpa,0.227 Mpa,0.234 Mpa,6.10 Mpa,0.0992 Mpa,,0.0324 Mpa,0.129 Mpa,0.119 Mpa,0.0667 Mpa,1.80%,8.04%,14.4%,1.12%,3.70%,,3.85%,4.27%,3.41%,1.74%
2026-08-26 15:00:00,0.109 Mpa,0.103 Mpa,0.0209 Mpa,6.10 Mpa,0.0748 Mpa,,0.0560 Mpa,0.0513 Mpa,0.138 Mpa,0.0769 Mpa,3.49%,4.81%,4.32%,3.48%,3.34%,,4.93%,1.93%,3.79%,2.10%
2026-08-26 17:00:00,0.184 Mpa,0.178 Mpa,0 Mpa,6.10 Mpa,0.0848 Mpa,,0.0536 Mpa,0.100 Mpa,0.0868 Mpa,0.0735 Mpa,6.12%,7.11%,6.39%,2.27%,3.07%,,4.42%,3.33%,2.46%,1.92%
2026-08-26 19:00:00,0.0375 Mpa,0.111 Mpa,0.120 Mpa,6.10 Mpa,0.0424 Mpa,,0.109 Mpa,0.106 Mpa,0.0324 Mpa,0.0764 Mpa,1.13%,4.04%,9.97%,3.09%,1.46%,,5.97%,3.69%,0.813%,1.97%
2026-08-26 21:00:00,0.0600 Mpa,0.0746 Mpa,0.0909 Mpa,6.10 Mpa,0.0448 Mpa,,0.111 Mpa,0.122 Mpa,0.0957 Mpa,0.0881 Mpa,2.22%,3.13%,9.66%,3.49%,1.48%,,6.60%,4.21%,2.70%,2.23%
2026-08-26 23:00:00,0.203 Mpa,0.139 Mpa,0.125 Mpa,5.78 Mpa,0.0986 Mpa,0.0702 Mpa,0.126 Mpa,0.108 Mpa,0.178 Mpa,0.0664 Mpa,7.26%,4.83%,10.1%,2.95%,3.47%,0.711%,5.96%,3.67%,5.28%,1.68%
2026-08-27 01:00:00,0.0227 Mpa,0.0610 Mpa,0.0745 Mpa,0.0560 Mpa,0.0623 Mpa,0.153 Mpa,0.0656 Mpa,0.0823 Mpa,0.0683 Mpa,0.0850 Mpa,0.943%,2.07%,8.93%,1.85%,2.04%,3.13%,4.97%,2.36%,2.01%,2.06%
2026-08-27 03:00:00,0.0590 Mpa,0.158 Mpa,0.0780 Mpa,0.0731 Mpa,0.187 Mpa,0.161 Mpa,0.323 Mpa,0.0625 Mpa,0.0673 Mpa,0.170 Mpa,1.70%,5.29%,9.09%,2.45%,6.68%,3.33%,11.8%,1.77%,1.90%,4.57%
2026-08-27 05:00:00,0.0694 Mpa,0.193 Mpa,0.104 Mpa,0.0913 Mpa,0.0678 Mpa,0.123 Mpa,0.0173 Mpa,0.127 Mpa,0.0971 Mpa,0.134 Mpa,1.96%,6.60%,9.58%,2.95%,2.63%,2.75%,2.08%,3.79%,2.68%,3.85%
2026-08-27 07:00:00,0.0132 Mpa,0.0921 Mpa,0.268 Mpa,0.352 Mpa,0.0578 Mpa,0.111 Mpa,0.237 Mpa,0.0505 Mpa,0.0867 Mpa,0.0531 Mpa,0.240%,3.72%,14.4%,1.31%,3.29%,2.91%,9.24%,1.49%,2.33%,1.32%
2026-08-27 09:00:00,0.0319 Mpa,0.143 Mpa,0.0785 Mpa,6.10 Mpa,0.172 Mpa,0.184 Mpa,0.183 Mpa,0.0529 Mpa,0.0617 Mpa,0.0729 Mpa,0.951%,5.32%,11.0%,1.86%,7.12%,4.24%,7.89%,1.45%,1.77%,2.03%
2026-08-27 11:00:00,0.0653 Mpa,0.206 Mpa,0.143 Mpa,6.10 Mpa,0.142 Mpa,0.105 Mpa,0.123 Mpa,0.0602 Mpa,0.0375 Mpa,0.0769 Mpa,1.74%,7.68%,12.7%,6.14%,5.41%,1.33%,6.65%,1.78%,0.979%,2.02%
2026-08-27 13:00:00,0.0894 Mpa,0.287 Mpa,0.157 Mpa,6.10 Mpa,0.116 Mpa,,0.0857 Mpa,0.227 Mpa,0.146 Mpa,0.0983 Mpa,2.53%,10.1%,11.6%,1.65%,4.19%,,5.29%,6.54%,4.38%,2.76%
2026-08-27 15:00:00,0.0406 Mpa,0.209 Mpa,0.0415 Mpa,6.10 Mpa,0.0519 Mpa,0.232 Mpa,0.119 Mpa,0.0906 Mpa,0.0973 Mpa,0.0913 Mpa,0.990%,7.49%,9.65%,1.41%,1.81%,5.47%,6.64%,2.69%,2.76%,2.65%
2026-08-27 17:00:00,0.0724 Mpa,0.121 Mpa,0.0490 Mpa,6.10 Mpa,0.204 Mpa,,0.120 Mpa,0.158 Mpa,0.107 Mpa,0.117 Mpa,2.05%,5.50%,6.81%,2.75%,7.40%,,6.64%,5.28%,3.02%,3.22%
2026-08-27 19:00:00,0.106 Mpa,0.185 Mpa,0.0552 Mpa,6.10 Mpa,0.0873 Mpa,0.267 Mpa,0.0775 Mpa,0.0623 Mpa,0.0809 Mpa,0.0902 Mpa,3.77%,7.84%,7.72%,1.17%,3.77%,7.51%,5.22%,2.60%,2.21%,2.60%
2026-08-27 21:00:00,0.0438 Mpa,0.173 Mpa,0.153 Mpa,6.10 Mpa,0.0853 Mpa,0.127 Mpa,0.0706 Mpa,0.0946 Mpa,0.0927 Mpa,0.0654 Mpa,1.47%,8.23%,11.5%,1.13%,3.91%,2.85%,4.82%,3.46%,2.80%,1.66%
2026-08-27 23:00:00,0.182 Mpa,0.0623 Mpa,0.138 Mpa,6.10 Mpa,0.0752 Mpa,0.191 Mpa,0.180 Mpa,0.0864 Mpa,0.238 Mpa,0.231 Mpa,6.43%,3.72%,8.26%,2.87%,2.64%,5.15%,7.80%,3.28%,6.70%,6.34%
2026-08-28 01:00:00,0.106 Mpa,0.262 Mpa,0.0600 Mpa,6.10 Mpa,0.0688 Mpa,0.305 Mpa,0.0850 Mpa,0.0665 Mpa,0.135 Mpa,0.134 Mpa,3.05%,9.93%,8.93%,1.82%,2.32%,8.18%,4.98%,2.23%,3.65%,3.49%
2026-08-28 03:00:00,0.146 Mpa,0.0869 Mpa,0.0320 Mpa,6.10 Mpa,0.106 Mpa,0.207 Mpa,0.0846 Mpa,0.140 Mpa,0.167 Mpa,0.168 Mpa,4.20%,3.21%,6.42%,0.751%,3.62%,5.25%,5.19%,4.26%,4.77%,4.45%
2026-08-28 05:00:00,0.0941 Mpa,0.256 Mpa,0.204 Mpa,6.10 Mpa,0.0498 Mpa,0.155 Mpa,0.240 Mpa,0.152 Mpa,0.249 Mpa,0.144 Mpa,3.13%,8.19%,12.5%,3.79%,1.64%,4.26%,9.96%,4.73%,7.23%,3.97%
2026-08-28 07:00:00,0.0419 Mpa,0.108 Mpa,0.0841 Mpa,6.10 Mpa,0 Mpa,0.177 Mpa,0.0336 Mpa,0.130 Mpa,0.287 Mpa,,1.26%,4.25%,8.96%,1.67%,0.166%,4.74%,3.20%,3.85%,8.47%,
2026-08-28 09:00:00,0.0367 Mpa,0.159 Mpa,0.191 Mpa,6.10 Mpa,0.0630 Mpa,0.252 Mpa,0.173 Mpa,0.110 Mpa,0.0979 Mpa,,0.947%,6.26%,12.8%,2.10%,2.02%,7.86%,7.81%,3.42%,2.61%,
2026-08-28 11:00:00,0.0362 Mpa,0.0941 Mpa,0.0977 Mpa,6.10 Mpa,0.553 Mpa,0.152 Mpa,0.0738 Mpa,0.393 Mpa,0.116 Mpa,,1.23%,3.90%,11.2%,2.10%,18.6%,4.29%,4.83%,11.7%,3.27%,
2026-08-28 13:00:00,0.0295 Mpa,0.245 Mpa,0.0675 Mpa,0.449 Mpa,0.410 Mpa,0.233 Mpa,0.154 Mpa,0.144 Mpa,0.0862 Mpa,,0.824%,8.17%,8.46%,1.70%,14.8%,6.05%,7.43%,4.34%,2.14%,
2026-08-28 15:00:00,0.0687 Mpa,0.246 Mpa,0.0981 Mpa,0.0742 Mpa,0.192 Mpa,0.362 Mpa,0.163 Mpa,0.0307 Mpa,0.0600 Mpa,,1.86%,8.80%,10.7%,2.36%,6.90%,9.37%,8.00%,0.875%,1.47%,
2026-08-28 17:00:00,0.0581 Mpa,0.315 Mpa,0.00979 Mpa,0.0427 Mpa,0.154 Mpa,0.0902 Mpa,0.0905 Mpa,0.230 Mpa,0.0965 Mpa,,1.53%,11.8%,5.80%,1.75%,5.63%,1.80%,5.56%,6.93%,2.59%,
2026-08-28 19:00:00,0.0195 Mpa,0.191 Mpa,0.0456 Mpa,0.0713 Mpa,0.169 Mpa,0.155 Mpa,0.0744 Mpa,,0.116 Mpa,0.0776 Mpa,0.356%,7.89%,6.93%,2.74%,6.13%,4.02%,4.75%,,3.24%,2.16%
2026-08-28 21:00:00,0.0372 Mpa,0.243 Mpa,0.0264 Mpa,0.0851 Mpa,0.114 Mpa,0.124 Mpa,0.0967 Mpa,0.0440 Mpa,0.160 Mpa,0.0947 Mpa,0.915%,9.92%,6.12%,3.28%,4.32%,3.09%,5.85%,1.42%,4.49%,2.67%
2026-08-28 23:00:00,0.111 Mpa,0.171 Mpa,0.723 Mpa,4.99 Mpa,0.0701 Mpa,0.115 Mpa,0.0815 Mpa,0.150 Mpa,0.163 Mpa,0.0740 Mpa,3.20%,7.50%,25.9%,2.31%,3.22%,2.59%,4.30%,4.80%,4.60%,2.03%
2026-08-29 01:00:00,0.146 Mpa,0.149 Mpa,0.124 Mpa,3.77 Mpa,0.0222 Mpa,0.0742 Mpa,0.119 Mpa,0.0441 Mpa,0.113 Mpa,0.0630 Mpa,3.92%,6.86%,10.4%,1.62%,0.822%,1.17%,6.13%,1.39%,3.08%,1.71%
2026-08-29 03:00:00,0.0456 Mpa,0.0836 Mpa,0.0983 Mpa,6.10 Mpa,0.0653 Mpa,0.232 Mpa,0.157 Mpa,0.0844 Mpa,0.227 Mpa,0.130 Mpa,1.21%,3.18%,7.54%,0.665%,2.29%,6.46%,6.53%,2.73%,6.38%,3.37%
2026-08-29 05:00:00,0.211 Mpa,0.143 Mpa,0.0911 Mpa,6.10 Mpa,0.0871 Mpa,0.102 Mpa,0.0731 Mpa,0.139 Mpa,0.143 Mpa,0.120 Mpa,6.12%,5.92%,10.3%,1.15%,3.25%,1.95%,3.77%,4.31%,3.80%,3.23%
2026-08-29 07:00:00,0.111 Mpa,0.133 Mpa,0.0574 Mpa,6.10 Mpa,0.0942 Mpa,0.197 Mpa,0.167 Mpa,0.127 Mpa,0.0802 Mpa,0.0975 Mpa,3.21%,5.12%,9.92%,4.42%,3.53%,4.54%,7.60%,3.76%,1.84%,2.46%
2026-08-29 09:00:00,0.0609 Mpa,0.163 Mpa,0.208 Mpa,6.05 Mpa,0.156 Mpa,0.339 Mpa,0.126 Mpa,0.0715 Mpa,0.0649 Mpa,0.0766 Mpa,1.68%,6.14%,11.2%,4.55%,6.08%,9.32%,6.48%,2.19%,1.50%,2.01%
2026-08-29 11:00:00,0.107 Mpa,0.135 Mpa,0.0886 Mpa,6.10 Mpa,0.176 Mpa,0.249 Mpa,0.643 Mpa,0.0513 Mpa,0.168 Mpa,0.0549 Mpa,3.19%,4.92%,9.54%,1.76%,6.56%,6.12%,22.7%,1.65%,4.80%,1.35%
2026-08-29 13:00:00,0.0668 Mpa,0.194 Mpa,0.141 Mpa,6.10 Mpa,0.312 Mpa,0.110 Mpa,0.0871 Mpa,0.106 Mpa,0.245 Mpa,0.0764 Mpa,1.97%,7.15%,10.5%,5.59%,11.6%,2.61%,4.58%,3.10%,7.14%,1.97%
2026-08-29 15:00:00,0.0870 Mpa,0.00580 Mpa,0.0692 Mpa,6.10 Mpa,0.285 Mpa,0.0808 Mpa,0.0683 Mpa,0.0518 Mpa,0.0888 Mpa,0.110 Mpa,2.55%,0.0809%,9.72%,3.89%,9.52%,1.70%,3.99%,1.56%,2.49%,2.93%
2026-08-29 17:00:00,0.0679 Mpa,,0.0865 Mpa,6.10 Mpa,0.0717 Mpa,0.119 Mpa,0.0496 Mpa,0.308 Mpa,0.124 Mpa,0.0820 Mpa,1.91%,,9.23%,6.43%,3.31%,2.73%,3.48%,9.54%,3.57%,2.21%
2026-08-29 19:00:00,0.116 Mpa,,0.408 Mpa,5.00 Mpa,0.101 Mpa,0.152 Mpa,0.0475 Mpa,0.223 Mpa,0.159 Mpa,0.105 Mpa,3.37%,,17.2%,14.1%,3.77%,4.17%,3.73%,7.45%,4.65%,2.81%
2026-08-29 21:00:00,0.0636 Mpa,0.448 Mpa,0.454 Mpa,0.109 Mpa,0.257 Mpa,0.156 Mpa,0.108 Mpa,0.123 Mpa,0.0566 Mpa,0.173 Mpa,1.77%,12.9%,19.6%,3.68%,10.0%,3.54%,5.16%,3.92%,1.59%,4.68%
2026-08-29 23:00:00,0.123 Mpa,0.106 Mpa,0.162 Mpa,0.400 Mpa,0.191 Mpa,0.285 Mpa,0.107 Mpa,0.0999 Mpa,0.0495 Mpa,0.0507 Mpa,3.51%,3.72%,13.7%,11.7%,7.46%,7.43%,5.30%,3.38%,1.40%,1.15%
2026-08-30 01:00:00,0.0288 Mpa,0.0923 Mpa,0.107 Mpa,0.682 Mpa,0.217 Mpa,0.0907 Mpa,0.0360 Mpa,0.0477 Mpa,0.113 Mpa,0.368 Mpa,0.757%,3.34%,9.25%,3.50%,8.69%,1.68%,3.21%,1.94%,3.37%,9.97%
2026-08-30 03:00:00,0.000144 Mpa,0.0622 Mpa,0.170 Mpa,6.10 Mpa,0.179 Mpa,0.182 Mpa,0.102 Mpa,0.104 Mpa,0.0954 Mpa,0.149 Mpa,0%,2.79%,12.5%,2.21%,6.16%,4.29%,5.94%,3.33%,2.79%,3.90%
2026-08-30 05:00:00,0.0327 Mpa,0.149 Mpa,0.0987 Mpa,6.10 Mpa,0.583 Mpa,0.186 Mpa,0.0719 Mpa,0.0928 Mpa,0.151 Mpa,0.0587 Mpa,1.03%,5.61%,8.92%,2.41%,20.8%,4.77%,4.93%,2.99%,4.17%,1.49%
2026-08-30 07:00:00,0.0180 Mpa,0.249 Mpa,0.307 Mpa,6.10 Mpa,0.304 Mpa,0.146 Mpa,0.168 Mpa,0.0848 Mpa,0.127 Mpa,0.116 Mpa,0.328%,8.94%,14.9%,1.83%,11.2%,3.78%,8.16%,2.84%,3.57%,3.13%
2026-08-30 09:00:00,0.0128 Mpa,0.0848 Mpa,0.210 Mpa,6.10 Mpa,0.305 Mpa,0.112 Mpa,0.0482 Mpa,0.0522 Mpa,0.0864 Mpa,0.121 Mpa,0.0981%,3.59%,12.8%,1.65%,10.6%,2.77%,3.86%,1.76%,2.37%,3.26%
2026-08-30 11:00:00,0.00852 Mpa,0.0809 Mpa,0.0302 Mpa,6.10 Mpa,0.332 Mpa,0.202 Mpa,0.111 Mpa,0.0755 Mpa,0.111 Mpa,0.102 Mpa,0%,3.30%,7.54%,1.44%,12.4%,6.20%,6.07%,2.42%,2.97%,2.74%
2026-08-30 13:00:00,0.154 Mpa,0.0125 Mpa,0.117 Mpa,6.10 Mpa,0.0569 Mpa,0.234 Mpa,0.108 Mpa,0.0933 Mpa,0.0198 Mpa,0.0364 Mpa,5.06%,1.02%,8.90%,1.70%,2.26%,6.31%,6.03%,3.19%,0.352%,0.905%
2026-08-30 15:00:00,0.0625 Mpa,,0.251 Mpa,6.10 Mpa,0 Mpa,0.592 Mpa,0.0489 Mpa,0.110 Mpa,0.0365 Mpa,0.0389 Mpa,2.40%,,13.0%,2.76%,0%,19.2%,3.86%,3.88%,0.928%,0.990%
2026-08-30 17:00:00,0.0964 Mpa,,0.302 Mpa,6.10 Mpa,0.0971 Mpa,0.133 Mpa,0.0442 Mpa,0.133 Mpa,0.0854 Mpa,0.126 Mpa,2.72%,,13.0%,2.83%,3.47%,3.86%,3.75%,4.15%,2.48%,3.39%
2026-08-30 19:00:00,0.0892 Mpa,,0.117 Mpa,6.10 Mpa,0.0568 Mpa,0.0524 Mpa,0.0369 Mpa,0.217 Mpa,0.300 Mpa,0.0524 Mpa,2.52%,,8.57%,2.74%,2.08%,0.759%,3.78%,6.73%,8.64%,1.36%
2026-08-30 21:00:00,0.101 Mpa,,0.152 Mpa,6.10 Mpa,0.120 Mpa,0.106 Mpa,0.0705 Mpa,0.283 Mpa,0.0524 Mpa,0.158 Mpa,3.23%,,9.13%,5.57%,4.54%,2.61%,4.51%,8.96%,1.31%,4.34%
2026-08-30 23:00:00,0.172 Mpa,0.0607 Mpa,0.120 Mpa,6.10 Mpa,0.0660 Mpa,0.0707 Mpa,0.0511 Mpa,0.194 Mpa,0.0841 Mpa,0.124 Mpa,4.87%,2.38%,9.90%,6.14%,2.47%,1.47%,4.13%,6.15%,2.58%,3.37%
2026-08-31 01:00:00,0.0794 Mpa,0.116 Mpa,0.218 Mpa,0.233 Mpa,0.0725 Mpa,0.128 Mpa,0.0644 Mpa,0.101 Mpa,0.127 Mpa,0.108 Mpa,2.20%,4.44%,10.1%,4.98%,2.50%,3.28%,4.96%,3.21%,3.61%,2.88%
2026-08-31 03:00:00,0.0763 Mpa,,0.0627 Mpa,0.0661 Mpa,0.105 Mpa,0.162 Mpa,0.0912 Mpa,0.105 Mpa,0.388 Mpa,0.256 Mpa,2.06%,,5.88%,1.89%,3.84%,4.90%,5.66%,3.44%,11.5%,7.57%
2026-08-31 05:00:00,0.0556 Mpa,,0.0942 Mpa,4.68 Mpa,0.321 Mpa,0.144 Mpa,0.275 Mpa,0.247 Mpa,0.372 Mpa,0.151 Mpa,1.40%,,7.40%,4.67%,10.7%,4.24%,11.3%,8.13%,10.8%,4.51%
2026-08-31 07:00:00,0.0389 Mpa,,0.0800 Mpa,6.10 Mpa,0.369 Mpa,0.173 Mpa,0.157 Mpa,0.236 Mpa,0.295 Mpa,0.0722 Mpa,0.954%,,6.65%,3.70%,11.7%,4.67%,7.68%,7.15%,8.97%,1.89%
2026-08-31 09:00:00,0.0924 Mpa,0.00176 Mpa,0.0717 Mpa,6.10 Mpa,0.236 Mpa,0.108 Mpa,0.0729 Mpa,0.153 Mpa,0.307 Mpa,0.0669 Mpa,2.71%,0.833%,6.43%,1.23%,8.50%,2.72%,4.86%,5.02%,9.14%,1.57%
2026-08-31 11:00:00,0.0713 Mpa,,0.0707 Mpa,5.72 Mpa,0.156 Mpa,0.143 Mpa,0.0673 Mpa,0.161 Mpa,0.234 Mpa,0.0652 Mpa,2.23%,,6.82%,3.68%,5.75%,3.60%,4.51%,5.08%,7.01%,1.66%
2026-08-31 13:00:00,0.282 Mpa,,0.0673 Mpa,0.0596 Mpa,0.224 Mpa,0.146 Mpa,0.0887 Mpa,0.160 Mpa,0.206 Mpa,0.0863 Mpa,8.28%,,7.63%,1.84%,8.12%,4.03%,5.03%,5.50%,6.05%,2.30%
2026-08-31 15:00:00,0.125 Mpa,,0.138 Mpa,5.25 Mpa,0.141 Mpa,0.104 Mpa,0.117 Mpa,0.0923 Mpa,0.123 Mpa,0.0493 Mpa,3.41%,,9.77%,0.708%,5.01%,2.84%,5.36%,3.04%,3.63%,1.29%
2026-08-31 17:00:00,0.173 Mpa,,0.0733 Mpa,5.71 Mpa,0.193 Mpa,0.138 Mpa,0.104 Mpa,0.138 Mpa,0.0699 Mpa,0.0791 Mpa,4.98%,,7.09%,1.56%,7.47%,3.71%,5.27%,4.51%,1.99%,2.23%
