"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-08-07 13:00:00,0.203 Mpa,0.111 Mpa,0.228 Mpa,0.787 Mpa,1.01 Mpa,0.159 Mpa,0.223 Mpa,,0.381 Mpa,4.77%,8.18%,6.62%,17.8%,31.3%,2.59%,3.09%,,21.8%
2026-08-07 15:00:00,0.237 Mpa,0.0496 Mpa,0.107 Mpa,0.834 Mpa,0.177 Mpa,0.175 Mpa,0.316 Mpa,,0.341 Mpa,6.50%,1.70%,2.83%,18.4%,5.83%,3.88%,6.41%,,9.59%
2026-08-07 17:00:00,0.0983 Mpa,0.0996 Mpa,0.212 Mpa,0.287 Mpa,0.289 Mpa,0.174 Mpa,0.245 Mpa,,0.286 Mpa,2.86%,8.44%,5.43%,4.38%,8.21%,4.69%,4.35%,,9.56%
2026-08-07 19:00:00,0.106 Mpa,0.00544 Mpa,0.299 Mpa,0.417 Mpa,0.488 Mpa,0.174 Mpa,0.199 Mpa,,0.850 Mpa,2.88%,13.4%,7.53%,7.39%,14.8%,4.03%,2.74%,,21.9%
2026-08-07 21:00:00,0.0306 Mpa,0.0115 Mpa,0.236 Mpa,0.236 Mpa,0.137 Mpa,0.138 Mpa,0.352 Mpa,,0.423 Mpa,2.27%,10.5%,5.95%,2.58%,5.10%,2.80%,6.44%,,10.2%
2026-08-07 23:00:00,0.0505 Mpa,0.204 Mpa,0.443 Mpa,0.646 Mpa,0.133 Mpa,0.163 Mpa,0.468 Mpa,,0.350 Mpa,3.38%,10.6%,12.0%,13.7%,4.35%,5.74%,17.4%,,7.69%
2026-08-08 01:00:00,0.125 Mpa,0.120 Mpa,0.366 Mpa,0.268 Mpa,0.505 Mpa,0.0922 Mpa,1.09 Mpa,,0.331 Mpa,6.29%,8.30%,11.3%,3.12%,15.2%,5.00%,27.8%,,7.15%
2026-08-08 03:00:00,0.0613 Mpa,0.0671 Mpa,0.272 Mpa,0.376 Mpa,0.161 Mpa,0.157 Mpa,1.04 Mpa,,0.407 Mpa,3.70%,7.97%,7.82%,5.90%,4.59%,5.36%,27.2%,,9.16%
2026-08-08 05:00:00,0.0904 Mpa,0.0577 Mpa,0.276 Mpa,0.221 Mpa,0.110 Mpa,0.154 Mpa,0.284 Mpa,,0.299 Mpa,6.32%,7.17%,7.91%,2.42%,4.05%,2.66%,4.35%,,6.97%
2026-08-08 07:00:00,0.175 Mpa,0.120 Mpa,0.116 Mpa,0.199 Mpa,0.0568 Mpa,0.181 Mpa,0.786 Mpa,,0.151 Mpa,8.73%,6.98%,3.64%,1.68%,2.05%,6.65%,19.0%,,1.99%
2026-08-08 09:00:00,1.03 Mpa,0.211 Mpa,0.190 Mpa,0.295 Mpa,0.0805 Mpa,0.222 Mpa,0.231 Mpa,,0.350 Mpa,27.5%,13.9%,5.40%,4.70%,2.26%,4.22%,3.09%,,6.18%
2026-08-08 11:00:00,0.0540 Mpa,0.134 Mpa,0.0614 Mpa,0.388 Mpa,0.125 Mpa,0.205 Mpa,0.356 Mpa,,0.236 Mpa,4.14%,9.30%,2.40%,7.56%,4.04%,2.79%,6.21%,,3.59%
2026-08-08 13:00:00,0.417 Mpa,0.0277 Mpa,0.0535 Mpa,0.348 Mpa,0.00361 Mpa,0.391 Mpa,0.291 Mpa,,0.352 Mpa,11.6%,3.04%,2.01%,18.9%,1.67%,9.33%,5.26%,,5.99%
2026-08-08 15:00:00,0.191 Mpa,0.0171 Mpa,0.212 Mpa,1.31 Mpa,0.252 Mpa,0.206 Mpa,0.417 Mpa,,0.306 Mpa,4.20%,42.4%,8.94%,32.5%,7.59%,3.36%,10.7%,,4.75%
2026-08-08 17:00:00,0.327 Mpa,0.212 Mpa,0.209 Mpa,0.283 Mpa,0.116 Mpa,0.208 Mpa,0.259 Mpa,,0.302 Mpa,7.98%,22.0%,5.76%,4.43%,4.31%,3.20%,4.28%,,5.40%
2026-08-08 19:00:00,0.0974 Mpa,0.0743 Mpa,0.273 Mpa,0.344 Mpa,0.208 Mpa,0.206 Mpa,0.779 Mpa,,0.316 Mpa,1.99%,4.23%,7.47%,5.54%,6.47%,3.07%,19.5%,,5.67%
2026-08-08 21:00:00,0.598 Mpa,0.0914 Mpa,0.243 Mpa,0.158 Mpa,0.123 Mpa,0.213 Mpa,0.217 Mpa,,0.335 Mpa,16.3%,4.60%,6.67%,1.25%,4.50%,3.15%,2.03%,,6.77%
2026-08-08 23:00:00,0.488 Mpa,1.07 Mpa,0.132 Mpa,0.341 Mpa,0.191 Mpa,0.288 Mpa,0.239 Mpa,,0.0782 Mpa,13.7%,32.5%,3.18%,5.63%,5.70%,6.15%,5.16%,,5.30%
2026-08-09 01:00:00,0.436 Mpa,0.195 Mpa,0.585 Mpa,0.258 Mpa,0.0900 Mpa,0.301 Mpa,0.580 Mpa,,0.385 Mpa,13.6%,7.23%,16.1%,3.24%,2.75%,7.41%,14.3%,,8.21%
2026-08-09 03:00:00,0.229 Mpa,0.0524 Mpa,1.37 Mpa,0.315 Mpa,0.0654 Mpa,0.201 Mpa,0.242 Mpa,,0.321 Mpa,7.32%,3.76%,35.7%,4.97%,2.78%,3.75%,3.18%,,5.09%
2026-08-09 05:00:00,0.0923 Mpa,0.0367 Mpa,0.242 Mpa,0.276 Mpa,0.110 Mpa,0.138 Mpa,0.245 Mpa,,0.234 Mpa,10.7%,2.21%,6.48%,3.80%,4.10%,1.29%,3.01%,,4.60%
2026-08-09 07:00:00,0.0853 Mpa,0.0482 Mpa,0.0553 Mpa,0.207 Mpa,0.195 Mpa,0.195 Mpa,0.610 Mpa,,,3.01%,1.73%,1.43%,2.27%,6.57%,2.86%,14.5%,,
2026-08-09 09:00:00,0.0767 Mpa,0.203 Mpa,0.549 Mpa,0.283 Mpa,0.211 Mpa,0.432 Mpa,0.227 Mpa,0.149 Mpa,0.0741 Mpa,2.42%,6.57%,15.0%,4.31%,6.59%,9.09%,3.40%,0.210%,2.50%
2026-08-09 11:00:00,0.0615 Mpa,0.115 Mpa,0.0851 Mpa,0.251 Mpa,0.110 Mpa,0.108 Mpa,0.248 Mpa,,0.640 Mpa,7.84%,4.86%,2.16%,3.87%,4.05%,2.29%,4.25%,,15.6%
2026-08-09 13:00:00,0.0687 Mpa,0.234 Mpa,1.11 Mpa,0.325 Mpa,0.110 Mpa,0.116 Mpa,0.234 Mpa,,0.238 Mpa,2.00%,8.78%,30.3%,5.99%,3.64%,1.97%,3.13%,,4.66%
2026-08-09 15:00:00,0.0293 Mpa,0.0525 Mpa,0.0321 Mpa,0.296 Mpa,0.0611 Mpa,0.405 Mpa,0.536 Mpa,,0.205 Mpa,0.889%,1.90%,0.844%,4.58%,3.56%,8.72%,13.6%,,4.17%
2026-08-09 17:00:00,0.131 Mpa,0.215 Mpa,0.549 Mpa,0.373 Mpa,0 Mpa,0.220 Mpa,0.349 Mpa,,0.299 Mpa,3.26%,7.69%,14.7%,7.47%,5.82%,4.61%,6.53%,,5.33%
2026-08-09 19:00:00,0.343 Mpa,0.390 Mpa,0.0975 Mpa,0.282 Mpa,0.0766 Mpa,0.388 Mpa,0.361 Mpa,,0.161 Mpa,8.42%,13.3%,2.64%,4.12%,61.6%,8.51%,7.17%,,1.59%
2026-08-09 21:00:00,0.211 Mpa,0.291 Mpa,0.188 Mpa,0.316 Mpa,0.146 Mpa,0.447 Mpa,0.272 Mpa,,0.186 Mpa,5.19%,9.70%,6.11%,4.89%,8.41%,9.77%,4.38%,,2.73%
2026-08-09 23:00:00,0.171 Mpa,0.873 Mpa,0.141 Mpa,0.229 Mpa,0.0522 Mpa,0.401 Mpa,0.223 Mpa,,0.479 Mpa,4.27%,25.9%,3.53%,4.09%,24.0%,8.61%,3.34%,,11.5%
2026-08-10 01:00:00,0.253 Mpa,0.770 Mpa,0.125 Mpa,0.100 Mpa,0.130 Mpa,0.147 Mpa,0.193 Mpa,,0.419 Mpa,6.34%,23.1%,3.99%,4.13%,3.75%,3.26%,1.12%,,8.05%
2026-08-10 03:00:00,0.0707 Mpa,0.154 Mpa,0.0839 Mpa,0.200 Mpa,0.148 Mpa,0.208 Mpa,0.301 Mpa,,0.209 Mpa,2.56%,6.09%,2.65%,1.84%,72.7%,10.4%,7.21%,,3.01%
2026-08-10 05:00:00,0.171 Mpa,0.00318 Mpa,0.164 Mpa,0.234 Mpa,0.0369 Mpa,0.199 Mpa,0.598 Mpa,,0.567 Mpa,4.66%,2.13%,4.54%,3.30%,29.3%,2.99%,14.6%,,12.7%
2026-08-10 07:00:00,0.130 Mpa,0.0612 Mpa,0.404 Mpa,0.298 Mpa,0.0929 Mpa,0.227 Mpa,0.790 Mpa,,0.215 Mpa,7.84%,3.10%,10.8%,13.9%,40.9%,3.30%,19.0%,,3.32%
2026-08-10 09:00:00,0.0942 Mpa,0.672 Mpa,0.249 Mpa,0.222 Mpa,0.108 Mpa,0.232 Mpa,0.479 Mpa,,0.183 Mpa,5.37%,21.2%,6.64%,2.45%,3.69%,3.92%,11.2%,,1.63%
2026-08-10 11:00:00,0.0860 Mpa,0.583 Mpa,0.119 Mpa,0.184 Mpa,0.205 Mpa,0.408 Mpa,0.372 Mpa,,0.241 Mpa,4.20%,18.1%,3.56%,2.48%,7.64%,8.37%,7.66%,,4.18%
2026-08-10 13:00:00,0.161 Mpa,0.147 Mpa,0.110 Mpa,0.215 Mpa,0.143 Mpa,,0.364 Mpa,,0.209 Mpa,5.65%,5.20%,2.63%,2.74%,5.28%,,9.10%,,3.60%
2026-08-10 15:00:00,0.192 Mpa,0.0674 Mpa,0.180 Mpa,0.248 Mpa,0.441 Mpa,0.161 Mpa,0.193 Mpa,,0.141 Mpa,5.76%,2.82%,4.96%,19.9%,13.7%,4.12%,2.01%,,2.67%
2026-08-10 17:00:00,0.116 Mpa,0.196 Mpa,0.123 Mpa,0.242 Mpa,0.0309 Mpa,0.188 Mpa,0.238 Mpa,,1.17 Mpa,3.62%,7.66%,3.60%,3.14%,36.1%,2.70%,3.14%,,28.2%
2026-08-10 19:00:00,0.116 Mpa,0.159 Mpa,0.146 Mpa,0.276 Mpa,0.509 Mpa,0.624 Mpa,0.204 Mpa,,0.0720 Mpa,3.94%,6.60%,4.74%,3.43%,14.7%,15.6%,2.17%,,4.78%
2026-08-10 21:00:00,0.0503 Mpa,0.0813 Mpa,0.196 Mpa,0.400 Mpa,0.158 Mpa,0.224 Mpa,0.275 Mpa,,0.951 Mpa,2.97%,3.87%,6.39%,7.12%,4.91%,5.25%,3.61%,,23.7%
2026-08-10 23:00:00,0.0708 Mpa,0.270 Mpa,0.160 Mpa,0.303 Mpa,0.0596 Mpa,0.294 Mpa,0.287 Mpa,,0.0947 Mpa,3.65%,9.47%,7.82%,4.43%,3.10%,6.64%,4.77%,,2.67%
2026-08-11 01:00:00,0.463 Mpa,0.171 Mpa,0.0966 Mpa,0.234 Mpa,0.0405 Mpa,0.260 Mpa,0.411 Mpa,,0.257 Mpa,12.5%,6.83%,2.79%,3.47%,4.90%,5.68%,8.28%,,6.48%
2026-08-11 03:00:00,0.167 Mpa,0.0959 Mpa,0.593 Mpa,0.179 Mpa,0.0916 Mpa,0.163 Mpa,0.373 Mpa,,0.281 Mpa,5.21%,4.36%,15.6%,2.36%,26.5%,1.05%,10.3%,,8.12%
2026-08-11 05:00:00,0.163 Mpa,0.125 Mpa,0.116 Mpa,0.691 Mpa,0.0209 Mpa,0.286 Mpa,0.335 Mpa,,0.166 Mpa,5.81%,4.58%,2.47%,15.2%,2.33%,6.91%,8.25%,,2.84%
2026-08-11 07:00:00,0.0857 Mpa,0.237 Mpa,0.0240 Mpa,0.158 Mpa,0.000588 Mpa,0.176 Mpa,0.247 Mpa,,1.00 Mpa,3.80%,8.42%,0.0871%,1.69%,1.22%,4.20%,3.45%,,22.6%
2026-08-11 09:00:00,0.0428 Mpa,0.220 Mpa,0.441 Mpa,0.359 Mpa,0.0620 Mpa,0.168 Mpa,0.269 Mpa,,0.461 Mpa,1.02%,8.06%,11.3%,5.83%,3.53%,1.71%,3.38%,,9.83%
2026-08-11 11:00:00,0.0438 Mpa,0.427 Mpa,0.136 Mpa,0.319 Mpa,0.286 Mpa,0.305 Mpa,0.272 Mpa,,1.61 Mpa,1.24%,14.2%,3.72%,5.02%,9.95%,5.73%,4.24%,,39.5%
2026-08-11 13:00:00,0.158 Mpa,0.265 Mpa,0.0400 Mpa,0.394 Mpa,0.208 Mpa,0.152 Mpa,0.169 Mpa,,1.10 Mpa,3.91%,8.95%,2.06%,7.27%,6.88%,5.41%,1.05%,,26.6%
2026-08-11 15:00:00,0.0429 Mpa,0.285 Mpa,0.0886 Mpa,0.188 Mpa,0.0447 Mpa,0.142 Mpa,0.876 Mpa,,0.260 Mpa,1.92%,9.40%,2.89%,2.06%,2.36%,2.70%,24.6%,,5.69%
2026-08-11 17:00:00,0.188 Mpa,1.10 Mpa,0.375 Mpa,0.504 Mpa,0.0950 Mpa,0.179 Mpa,0.555 Mpa,,0.349 Mpa,5.03%,33.4%,10.8%,11.7%,3.76%,2.66%,13.1%,,8.00%
2026-08-11 19:00:00,0.0727 Mpa,0.616 Mpa,0.124 Mpa,0.713 Mpa,0.0962 Mpa,0.307 Mpa,0.474 Mpa,,0.152 Mpa,2.87%,19.1%,2.92%,17.0%,3.45%,5.49%,10.2%,,1.84%
2026-08-11 21:00:00,0.340 Mpa,0.685 Mpa,0.0957 Mpa,0.604 Mpa,0.124 Mpa,0.135 Mpa,0.200 Mpa,,0.149 Mpa,11.9%,20.7%,2.13%,12.2%,3.37%,3.75%,1.69%,,0.817%
2026-08-11 23:00:00,0.0637 Mpa,0.0833 Mpa,0.0900 Mpa,0.540 Mpa,0.168 Mpa,0.233 Mpa,0.221 Mpa,,0.472 Mpa,13.8%,3.17%,2.07%,11.9%,4.86%,6.49%,2.82%,,10.6%
2026-08-12 01:00:00,0.140 Mpa,0.0816 Mpa,0.0575 Mpa,0.345 Mpa,0.145 Mpa,0.196 Mpa,0.361 Mpa,,0.430 Mpa,4.11%,3.07%,0.892%,5.36%,4.53%,3.63%,6.32%,,8.76%
2026-08-12 03:00:00,0.240 Mpa,0.157 Mpa,0.160 Mpa,0.819 Mpa,0.0858 Mpa,0.235 Mpa,0.462 Mpa,,0.740 Mpa,8.29%,5.60%,3.81%,18.3%,2.66%,4.76%,10.2%,,17.1%
2026-08-12 05:00:00,0.315 Mpa,0.0628 Mpa,0.212 Mpa,0.343 Mpa,0.343 Mpa,0.230 Mpa,0.312 Mpa,,0.640 Mpa,9.54%,3.05%,5.22%,4.86%,10.1%,4.35%,4.85%,,14.4%
2026-08-12 07:00:00,0.0618 Mpa,0.119 Mpa,0.269 Mpa,1.13 Mpa,0.295 Mpa,0.167 Mpa,0.467 Mpa,,0.317 Mpa,3.22%,3.81%,7.38%,26.1%,9.11%,1.25%,9.28%,,5.71%
2026-08-12 09:00:00,0.0861 Mpa,0.0630 Mpa,0.181 Mpa,0.234 Mpa,0.153 Mpa,0.186 Mpa,0.235 Mpa,,0.246 Mpa,3.76%,2.20%,4.31%,2.36%,5.63%,1.90%,3.21%,,4.71%
2026-08-12 11:00:00,0.0704 Mpa,0.137 Mpa,0.185 Mpa,1.83 Mpa,0.0649 Mpa,0.169 Mpa,0.245 Mpa,,0.230 Mpa,2.08%,4.87%,4.95%,46.4%,2.53%,2.21%,3.61%,,3.89%
2026-08-12 13:00:00,0.584 Mpa,0.296 Mpa,0.0986 Mpa,1.41 Mpa,0.0295 Mpa,0.169 Mpa,0.557 Mpa,,0.375 Mpa,15.8%,10.1%,2.14%,35.0%,1.17%,2.47%,12.3%,,8.28%
2026-08-12 15:00:00,0.0715 Mpa,0.162 Mpa,0.0684 Mpa,,0.116 Mpa,0.164 Mpa,0.288 Mpa,,0.354 Mpa,3.02%,5.56%,0.476%,,10.5%,1.96%,3.27%,,7.55%
2026-08-12 17:00:00,0.559 Mpa,0.0545 Mpa,0.121 Mpa,,0.244 Mpa,0.101 Mpa,0.327 Mpa,,0.201 Mpa,15.6%,2.49%,2.63%,,8.34%,0.160%,6.71%,,3.12%
2026-08-12 19:00:00,0.0596 Mpa,0.147 Mpa,0.133 Mpa,,0.0298 Mpa,0.181 Mpa,0.315 Mpa,,0.250 Mpa,5.42%,4.68%,2.78%,,40.9%,2.39%,5.54%,,4.85%
2026-08-12 21:00:00,0.144 Mpa,0.0763 Mpa,0.179 Mpa,,0.0144 Mpa,0.270 Mpa,0.287 Mpa,,0.174 Mpa,17.6%,2.81%,3.70%,,2.08%,5.64%,4.14%,,2.74%
2026-08-12 23:00:00,0.166 Mpa,0.350 Mpa,0.131 Mpa,0.137 Mpa,,0.172 Mpa,0.632 Mpa,,0.211 Mpa,13.1%,10.8%,2.20%,2.47%,,3.32%,14.9%,,3.33%
2026-08-13 01:00:00,0.465 Mpa,0.245 Mpa,0.335 Mpa,0.0536 Mpa,,0.299 Mpa,0.212 Mpa,,0.270 Mpa,12.3%,7.84%,7.64%,1.57%,,6.97%,2.35%,,6.47%
2026-08-13 03:00:00,,0 Mpa,0.105 Mpa,,,0.238 Mpa,0.188 Mpa,,0.189 Mpa,,2.12%,1.73%,,,6.76%,2.70%,,3.60%
2026-08-13 05:00:00,,0.0244 Mpa,0.308 Mpa,,,,0.174 Mpa,,0.172 Mpa,,2.60%,7.77%,,,,1.63%,,4.05%
2026-08-13 07:00:00,,0.0984 Mpa,0.536 Mpa,,0.294 Mpa,0.101 Mpa,0.355 Mpa,,0.367 Mpa,,5.22%,13.8%,,9.61%,0.0398%,5.78%,,8.04%
2026-08-13 09:00:00,0.0127 Mpa,0.0547 Mpa,0.797 Mpa,,0.441 Mpa,0.376 Mpa,0.384 Mpa,,0.343 Mpa,5.83%,3.58%,21.9%,,13.2%,7.61%,6.95%,,6.64%
2026-08-13 11:00:00,,0.398 Mpa,0.0881 Mpa,,0.247 Mpa,0.172 Mpa,0.875 Mpa,,0.483 Mpa,,16.6%,3.79%,,8.50%,1.73%,21.5%,,11.7%
2026-08-13 13:00:00,,0.390 Mpa,0.323 Mpa,,0.369 Mpa,0.223 Mpa,0.279 Mpa,,0.449 Mpa,,12.5%,7.99%,,11.4%,6.62%,4.81%,,10.8%
2026-08-13 15:00:00,,0.0789 Mpa,0.113 Mpa,,0.299 Mpa,0.161 Mpa,0.0736 Mpa,,0.102 Mpa,,11.4%,2.34%,,8.79%,3.93%,1.04%,,2.19%
2026-08-13 17:00:00,,0.0708 Mpa,0.213 Mpa,,0.214 Mpa,0.250 Mpa,0.436 Mpa,,,,2.68%,4.69%,,7.28%,5.88%,10.9%,,
2026-08-13 19:00:00,,0.124 Mpa,0.579 Mpa,,0.572 Mpa,0.169 Mpa,0.786 Mpa,,,,3.99%,14.8%,,17.1%,0.669%,19.3%,,
2026-08-13 21:00:00,,0.0999 Mpa,0.150 Mpa,,,0.391 Mpa,0.413 Mpa,,0.433 Mpa,,2.86%,3.75%,,,8.54%,7.41%,,9.63%
2026-08-13 23:00:00,,0.494 Mpa,0.147 Mpa,,,0.165 Mpa,0.590 Mpa,,0.552 Mpa,,15.0%,3.03%,,,0.821%,14.0%,,11.2%
2026-08-14 01:00:00,,0.522 Mpa,0.235 Mpa,0.120 Mpa,,0.162 Mpa,0.359 Mpa,,0.544 Mpa,,15.6%,5.19%,2.81%,,1.22%,8.11%,,11.2%
2026-08-14 03:00:00,,0.413 Mpa,0.0977 Mpa,0.274 Mpa,,0.255 Mpa,0.547 Mpa,,0.660 Mpa,,12.4%,3.89%,6.33%,,3.58%,12.7%,,15.2%
2026-08-14 05:00:00,,0.0532 Mpa,0.292 Mpa,,,0.129 Mpa,0.673 Mpa,,0.454 Mpa,,2.39%,7.03%,,,1.48%,17.4%,,9.08%
2026-08-14 07:00:00,,1.26 Mpa,0.302 Mpa,,0.362 Mpa,0.157 Mpa,0.240 Mpa,,0.794 Mpa,,35.9%,7.87%,,10.2%,0.475%,3.90%,,17.8%
2026-08-14 09:00:00,,0.252 Mpa,0.0720 Mpa,,0.0802 Mpa,0.132 Mpa,0.291 Mpa,,0.195 Mpa,,8.66%,1.71%,,2.43%,0.0372%,4.52%,,1.89%
2026-08-14 11:00:00,,0.533 Mpa,0.136 Mpa,,0.726 Mpa,0.159 Mpa,0.287 Mpa,,1.14 Mpa,,15.7%,4.01%,,22.4%,1.39%,4.18%,,28.2%
2026-08-14 13:00:00,,0.498 Mpa,0.167 Mpa,0.0492 Mpa,1.31 Mpa,0.270 Mpa,0.412 Mpa,,0.144 Mpa,,15.4%,3.91%,0.464%,36.6%,5.98%,8.31%,,2.92%
2026-08-14 15:00:00,,0.553 Mpa,0.366 Mpa,,0.341 Mpa,0.197 Mpa,0.620 Mpa,,0.611 Mpa,,18.6%,8.44%,,10.7%,2.35%,17.1%,,13.5%
2026-08-14 17:00:00,,1.10 Mpa,0.181 Mpa,,0.0445 Mpa,0.292 Mpa,0.116 Mpa,,0.600 Mpa,,30.8%,4.75%,,1.85%,5.30%,0.999%,,13.7%
2026-08-14 19:00:00,,0.683 Mpa,0.159 Mpa,,,0.201 Mpa,0.217 Mpa,,0.328 Mpa,,21.2%,4.15%,,,1.61%,2.05%,,6.60%
2026-08-14 21:00:00,,0.570 Mpa,0.356 Mpa,,0.0804 Mpa,0.472 Mpa,0.243 Mpa,,0.308 Mpa,,18.0%,9.48%,,4.09%,9.26%,2.88%,,5.14%
2026-08-14 23:00:00,,0.480 Mpa,0.146 Mpa,0.0488 Mpa,0.123 Mpa,0.164 Mpa,0.293 Mpa,,0.209 Mpa,,15.6%,2.51%,0.434%,3.72%,1.27%,3.69%,,2.82%
2026-08-15 01:00:00,,0.783 Mpa,0.513 Mpa,0.194 Mpa,0.0892 Mpa,0.407 Mpa,0.746 Mpa,,0.162 Mpa,,24.5%,13.1%,3.71%,3.94%,8.42%,17.6%,,2.02%
2026-08-15 03:00:00,,1.33 Mpa,0.211 Mpa,0.340 Mpa,0.0712 Mpa,0.357 Mpa,0.360 Mpa,,0.480 Mpa,,39.1%,4.40%,6.95%,2.37%,6.60%,6.57%,,9.90%
2026-08-15 05:00:00,,0.277 Mpa,0.0806 Mpa,0.502 Mpa,0.0340 Mpa,0.383 Mpa,0.351 Mpa,,0.407 Mpa,,9.58%,0.991%,12.8%,1.12%,9.09%,6.13%,,9.39%
2026-08-15 07:00:00,,0.661 Mpa,0.301 Mpa,,0.171 Mpa,0.173 Mpa,0.377 Mpa,,0.612 Mpa,,20.6%,8.09%,,5.19%,1.44%,7.03%,,13.6%
2026-08-15 09:00:00,0.00542 Mpa,0.410 Mpa,0.178 Mpa,1.78 Mpa,0.474 Mpa,0.146 Mpa,0.241 Mpa,,0.317 Mpa,6.95%,13.7%,5.14%,57.5%,13.0%,0.694%,2.58%,,5.79%
2026-08-15 11:00:00,,0.588 Mpa,0.439 Mpa,0.410 Mpa,0.288 Mpa,0.185 Mpa,0.225 Mpa,,0.397 Mpa,,18.9%,11.8%,9.08%,8.93%,1.59%,1.95%,,8.51%
2026-08-15 13:00:00,0.00313 Mpa,0.0545 Mpa,0.144 Mpa,0.509 Mpa,0.155 Mpa,0.970 Mpa,0.372 Mpa,,0.350 Mpa,6.01%,3.80%,4.11%,10.6%,4.95%,23.6%,6.70%,,10.6%
2026-08-15 15:00:00,0.0628 Mpa,0.524 Mpa,0.215 Mpa,0.651 Mpa,0.106 Mpa,0.183 Mpa,0.261 Mpa,,0.158 Mpa,3.67%,16.9%,5.90%,15.1%,4.11%,3.05%,4.38%,,10.9%
2026-08-15 17:00:00,0.512 Mpa,0.0338 Mpa,0.117 Mpa,0.199 Mpa,0.256 Mpa,0.161 Mpa,0.315 Mpa,,0.130 Mpa,13.0%,4.49%,3.52%,3.57%,8.06%,5.40%,4.26%,,7.29%
2026-08-15 19:00:00,0.149 Mpa,0.225 Mpa,0.211 Mpa,0.537 Mpa,0.292 Mpa,0.179 Mpa,0.224 Mpa,,0.286 Mpa,4.85%,7.62%,5.16%,12.1%,9.91%,2.68%,2.44%,,4.82%
2026-08-15 21:00:00,0.129 Mpa,0.122 Mpa,0.380 Mpa,0.283 Mpa,0.401 Mpa,0.217 Mpa,0.870 Mpa,,0.382 Mpa,3.71%,4.97%,9.14%,5.42%,12.3%,2.39%,21.0%,,8.05%
2026-08-15 23:00:00,0.0372 Mpa,0.143 Mpa,0.130 Mpa,0.174 Mpa,0.185 Mpa,0.876 Mpa,0.882 Mpa,,0.290 Mpa,1.64%,5.60%,2.12%,2.26%,7.03%,20.0%,21.2%,,6.06%
2026-08-16 01:00:00,0.143 Mpa,0.110 Mpa,0.152 Mpa,0.264 Mpa,0.205 Mpa,0.560 Mpa,0.274 Mpa,,0.530 Mpa,5.41%,4.31%,2.72%,4.67%,7.06%,15.8%,3.30%,,11.5%
2026-08-16 03:00:00,0.0474 Mpa,0.319 Mpa,0.166 Mpa,0.272 Mpa,0.252 Mpa,0.245 Mpa,0.375 Mpa,,0.628 Mpa,3.82%,10.4%,3.84%,4.75%,8.49%,3.62%,7.22%,,13.4%
2026-08-16 05:00:00,0.143 Mpa,0.250 Mpa,0.438 Mpa,0.221 Mpa,0.179 Mpa,0.217 Mpa,0.271 Mpa,,0.186 Mpa,6.20%,7.96%,11.3%,3.21%,5.66%,2.88%,3.39%,,2.28%
2026-08-16 07:00:00,0.172 Mpa,0.443 Mpa,0.122 Mpa,0.276 Mpa,0.0618 Mpa,0.243 Mpa,0.337 Mpa,,0.192 Mpa,4.58%,14.0%,2.05%,4.68%,3.75%,5.38%,4.56%,,2.26%
2026-08-16 09:00:00,0.128 Mpa,0.562 Mpa,0.260 Mpa,0.255 Mpa,0.307 Mpa,0.208 Mpa,0.394 Mpa,,0.238 Mpa,4.26%,17.9%,6.38%,8.01%,9.65%,7.08%,7.72%,,3.85%
2026-08-16 11:00:00,0.259 Mpa,1.15 Mpa,0.331 Mpa,0.335 Mpa,0.0625 Mpa,0.309 Mpa,0.0649 Mpa,,0.199 Mpa,7.80%,35.5%,8.69%,6.79%,2.93%,5.86%,0%,,3.95%
2026-08-16 13:00:00,0.0633 Mpa,0.398 Mpa,0.149 Mpa,0.442 Mpa,0.368 Mpa,0.0873 Mpa,0.456 Mpa,,0.144 Mpa,2.33%,13.3%,4.03%,9.78%,11.5%,3.05%,9.03%,,2.27%
2026-08-16 15:00:00,0.365 Mpa,1.10 Mpa,0.280 Mpa,0.304 Mpa,1.03 Mpa,0.707 Mpa,0.493 Mpa,,0.179 Mpa,12.3%,33.4%,8.39%,6.12%,29.5%,16.3%,8.71%,,4.16%
2026-08-16 17:00:00,0.157 Mpa,0.291 Mpa,0.575 Mpa,0.126 Mpa,0.220 Mpa,0.149 Mpa,0.331 Mpa,,0.366 Mpa,4.24%,10.1%,14.9%,2.26%,6.61%,2.19%,5.01%,,7.99%
2026-08-16 19:00:00,0.0413 Mpa,0.216 Mpa,0.120 Mpa,0.116 Mpa,0.139 Mpa,0.166 Mpa,0.369 Mpa,,0.232 Mpa,0.662%,7.09%,1.39%,3.88%,6.20%,2.88%,6.88%,,4.10%
2026-08-16 21:00:00,0.151 Mpa,0.133 Mpa,0.255 Mpa,0.302 Mpa,0.0808 Mpa,0.154 Mpa,0.206 Mpa,,0.121 Mpa,6.37%,4.65%,5.22%,8.65%,3.45%,2.38%,1.96%,,1.19%
2026-08-16 23:00:00,0.0541 Mpa,0.378 Mpa,0.579 Mpa,0.537 Mpa,0.204 Mpa,0.192 Mpa,0.499 Mpa,,0.379 Mpa,5.24%,12.4%,14.6%,12.2%,5.90%,1.99%,15.3%,,7.44%
