"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-17 17:00:00,0.247 Mpa,,0.120 Mpa,0.472 Mpa,0.151 Mpa,0.248 Mpa,0.315 Mpa,,0.567 Mpa,8.40%,,4.52%,9.85%,4.87%,3.27%,5.44%,,13.2%
2026-07-17 19:00:00,0.196 Mpa,,0.494 Mpa,0.583 Mpa,0.158 Mpa,0.299 Mpa,0.170 Mpa,,0.243 Mpa,4.96%,,16.0%,11.8%,5.09%,2.84%,1.85%,,4.20%
2026-07-17 21:00:00,0.143 Mpa,,0.200 Mpa,0.385 Mpa,0.567 Mpa,0.220 Mpa,0.0481 Mpa,,0.195 Mpa,3.63%,,6.08%,6.48%,16.6%,0.996%,0%,,2.80%
2026-07-17 23:00:00,0.481 Mpa,0.0224 Mpa,0.323 Mpa,0.270 Mpa,0.0331 Mpa,0.364 Mpa,,,0.239 Mpa,12.5%,14.2%,9.44%,3.75%,2.58%,4.74%,,,5.09%
2026-07-18 01:00:00,0.137 Mpa,,0.362 Mpa,0.309 Mpa,0.188 Mpa,0.231 Mpa,0.350 Mpa,,0.234 Mpa,5.05%,,9.39%,5.05%,6.97%,2.96%,6.20%,,4.47%
2026-07-18 03:00:00,1.53 Mpa,,0.155 Mpa,0.326 Mpa,0.200 Mpa,1.03 Mpa,0.259 Mpa,,0.233 Mpa,39.9%,,4.95%,5.11%,6.12%,24.2%,2.33%,,4.74%
2026-07-18 05:00:00,0.369 Mpa,,0.190 Mpa,0.248 Mpa,0.174 Mpa,0.954 Mpa,0.220 Mpa,,0.258 Mpa,10.2%,,5.90%,4.09%,5.23%,21.1%,2.41%,,5.72%
2026-07-18 07:00:00,0.182 Mpa,,0.274 Mpa,0.582 Mpa,0.155 Mpa,0.287 Mpa,0.179 Mpa,,0.267 Mpa,8.56%,,8.23%,12.3%,4.84%,3.05%,0.683%,,5.06%
2026-07-18 09:00:00,0.142 Mpa,,0.135 Mpa,0.260 Mpa,0.195 Mpa,0.285 Mpa,0.268 Mpa,,0.265 Mpa,4.88%,,4.32%,3.89%,5.95%,3.39%,3.37%,,4.59%
2026-07-18 11:00:00,0.641 Mpa,,0.268 Mpa,0.403 Mpa,0.130 Mpa,0.380 Mpa,0.410 Mpa,,0.486 Mpa,16.7%,,7.94%,7.83%,3.97%,7.43%,7.18%,,12.1%
2026-07-18 13:00:00,0.449 Mpa,,0.186 Mpa,0.152 Mpa,0.0610 Mpa,0.368 Mpa,0.189 Mpa,,0.212 Mpa,11.9%,,5.93%,0.942%,2.59%,6.64%,7.56%,,4.42%
2026-07-18 15:00:00,0.203 Mpa,,0.396 Mpa,0.162 Mpa,0.480 Mpa,0.252 Mpa,0.257 Mpa,,0.335 Mpa,5.37%,,10.9%,1.28%,13.9%,1.75%,3.28%,,7.21%
2026-07-18 17:00:00,0.102 Mpa,,0.102 Mpa,0.273 Mpa,0.296 Mpa,0.412 Mpa,0.229 Mpa,,0.309 Mpa,2.39%,,2.29%,4.19%,9.08%,6.24%,2.89%,,6.06%
2026-07-18 19:00:00,0.138 Mpa,,0.310 Mpa,0.179 Mpa,0.341 Mpa,0.253 Mpa,0.300 Mpa,,0.369 Mpa,3.21%,,8.35%,1.56%,10.6%,2.30%,4.26%,,7.53%
2026-07-18 21:00:00,0.119 Mpa,,0.163 Mpa,0.252 Mpa,0.0870 Mpa,0.251 Mpa,0.196 Mpa,,0.234 Mpa,4.56%,,4.68%,3.02%,3.02%,1.95%,1.30%,,4.13%
2026-07-18 23:00:00,0.110 Mpa,,0.173 Mpa,0.194 Mpa,0.110 Mpa,0.243 Mpa,0.269 Mpa,,0.204 Mpa,4.84%,,3.73%,1.93%,3.95%,1.33%,3.53%,,3.25%
2026-07-19 01:00:00,0.139 Mpa,0.00828 Mpa,0.376 Mpa,0.257 Mpa,0.0465 Mpa,0.237 Mpa,0.196 Mpa,,0.597 Mpa,4.01%,0.767%,10.1%,3.43%,2.62%,2.37%,2.51%,,12.8%
2026-07-19 03:00:00,0.0408 Mpa,0.0122 Mpa,0.440 Mpa,0.230 Mpa,0.0566 Mpa,0.232 Mpa,0.203 Mpa,,0.360 Mpa,4.76%,3.84%,11.1%,2.60%,2.59%,4.52%,2.42%,,6.94%
2026-07-19 05:00:00,0.373 Mpa,,0.330 Mpa,0.270 Mpa,0.0655 Mpa,0.331 Mpa,0.227 Mpa,,0.315 Mpa,10.2%,,8.64%,3.52%,2.37%,5.04%,3.24%,,6.12%
2026-07-19 07:00:00,0.242 Mpa,,0.453 Mpa,0.446 Mpa,0.0532 Mpa,0.266 Mpa,0.353 Mpa,,0.261 Mpa,6.36%,,12.5%,8.75%,1.69%,2.83%,6.13%,,5.16%
2026-07-19 09:00:00,0.653 Mpa,0.0245 Mpa,0.389 Mpa,0.211 Mpa,0.153 Mpa,0.278 Mpa,0.191 Mpa,,0.717 Mpa,17.5%,0.0393%,10.6%,2.49%,4.94%,3.86%,2.47%,,16.4%
2026-07-19 11:00:00,0.120 Mpa,0.0469 Mpa,0.495 Mpa,0.658 Mpa,0.765 Mpa,0.296 Mpa,0.235 Mpa,,0.257 Mpa,5.66%,2.68%,13.6%,14.7%,20.7%,3.45%,4.13%,,3.67%
2026-07-19 13:00:00,0.327 Mpa,0.0165 Mpa,0.149 Mpa,0.471 Mpa,1.51 Mpa,0.432 Mpa,0.347 Mpa,,0.388 Mpa,10.4%,3.27%,4.99%,9.05%,41.7%,7.22%,5.78%,,7.99%
2026-07-19 15:00:00,0.0485 Mpa,0.0379 Mpa,0.135 Mpa,0.178 Mpa,0.0135 Mpa,0.283 Mpa,0.726 Mpa,,0.351 Mpa,3.77%,3.96%,4.92%,5.77%,2.11%,2.96%,16.5%,,6.91%
2026-07-19 17:00:00,0.0604 Mpa,0.0461 Mpa,0.180 Mpa,0.143 Mpa,,0.215 Mpa,0.253 Mpa,,0.205 Mpa,3.47%,4.62%,5.43%,1.36%,,3.97%,2.18%,,12.2%
2026-07-19 19:00:00,0.526 Mpa,0.000993 Mpa,0.198 Mpa,0.520 Mpa,0.0240 Mpa,0.453 Mpa,0.988 Mpa,,,15.9%,8%,5.14%,10.1%,1.20%,7.15%,23.9%,,
2026-07-19 21:00:00,0.127 Mpa,0.00873 Mpa,0.149 Mpa,0.355 Mpa,0.0252 Mpa,,0.320 Mpa,,0.254 Mpa,9.49%,3.03%,3.58%,17.9%,1.18%,,4.42%,,3.75%
2026-07-19 23:00:00,0.104 Mpa,0.00379 Mpa,0.219 Mpa,0.210 Mpa,,0.194 Mpa,0.239 Mpa,,0.284 Mpa,4.76%,0.0291%,5.03%,2.42%,,3.42%,2.38%,,5.05%
2026-07-20 01:00:00,0.112 Mpa,,0.288 Mpa,0.176 Mpa,,0.229 Mpa,0.219 Mpa,,0.324 Mpa,6.06%,,6.82%,1.71%,,1.00%,2.58%,,6.19%
2026-07-20 03:00:00,0.0522 Mpa,0.0231 Mpa,0.530 Mpa,0.189 Mpa,,0.222 Mpa,0.636 Mpa,,0.377 Mpa,3.91%,2.11%,14.2%,2.27%,,0.284%,15.0%,,7.71%
2026-07-20 05:00:00,0.267 Mpa,,0.740 Mpa,0.314 Mpa,,0.513 Mpa,0.263 Mpa,,0.369 Mpa,9.84%,,20.3%,5.63%,,9.11%,3.89%,,6.80%
2026-07-20 07:00:00,0.315 Mpa,0.597 Mpa,0.367 Mpa,0.218 Mpa,,0.293 Mpa,0.239 Mpa,,0.199 Mpa,11.1%,15.7%,10.1%,2.30%,,4.33%,4.85%,,3.47%
2026-07-20 09:00:00,0.233 Mpa,0.192 Mpa,0.385 Mpa,0.165 Mpa,,0.269 Mpa,0.209 Mpa,,0.250 Mpa,8.10%,8.83%,10.7%,3.72%,,3.04%,1.80%,,4.91%
2026-07-20 11:00:00,0.451 Mpa,,0.0694 Mpa,0.191 Mpa,,0.606 Mpa,0.426 Mpa,,0.548 Mpa,13.6%,,0.821%,4.17%,,12.9%,8.44%,,12.4%
2026-07-20 13:00:00,0.186 Mpa,0.00106 Mpa,0.527 Mpa,1.31 Mpa,,0.604 Mpa,0.368 Mpa,,0.458 Mpa,8.15%,0.150%,13.8%,32.6%,,12.8%,6.64%,,10.3%
2026-07-20 15:00:00,0.180 Mpa,0.00350 Mpa,0.463 Mpa,,,0.346 Mpa,0.173 Mpa,,0.276 Mpa,7.83%,11.9%,17.3%,,,15.9%,11.9%,,6.08%
2026-07-20 17:00:00,0.222 Mpa,,0.239 Mpa,1.28 Mpa,,0.208 Mpa,0.499 Mpa,,0.687 Mpa,7.62%,,12.3%,28.9%,,4.65%,11.7%,,15.5%
2026-07-20 19:00:00,0.537 Mpa,0.0103 Mpa,0.367 Mpa,0.143 Mpa,,0.292 Mpa,0.387 Mpa,,0.537 Mpa,13.9%,0%,9.55%,12.7%,,4.76%,8.20%,,11.7%
2026-07-20 21:00:00,0.0659 Mpa,0.0123 Mpa,0.424 Mpa,0.314 Mpa,,0.227 Mpa,0.0913 Mpa,,0.443 Mpa,1.60%,0.0109%,10.8%,4.97%,,2.96%,3.87%,,9.24%
2026-07-20 23:00:00,0.100 Mpa,0.00742 Mpa,0.334 Mpa,0.251 Mpa,,0.279 Mpa,0.391 Mpa,,0.455 Mpa,3.55%,0.0329%,8.70%,3.61%,,5.48%,6.74%,,10.9%
2026-07-21 01:00:00,0.218 Mpa,0 Mpa,0.284 Mpa,0.202 Mpa,0.0206 Mpa,1.47 Mpa,0.392 Mpa,,0.629 Mpa,6.87%,0.224%,7.20%,2.17%,2.53%,36.6%,7.04%,,15.6%
2026-07-21 03:00:00,0.189 Mpa,,0.361 Mpa,0.222 Mpa,0.374 Mpa,0.241 Mpa,0.251 Mpa,,0.165 Mpa,9.18%,,8.94%,2.42%,11.1%,4.89%,3.29%,,4.19%
2026-07-21 05:00:00,0.121 Mpa,,0.261 Mpa,0.230 Mpa,0.142 Mpa,0.212 Mpa,0.192 Mpa,,0.309 Mpa,8.70%,,6.55%,2.84%,5.04%,2.64%,2.60%,,6.43%
2026-07-21 07:00:00,0.0626 Mpa,,0.627 Mpa,0.155 Mpa,0.173 Mpa,0.446 Mpa,0.378 Mpa,,0.319 Mpa,17.2%,,16.6%,0.785%,5.14%,8.72%,7.43%,,6.64%
2026-07-21 09:00:00,0.400 Mpa,0.103 Mpa,0.589 Mpa,0.564 Mpa,,1.10 Mpa,0.244 Mpa,,0.234 Mpa,11.2%,6.72%,16.2%,12.0%,,25.4%,2.90%,,3.88%
2026-07-21 11:00:00,0.227 Mpa,,0.167 Mpa,0.357 Mpa,0.0897 Mpa,1.03 Mpa,0.288 Mpa,,0.170 Mpa,6.91%,,4.93%,6.86%,2.89%,23.8%,5.12%,,2.17%
2026-07-21 13:00:00,0.225 Mpa,,0.373 Mpa,0.334 Mpa,0.0977 Mpa,0.694 Mpa,0.463 Mpa,,0.326 Mpa,8.43%,,9.82%,6.30%,3.75%,14.2%,11.1%,,9.10%
2026-07-21 15:00:00,0.164 Mpa,,0.408 Mpa,0.663 Mpa,0.106 Mpa,0.318 Mpa,0.176 Mpa,,3.96 Mpa,17.4%,,9.97%,15.0%,3.37%,6.68%,1.79%,,13.8%
2026-07-21 17:00:00,0.214 Mpa,,0.263 Mpa,0.250 Mpa,0.134 Mpa,0.332 Mpa,0.236 Mpa,,,5.65%,,6.55%,8.96%,4.56%,14.3%,4.89%,,
2026-07-21 19:00:00,0.573 Mpa,,0.188 Mpa,1.22 Mpa,0.378 Mpa,0.541 Mpa,0.366 Mpa,,,15.3%,,4.43%,31.0%,11.3%,11.7%,6.61%,,
2026-07-21 21:00:00,0.565 Mpa,,0.271 Mpa,0.329 Mpa,0.309 Mpa,,0.195 Mpa,,4.55 Mpa,16.6%,,7.40%,4.46%,8.35%,,1.07%,,9.24%
2026-07-21 23:00:00,0.123 Mpa,,0.309 Mpa,0.560 Mpa,0.283 Mpa,0.900 Mpa,0.180 Mpa,,,5.97%,,9.09%,10.7%,9.91%,20.0%,0.773%,,
2026-07-22 01:00:00,0.275 Mpa,,0.0984 Mpa,1.08 Mpa,0.228 Mpa,0.236 Mpa,0.170 Mpa,,,8.96%,,4.93%,25.8%,29.8%,2.43%,1.32%,,
2026-07-22 03:00:00,0.367 Mpa,,0.156 Mpa,0.660 Mpa,0.299 Mpa,0.238 Mpa,0.362 Mpa,,,11.4%,,4.78%,22.0%,9.08%,2.53%,6.06%,,
2026-07-22 05:00:00,0.777 Mpa,,0.142 Mpa,0.515 Mpa,0.219 Mpa,0.226 Mpa,0.229 Mpa,,,19.9%,,4.01%,10.5%,5.92%,2.62%,3.34%,,
2026-07-22 07:00:00,0.183 Mpa,,0.174 Mpa,0.316 Mpa,0.173 Mpa,0.203 Mpa,0.327 Mpa,,,6.22%,,4.76%,4.64%,4.29%,5.11%,5.86%,,
2026-07-22 09:00:00,0.298 Mpa,,0.502 Mpa,0.574 Mpa,0.149 Mpa,0.220 Mpa,0.310 Mpa,,,8.99%,,13.2%,12.5%,4.17%,3.29%,4.99%,,
2026-07-22 11:00:00,0.251 Mpa,,0.104 Mpa,0.304 Mpa,0.0901 Mpa,0.196 Mpa,0.577 Mpa,,,9.61%,,1.96%,4.99%,3.66%,3.05%,13.4%,,
2026-07-22 13:00:00,0.0000684 Mpa,,0.241 Mpa,0.810 Mpa,0.120 Mpa,0.623 Mpa,0.249 Mpa,,,0.0245%,,6.36%,18.9%,5.04%,13.2%,4.45%,,
2026-07-22 15:00:00,0.180 Mpa,,0.247 Mpa,0.368 Mpa,0.0394 Mpa,0.932 Mpa,0.344 Mpa,,,5.47%,,6.42%,6.47%,2.21%,20.7%,6.53%,,
2026-07-22 17:00:00,0.148 Mpa,,0.426 Mpa,0.225 Mpa,0.328 Mpa,0.200 Mpa,0.240 Mpa,,0.135 Mpa,5.26%,,11.2%,30.5%,9.83%,2.00%,3.93%,,2.89%
2026-07-22 19:00:00,0.186 Mpa,,0.168 Mpa,0.335 Mpa,0.184 Mpa,1.01 Mpa,0.269 Mpa,,0.160 Mpa,5.31%,,4.47%,16.9%,5.31%,29.7%,4.99%,,4.17%
2026-07-22 21:00:00,0.120 Mpa,,0.125 Mpa,0.267 Mpa,0.360 Mpa,2.04 Mpa,0.203 Mpa,,0.473 Mpa,4.92%,,2.80%,10.7%,10.0%,49.9%,4.88%,,11.7%
2026-07-22 23:00:00,0.156 Mpa,,0.437 Mpa,0.373 Mpa,0.135 Mpa,1.38 Mpa,0.202 Mpa,,0.223 Mpa,4.91%,,13.2%,5.60%,3.72%,36.0%,1.41%,,3.40%
2026-07-23 01:00:00,0.570 Mpa,,0.226 Mpa,0.334 Mpa,0.0423 Mpa,1.56 Mpa,0.201 Mpa,,0.259 Mpa,16.3%,,5.16%,4.64%,20.7%,37.7%,2.29%,,6.38%
2026-07-23 03:00:00,0.336 Mpa,,0.203 Mpa,0.193 Mpa,0.0541 Mpa,0.341 Mpa,0.293 Mpa,,0.514 Mpa,31.9%,,4.85%,1.03%,6.07%,7.91%,8.05%,,11.9%
2026-07-23 05:00:00,0.190 Mpa,,0.322 Mpa,0.250 Mpa,0.0589 Mpa,0.168 Mpa,,,0.409 Mpa,4.89%,,8.26%,2.65%,2.49%,3.88%,,,9.09%
2026-07-23 07:00:00,0.160 Mpa,,0.557 Mpa,0.268 Mpa,0.937 Mpa,,,,0.343 Mpa,5.76%,,15.6%,2.95%,26.1%,,,,6.62%
2026-07-23 09:00:00,0.139 Mpa,,1.24 Mpa,0.238 Mpa,0.483 Mpa,0.168 Mpa,0.000605 Mpa,,0.414 Mpa,5.18%,,34.3%,2.13%,14.6%,3.93%,2.66%,,8.64%
2026-07-23 11:00:00,0.0462 Mpa,,0.121 Mpa,0.388 Mpa,0.346 Mpa,0.252 Mpa,0.283 Mpa,,0.175 Mpa,4.41%,,3.85%,6.65%,11.0%,4.98%,5.97%,,2.96%
2026-07-23 13:00:00,0.778 Mpa,,0.711 Mpa,0.355 Mpa,0.0369 Mpa,,,,0.242 Mpa,22.3%,,20.0%,6.03%,2.90%,,,,5.09%
2026-07-23 15:00:00,1.09 Mpa,,0.174 Mpa,0.288 Mpa,0.233 Mpa,0.152 Mpa,,,0.489 Mpa,27.1%,,3.37%,3.83%,7.63%,4.46%,,,11.5%
2026-07-23 17:00:00,0.655 Mpa,,0.157 Mpa,0.205 Mpa,0.236 Mpa,,,,,16.5%,,3.80%,1.58%,6.97%,,,,
2026-07-23 19:00:00,0.170 Mpa,,0.401 Mpa,0.484 Mpa,0.279 Mpa,,,,0.0565 Mpa,3.62%,,24.3%,9.03%,8.28%,,,,3.20%
2026-07-23 21:00:00,0.900 Mpa,,0.446 Mpa,0.268 Mpa,0.302 Mpa,,,,0.180 Mpa,23.4%,,11.7%,2.05%,8.85%,,,,5.92%
2026-07-23 23:00:00,0.680 Mpa,,0.463 Mpa,0.320 Mpa,0.116 Mpa,0.244 Mpa,,,0.155 Mpa,18.9%,,12.9%,3.56%,3.75%,5.83%,,,2.90%
2026-07-24 01:00:00,0.215 Mpa,,0.248 Mpa,0.220 Mpa,0.0375 Mpa,,,,0.244 Mpa,6.20%,,9.36%,1.02%,1.12%,,,,4.06%
2026-07-24 03:00:00,0.111 Mpa,,0.277 Mpa,0.329 Mpa,0.186 Mpa,0.490 Mpa,,,0.233 Mpa,5.78%,,7.71%,4.55%,4.84%,10.2%,,,4.64%
2026-07-24 05:00:00,0.286 Mpa,,0.192 Mpa,,0.302 Mpa,,,,0.263 Mpa,7.79%,,3.64%,,9.93%,,,,5.36%
2026-07-24 07:00:00,0.357 Mpa,,0.423 Mpa,0.140 Mpa,0.457 Mpa,,,,0.516 Mpa,10.3%,,10.8%,1.61%,13.9%,,,,11.4%
2026-07-24 09:00:00,0.355 Mpa,,0.146 Mpa,0.205 Mpa,0.118 Mpa,0.207 Mpa,0 Mpa,,0.163 Mpa,10.8%,,4.53%,1.37%,3.82%,2.36%,0.305%,,2.62%
2026-07-24 11:00:00,0.383 Mpa,,0.226 Mpa,0.165 Mpa,0.489 Mpa,,0.0789 Mpa,,0.152 Mpa,11.5%,,6.52%,0.778%,14.6%,,1.04%,,6.02%
2026-07-24 13:00:00,0.0823 Mpa,,0.731 Mpa,0.295 Mpa,0.364 Mpa,,1.13 Mpa,,0.191 Mpa,1.70%,,19.6%,29.5%,12.0%,,29.7%,,2.75%
2026-07-24 15:00:00,1.15 Mpa,,0.232 Mpa,0.177 Mpa,0.437 Mpa,,0.908 Mpa,,0.278 Mpa,31.3%,,6.30%,41.6%,12.9%,,21.8%,,4.46%
2026-07-24 17:00:00,0.0826 Mpa,,0.296 Mpa,0.217 Mpa,0.479 Mpa,,1.04 Mpa,,0.223 Mpa,6.35%,,7.29%,0.987%,14.2%,,27.9%,,3.90%
2026-07-24 19:00:00,0.104 Mpa,,0.259 Mpa,0.496 Mpa,1.000 Mpa,,1.36 Mpa,,0.323 Mpa,4.29%,,5.50%,8.87%,29.1%,,57.6%,,6.36%
2026-07-24 21:00:00,0.281 Mpa,,0.196 Mpa,0.239 Mpa,0.347 Mpa,,0.445 Mpa,,0.469 Mpa,8.92%,,2.97%,1.58%,9.31%,,15.1%,,10.0%
2026-07-24 23:00:00,0.134 Mpa,,0.175 Mpa,0.292 Mpa,0.162 Mpa,,0.379 Mpa,,0.236 Mpa,3.46%,,3.60%,3.30%,4.79%,,6.83%,,4.64%
2026-07-25 01:00:00,0.424 Mpa,,0.109 Mpa,0.262 Mpa,0.0722 Mpa,,0.343 Mpa,,0.149 Mpa,11.5%,,6.25%,2.49%,1.99%,,5.61%,,3.84%
2026-07-25 03:00:00,0.221 Mpa,,0.280 Mpa,0.474 Mpa,0.144 Mpa,,0.516 Mpa,,0.241 Mpa,5.76%,,5.57%,8.17%,4.16%,,31.9%,,4.75%
2026-07-25 05:00:00,0.320 Mpa,,0.226 Mpa,0.427 Mpa,0.127 Mpa,,0.211 Mpa,,0.238 Mpa,7.70%,,4.72%,6.56%,3.17%,,4.68%,,5.26%
2026-07-25 07:00:00,0.0855 Mpa,,0.560 Mpa,0.344 Mpa,0.260 Mpa,,0.207 Mpa,,0.191 Mpa,2.03%,,14.6%,4.74%,7.49%,,2.36%,,3.26%
2026-07-25 09:00:00,0.216 Mpa,0.00960 Mpa,0.572 Mpa,0.476 Mpa,0.317 Mpa,,0.414 Mpa,,0.206 Mpa,6.95%,5.44%,14.7%,8.47%,10.5%,,8.17%,,4.05%
2026-07-25 11:00:00,0.0696 Mpa,,0.166 Mpa,0.541 Mpa,0.131 Mpa,,0.344 Mpa,,0.517 Mpa,5.57%,,4.85%,10.2%,3.82%,,7.10%,,11.0%
2026-07-25 13:00:00,0.110 Mpa,,0.297 Mpa,,0.251 Mpa,,0.448 Mpa,,0.235 Mpa,4.99%,,7.30%,,6.95%,,10.6%,,4.71%
2026-07-25 15:00:00,0.144 Mpa,,0.157 Mpa,0.271 Mpa,0.417 Mpa,,0.173 Mpa,,0.197 Mpa,5.11%,,3.63%,3.11%,13.5%,,5.84%,,3.32%
2026-07-25 17:00:00,0.104 Mpa,,0.539 Mpa,0.325 Mpa,0.172 Mpa,,0.214 Mpa,,0.210 Mpa,4.37%,,14.5%,4.88%,6.34%,,2.82%,,4.11%
2026-07-25 19:00:00,0.130 Mpa,,0.197 Mpa,0.388 Mpa,0.473 Mpa,,0.570 Mpa,,0.263 Mpa,5.06%,,4.43%,6.18%,13.9%,,12.4%,,5.18%
2026-07-25 21:00:00,0.125 Mpa,,0.160 Mpa,0.426 Mpa,0.169 Mpa,,0.218 Mpa,,0.181 Mpa,4.55%,,2.96%,7.28%,6.65%,,1.60%,,2.68%
2026-07-25 23:00:00,0.0730 Mpa,,0.154 Mpa,0.309 Mpa,0.429 Mpa,,0.446 Mpa,,0.161 Mpa,3.04%,,2.97%,3.66%,12.7%,,8.93%,,2.22%
2026-07-26 01:00:00,0.152 Mpa,,0.148 Mpa,0.478 Mpa,0.181 Mpa,,0.219 Mpa,,0.603 Mpa,6.77%,,3.79%,8.41%,6.91%,,1.66%,,14.4%
2026-07-26 03:00:00,0.123 Mpa,,0.155 Mpa,0.286 Mpa,0.769 Mpa,,0.352 Mpa,,0.221 Mpa,5.57%,,4.31%,3.19%,22.0%,,5.72%,,5.44%
2026-07-26 05:00:00,0.214 Mpa,,0.126 Mpa,0.270 Mpa,0.132 Mpa,,0.373 Mpa,,0.450 Mpa,6.06%,,2.78%,2.83%,5.82%,,7.68%,,10.8%
2026-07-26 07:00:00,0.0849 Mpa,,0.430 Mpa,0.251 Mpa,0.201 Mpa,,0.556 Mpa,,0.339 Mpa,5.53%,,11.2%,1.98%,6.74%,,13.1%,,7.29%
2026-07-26 09:00:00,0.0400 Mpa,,0.428 Mpa,0.283 Mpa,0.152 Mpa,,0.448 Mpa,,0.211 Mpa,7.06%,,10.9%,3.54%,6.15%,,8.38%,,4.55%
2026-07-26 11:00:00,0.0491 Mpa,,0.638 Mpa,0.397 Mpa,0.377 Mpa,,0.841 Mpa,,0.294 Mpa,1.11%,,16.5%,6.29%,12.3%,,21.1%,,6.34%
2026-07-26 13:00:00,0.252 Mpa,,0.113 Mpa,0.341 Mpa,0.0835 Mpa,,0.331 Mpa,,0.219 Mpa,6.02%,,2.35%,5.29%,2.09%,,5.47%,,3.90%
2026-07-26 15:00:00,1.02 Mpa,,0.751 Mpa,0.381 Mpa,0.357 Mpa,,0.641 Mpa,,0.307 Mpa,27.0%,,21.4%,5.58%,10.4%,,16.1%,,5.87%
2026-07-26 17:00:00,0.195 Mpa,,0.224 Mpa,0.327 Mpa,0.271 Mpa,,0.262 Mpa,,0.493 Mpa,6.51%,,4.08%,4.61%,9.81%,,4.09%,,10.5%
2026-07-26 19:00:00,0.539 Mpa,,0.601 Mpa,0.273 Mpa,0.427 Mpa,,0.297 Mpa,,0.266 Mpa,13.9%,,15.0%,2.78%,14.4%,,6.23%,,3.90%
2026-07-26 21:00:00,1.19 Mpa,,0.232 Mpa,0.237 Mpa,0.144 Mpa,,0.280 Mpa,,0.404 Mpa,31.2%,,4.23%,2.01%,3.81%,,5.67%,,8.84%
2026-07-26 23:00:00,0.169 Mpa,,0.206 Mpa,0.235 Mpa,0.161 Mpa,,0.192 Mpa,,0.648 Mpa,5.55%,,4.50%,1.85%,4.74%,,2.81%,,14.5%
2026-07-27 01:00:00,0.206 Mpa,,,0.369 Mpa,,,0.531 Mpa,,0.589 Mpa,5.41%,,,5.31%,,,10.8%,,14.2%
2026-07-27 03:00:00,0.607 Mpa,,0.223 Mpa,0.308 Mpa,,,0.339 Mpa,,0.250 Mpa,15.4%,,3.98%,3.46%,,,5.32%,,6.81%
2026-07-27 05:00:00,0.440 Mpa,,0.134 Mpa,0.315 Mpa,0.0240 Mpa,,0.526 Mpa,,0.560 Mpa,12.4%,,1.85%,3.81%,0.0331%,,11.0%,,13.5%
2026-07-27 07:00:00,0.313 Mpa,,0.343 Mpa,0.224 Mpa,0.845 Mpa,,0.222 Mpa,,0.271 Mpa,11.9%,,7.60%,1.36%,23.1%,,1.85%,,6.16%
2026-07-27 09:00:00,0.0897 Mpa,,0.332 Mpa,0.314 Mpa,0.105 Mpa,,0.373 Mpa,,0.239 Mpa,6.62%,,8.06%,4.11%,4.68%,,6.95%,,6.03%
2026-07-27 11:00:00,0.157 Mpa,,0.209 Mpa,0.240 Mpa,1.09 Mpa,,0.377 Mpa,,0.150 Mpa,5.99%,,4.48%,1.58%,32.6%,,6.32%,,3.79%
2026-07-27 13:00:00,0.199 Mpa,,0.265 Mpa,0.307 Mpa,0.115 Mpa,,0.897 Mpa,,0.173 Mpa,5.83%,,6.58%,4.83%,3.58%,,23.0%,,4.40%
2026-07-27 15:00:00,0 Mpa,,0.169 Mpa,0.221 Mpa,0.134 Mpa,,0.583 Mpa,,0.167 Mpa,0.0310%,,3.34%,1.20%,4.81%,,13.3%,,3.83%
2026-07-27 17:00:00,0 Mpa,,0.182 Mpa,0.297 Mpa,0.105 Mpa,,0.113 Mpa,,0.277 Mpa,0.171%,,3.85%,3.80%,14.5%,,1.34%,,7.38%
2026-07-27 19:00:00,,,0.231 Mpa,0.220 Mpa,0.0913 Mpa,,0.315 Mpa,,0.179 Mpa,,,4.63%,1.61%,3.95%,,5.54%,,3.91%
2026-07-27 21:00:00,,,0.437 Mpa,0.276 Mpa,0.0437 Mpa,,0.245 Mpa,,0.520 Mpa,,,10.5%,3.15%,1.71%,,3.36%,,13.0%
2026-07-27 23:00:00,0.270 Mpa,,1.83 Mpa,0.284 Mpa,0.200 Mpa,,0.167 Mpa,,0.301 Mpa,6.70%,,49.3%,3.19%,6.14%,,1.06%,,6.45%
2026-07-28 01:00:00,0.419 Mpa,,1.29 Mpa,0.246 Mpa,0.389 Mpa,,0.181 Mpa,,0.261 Mpa,11.3%,,35.8%,2.18%,10.9%,,1.08%,,6.57%
2026-07-28 03:00:00,0.400 Mpa,,0.113 Mpa,0.301 Mpa,0.0663 Mpa,,0.527 Mpa,,0.323 Mpa,11.1%,,2.83%,3.87%,7.08%,,11.4%,,8.65%
2026-07-28 05:00:00,0.185 Mpa,,,0.333 Mpa,0.152 Mpa,,0.269 Mpa,,0.231 Mpa,4.84%,,,4.74%,4.38%,,4.34%,,4.83%
2026-07-28 07:00:00,0.0701 Mpa,,,0.320 Mpa,0.147 Mpa,,0.275 Mpa,,0.558 Mpa,2.77%,,,3.90%,5.02%,,3.93%,,14.7%
2026-07-28 09:00:00,0.626 Mpa,,,0.249 Mpa,0.0890 Mpa,,0.331 Mpa,,0.449 Mpa,15.9%,,,2.59%,4.07%,,4.71%,,12.5%
