"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-07-17 21:00:00,0.141 Mpa,0.204 Mpa,0 Mpa,0.00599 Mpa,1.01 Mpa,0.412 Mpa,0.161 Mpa,0.119 Mpa,0.0283 Mpa,0.0417 Mpa,5.82%,6.83%,4%,5.83%,36.9%,13.4%,4.49%,5.11%,1.57%,5.11%
2026-07-17 23:00:00,0.342 Mpa,0.0417 Mpa,0.0000361 Mpa,0.0348 Mpa,0.890 Mpa,0.492 Mpa,0.0842 Mpa,0.0601 Mpa,0.130 Mpa,0.0847 Mpa,12.0%,1.51%,3.78%,6.42%,32.9%,16.6%,2.38%,3.35%,4.49%,6.08%
2026-07-18 01:00:00,0.0990 Mpa,0.0552 Mpa,0.761 Mpa,0.227 Mpa,0.314 Mpa,0.263 Mpa,0.171 Mpa,0.0242 Mpa,0.254 Mpa,0.0150 Mpa,4.57%,1.93%,21.8%,11.8%,12.6%,8.94%,4.84%,2.83%,8.12%,9.07%
2026-07-18 03:00:00,0.123 Mpa,0.135 Mpa,0.343 Mpa,0.110 Mpa,1.49 Mpa,0.162 Mpa,0.000522 Mpa,0.0428 Mpa,0.156 Mpa,0.0926 Mpa,5.15%,4.49%,10.8%,8.66%,52.5%,4.90%,0%,3.31%,5.42%,6.53%
2026-07-18 05:00:00,0.111 Mpa,0.110 Mpa,0.503 Mpa,0.260 Mpa,0.230 Mpa,0.501 Mpa,,0.108 Mpa,0.181 Mpa,0.0597 Mpa,4.86%,3.59%,15.7%,12.8%,8.68%,16.1%,,4.33%,5.94%,6.07%
2026-07-18 07:00:00,0.137 Mpa,0.222 Mpa,0.391 Mpa,0.216 Mpa,0.259 Mpa,0.193 Mpa,,0.415 Mpa,0.150 Mpa,0.145 Mpa,5.14%,7.39%,13.3%,11.7%,10.9%,6.59%,,13.4%,5.00%,8.13%
2026-07-18 09:00:00,0.134 Mpa,0.619 Mpa,0.0583 Mpa,0.0895 Mpa,0.456 Mpa,0.0801 Mpa,,0.136 Mpa,0.187 Mpa,0.0307 Mpa,5.06%,18.9%,4.13%,8.27%,17.4%,3.37%,,5.27%,6.40%,4.50%
2026-07-18 11:00:00,0.115 Mpa,0.0773 Mpa,0.0690 Mpa,0.106 Mpa,0.506 Mpa,0.124 Mpa,0.00912 Mpa,0.0553 Mpa,0.0800 Mpa,0.103 Mpa,5.09%,2.50%,4.29%,8.77%,18.8%,4.57%,3.58%,3.03%,2.91%,8.01%
2026-07-18 13:00:00,0.0331 Mpa,0.118 Mpa,0.0218 Mpa,0.128 Mpa,0.0666 Mpa,0.153 Mpa,,0.0719 Mpa,0.0466 Mpa,0.0914 Mpa,2.40%,3.93%,1.64%,9.16%,3.97%,5.06%,,3.38%,2.11%,8.14%
2026-07-18 15:00:00,0.0892 Mpa,0.246 Mpa,0.0306 Mpa,0.113 Mpa,0.737 Mpa,0.121 Mpa,,0.186 Mpa,0.0720 Mpa,0.00864 Mpa,3.75%,7.90%,14.3%,9.07%,23.7%,4.04%,,6.48%,2.83%,4.76%
2026-07-18 17:00:00,0.440 Mpa,0.0769 Mpa,0.143 Mpa,0.132 Mpa,0.185 Mpa,0.166 Mpa,,0.218 Mpa,0.210 Mpa,0.0600 Mpa,14.4%,2.42%,5.98%,9.52%,8.03%,5.37%,,7.91%,7.59%,6.83%
2026-07-18 19:00:00,0.989 Mpa,0.0512 Mpa,0.0864 Mpa,0.0170 Mpa,0.0824 Mpa,0.211 Mpa,,0.0429 Mpa,0.383 Mpa,0.114 Mpa,30.0%,1.51%,4.57%,6.16%,4.02%,7.22%,,2.82%,12.3%,7.81%
2026-07-18 21:00:00,1.58 Mpa,0.0171 Mpa,0.132 Mpa,0.0689 Mpa,0.0581 Mpa,0.215 Mpa,,0.107 Mpa,0.0655 Mpa,0.0382 Mpa,57.1%,0.367%,6.58%,7.51%,3.30%,7.26%,,4.91%,2.58%,5.16%
2026-07-18 23:00:00,0.115 Mpa,0.0958 Mpa,0.591 Mpa,0.0513 Mpa,0.0655 Mpa,0.0359 Mpa,,0.243 Mpa,0.142 Mpa,0.0589 Mpa,5.40%,2.76%,19.3%,7.18%,3.52%,2.00%,,9.09%,5.26%,6.66%
2026-07-19 01:00:00,0.0584 Mpa,0.0825 Mpa,,0.0442 Mpa,0.256 Mpa,0.0698 Mpa,0.0255 Mpa,0.0630 Mpa,0.257 Mpa,0.0818 Mpa,3.38%,2.58%,,7.06%,10.1%,3.63%,0.927%,3.54%,8.35%,6.61%
2026-07-19 03:00:00,0.148 Mpa,0.123 Mpa,,0.117 Mpa,0.0537 Mpa,0.0605 Mpa,0.306 Mpa,0.0568 Mpa,0.108 Mpa,0.143 Mpa,5.94%,3.98%,,8.91%,3.32%,2.72%,7.95%,3.37%,3.86%,8.15%
2026-07-19 05:00:00,0.0971 Mpa,0.174 Mpa,0.772 Mpa,0.490 Mpa,0.0620 Mpa,0.0550 Mpa,0.0791 Mpa,0.0294 Mpa,0.0947 Mpa,0.0475 Mpa,4.65%,5.51%,25.4%,19.9%,3.84%,2.49%,2.15%,2.27%,3.68%,4.99%
2026-07-19 07:00:00,0.0536 Mpa,0.0935 Mpa,0.573 Mpa,0.0338 Mpa,0.0659 Mpa,0.0925 Mpa,0.0846 Mpa,0.00656 Mpa,0.147 Mpa,0.158 Mpa,3.63%,3.16%,19.1%,6.76%,3.60%,3.68%,2.36%,1.19%,5.31%,8.69%
2026-07-19 09:00:00,0.0738 Mpa,0.114 Mpa,0.496 Mpa,0.0139 Mpa,0.0541 Mpa,0.120 Mpa,0.129 Mpa,0.148 Mpa,0.0874 Mpa,0.0533 Mpa,4.47%,3.96%,17.0%,6.27%,7.13%,4.36%,3.58%,5.77%,3.15%,6.10%
2026-07-19 11:00:00,0.0915 Mpa,0.112 Mpa,0.881 Mpa,0.0284 Mpa,0.224 Mpa,0.109 Mpa,0.224 Mpa,0.0815 Mpa,0.0745 Mpa,0.139 Mpa,5.06%,3.71%,27.8%,6.77%,9.44%,3.89%,6.05%,4.35%,3.54%,7.83%
2026-07-19 13:00:00,0.145 Mpa,0.0795 Mpa,0.0829 Mpa,0.156 Mpa,1.35 Mpa,0.0750 Mpa,0.115 Mpa,0.0960 Mpa,0.0807 Mpa,0.102 Mpa,6.39%,2.48%,7.27%,10.5%,58.9%,3.23%,3.12%,3.98%,3.35%,7.32%
2026-07-19 15:00:00,0.248 Mpa,0.00223 Mpa,0.381 Mpa,0.0918 Mpa,0.0457 Mpa,0.0967 Mpa,0.0336 Mpa,0.0998 Mpa,0.562 Mpa,0.0142 Mpa,9.12%,0.257%,14.1%,8.29%,3.19%,3.77%,0.834%,4.24%,17.7%,5.28%
2026-07-19 17:00:00,0.298 Mpa,0.161 Mpa,0.0368 Mpa,0.379 Mpa,0.119 Mpa,0.0507 Mpa,0.111 Mpa,0.0976 Mpa,0.445 Mpa,0.0399 Mpa,10.2%,5.22%,4.22%,16.7%,5.11%,2.49%,3.19%,4.08%,14.3%,5.05%
2026-07-19 19:00:00,0.0556 Mpa,0.126 Mpa,0.0819 Mpa,0.0505 Mpa,0.0747 Mpa,0.0875 Mpa,0.0104 Mpa,0.0589 Mpa,0.340 Mpa,0.397 Mpa,10.4%,4.54%,3.29%,7.13%,3.34%,4.00%,0.267%,3.15%,11.1%,15.3%
2026-07-19 21:00:00,0.0161 Mpa,0.0935 Mpa,0.173 Mpa,0.0678 Mpa,0.292 Mpa,0.374 Mpa,0.0258 Mpa,0.0981 Mpa,0.321 Mpa,0.0317 Mpa,2.28%,3.58%,7.62%,7.59%,9.94%,12.5%,0.668%,6.27%,10.3%,6.13%
2026-07-19 23:00:00,0.0771 Mpa,0.142 Mpa,0.136 Mpa,0.154 Mpa,0.166 Mpa,0.217 Mpa,0.146 Mpa,0.0519 Mpa,0.233 Mpa,0.148 Mpa,4.13%,4.71%,6.82%,9.96%,7.26%,7.76%,3.94%,2.65%,7.42%,8.96%
2026-07-20 01:00:00,0.0168 Mpa,0.130 Mpa,0.0207 Mpa,0.163 Mpa,0.414 Mpa,0.333 Mpa,0.253 Mpa,0.269 Mpa,0.222 Mpa,0.155 Mpa,2.12%,3.86%,3.41%,10.6%,15.6%,11.2%,6.91%,10.6%,7.79%,9.94%
2026-07-20 03:00:00,0.305 Mpa,0.165 Mpa,0.0802 Mpa,0.0332 Mpa,0.0349 Mpa,0.222 Mpa,0.134 Mpa,0.0564 Mpa,0.301 Mpa,0.0209 Mpa,10.2%,5.07%,3.55%,6.61%,2.50%,7.87%,3.68%,3.75%,9.88%,12.2%
2026-07-20 05:00:00,0.0564 Mpa,0.325 Mpa,0.0611 Mpa,0.0738 Mpa,0.0335 Mpa,0.299 Mpa,0.0794 Mpa,,0.220 Mpa,0.126 Mpa,3.52%,10.2%,11.1%,7.56%,2.35%,9.79%,2.13%,,7.10%,8.01%
2026-07-20 07:00:00,0.128 Mpa,0.167 Mpa,0.0783 Mpa,0.0504 Mpa,0.450 Mpa,0.599 Mpa,0.0562 Mpa,,0.0712 Mpa,0.0280 Mpa,5.48%,6.01%,4.79%,7.40%,16.9%,18.8%,1.50%,,2.66%,4.59%
2026-07-20 09:00:00,0.239 Mpa,0.212 Mpa,0.0829 Mpa,0.0575 Mpa,0.0973 Mpa,0.175 Mpa,0.0462 Mpa,0.756 Mpa,0.310 Mpa,0.0385 Mpa,9.44%,6.60%,5.47%,7.47%,4.52%,6.16%,1.28%,22.5%,11.0%,5.57%
2026-07-20 11:00:00,0.353 Mpa,0.0741 Mpa,0.0586 Mpa,0.228 Mpa,0.161 Mpa,0.548 Mpa,0.100 Mpa,0.203 Mpa,0.421 Mpa,0.0771 Mpa,12.3%,2.84%,4.54%,12.0%,8.47%,17.2%,2.89%,7.48%,13.6%,6.78%
2026-07-20 13:00:00,0.153 Mpa,0.00263 Mpa,0.0894 Mpa,0 Mpa,0.0903 Mpa,0.177 Mpa,0.0851 Mpa,0.0479 Mpa,0.120 Mpa,0.219 Mpa,6.58%,0.132%,4.58%,6.40%,6.09%,5.53%,2.51%,3.64%,4.59%,10.7%
2026-07-20 15:00:00,0.251 Mpa,0.390 Mpa,0.973 Mpa,0.271 Mpa,0.385 Mpa,0.157 Mpa,1.30 Mpa,0.107 Mpa,0.198 Mpa,0.0986 Mpa,9.30%,12.3%,32.7%,14.2%,21.6%,6.57%,34.8%,5.44%,6.72%,7.09%
2026-07-20 17:00:00,,0.0955 Mpa,,0.0559 Mpa,0.0120 Mpa,0.618 Mpa,0.573 Mpa,0.0509 Mpa,0.239 Mpa,0.237 Mpa,,2.93%,,7.37%,0.914%,20.5%,15.5%,3.06%,7.95%,11.2%
2026-07-20 19:00:00,0.118 Mpa,0.0953 Mpa,0.731 Mpa,0.0311 Mpa,0.720 Mpa,0.132 Mpa,0.666 Mpa,0.0123 Mpa,0.204 Mpa,0.0308 Mpa,5.61%,2.96%,20.0%,6.54%,22.5%,4.11%,17.8%,1.87%,6.87%,5.42%
2026-07-20 21:00:00,0.115 Mpa,0.0699 Mpa,0.144 Mpa,0.133 Mpa,0.736 Mpa,0.182 Mpa,0.441 Mpa,0.672 Mpa,1.12 Mpa,0.134 Mpa,5.40%,2.15%,6.70%,9.30%,23.0%,5.53%,12.1%,20.9%,34.1%,7.95%
2026-07-20 23:00:00,0.163 Mpa,0.0270 Mpa,0.150 Mpa,0.0679 Mpa,0.0726 Mpa,0.320 Mpa,0.155 Mpa,0.0959 Mpa,0.00450 Mpa,0.0202 Mpa,14.3%,0.858%,7.30%,8.03%,4.47%,10.4%,4.61%,4.38%,1.73%,5.38%
2026-07-21 01:00:00,0.195 Mpa,0.0513 Mpa,0.0221 Mpa,0.0421 Mpa,0.136 Mpa,0.125 Mpa,0.350 Mpa,0.0576 Mpa,0.0534 Mpa,0.0657 Mpa,16.6%,1.63%,1.78%,6.78%,6.41%,4.64%,9.32%,3.70%,3.82%,6.67%
2026-07-21 03:00:00,0.135 Mpa,0.215 Mpa,0.0124 Mpa,0.0637 Mpa,0.217 Mpa,0.125 Mpa,0.0797 Mpa,0.0899 Mpa,0.188 Mpa,0.158 Mpa,5.94%,6.89%,2.27%,7.38%,8.95%,4.51%,2.23%,4.66%,7.79%,8.95%
2026-07-21 05:00:00,0.0651 Mpa,0.147 Mpa,0.179 Mpa,0.0595 Mpa,0.135 Mpa,0.0591 Mpa,0.0217 Mpa,0.0822 Mpa,0.0777 Mpa,0.0711 Mpa,3.70%,6.49%,8.19%,7.04%,4.93%,5.19%,0.557%,3.64%,2.85%,6.52%
2026-07-21 07:00:00,0.0611 Mpa,0.0510 Mpa,0.179 Mpa,0.0153 Mpa,0.0324 Mpa,0.791 Mpa,0.0826 Mpa,0.0617 Mpa,0.0529 Mpa,0.0232 Mpa,3.65%,1.78%,7.91%,19.9%,3.08%,35.7%,2.15%,3.04%,2.17%,5.69%
2026-07-21 09:00:00,0.166 Mpa,0.0655 Mpa,0.152 Mpa,0.0245 Mpa,0.0648 Mpa,0.187 Mpa,0.548 Mpa,0.0185 Mpa,0.275 Mpa,0.0118 Mpa,7.28%,2.24%,6.89%,5.92%,3.92%,7.54%,14.9%,2.00%,8.84%,4.16%
2026-07-21 11:00:00,0.0938 Mpa,0.118 Mpa,0.0581 Mpa,0.0740 Mpa,0.000202 Mpa,0.0956 Mpa,0.419 Mpa,0.0524 Mpa,0.0836 Mpa,0.168 Mpa,5.00%,3.87%,5.10%,7.25%,1.55%,3.86%,11.7%,2.72%,3.33%,9.53%
2026-07-21 13:00:00,0.0778 Mpa,0.237 Mpa,0.190 Mpa,0.0449 Mpa,0.575 Mpa,0.0712 Mpa,0.660 Mpa,0.0428 Mpa,0.208 Mpa,0.231 Mpa,4.36%,7.14%,8.92%,6.49%,18.7%,2.95%,18.1%,2.92%,7.16%,11.7%
2026-07-21 15:00:00,0.0940 Mpa,0.205 Mpa,0.0575 Mpa,0.0348 Mpa,0.0920 Mpa,0.164 Mpa,0.0260 Mpa,0.0926 Mpa,0.0707 Mpa,0.0147 Mpa,4.41%,6.44%,3.74%,10.4%,4.45%,17.5%,0.697%,4.17%,2.51%,5.29%
2026-07-21 17:00:00,0.115 Mpa,0.0764 Mpa,0.00409 Mpa,0.0565 Mpa,0.288 Mpa,0.0630 Mpa,0.223 Mpa,0.0706 Mpa,0.0759 Mpa,0.138 Mpa,5.88%,2.57%,26.0%,7.13%,10.4%,14.9%,6.36%,3.49%,3.34%,7.94%
2026-07-21 19:00:00,0.0435 Mpa,1.06 Mpa,0.0448 Mpa,0.0213 Mpa,0.149 Mpa,0.164 Mpa,0.411 Mpa,0.0668 Mpa,0.162 Mpa,0.0415 Mpa,3.47%,31.9%,14.9%,6.30%,37.0%,5.71%,11.3%,3.03%,5.59%,5.18%
2026-07-21 21:00:00,0.0353 Mpa,0.249 Mpa,0.240 Mpa,0.0154 Mpa,0.387 Mpa,0.0907 Mpa,0.151 Mpa,0.0330 Mpa,0.0574 Mpa,0.0214 Mpa,2.92%,8.26%,14.7%,6.51%,15.1%,3.47%,4.20%,2.36%,2.35%,4.19%
2026-07-21 23:00:00,0.0700 Mpa,0.533 Mpa,0.0609 Mpa,,0.0115 Mpa,0.0914 Mpa,0.340 Mpa,0.0633 Mpa,0.111 Mpa,0.291 Mpa,4.24%,17.2%,4.68%,,1.76%,3.05%,9.42%,2.97%,3.92%,11.3%
2026-07-22 01:00:00,0.0824 Mpa,0.414 Mpa,0.253 Mpa,0.0205 Mpa,0.0219 Mpa,0.575 Mpa,0.103 Mpa,0.204 Mpa,0.0388 Mpa,0.157 Mpa,4.68%,12.8%,29.3%,6.50%,3.43%,18.2%,2.91%,7.23%,3.08%,8.24%
2026-07-22 03:00:00,0.0774 Mpa,0.353 Mpa,0.00910 Mpa,0.127 Mpa,0.0180 Mpa,0.219 Mpa,0.161 Mpa,0.0277 Mpa,0.108 Mpa,0.0478 Mpa,4.65%,11.7%,7.87%,8.99%,1.97%,7.23%,4.45%,1.67%,4.26%,6.14%
2026-07-22 05:00:00,0.0302 Mpa,0.244 Mpa,0.117 Mpa,0.0557 Mpa,0.0552 Mpa,0.300 Mpa,0.0939 Mpa,0.0551 Mpa,0.0499 Mpa,0.181 Mpa,3.22%,7.83%,4.79%,6.66%,2.76%,15.9%,2.73%,2.77%,5.41%,9.10%
2026-07-22 07:00:00,0.0720 Mpa,0.0265 Mpa,0.106 Mpa,0.0221 Mpa,0.259 Mpa,0.297 Mpa,0.0920 Mpa,0.0502 Mpa,0.247 Mpa,0.379 Mpa,3.88%,2.20%,4.94%,4.83%,10.2%,12.1%,2.56%,2.86%,7.93%,15.2%
2026-07-22 09:00:00,0.0855 Mpa,0.186 Mpa,0.0755 Mpa,0.0791 Mpa,0.365 Mpa,0.0368 Mpa,0.242 Mpa,0.0178 Mpa,0.410 Mpa,0.0959 Mpa,4.02%,6.03%,3.69%,7.30%,13.5%,39.1%,6.73%,1.94%,13.1%,7.17%
2026-07-22 11:00:00,0.226 Mpa,0.573 Mpa,0.0988 Mpa,0.0632 Mpa,0.459 Mpa,0.241 Mpa,0.106 Mpa,0.0485 Mpa,0.229 Mpa,0.151 Mpa,9.83%,17.7%,4.48%,7.03%,17.4%,21.0%,2.86%,2.69%,12.3%,9.14%
2026-07-22 13:00:00,0.174 Mpa,0.0584 Mpa,0.0964 Mpa,0.0235 Mpa,0.244 Mpa,0.0205 Mpa,0.216 Mpa,0.0822 Mpa,0.0733 Mpa,,7.30%,1.81%,4.19%,6.00%,10.6%,21.6%,6.11%,4.15%,2.55%,
2026-07-22 15:00:00,0.214 Mpa,0.00873 Mpa,0.138 Mpa,0.0469 Mpa,0.571 Mpa,1.11 Mpa,0.0294 Mpa,0.0633 Mpa,0.141 Mpa,0.253 Mpa,7.82%,0.268%,6.99%,6.88%,21.3%,40.1%,0.764%,3.73%,5.10%,11.3%
2026-07-22 17:00:00,0.0957 Mpa,0.113 Mpa,0.251 Mpa,0.678 Mpa,0.167 Mpa,0.0675 Mpa,0.0512 Mpa,0.0955 Mpa,0.642 Mpa,0.150 Mpa,7.88%,3.33%,17.6%,24.8%,10.0%,5.10%,1.44%,4.36%,20.7%,8.38%
2026-07-22 19:00:00,0.103 Mpa,0.416 Mpa,0.0639 Mpa,0.0922 Mpa,0.141 Mpa,0.118 Mpa,0.361 Mpa,0.0393 Mpa,0.0508 Mpa,0.0557 Mpa,5.42%,13.4%,3.83%,8.83%,8.10%,4.68%,10.2%,2.26%,2.20%,6.40%
2026-07-22 21:00:00,0.0673 Mpa,0.457 Mpa,0.0867 Mpa,0.0899 Mpa,0.0672 Mpa,0.196 Mpa,0.0594 Mpa,0.0135 Mpa,0.0547 Mpa,0.151 Mpa,4.48%,14.9%,5.66%,8.60%,5.51%,6.75%,1.70%,1.28%,2.32%,8.77%
2026-07-22 23:00:00,0.332 Mpa,0.187 Mpa,0.0724 Mpa,0.0353 Mpa,0.454 Mpa,0.117 Mpa,0.289 Mpa,0.147 Mpa,0.0861 Mpa,0.135 Mpa,11.7%,6.28%,5.13%,6.78%,17.8%,4.45%,7.98%,5.50%,3.56%,7.92%
2026-07-23 01:00:00,0.417 Mpa,0.149 Mpa,0.301 Mpa,0.174 Mpa,0.0258 Mpa,0.539 Mpa,0.334 Mpa,0.0410 Mpa,0.0645 Mpa,0.0188 Mpa,17.3%,5.61%,10.1%,10.4%,9.42%,17.4%,9.45%,2.69%,2.96%,5.35%
2026-07-23 03:00:00,0.102 Mpa,0.0513 Mpa,0.267 Mpa,0.700 Mpa,0.104 Mpa,0.175 Mpa,0.386 Mpa,0.0767 Mpa,0.0271 Mpa,0.0140 Mpa,10.5%,1.67%,9.43%,25.4%,5.72%,5.82%,10.7%,3.84%,1.57%,5.45%
2026-07-23 05:00:00,0.0884 Mpa,0.0387 Mpa,0.0564 Mpa,0.0810 Mpa,0.0909 Mpa,0.235 Mpa,0.106 Mpa,0.0733 Mpa,0.0959 Mpa,0.0414 Mpa,5.32%,1.27%,4.15%,7.71%,4.83%,8.09%,3.07%,3.94%,3.44%,5.69%
2026-07-23 07:00:00,0.251 Mpa,0.0241 Mpa,0.0211 Mpa,0.0741 Mpa,0.0561 Mpa,0.470 Mpa,0.502 Mpa,0.0129 Mpa,0.0573 Mpa,0.115 Mpa,9.42%,0.743%,3.53%,7.30%,3.92%,15.6%,13.9%,1.51%,1.96%,8.11%
2026-07-23 09:00:00,0.0853 Mpa,0.0348 Mpa,0.0215 Mpa,0.363 Mpa,0.231 Mpa,0.115 Mpa,0.294 Mpa,0.0523 Mpa,0.00477 Mpa,0.00467 Mpa,4.69%,0.990%,4.15%,15.4%,10.5%,4.12%,8.33%,2.77%,0.421%,4.73%
2026-07-23 11:00:00,0.157 Mpa,0.0179 Mpa,0.0177 Mpa,0.179 Mpa,0.182 Mpa,0.393 Mpa,0.142 Mpa,0.0343 Mpa,0.113 Mpa,0.112 Mpa,7.22%,0.510%,3.85%,11.2%,8.11%,12.7%,3.91%,2.87%,4.14%,8.21%
2026-07-23 13:00:00,0.185 Mpa,0.0513 Mpa,0.336 Mpa,0.0754 Mpa,0.0718 Mpa,0.315 Mpa,0.608 Mpa,0.0354 Mpa,0.0808 Mpa,0.0306 Mpa,8.36%,1.91%,12.2%,8.47%,4.80%,10.8%,17.8%,2.85%,3.35%,5.87%
2026-07-23 15:00:00,0.272 Mpa,0.00775 Mpa,0.679 Mpa,0.313 Mpa,0.625 Mpa,0.0884 Mpa,0.930 Mpa,0.0495 Mpa,0.0391 Mpa,0.143 Mpa,9.67%,0.215%,21.4%,14.6%,23.8%,3.54%,30.6%,3.16%,1.80%,8.37%
2026-07-23 17:00:00,0.0107 Mpa,0.142 Mpa,0.0128 Mpa,,0.0274 Mpa,0.0886 Mpa,0.0661 Mpa,0.114 Mpa,0.0418 Mpa,0.0618 Mpa,2.31%,4.59%,1.54%,,2.56%,9.65%,4.32%,4.65%,1.85%,6.73%
2026-07-23 19:00:00,0.0610 Mpa,0.0493 Mpa,0.0296 Mpa,0.226 Mpa,0.142 Mpa,0.0113 Mpa,0.304 Mpa,0.0513 Mpa,0.399 Mpa,0.183 Mpa,3.21%,1.93%,2.00%,11.8%,6.93%,77.9%,11.4%,2.88%,12.6%,10.1%
2026-07-23 21:00:00,0 Mpa,0.0242 Mpa,0 Mpa,0.0359 Mpa,0.137 Mpa,0.0258 Mpa,0.407 Mpa,0.0498 Mpa,0.0399 Mpa,0.140 Mpa,1.32%,0.809%,2.37%,5.63%,6.43%,35.8%,12.1%,2.84%,4.06%,7.96%
2026-07-23 23:00:00,0.121 Mpa,0.0451 Mpa,0.0552 Mpa,0.177 Mpa,0.0730 Mpa,0.0545 Mpa,0.0784 Mpa,0.0173 Mpa,0.0763 Mpa,0.0546 Mpa,5.08%,1.46%,3.94%,9.66%,4.50%,2.59%,2.22%,1.69%,2.62%,5.38%
2026-07-24 01:00:00,0.149 Mpa,0.218 Mpa,0.0468 Mpa,0.0279 Mpa,0.559 Mpa,0.108 Mpa,0.137 Mpa,0.0510 Mpa,0.0847 Mpa,0.0571 Mpa,6.30%,7.48%,3.26%,6.18%,20.6%,4.12%,3.75%,2.78%,3.58%,6.75%
2026-07-24 03:00:00,1.16 Mpa,0.0336 Mpa,0.0822 Mpa,0.0767 Mpa,0.229 Mpa,0.319 Mpa,0.181 Mpa,0.0434 Mpa,0.473 Mpa,0.0704 Mpa,34.0%,1.25%,4.37%,11.7%,9.73%,10.5%,4.87%,2.73%,15.8%,7.30%
2026-07-24 05:00:00,0.158 Mpa,0.0765 Mpa,0.0286 Mpa,0.135 Mpa,0.205 Mpa,0.168 Mpa,0.0694 Mpa,0.0573 Mpa,0.0646 Mpa,0.0986 Mpa,6.50%,2.59%,2.22%,9.58%,9.59%,6.10%,1.96%,3.04%,2.93%,7.98%
2026-07-24 07:00:00,0.0986 Mpa,0.0271 Mpa,0.0154 Mpa,0.0244 Mpa,0.162 Mpa,0.131 Mpa,0.0937 Mpa,0.228 Mpa,0.0389 Mpa,0.00446 Mpa,5.56%,0.975%,1.32%,16.1%,7.31%,4.60%,2.73%,8.11%,1.38%,5.26%
2026-07-24 09:00:00,0.148 Mpa,0.109 Mpa,0.00860 Mpa,0.140 Mpa,0.0945 Mpa,0.258 Mpa,0.0208 Mpa,0.212 Mpa,0.0398 Mpa,0.0207 Mpa,6.80%,3.69%,1.27%,9.82%,4.80%,9.23%,0.570%,7.95%,1.77%,4.44%
2026-07-24 11:00:00,0.0585 Mpa,0.0462 Mpa,0.304 Mpa,0.0434 Mpa,0.144 Mpa,0.327 Mpa,0.0917 Mpa,0.0698 Mpa,0.0664 Mpa,0.170 Mpa,3.66%,1.65%,11.1%,7.25%,6.53%,11.2%,2.84%,3.91%,2.88%,9.73%
2026-07-24 13:00:00,0.196 Mpa,0.732 Mpa,0.0396 Mpa,0.0553 Mpa,0.593 Mpa,0.0466 Mpa,0.163 Mpa,0.827 Mpa,0.0405 Mpa,0.0844 Mpa,8.98%,22.9%,1.95%,7.11%,23.3%,2.64%,5.31%,25.7%,2.36%,8.26%
2026-07-24 15:00:00,0.130 Mpa,0.0985 Mpa,0.128 Mpa,0.108 Mpa,0.0623 Mpa,0.160 Mpa,0.825 Mpa,0.192 Mpa,0.0631 Mpa,,5.52%,3.41%,5.48%,8.80%,4.39%,6.07%,23.3%,7.25%,2.70%,
2026-07-24 17:00:00,0.113 Mpa,0.144 Mpa,0.0360 Mpa,0.196 Mpa,0.135 Mpa,0.104 Mpa,0.185 Mpa,0.231 Mpa,0.0536 Mpa,,5.19%,4.85%,2.26%,10.0%,5.76%,3.87%,5.82%,9.00%,2.13%,
2026-07-24 19:00:00,0.250 Mpa,0.0488 Mpa,0.0315 Mpa,0.102 Mpa,0.238 Mpa,0.0438 Mpa,0.422 Mpa,0.0514 Mpa,,,9.51%,1.57%,2.99%,7.79%,8.34%,2.01%,14.1%,2.72%,,
2026-07-24 21:00:00,0.0923 Mpa,0.0494 Mpa,0.0880 Mpa,0.202 Mpa,0.199 Mpa,0.0891 Mpa,0.363 Mpa,0.0882 Mpa,,,5.31%,1.53%,4.83%,11.2%,7.31%,3.46%,11.9%,4.07%,,
2026-07-24 23:00:00,0.489 Mpa,0.862 Mpa,0.0703 Mpa,0.809 Mpa,0.0774 Mpa,0.253 Mpa,0.196 Mpa,0.0613 Mpa,0 Mpa,,16.2%,26.1%,2.76%,28.6%,4.21%,8.39%,6.28%,3.63%,0%,
2026-07-25 01:00:00,0.704 Mpa,0.107 Mpa,0.0392 Mpa,0.108 Mpa,0.258 Mpa,0.0911 Mpa,0.125 Mpa,0.0957 Mpa,0.0136 Mpa,0.00487 Mpa,22.7%,3.36%,1.56%,9.25%,9.71%,3.80%,4.28%,4.79%,0.443%,5.44%
2026-07-25 03:00:00,0.490 Mpa,0.0678 Mpa,0.104 Mpa,,0.153 Mpa,0.0923 Mpa,0.276 Mpa,0.0661 Mpa,0.0945 Mpa,0.112 Mpa,24.6%,2.19%,5.57%,,6.98%,3.48%,7.54%,5.99%,9.09%,8.45%
2026-07-25 05:00:00,0.762 Mpa,0.0821 Mpa,0.0611 Mpa,,0.0742 Mpa,0.215 Mpa,0.152 Mpa,0.115 Mpa,0.0539 Mpa,0.119 Mpa,34.1%,2.54%,3.25%,,3.79%,7.47%,4.29%,6.75%,2.02%,7.98%
