"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-08-07 21:00:00,0.0141 Mpa,0.0120 Mpa,0.258 Mpa,0.222 Mpa,0.113 Mpa,0.124 Mpa,0.326 Mpa,,0.439 Mpa,1.86%,0%,5.95%,3.42%,3.76%,1.28%,5.11%,,9.13%
2026-08-07 23:00:00,0.0253 Mpa,0.211 Mpa,0.438 Mpa,0.615 Mpa,0.144 Mpa,0.141 Mpa,0.475 Mpa,,0.343 Mpa,3.05%,9.50%,11.1%,14.1%,4.62%,2.04%,16.2%,,6.30%
2026-08-08 01:00:00,0.102 Mpa,0.133 Mpa,0.393 Mpa,0.226 Mpa,0.482 Mpa,0.0816 Mpa,1.10 Mpa,,0.347 Mpa,5.47%,6.02%,9.75%,3.05%,14.3%,0.480%,28.9%,,6.53%
2026-08-08 03:00:00,0.0266 Mpa,0.0662 Mpa,0.275 Mpa,0.376 Mpa,0.135 Mpa,0.152 Mpa,1.01 Mpa,,0.398 Mpa,3.14%,4.32%,6.22%,7.14%,3.55%,2.13%,28.2%,,7.98%
2026-08-08 05:00:00,0.0709 Mpa,0.0630 Mpa,0.274 Mpa,0.192 Mpa,0.0847 Mpa,0.148 Mpa,0.285 Mpa,,0.292 Mpa,5.33%,5.18%,6.39%,2.67%,3.11%,1.61%,4.31%,,5.54%
2026-08-08 07:00:00,0.156 Mpa,0.145 Mpa,0.122 Mpa,0.174 Mpa,0.0390 Mpa,0.167 Mpa,0.749 Mpa,,0.156 Mpa,8.26%,9.73%,2.50%,1.87%,1.41%,2.85%,18.3%,,1.32%
2026-08-08 09:00:00,0.966 Mpa,0.251 Mpa,0.165 Mpa,0.249 Mpa,0.0560 Mpa,0.208 Mpa,0.229 Mpa,,0.343 Mpa,26.1%,15.0%,3.66%,4.24%,1.70%,3.14%,2.11%,,5.63%
2026-08-08 11:00:00,0.0424 Mpa,0.151 Mpa,0.0811 Mpa,0.356 Mpa,0.102 Mpa,0.188 Mpa,0.343 Mpa,,0.254 Mpa,3.89%,10.6%,1.49%,7.52%,2.96%,2.36%,5.21%,,4.21%
2026-08-08 13:00:00,0.385 Mpa,0.0373 Mpa,0.0750 Mpa,0.327 Mpa,0.0148 Mpa,0.379 Mpa,0.315 Mpa,,0.357 Mpa,11.8%,4.76%,1.22%,16.2%,0.623%,7.94%,4.76%,,5.73%
2026-08-08 15:00:00,0.187 Mpa,0.0205 Mpa,0.194 Mpa,1.26 Mpa,0.249 Mpa,0.196 Mpa,0.419 Mpa,,0.296 Mpa,4.87%,42.4%,5.27%,31.9%,7.91%,2.64%,9.24%,,4.26%
2026-08-08 17:00:00,0.269 Mpa,0.231 Mpa,0.249 Mpa,0.254 Mpa,0.0885 Mpa,0.191 Mpa,0.273 Mpa,,0.303 Mpa,7.00%,20.7%,5.73%,4.86%,3.47%,3.02%,4.38%,,4.67%
2026-08-08 19:00:00,0.0831 Mpa,0.0925 Mpa,0.296 Mpa,0.322 Mpa,0.169 Mpa,0.208 Mpa,0.770 Mpa,,0.293 Mpa,2.20%,2.33%,6.99%,6.51%,4.73%,3.76%,19.2%,,3.86%
2026-08-08 21:00:00,0.543 Mpa,0.104 Mpa,0.259 Mpa,0.123 Mpa,0.115 Mpa,0.198 Mpa,0.213 Mpa,,0.325 Mpa,15.0%,2.80%,5.71%,4.42%,3.94%,3.17%,1.49%,,4.96%
2026-08-08 23:00:00,0.412 Mpa,1.12 Mpa,0.146 Mpa,0.294 Mpa,0.152 Mpa,0.265 Mpa,0.246 Mpa,,0.0708 Mpa,12.3%,33.1%,2.68%,5.76%,3.97%,5.66%,3.89%,,1.51%
2026-08-09 01:00:00,0.395 Mpa,0.177 Mpa,0.582 Mpa,0.232 Mpa,0.0364 Mpa,0.296 Mpa,0.587 Mpa,,0.379 Mpa,12.5%,4.67%,15.6%,3.91%,0.794%,6.42%,16.1%,,7.06%
2026-08-09 03:00:00,0.209 Mpa,0.0860 Mpa,1.28 Mpa,0.291 Mpa,0.0319 Mpa,0.192 Mpa,0.261 Mpa,,0.330 Mpa,6.80%,3.86%,33.7%,5.30%,1.26%,4.07%,4.06%,,4.73%
2026-08-09 05:00:00,0.0620 Mpa,0.0384 Mpa,0.223 Mpa,0.245 Mpa,0.0875 Mpa,0.123 Mpa,0.257 Mpa,,0.230 Mpa,2.86%,0.454%,5.08%,3.98%,3.11%,0.752%,2.94%,,2.94%
2026-08-09 07:00:00,0.0739 Mpa,0.0544 Mpa,0.0612 Mpa,0.178 Mpa,0.173 Mpa,0.183 Mpa,0.604 Mpa,,,3.28%,0.571%,0.637%,2.81%,5.92%,2.20%,13.5%,,
2026-08-09 09:00:00,0.0701 Mpa,0.213 Mpa,0.576 Mpa,0.252 Mpa,0.179 Mpa,0.402 Mpa,0.226 Mpa,0.163 Mpa,0.0915 Mpa,2.75%,5.51%,15.0%,4.45%,5.35%,7.93%,1.90%,87.3%,0.448%
2026-08-09 11:00:00,0.0304 Mpa,0.123 Mpa,0.0671 Mpa,0.249 Mpa,0.0644 Mpa,0.0940 Mpa,0.250 Mpa,,0.605 Mpa,2.12%,2.92%,0.629%,4.53%,2.65%,0.633%,3.53%,,14.4%
2026-08-09 13:00:00,0.0465 Mpa,0.252 Mpa,0.992 Mpa,0.276 Mpa,0.104 Mpa,0.105 Mpa,0.249 Mpa,,0.235 Mpa,1.84%,7.37%,26.8%,5.34%,4.73%,0.873%,2.87%,,3.38%
2026-08-09 15:00:00,0.0232 Mpa,0.0660 Mpa,0.0372 Mpa,0.290 Mpa,0.0635 Mpa,0.387 Mpa,0.519 Mpa,,0.207 Mpa,0.786%,1.07%,0.0900%,5.53%,3.49%,7.93%,12.1%,,2.44%
2026-08-09 17:00:00,0.0992 Mpa,0.248 Mpa,0.569 Mpa,0.346 Mpa,0 Mpa,0.229 Mpa,0.352 Mpa,,0.274 Mpa,2.78%,6.80%,14.7%,7.31%,4.74%,4.59%,6.39%,,3.89%
2026-08-09 19:00:00,0.299 Mpa,0.393 Mpa,0.116 Mpa,0.257 Mpa,0.0828 Mpa,0.377 Mpa,0.363 Mpa,,0.183 Mpa,7.87%,11.5%,1.93%,4.52%,54.9%,9.24%,6.68%,,1.76%
2026-08-09 21:00:00,0.160 Mpa,0.287 Mpa,0.196 Mpa,0.258 Mpa,0.124 Mpa,0.401 Mpa,0.278 Mpa,,0.182 Mpa,4.35%,7.69%,4.14%,4.73%,6.86%,9.22%,4.20%,,1.23%
2026-08-09 23:00:00,0.124 Mpa,0.874 Mpa,0.179 Mpa,0.211 Mpa,0.0446 Mpa,0.375 Mpa,0.229 Mpa,,0.459 Mpa,3.64%,24.6%,3.39%,6.03%,24.7%,9.68%,3.07%,,9.97%
2026-08-10 01:00:00,0.219 Mpa,0.784 Mpa,0.140 Mpa,0.0519 Mpa,0.166 Mpa,0.146 Mpa,0.196 Mpa,,0.402 Mpa,6.21%,22.0%,2.65%,3.58%,4.39%,3.24%,0.986%,,6.62%
2026-08-10 03:00:00,0.0673 Mpa,0.168 Mpa,0.0894 Mpa,0.162 Mpa,0.146 Mpa,0.192 Mpa,0.311 Mpa,,0.212 Mpa,2.77%,4.64%,1.23%,2.19%,72.6%,7.89%,8.63%,,1.92%
2026-08-10 05:00:00,0.175 Mpa,0.00356 Mpa,0.167 Mpa,0.200 Mpa,0.0255 Mpa,0.192 Mpa,0.635 Mpa,,0.558 Mpa,5.26%,1.44%,3.39%,3.06%,28.7%,2.66%,17.2%,,11.5%
2026-08-10 07:00:00,0.101 Mpa,0.0823 Mpa,0.404 Mpa,0.286 Mpa,0.0995 Mpa,0.228 Mpa,0.722 Mpa,,0.226 Mpa,6.19%,2.21%,9.95%,14.8%,39.8%,3.54%,17.2%,,2.82%
2026-08-10 09:00:00,0.0698 Mpa,0.715 Mpa,0.244 Mpa,0.191 Mpa,0.0985 Mpa,0.212 Mpa,0.447 Mpa,,0.187 Mpa,3.81%,21.4%,6.16%,2.77%,3.15%,3.07%,9.47%,,1.21%
2026-08-10 11:00:00,0.0715 Mpa,0.599 Mpa,0.136 Mpa,0.146 Mpa,0.181 Mpa,0.419 Mpa,0.357 Mpa,,0.246 Mpa,4.21%,17.6%,2.74%,2.78%,6.50%,8.86%,7.30%,,3.55%
2026-08-10 13:00:00,0.139 Mpa,0.183 Mpa,0.150 Mpa,0.165 Mpa,0.126 Mpa,,0.390 Mpa,,0.211 Mpa,5.40%,4.87%,3.44%,2.21%,3.75%,,9.07%,,2.74%
2026-08-10 15:00:00,0.179 Mpa,0.0788 Mpa,0.195 Mpa,0.209 Mpa,0.416 Mpa,0.140 Mpa,0.195 Mpa,,0.150 Mpa,6.14%,1.76%,4.72%,19.6%,12.6%,1.68%,1.67%,,2.49%
2026-08-10 17:00:00,0.0960 Mpa,0.257 Mpa,0.129 Mpa,0.200 Mpa,0.0279 Mpa,0.178 Mpa,0.223 Mpa,,1.06 Mpa,4.60%,7.45%,2.43%,3.43%,37.1%,3.14%,2.60%,,26.2%
2026-08-10 19:00:00,0.103 Mpa,0.178 Mpa,0.157 Mpa,0.232 Mpa,0.500 Mpa,0.590 Mpa,0.222 Mpa,,0.0723 Mpa,4.79%,4.73%,2.83%,3.64%,14.3%,14.2%,2.96%,,0.950%
2026-08-10 21:00:00,0.0349 Mpa,0.0900 Mpa,0.205 Mpa,0.351 Mpa,0.144 Mpa,0.215 Mpa,0.289 Mpa,,0.868 Mpa,3.04%,2.02%,4.08%,7.10%,3.76%,3.74%,4.16%,,20.7%
2026-08-10 23:00:00,0.0349 Mpa,0.294 Mpa,0.157 Mpa,0.252 Mpa,0.0520 Mpa,0.276 Mpa,0.307 Mpa,,0.0973 Mpa,3.57%,8.02%,5.05%,4.23%,1.93%,8.40%,5.30%,,0.0817%
2026-08-11 01:00:00,0.454 Mpa,0.246 Mpa,0.118 Mpa,0.205 Mpa,0.0338 Mpa,0.246 Mpa,0.420 Mpa,,0.245 Mpa,13.2%,7.03%,1.31%,3.69%,4.80%,3.92%,7.52%,,5.42%
2026-08-11 03:00:00,0.134 Mpa,0.116 Mpa,0.586 Mpa,0.132 Mpa,0.0843 Mpa,0.167 Mpa,0.362 Mpa,,0.270 Mpa,4.89%,2.63%,14.4%,12.5%,22.6%,1.44%,14.4%,,5.23%
2026-08-11 05:00:00,0.180 Mpa,0.126 Mpa,0.118 Mpa,0.636 Mpa,0.0105 Mpa,0.280 Mpa,0.342 Mpa,,0.159 Mpa,6.94%,2.70%,1.94%,15.1%,0.165%,4.86%,12.3%,,1.66%
2026-08-11 07:00:00,0.0734 Mpa,0.268 Mpa,0.0238 Mpa,0.112 Mpa,0 Mpa,0.179 Mpa,0.247 Mpa,,0.909 Mpa,3.88%,7.26%,0%,1.45%,0%,1.92%,3.36%,,21.8%
2026-08-11 09:00:00,0.0271 Mpa,0.241 Mpa,0.366 Mpa,0.331 Mpa,0.0369 Mpa,0.161 Mpa,0.269 Mpa,,0.447 Mpa,1.79%,6.89%,8.73%,6.40%,3.11%,1.65%,3.24%,,8.85%
2026-08-11 11:00:00,0.0280 Mpa,0.436 Mpa,0.143 Mpa,0.283 Mpa,0.233 Mpa,0.314 Mpa,0.274 Mpa,,1.61 Mpa,1.12%,12.9%,2.38%,5.28%,7.92%,6.18%,4.38%,,39.6%
2026-08-11 13:00:00,0.152 Mpa,0.276 Mpa,0.0422 Mpa,0.345 Mpa,0.212 Mpa,0.137 Mpa,0.184 Mpa,,1.04 Mpa,4.66%,7.34%,0.00120%,6.85%,6.15%,1.52%,2.08%,,23.8%
2026-08-11 15:00:00,0.0200 Mpa,0.277 Mpa,0.0888 Mpa,0.139 Mpa,0.0361 Mpa,0.133 Mpa,0.845 Mpa,,0.235 Mpa,1.80%,8.23%,0.732%,1.87%,1.01%,1.54%,23.8%,,4.60%
2026-08-11 17:00:00,0.175 Mpa,1.10 Mpa,0.387 Mpa,0.498 Mpa,0.0617 Mpa,0.176 Mpa,0.506 Mpa,,0.335 Mpa,5.47%,33.0%,9.19%,12.1%,2.00%,2.16%,12.3%,,6.09%
2026-08-11 19:00:00,0.0557 Mpa,0.618 Mpa,0.138 Mpa,0.719 Mpa,0.0678 Mpa,0.292 Mpa,0.456 Mpa,,0.160 Mpa,2.96%,18.0%,2.16%,18.1%,2.40%,5.03%,9.53%,,0.444%
2026-08-11 21:00:00,0.316 Mpa,0.692 Mpa,0.0953 Mpa,0.587 Mpa,0.0959 Mpa,0.119 Mpa,0.210 Mpa,,0.153 Mpa,9.74%,19.7%,0.785%,13.0%,2.22%,0.712%,1.95%,,0.118%
2026-08-11 23:00:00,0.0486 Mpa,0.0925 Mpa,0.103 Mpa,0.458 Mpa,0.162 Mpa,0.242 Mpa,0.224 Mpa,,0.471 Mpa,3.91%,1.74%,1.28%,10.6%,4.24%,4.27%,2.53%,,9.24%
2026-08-12 01:00:00,0.136 Mpa,0.0947 Mpa,0.0457 Mpa,0.312 Mpa,0.149 Mpa,0.194 Mpa,0.354 Mpa,,0.426 Mpa,4.55%,1.96%,0.282%,5.80%,4.49%,2.51%,5.99%,,7.97%
2026-08-12 03:00:00,0.230 Mpa,0.178 Mpa,0.167 Mpa,0.758 Mpa,0.0330 Mpa,0.218 Mpa,0.446 Mpa,,0.739 Mpa,8.30%,4.96%,2.92%,17.7%,1.67%,3.19%,9.62%,,17.0%
2026-08-12 05:00:00,0.272 Mpa,0.0700 Mpa,0.220 Mpa,0.308 Mpa,0.310 Mpa,0.226 Mpa,0.310 Mpa,,0.622 Mpa,8.78%,2.19%,4.29%,4.85%,8.70%,3.26%,4.28%,,13.4%
2026-08-12 07:00:00,0.0241 Mpa,0.129 Mpa,0.262 Mpa,1.09 Mpa,0.253 Mpa,0.167 Mpa,0.440 Mpa,,0.303 Mpa,2.52%,2.89%,5.28%,26.6%,7.49%,1.80%,8.26%,,4.90%
2026-08-12 09:00:00,0.0734 Mpa,0.0763 Mpa,0.184 Mpa,0.197 Mpa,0.123 Mpa,0.185 Mpa,0.237 Mpa,,0.243 Mpa,3.98%,1.36%,3.28%,2.42%,4.18%,2.06%,2.34%,,3.54%
2026-08-12 11:00:00,0.0420 Mpa,0.138 Mpa,0.195 Mpa,1.77 Mpa,0.0448 Mpa,0.143 Mpa,0.252 Mpa,,0.262 Mpa,1.84%,3.46%,3.82%,45.9%,1.17%,1.39%,3.52%,,3.82%
2026-08-12 13:00:00,0.568 Mpa,0.315 Mpa,0.0998 Mpa,1.27 Mpa,0.00914 Mpa,0.163 Mpa,0.563 Mpa,,0.392 Mpa,16.1%,9.27%,1.05%,33.7%,0.124%,1.60%,12.6%,,8.03%
2026-08-12 15:00:00,0.0473 Mpa,0.190 Mpa,0.0704 Mpa,,0.110 Mpa,0.165 Mpa,0.300 Mpa,,0.354 Mpa,2.91%,5.22%,0.0370%,,4.18%,1.38%,3.51%,,6.31%
2026-08-12 17:00:00,0.554 Mpa,0.0610 Mpa,0.132 Mpa,,0.213 Mpa,0.0785 Mpa,0.318 Mpa,,0.182 Mpa,15.5%,1.31%,2.20%,,6.39%,1.28%,5.70%,,1.80%
2026-08-12 19:00:00,0.0324 Mpa,0.172 Mpa,0.135 Mpa,,0.0344 Mpa,0.166 Mpa,0.309 Mpa,,0.234 Mpa,2.16%,4.51%,2.06%,,36.3%,1.87%,4.85%,,3.62%
2026-08-12 21:00:00,0.133 Mpa,0.0947 Mpa,0.177 Mpa,,0.00480 Mpa,0.263 Mpa,0.291 Mpa,,0.187 Mpa,5.46%,2.48%,2.86%,,0.640%,4.34%,3.47%,,3.22%
2026-08-12 23:00:00,0.158 Mpa,0.387 Mpa,0.124 Mpa,0.0919 Mpa,,0.168 Mpa,0.555 Mpa,,0.205 Mpa,4.57%,10.5%,1.44%,2.13%,,1.98%,12.5%,,2.98%
2026-08-13 01:00:00,0.417 Mpa,0.250 Mpa,0.376 Mpa,0.00874 Mpa,,0.291 Mpa,0.200 Mpa,,0.272 Mpa,11.3%,6.67%,8.09%,1.31%,,5.47%,1.63%,,4.50%
2026-08-13 03:00:00,,0.00613 Mpa,0.117 Mpa,,,0.224 Mpa,0.193 Mpa,,0.191 Mpa,,3.65%,1.39%,,,3.73%,2.23%,,2.28%
2026-08-13 05:00:00,,0.0261 Mpa,0.333 Mpa,,,,0.189 Mpa,,0.175 Mpa,,0.460%,7.09%,,,,2.01%,,3.52%
2026-08-13 07:00:00,,0.102 Mpa,0.546 Mpa,,0.276 Mpa,0.102 Mpa,0.349 Mpa,,0.363 Mpa,,3.50%,13.4%,,8.67%,0.453%,5.66%,,6.60%
2026-08-13 09:00:00,0.00579 Mpa,0.0702 Mpa,0.767 Mpa,,0.435 Mpa,0.382 Mpa,0.363 Mpa,,0.338 Mpa,5.22%,1.31%,20.0%,,12.6%,7.75%,6.66%,,5.83%
2026-08-13 11:00:00,,0.406 Mpa,0.223 Mpa,,0.176 Mpa,0.182 Mpa,0.915 Mpa,,0.474 Mpa,,14.8%,5.13%,,5.57%,1.91%,22.8%,,9.53%
2026-08-13 13:00:00,,0.409 Mpa,0.300 Mpa,,0.352 Mpa,0.209 Mpa,0.250 Mpa,,0.443 Mpa,,12.0%,6.45%,,10.6%,3.54%,3.72%,,8.57%
2026-08-13 15:00:00,,0.0825 Mpa,0.116 Mpa,,0.294 Mpa,0.143 Mpa,0.0771 Mpa,,0.102 Mpa,,8.67%,1.63%,,8.30%,0.588%,1.17%,,1.30%
2026-08-13 17:00:00,,0.0758 Mpa,0.224 Mpa,,0.225 Mpa,0.297 Mpa,0.372 Mpa,,,,5.34%,4.04%,,6.65%,5.45%,7.59%,,
2026-08-13 19:00:00,,0.128 Mpa,0.602 Mpa,,0.612 Mpa,0.166 Mpa,0.672 Mpa,,,,3.82%,14.5%,,17.7%,0.853%,16.8%,,
2026-08-13 21:00:00,,0.122 Mpa,0.156 Mpa,,,0.377 Mpa,0.404 Mpa,,0.433 Mpa,,2.48%,2.31%,,,6.83%,7.11%,,9.21%
2026-08-13 23:00:00,,0.477 Mpa,0.154 Mpa,,,0.154 Mpa,0.610 Mpa,,0.535 Mpa,,13.4%,1.97%,,,0.561%,13.7%,,10.4%
2026-08-14 01:00:00,,0.576 Mpa,0.252 Mpa,0.0273 Mpa,,0.161 Mpa,0.344 Mpa,,0.528 Mpa,,16.1%,5.13%,1.41%,,0.973%,6.97%,,10.6%
2026-08-14 03:00:00,,0.447 Mpa,0.0906 Mpa,0.00847 Mpa,,0.238 Mpa,0.569 Mpa,,0.638 Mpa,,12.0%,0.427%,0.515%,,3.05%,12.3%,,14.3%
2026-08-14 05:00:00,,0.0737 Mpa,0.303 Mpa,,,0.121 Mpa,0.613 Mpa,,0.432 Mpa,,1.43%,6.99%,,,0.809%,15.0%,,8.20%
2026-08-14 07:00:00,,1.29 Mpa,0.307 Mpa,,0.327 Mpa,0.152 Mpa,0.273 Mpa,,0.799 Mpa,,35.9%,6.64%,,8.77%,0.848%,4.81%,,18.3%
2026-08-14 09:00:00,,0.252 Mpa,0.0611 Mpa,,0.0698 Mpa,0.124 Mpa,0.294 Mpa,,0.202 Mpa,,7.07%,2.09%,,1.73%,0.162%,4.92%,,1.52%
2026-08-14 11:00:00,,0.559 Mpa,0.124 Mpa,,0.672 Mpa,0.158 Mpa,0.293 Mpa,,1.06 Mpa,,15.4%,1.83%,,20.2%,0.894%,3.94%,,26.4%
2026-08-14 13:00:00,,0.519 Mpa,0.197 Mpa,0.00185 Mpa,1.04 Mpa,0.253 Mpa,0.432 Mpa,,0.142 Mpa,,14.7%,3.47%,0.403%,28.6%,4.10%,8.37%,,1.55%
2026-08-14 15:00:00,,0.509 Mpa,0.409 Mpa,,0.303 Mpa,0.193 Mpa,0.569 Mpa,,0.541 Mpa,,15.5%,9.08%,,9.20%,1.77%,14.7%,,11.9%
2026-08-14 17:00:00,,1.15 Mpa,0.179 Mpa,,0.0177 Mpa,0.301 Mpa,0.115 Mpa,,0.560 Mpa,,31.0%,3.24%,,0.196%,4.58%,1.18%,,12.3%
2026-08-14 19:00:00,,0.669 Mpa,0.172 Mpa,,,0.197 Mpa,0.213 Mpa,,0.333 Mpa,,19.3%,2.51%,,,1.79%,1.69%,,5.88%
2026-08-14 21:00:00,,0.561 Mpa,0.348 Mpa,,0.0639 Mpa,0.429 Mpa,0.240 Mpa,,0.297 Mpa,,16.9%,7.15%,,2.89%,8.10%,2.04%,,4.81%
2026-08-14 23:00:00,,0.484 Mpa,0.141 Mpa,0.00604 Mpa,0.0451 Mpa,0.159 Mpa,0.294 Mpa,,0.205 Mpa,,14.1%,1.46%,0.471%,0.624%,0.838%,3.45%,,1.84%
2026-08-15 01:00:00,,0.810 Mpa,0.534 Mpa,0.133 Mpa,0.0911 Mpa,0.384 Mpa,0.750 Mpa,,0.157 Mpa,,23.7%,12.8%,2.81%,2.59%,7.30%,17.8%,,0.667%
2026-08-15 03:00:00,,1.39 Mpa,0.211 Mpa,0.289 Mpa,0.0680 Mpa,0.332 Mpa,0.346 Mpa,,0.477 Mpa,,39.6%,3.32%,6.63%,1.85%,5.38%,5.26%,,8.84%
2026-08-15 05:00:00,,0.275 Mpa,0.0894 Mpa,0.464 Mpa,0.150 Mpa,0.406 Mpa,0.365 Mpa,,0.365 Mpa,,8.07%,0.573%,13.1%,5.48%,7.99%,6.63%,,7.15%
2026-08-15 07:00:00,,0.692 Mpa,0.279 Mpa,,0.125 Mpa,0.172 Mpa,0.369 Mpa,,0.616 Mpa,,20.2%,5.74%,,3.60%,1.19%,6.31%,,13.2%
2026-08-15 09:00:00,0.00232 Mpa,0.416 Mpa,0.175 Mpa,1.70 Mpa,0.407 Mpa,0.133 Mpa,0.260 Mpa,,0.345 Mpa,5.63%,11.9%,3.10%,57.1%,10.9%,0.264%,2.40%,,5.61%
2026-08-15 11:00:00,,0.615 Mpa,0.452 Mpa,0.393 Mpa,0.261 Mpa,0.191 Mpa,0.241 Mpa,,0.372 Mpa,,18.0%,10.7%,9.16%,7.90%,1.89%,2.43%,,6.39%
2026-08-15 13:00:00,0.00140 Mpa,0.0628 Mpa,0.143 Mpa,0.471 Mpa,0.0572 Mpa,0.985 Mpa,0.409 Mpa,,0.322 Mpa,5.46%,1.76%,2.15%,10.8%,2%,24.2%,7.19%,,12.3%
2026-08-15 15:00:00,0.0732 Mpa,0.538 Mpa,0.201 Mpa,0.622 Mpa,0.0722 Mpa,0.170 Mpa,0.296 Mpa,,0.168 Mpa,3.93%,15.8%,4.45%,15.2%,3.23%,4.06%,5.43%,,12.1%
2026-08-15 17:00:00,0.517 Mpa,0.0546 Mpa,0.124 Mpa,0.178 Mpa,0.238 Mpa,0.147 Mpa,0.326 Mpa,,0.134 Mpa,14.4%,2.88%,2.15%,4.43%,8.11%,1.38%,4.40%,,10.6%
2026-08-15 19:00:00,0.127 Mpa,0.227 Mpa,0.223 Mpa,0.525 Mpa,0.259 Mpa,0.172 Mpa,0.231 Mpa,,0.281 Mpa,4.49%,5.80%,4.48%,13.1%,8.71%,1.69%,2.28%,,3.94%
2026-08-15 21:00:00,0.106 Mpa,0.146 Mpa,0.367 Mpa,0.238 Mpa,0.383 Mpa,0.203 Mpa,0.806 Mpa,,0.381 Mpa,3.49%,3.29%,8.15%,5.63%,11.4%,2.07%,19.2%,,7.15%
2026-08-15 23:00:00,0.0264 Mpa,0.151 Mpa,0.141 Mpa,0.139 Mpa,0.138 Mpa,0.873 Mpa,0.875 Mpa,,0.319 Mpa,1.72%,3.41%,1.60%,2.41%,5.48%,20.2%,21.7%,,6.41%
2026-08-16 01:00:00,0.131 Mpa,0.133 Mpa,0.165 Mpa,0.212 Mpa,0.156 Mpa,0.530 Mpa,0.249 Mpa,,0.504 Mpa,5.36%,2.91%,1.90%,4.50%,5.98%,14.5%,2.17%,,10.4%
2026-08-16 03:00:00,0.0251 Mpa,0.311 Mpa,0.157 Mpa,0.229 Mpa,0.232 Mpa,0.229 Mpa,0.365 Mpa,,0.552 Mpa,3.44%,8.32%,2.64%,4.87%,7.22%,2.92%,6.65%,,11.4%
2026-08-16 05:00:00,0.161 Mpa,0.264 Mpa,0.418 Mpa,0.175 Mpa,0.154 Mpa,0.229 Mpa,0.266 Mpa,,0.182 Mpa,7.68%,7.39%,10.1%,3.16%,5.15%,3.99%,2.86%,,1.51%
2026-08-16 07:00:00,0.141 Mpa,0.451 Mpa,0.126 Mpa,0.228 Mpa,0.0552 Mpa,0.245 Mpa,0.358 Mpa,,0.196 Mpa,4.34%,13.6%,1.56%,4.55%,2.88%,5.39%,4.86%,,1.68%
2026-08-16 09:00:00,0.0966 Mpa,0.559 Mpa,0.216 Mpa,0.212 Mpa,0.263 Mpa,0.207 Mpa,0.400 Mpa,,0.239 Mpa,3.83%,16.7%,4.70%,8.10%,8.87%,8.01%,7.76%,,2.67%
2026-08-16 11:00:00,0.222 Mpa,1.14 Mpa,0.327 Mpa,0.313 Mpa,0.0241 Mpa,0.299 Mpa,0.0649 Mpa,,0.188 Mpa,7.48%,34.2%,7.24%,7.42%,1.26%,6.77%,0%,,1.85%
2026-08-16 13:00:00,0.0440 Mpa,0.447 Mpa,0.151 Mpa,0.403 Mpa,0.326 Mpa,0.0807 Mpa,0.440 Mpa,,0.154 Mpa,2.02%,13.1%,2.56%,9.95%,9.84%,0.945%,8.60%,,1.60%
2026-08-16 15:00:00,0.294 Mpa,1.13 Mpa,0.240 Mpa,0.265 Mpa,1.09 Mpa,0.704 Mpa,0.496 Mpa,,0.184 Mpa,10.5%,32.7%,4.86%,5.97%,29.9%,17.4%,8.72%,,2.81%
2026-08-16 17:00:00,0.125 Mpa,0.282 Mpa,0.613 Mpa,0.0948 Mpa,0.202 Mpa,0.140 Mpa,0.338 Mpa,,0.356 Mpa,3.81%,8.04%,15.2%,2.04%,6.14%,1.07%,4.97%,,7.01%
2026-08-16 19:00:00,0.0357 Mpa,0.230 Mpa,0.125 Mpa,0.0766 Mpa,0.108 Mpa,0.150 Mpa,0.346 Mpa,,0.234 Mpa,1.89%,5.97%,0.946%,2.23%,5.17%,1.30%,5.77%,,2.80%
2026-08-16 21:00:00,0.126 Mpa,0.120 Mpa,0.252 Mpa,0.267 Mpa,0.0440 Mpa,0.142 Mpa,0.211 Mpa,,0.131 Mpa,22.6%,2.70%,4.44%,8.79%,2.68%,0.811%,2.21%,,1.24%
2026-08-16 23:00:00,0.0376 Mpa,0.377 Mpa,0.604 Mpa,0.525 Mpa,0.166 Mpa,0.178 Mpa,0.522 Mpa,,0.387 Mpa,10.9%,10.4%,14.3%,12.9%,4.48%,1.56%,15.8%,,7.17%
2026-08-17 01:00:00,0.0628 Mpa,0.345 Mpa,0.179 Mpa,0.239 Mpa,0.147 Mpa,0.167 Mpa,0.372 Mpa,,0.170 Mpa,1.46%,9.38%,2.96%,5.38%,5.72%,1.78%,10.1%,,2.46%
2026-08-17 03:00:00,0.146 Mpa,0.419 Mpa,0.290 Mpa,0.213 Mpa,0.0332 Mpa,0.145 Mpa,0.230 Mpa,,0.212 Mpa,5.58%,11.3%,6.13%,9.41%,2.45%,1.28%,2.45%,,2.63%
2026-08-17 05:00:00,0.125 Mpa,0.457 Mpa,0.476 Mpa,0.0771 Mpa,0.0689 Mpa,0.210 Mpa,0.289 Mpa,,0.336 Mpa,5.11%,15.6%,11.8%,19.4%,1.76%,2.87%,4.35%,,6.47%
2026-08-17 07:00:00,0.0865 Mpa,0.494 Mpa,0.284 Mpa,0.134 Mpa,0.0968 Mpa,0.206 Mpa,0.598 Mpa,,0.279 Mpa,2.83%,14.4%,5.91%,7.04%,3.64%,3.42%,12.3%,,4.42%
