"Time","P_BW - I38","P_BW - I39","P_BW - I40","P_BW - I41","P_BW - I42","P_BW - I43","P_BW - I44","P_BW - I47","P_BW - I48","%BW - I38","%BW - I39","%BW - I40","%BW - I41","%BW - I42","%BW - I43","%BW - I44","%BW - I47","%BW - I48"
2026-07-18 01:00:00,0.228 Mpa,,0.159 Mpa,0.216 Mpa,0.0382 Mpa,0.259 Mpa,0.298 Mpa,,0.233 Mpa,8.93%,,2.68%,2.68%,0.510%,1.43%,7.63%,,2.64%
2026-07-18 03:00:00,0.149 Mpa,,0.188 Mpa,0.228 Mpa,0.303 Mpa,0.323 Mpa,0.265 Mpa,,0.194 Mpa,6.39%,,3.50%,2.75%,7.98%,3.99%,7.68%,,2.03%
2026-07-18 05:00:00,0.195 Mpa,,0.126 Mpa,0.154 Mpa,0.0983 Mpa,0.335 Mpa,0.226 Mpa,,0.248 Mpa,6.88%,,1.97%,1.32%,1.93%,4.82%,7.17%,,3.42%
2026-07-18 07:00:00,0.0526 Mpa,,0.218 Mpa,0.252 Mpa,0.174 Mpa,0.311 Mpa,0.268 Mpa,,0.230 Mpa,1.57%,,4.13%,3.57%,4.07%,6.95%,7.09%,,2.43%
2026-07-18 09:00:00,0.247 Mpa,,0.149 Mpa,0.323 Mpa,0.160 Mpa,0.301 Mpa,0.256 Mpa,,0.224 Mpa,6.98%,,2.83%,5.08%,3.83%,4.92%,6.11%,,2.37%
2026-07-18 11:00:00,0.247 Mpa,,0.136 Mpa,0.371 Mpa,0.144 Mpa,0.457 Mpa,0.253 Mpa,,0.342 Mpa,7.77%,,2.82%,6.57%,3.46%,7.90%,7.34%,,5.86%
2026-07-18 13:00:00,0.119 Mpa,,0.295 Mpa,0.176 Mpa,0.242 Mpa,0.371 Mpa,0.227 Mpa,,0.398 Mpa,4.62%,,6.48%,1.48%,6.97%,5.53%,4.65%,,7.50%
2026-07-18 15:00:00,0.0893 Mpa,,0.283 Mpa,0.193 Mpa,0.289 Mpa,0.280 Mpa,0.986 Mpa,,0.237 Mpa,4.37%,,5.85%,1.86%,7.89%,5.77%,29.1%,,3.07%
2026-07-18 17:00:00,0.119 Mpa,,0.142 Mpa,0.234 Mpa,0.204 Mpa,0.253 Mpa,0.223 Mpa,,0.326 Mpa,5.91%,,2.49%,3.07%,5.05%,2.35%,6.62%,,5.40%
2026-07-18 19:00:00,0.0793 Mpa,,0.195 Mpa,0.226 Mpa,0.252 Mpa,0.268 Mpa,0.290 Mpa,,0.236 Mpa,3.89%,,3.48%,2.59%,6.59%,2.95%,5.82%,,2.81%
2026-07-18 21:00:00,0.0576 Mpa,,0.202 Mpa,0.185 Mpa,0.0760 Mpa,0.270 Mpa,0.240 Mpa,,0.190 Mpa,2.01%,,3.88%,1.51%,1.39%,2.99%,6.43%,,1.44%
2026-07-18 23:00:00,0.0702 Mpa,,0.298 Mpa,0.198 Mpa,0.108 Mpa,0.262 Mpa,0.234 Mpa,,0.254 Mpa,2.72%,,6.34%,1.99%,2.53%,3.12%,5.26%,,3.25%
2026-07-19 01:00:00,0.242 Mpa,0.00521 Mpa,0.250 Mpa,0.239 Mpa,0.0432 Mpa,0.266 Mpa,0.206 Mpa,,0.379 Mpa,7.90%,0.862%,4.81%,2.76%,0.732%,3.11%,3.21%,,7.07%
2026-07-19 03:00:00,0.0369 Mpa,0.00865 Mpa,0.327 Mpa,0.223 Mpa,0.0594 Mpa,0.261 Mpa,0.215 Mpa,,0.264 Mpa,2.57%,0.401%,7.91%,2.46%,1.87%,1.24%,2.96%,,3.51%
2026-07-19 05:00:00,0.148 Mpa,,0.240 Mpa,0.190 Mpa,0.0805 Mpa,0.311 Mpa,0.231 Mpa,,0.344 Mpa,4.49%,,4.62%,2.80%,1.68%,5.05%,3.73%,,5.71%
2026-07-19 07:00:00,0.125 Mpa,,0.249 Mpa,0.268 Mpa,0.0586 Mpa,0.292 Mpa,0.340 Mpa,,0.524 Mpa,4.22%,,4.65%,4.79%,1.22%,4.52%,8.80%,,11.6%
2026-07-19 09:00:00,0.355 Mpa,0.0153 Mpa,0.300 Mpa,0.217 Mpa,0.0774 Mpa,0.316 Mpa,0.785 Mpa,,0.170 Mpa,9.87%,11.7%,6.17%,3.49%,1.64%,4.57%,22.3%,,1.51%
2026-07-19 11:00:00,0.162 Mpa,0.00373 Mpa,0.382 Mpa,0.303 Mpa,0.105 Mpa,0.461 Mpa,0.240 Mpa,,0.324 Mpa,4.30%,9.08%,8.29%,5.43%,2.84%,9.82%,8.43%,,4.59%
2026-07-19 13:00:00,0.276 Mpa,0.0604 Mpa,0.205 Mpa,0.366 Mpa,0.385 Mpa,0.307 Mpa,0.455 Mpa,,0.198 Mpa,7.56%,10.5%,3.79%,7.46%,11.0%,5.04%,13.1%,,1.59%
2026-07-19 15:00:00,0.0718 Mpa,0.0167 Mpa,0.138 Mpa,0.200 Mpa,0 Mpa,0.286 Mpa,0.484 Mpa,,0.217 Mpa,2.30%,5.86%,1.71%,2.18%,0%,4.41%,13.4%,,2.46%
2026-07-19 17:00:00,0.104 Mpa,0.0279 Mpa,0.195 Mpa,0.130 Mpa,,0.214 Mpa,0.331 Mpa,,0.139 Mpa,3.62%,6.54%,3.57%,1.33%,,1.26%,9.25%,,0.831%
2026-07-19 19:00:00,0.0875 Mpa,0 Mpa,0.218 Mpa,0.315 Mpa,0 Mpa,0.470 Mpa,0.310 Mpa,,,2.72%,0%,4.02%,5.04%,0%,8.72%,7.01%,,
2026-07-19 21:00:00,0.102 Mpa,0.000732 Mpa,0.206 Mpa,0.217 Mpa,0.0615 Mpa,,0.296 Mpa,,0.350 Mpa,2.77%,3.02%,3.40%,2.71%,1.54%,,6.96%,,5.55%
2026-07-19 23:00:00,0.0933 Mpa,0.00157 Mpa,0.173 Mpa,0.197 Mpa,,0.207 Mpa,0.221 Mpa,,0.364 Mpa,3.03%,3.13%,2.47%,1.89%,,0.477%,3.33%,,5.94%
2026-07-20 01:00:00,0.123 Mpa,,0.196 Mpa,0.190 Mpa,,0.271 Mpa,0.226 Mpa,,0.218 Mpa,3.47%,,3.17%,1.76%,,2.50%,6.18%,,2.74%
2026-07-20 03:00:00,0.0560 Mpa,0.0188 Mpa,0.184 Mpa,0.195 Mpa,,0.250 Mpa,0.254 Mpa,,0.198 Mpa,1.31%,2.57%,3.31%,1.97%,,2.97%,5.92%,,2.01%
2026-07-20 05:00:00,0.0999 Mpa,,0.199 Mpa,0.227 Mpa,,0.346 Mpa,0.383 Mpa,,0.216 Mpa,3.52%,,3.46%,4.09%,,6.10%,10.7%,,3.01%
2026-07-20 07:00:00,0.303 Mpa,1.11 Mpa,0.353 Mpa,0.227 Mpa,,0.339 Mpa,0.351 Mpa,,0.213 Mpa,7.79%,32.7%,7.46%,3.87%,,4.31%,8.74%,,2.02%
2026-07-20 09:00:00,0.233 Mpa,0.169 Mpa,0.694 Mpa,0.194 Mpa,,0.330 Mpa,0.281 Mpa,,0.263 Mpa,6.26%,6.44%,17.3%,3.80%,,4.26%,7.15%,,3.81%
2026-07-20 11:00:00,0.297 Mpa,,2.74 Mpa,0.179 Mpa,,0.440 Mpa,0.450 Mpa,,0.245 Mpa,7.93%,,74.8%,1.95%,,7.35%,11.7%,,3.18%
2026-07-20 13:00:00,0.146 Mpa,0.000911 Mpa,1.01 Mpa,0.411 Mpa,,0.483 Mpa,0.391 Mpa,,0.225 Mpa,3.92%,7.95%,26.2%,9.45%,,7.92%,9.29%,,2.42%
2026-07-20 15:00:00,0.205 Mpa,0.00214 Mpa,0.150 Mpa,,,0.378 Mpa,0.195 Mpa,,0.415 Mpa,5.20%,2.50%,2.81%,,,5.73%,3.90%,,8.17%
2026-07-20 17:00:00,0.179 Mpa,,1.05 Mpa,0.282 Mpa,,0.200 Mpa,0.178 Mpa,,0.599 Mpa,4.89%,,26.2%,3.10%,,0.686%,3.55%,,13.3%
2026-07-20 19:00:00,0.0916 Mpa,0.00738 Mpa,0.302 Mpa,0.135 Mpa,,0.290 Mpa,0.363 Mpa,,0.447 Mpa,4.24%,5.08%,6.38%,0.905%,,3.07%,7.41%,,8.50%
2026-07-20 21:00:00,0.0647 Mpa,0.00638 Mpa,0.293 Mpa,0.254 Mpa,,0.261 Mpa,0.116 Mpa,,0.464 Mpa,3.49%,3.80%,5.88%,3.14%,,1.87%,2.96%,,9.09%
2026-07-20 23:00:00,0.0919 Mpa,0.00584 Mpa,0.301 Mpa,0.226 Mpa,,0.489 Mpa,0.328 Mpa,,0.412 Mpa,3.50%,0.327%,6.31%,2.80%,,7.65%,7.84%,,7.39%
2026-07-21 01:00:00,0.234 Mpa,0 Mpa,0.297 Mpa,0.241 Mpa,0.0299 Mpa,0.419 Mpa,0.317 Mpa,,0.292 Mpa,6.89%,0.288%,5.80%,3.19%,0.635%,6.13%,6.19%,,4.67%
2026-07-21 03:00:00,0.246 Mpa,,0.280 Mpa,0.211 Mpa,0.106 Mpa,0.264 Mpa,0.242 Mpa,,0.187 Mpa,6.79%,,5.20%,2.06%,2.85%,1.26%,5.61%,,1.96%
2026-07-21 05:00:00,0.124 Mpa,,0.230 Mpa,0.212 Mpa,0.161 Mpa,0.235 Mpa,0.250 Mpa,,0.283 Mpa,3.40%,,4.25%,2.23%,4.38%,2.32%,5.71%,,5.28%
2026-07-21 07:00:00,0.117 Mpa,,0.203 Mpa,0.154 Mpa,0.201 Mpa,0.230 Mpa,0.253 Mpa,,0.198 Mpa,3.40%,,3.52%,0.900%,5.81%,1.66%,5.08%,,2.01%
2026-07-21 09:00:00,0.187 Mpa,0.0903 Mpa,0.170 Mpa,0.249 Mpa,,0.408 Mpa,0.273 Mpa,,0.361 Mpa,6.06%,5.75%,3.24%,3.90%,,5.90%,7.12%,,6.07%
2026-07-21 11:00:00,0.217 Mpa,,0.162 Mpa,0.208 Mpa,0.0784 Mpa,0.501 Mpa,0.253 Mpa,,0.183 Mpa,6.83%,,3.07%,2.53%,1.25%,8.58%,6.09%,,1.78%
2026-07-21 13:00:00,0.182 Mpa,,0.254 Mpa,0.330 Mpa,0.109 Mpa,0.432 Mpa,0.199 Mpa,,0.245 Mpa,5.40%,,5.47%,6.17%,2.33%,7.34%,4.40%,,4.08%
2026-07-21 15:00:00,0.142 Mpa,,0.232 Mpa,0.229 Mpa,0.108 Mpa,0.248 Mpa,0.387 Mpa,,0.756 Mpa,6.21%,,4.67%,3.35%,2.17%,2.85%,9.55%,,15.3%
2026-07-21 17:00:00,0.105 Mpa,,0.250 Mpa,0.218 Mpa,0.141 Mpa,0.276 Mpa,0.260 Mpa,,,4.18%,,5.08%,3.93%,3.31%,4.50%,6.17%,,
2026-07-21 19:00:00,0.218 Mpa,,0.185 Mpa,0.222 Mpa,0.175 Mpa,0.435 Mpa,0.420 Mpa,,,6.83%,,2.35%,2.87%,4.45%,7.06%,10.6%,,
2026-07-21 21:00:00,0.174 Mpa,,0.314 Mpa,0.292 Mpa,0.195 Mpa,,0.226 Mpa,,0.226 Mpa,4.97%,,6.37%,4.09%,6.08%,,6.76%,,4.05%
2026-07-21 23:00:00,0.148 Mpa,,0.266 Mpa,0.376 Mpa,0.138 Mpa,0.467 Mpa,0.195 Mpa,,,4.53%,,4.58%,7.28%,3.54%,8.01%,6.45%,,
2026-07-22 01:00:00,0.160 Mpa,,0.105 Mpa,0.220 Mpa,0.188 Mpa,0.283 Mpa,0.214 Mpa,,,4.89%,,1.06%,2.71%,5.02%,3.04%,6.81%,,
2026-07-22 03:00:00,0.243 Mpa,,0.198 Mpa,0.352 Mpa,0.266 Mpa,0.257 Mpa,0.287 Mpa,,,7.46%,,3.50%,5.92%,8.02%,2.19%,7.92%,,
2026-07-22 05:00:00,0.303 Mpa,,0.154 Mpa,0.487 Mpa,0.287 Mpa,0.338 Mpa,0.212 Mpa,,,9.14%,,2.17%,9.92%,7.55%,4.38%,5.84%,,
2026-07-22 07:00:00,0.138 Mpa,,0.159 Mpa,0.310 Mpa,0.140 Mpa,0.237 Mpa,0.372 Mpa,,,4.11%,,2.16%,4.26%,3.75%,0.819%,11.0%,,
2026-07-22 09:00:00,0.108 Mpa,,0.285 Mpa,0.426 Mpa,0.113 Mpa,0.245 Mpa,0.303 Mpa,,,3.49%,,6.22%,7.99%,2.71%,1.86%,10.1%,,
2026-07-22 11:00:00,0.310 Mpa,,0.108 Mpa,0.253 Mpa,0.0927 Mpa,0.224 Mpa,0.369 Mpa,,,8.40%,,0.767%,3.76%,1.92%,1.09%,11.6%,,
2026-07-22 13:00:00,0.0000341 Mpa,,0.183 Mpa,0.226 Mpa,0.119 Mpa,0.467 Mpa,0.368 Mpa,,,4.52%,,2.71%,2.58%,2.98%,7.98%,11.3%,,
2026-07-22 15:00:00,0.0695 Mpa,,0.186 Mpa,0.265 Mpa,0.102 Mpa,0.330 Mpa,0.281 Mpa,,,3.20%,,2.91%,4.69%,2.37%,4.63%,7.24%,,
2026-07-22 17:00:00,0.168 Mpa,,0.145 Mpa,0.195 Mpa,0.237 Mpa,0.260 Mpa,0.319 Mpa,,0.110 Mpa,4.74%,,2.06%,2.62%,6.26%,4.44%,8.49%,,0.110%
2026-07-22 19:00:00,0.155 Mpa,,0.184 Mpa,0.254 Mpa,0.308 Mpa,0.190 Mpa,0.241 Mpa,,0.150 Mpa,5.07%,,2.55%,2.95%,8.35%,0.592%,6.32%,,1.52%
2026-07-22 21:00:00,0.130 Mpa,,0.145 Mpa,0.356 Mpa,0.153 Mpa,0.214 Mpa,0.224 Mpa,,0.219 Mpa,3.64%,,1.27%,6.97%,3.97%,1.67%,5.64%,,2.54%
2026-07-22 23:00:00,0.280 Mpa,,0.216 Mpa,0.289 Mpa,0.136 Mpa,0.215 Mpa,0.222 Mpa,,0.267 Mpa,7.82%,,3.98%,4.35%,2.88%,1.29%,6.63%,,3.18%
2026-07-23 01:00:00,0.124 Mpa,,0.319 Mpa,0.301 Mpa,0.0800 Mpa,0.300 Mpa,0.459 Mpa,,0.232 Mpa,3.16%,,6.17%,3.82%,2.82%,2.89%,14.0%,,2.77%
2026-07-23 03:00:00,0.349 Mpa,,0.235 Mpa,0.209 Mpa,0.0880 Mpa,0.441 Mpa,0.308 Mpa,,0.471 Mpa,9.38%,,3.83%,1.10%,1.68%,7.22%,8.26%,,8.73%
2026-07-23 05:00:00,0.158 Mpa,,0.335 Mpa,0.253 Mpa,0.0151 Mpa,0.178 Mpa,,,0.281 Mpa,5.31%,,6.56%,2.83%,0.272%,0%,,,4.35%
2026-07-23 07:00:00,0.158 Mpa,,0.213 Mpa,0.238 Mpa,0.106 Mpa,,,,0.275 Mpa,5.37%,,3.59%,1.97%,1.85%,,,,3.64%
2026-07-23 09:00:00,0.111 Mpa,,0.363 Mpa,0.235 Mpa,0.285 Mpa,0.168 Mpa,0.0244 Mpa,,0.331 Mpa,4.06%,,7.98%,2.26%,7.50%,0%,0.289%,,5.32%
2026-07-23 11:00:00,0.112 Mpa,,0.148 Mpa,0.306 Mpa,0.245 Mpa,0.206 Mpa,0.107 Mpa,,0.202 Mpa,4.15%,,1.76%,4.03%,6.09%,3.26%,2.99%,,2.10%
2026-07-23 13:00:00,0.169 Mpa,,0.158 Mpa,0.272 Mpa,0.150 Mpa,,,,0.317 Mpa,5.42%,,2.30%,3.43%,4.22%,,,,4.89%
2026-07-23 15:00:00,0.303 Mpa,,0.205 Mpa,0.215 Mpa,0.166 Mpa,0.170 Mpa,,,0.290 Mpa,8.86%,,2.90%,1.53%,3.95%,0%,,,4.70%
2026-07-23 17:00:00,0.417 Mpa,,0.169 Mpa,0.296 Mpa,0.232 Mpa,,,,,12.1%,,2.19%,4.02%,5.48%,,,,
2026-07-23 19:00:00,0.132 Mpa,,0.0769 Mpa,0.141 Mpa,0.255 Mpa,,,,0.0480 Mpa,5.07%,,0.335%,0.458%,7.66%,,,,0%
2026-07-23 21:00:00,0.266 Mpa,,0.244 Mpa,0.267 Mpa,0.249 Mpa,,,,0.0755 Mpa,7.54%,,3.74%,2.59%,8.27%,,,,0.532%
2026-07-23 23:00:00,0.270 Mpa,,0.180 Mpa,0.324 Mpa,0.132 Mpa,0.537 Mpa,,,0.144 Mpa,7.55%,,2.65%,4.24%,3.52%,9.85%,,,0.849%
2026-07-24 01:00:00,0.158 Mpa,,0.187 Mpa,0.233 Mpa,0.0874 Mpa,,,,0.246 Mpa,4.52%,,2.58%,1.45%,2.14%,,,,3.67%
2026-07-24 03:00:00,0.113 Mpa,,0.199 Mpa,0.342 Mpa,0.0810 Mpa,1.01 Mpa,,,0.207 Mpa,3.01%,,2.48%,4.86%,3.07%,23.5%,,,2.67%
2026-07-24 05:00:00,0.283 Mpa,,0.152 Mpa,,0.266 Mpa,,,,0.227 Mpa,8.35%,,1.56%,,7.13%,,,,2.86%
2026-07-24 07:00:00,0.383 Mpa,,0.194 Mpa,0.139 Mpa,0.244 Mpa,,,,0.230 Mpa,10.8%,,2.98%,0%,5.98%,,,,2.47%
2026-07-24 09:00:00,0.311 Mpa,,0.213 Mpa,0.200 Mpa,0.159 Mpa,0.206 Mpa,0 Mpa,,0.193 Mpa,8.67%,,4.69%,0.775%,3.64%,2.49%,11.8%,,1.77%
2026-07-24 11:00:00,0.209 Mpa,,0.193 Mpa,0.165 Mpa,0.345 Mpa,,0.156 Mpa,,0.148 Mpa,6.18%,,3.38%,0%,9.34%,,7.92%,,1.29%
2026-07-24 13:00:00,0.140 Mpa,,0.275 Mpa,0.233 Mpa,0.395 Mpa,,0.285 Mpa,,0.145 Mpa,6.28%,,5.22%,1.87%,10.5%,,7.87%,,2.44%
2026-07-24 15:00:00,0.166 Mpa,,0.213 Mpa,0.185 Mpa,0.983 Mpa,,0.226 Mpa,,0.306 Mpa,4.80%,,3.47%,0.822%,27.4%,,6.24%,,7.61%
2026-07-24 17:00:00,0.143 Mpa,,0.188 Mpa,0.249 Mpa,0.0579 Mpa,,0.160 Mpa,,0.236 Mpa,3.38%,,2.73%,2.04%,0.869%,,3.54%,,4.46%
2026-07-24 19:00:00,0.130 Mpa,,0.204 Mpa,0.253 Mpa,0.0800 Mpa,,0.157 Mpa,,0.270 Mpa,3.89%,,2.49%,2.39%,1.73%,,2.42%,,3.44%
2026-07-24 21:00:00,0.176 Mpa,,0.135 Mpa,0.413 Mpa,0.0547 Mpa,,0.270 Mpa,,0.244 Mpa,5.19%,,0.460%,6.40%,0.512%,,5.92%,,2.87%
2026-07-24 23:00:00,0.0664 Mpa,,0.161 Mpa,0.285 Mpa,0.0839 Mpa,,0.236 Mpa,,0.211 Mpa,2.72%,,1.74%,3.56%,1.33%,,6.44%,,2.13%
2026-07-25 01:00:00,0.401 Mpa,,0.0961 Mpa,0.280 Mpa,0.114 Mpa,,0.251 Mpa,,0.156 Mpa,11.7%,,0.374%,3.17%,2.48%,,7.39%,,2.08%
2026-07-25 03:00:00,0.211 Mpa,,0.173 Mpa,0.344 Mpa,0.124 Mpa,,0.222 Mpa,,0.231 Mpa,6.33%,,2.00%,4.85%,3.15%,,5.11%,,2.89%
2026-07-25 05:00:00,0.307 Mpa,,0.242 Mpa,0.345 Mpa,0.0937 Mpa,,0.196 Mpa,,0.264 Mpa,9.56%,,4.28%,4.76%,2.08%,,3.65%,,3.57%
2026-07-25 07:00:00,0.0909 Mpa,,0.214 Mpa,0.305 Mpa,0.177 Mpa,,0.239 Mpa,,0.183 Mpa,3.87%,,3.78%,4.03%,4.28%,,5.52%,,1.32%
2026-07-25 09:00:00,0.0806 Mpa,0.701 Mpa,0.153 Mpa,0.335 Mpa,0.168 Mpa,,0.441 Mpa,,0.205 Mpa,3.05%,20%,2.00%,4.63%,3.72%,,11.4%,,2.04%
2026-07-25 11:00:00,0.0811 Mpa,,0.222 Mpa,0.394 Mpa,0.130 Mpa,,0.206 Mpa,,0.258 Mpa,2.24%,,3.76%,6.13%,3.86%,,6.12%,,3.46%
2026-07-25 13:00:00,0.0817 Mpa,,0.186 Mpa,,0.173 Mpa,,0.345 Mpa,,0.176 Mpa,2.34%,,4.44%,,4.62%,,6.66%,,1.70%
2026-07-25 15:00:00,0.163 Mpa,,0.161 Mpa,0.343 Mpa,0.141 Mpa,,0.147 Mpa,,0.188 Mpa,5.00%,,2.61%,5.58%,3.46%,,2.21%,,2.12%
2026-07-25 17:00:00,0.0863 Mpa,,0.239 Mpa,0.319 Mpa,0.135 Mpa,,0.220 Mpa,,0.182 Mpa,3.33%,,4.33%,4.10%,3.04%,,5.19%,,1.79%
2026-07-25 19:00:00,0.110 Mpa,,0.167 Mpa,0.301 Mpa,0.124 Mpa,,0.339 Mpa,,0.184 Mpa,5.37%,,2.13%,3.53%,2.67%,,8.76%,,1.70%
2026-07-25 21:00:00,0.155 Mpa,,0.182 Mpa,0.277 Mpa,0.110 Mpa,,0.243 Mpa,,0.199 Mpa,5.66%,,2.38%,2.76%,2.10%,,7.32%,,1.97%
2026-07-25 23:00:00,0.0868 Mpa,,0.196 Mpa,0.301 Mpa,0.241 Mpa,,0.394 Mpa,,0.207 Mpa,3.89%,,2.99%,3.36%,6.14%,,10.9%,,2.02%
2026-07-26 01:00:00,0.144 Mpa,,0.133 Mpa,0.269 Mpa,0.102 Mpa,,0.247 Mpa,,0.305 Mpa,3.77%,,0.722%,2.64%,1.94%,,7.35%,,5.11%
2026-07-26 03:00:00,0.185 Mpa,,0.173 Mpa,0.255 Mpa,0.132 Mpa,,0.277 Mpa,,0.221 Mpa,5.25%,,2.18%,2.40%,2.85%,,7.50%,,2.42%
2026-07-26 05:00:00,0.205 Mpa,,0.133 Mpa,0.291 Mpa,0.151 Mpa,,0.345 Mpa,,0.280 Mpa,6.16%,,1.60%,3.23%,3.52%,,8.45%,,4.06%
2026-07-26 07:00:00,0.0754 Mpa,,0.183 Mpa,0.306 Mpa,0.168 Mpa,,0.292 Mpa,,0.271 Mpa,2.30%,,3.34%,3.69%,4.30%,,7.65%,,4.05%
2026-07-26 09:00:00,0.0716 Mpa,,0.244 Mpa,0.271 Mpa,0.192 Mpa,,0.288 Mpa,,0.220 Mpa,2.34%,,4.34%,3.12%,5.00%,,7.38%,,2.54%
2026-07-26 11:00:00,0.0753 Mpa,,0.237 Mpa,0.253 Mpa,0.108 Mpa,,0.298 Mpa,,0.274 Mpa,3.86%,,4.48%,2.46%,2.20%,,5.97%,,4.90%
2026-07-26 13:00:00,0.119 Mpa,,0.144 Mpa,0.316 Mpa,1.46 Mpa,,0.324 Mpa,,0.211 Mpa,4.79%,,1.55%,4.35%,43.0%,,9.80%,,2.71%
2026-07-26 15:00:00,0.131 Mpa,,0.270 Mpa,0.413 Mpa,0.201 Mpa,,0.279 Mpa,,0.279 Mpa,4.11%,,5.18%,6.68%,5.20%,,6.13%,,4.38%
2026-07-26 17:00:00,0.150 Mpa,,0.165 Mpa,0.309 Mpa,0.170 Mpa,,0.263 Mpa,,0.501 Mpa,5.34%,,1.81%,3.80%,4.28%,,6.39%,,10.1%
2026-07-26 19:00:00,0.211 Mpa,,0.397 Mpa,0.297 Mpa,0.0726 Mpa,,0.300 Mpa,,0.237 Mpa,7.69%,,8.85%,3.38%,0.975%,,7.85%,,2.63%
2026-07-26 21:00:00,0.0660 Mpa,,0.261 Mpa,0.281 Mpa,0.142 Mpa,,0.291 Mpa,,0.227 Mpa,3.14%,,5.32%,3.05%,3.50%,,4.90%,,2.88%
2026-07-26 23:00:00,0.257 Mpa,,0.223 Mpa,0.286 Mpa,0.145 Mpa,,0.260 Mpa,,0.261 Mpa,7.86%,,4.21%,2.95%,3.56%,,4.78%,,3.70%
2026-07-27 01:00:00,0.0319 Mpa,,,0.303 Mpa,,,0.264 Mpa,,0.464 Mpa,2.69%,,,3.53%,,,7.27%,,8.81%
2026-07-27 03:00:00,0.595 Mpa,,0.224 Mpa,0.298 Mpa,,,0.284 Mpa,,0.744 Mpa,17.3%,,3.11%,3.20%,,,8.39%,,16.0%
2026-07-27 05:00:00,0.518 Mpa,,0.164 Mpa,0.278 Mpa,0 Mpa,,0.261 Mpa,,0.194 Mpa,14.2%,,1.93%,3.01%,0%,,7.04%,,2.18%
2026-07-27 07:00:00,0.0913 Mpa,,0.248 Mpa,0.239 Mpa,0.487 Mpa,,0.248 Mpa,,0.319 Mpa,2.11%,,4.30%,1.97%,15.7%,,6.41%,,4.99%
2026-07-27 09:00:00,0.111 Mpa,,0.203 Mpa,0.243 Mpa,0.0691 Mpa,,0.360 Mpa,,0.656 Mpa,2.77%,,3.35%,2.36%,1.50%,,8.47%,,14.1%
2026-07-27 11:00:00,0.169 Mpa,,0.199 Mpa,0.246 Mpa,0.183 Mpa,,0.228 Mpa,,0.229 Mpa,4.74%,,3.04%,2.19%,4.79%,,5.81%,,2.92%
2026-07-27 13:00:00,0.343 Mpa,,0.236 Mpa,0.273 Mpa,0.193 Mpa,,0.257 Mpa,,0.506 Mpa,10.1%,,3.98%,3.45%,5.27%,,6.50%,,9.91%
2026-07-27 15:00:00,0 Mpa,,0.272 Mpa,0.229 Mpa,0.129 Mpa,,0.351 Mpa,,0.232 Mpa,1.45%,,4.71%,1.84%,3.39%,,10.2%,,2.61%
2026-07-27 17:00:00,0 Mpa,,0.230 Mpa,0.296 Mpa,0.161 Mpa,,0.108 Mpa,,0.220 Mpa,1.23%,,3.42%,3.96%,4.08%,,6.68%,,2.81%
2026-07-27 19:00:00,,,0.218 Mpa,0.277 Mpa,0.0472 Mpa,,0.211 Mpa,,0.253 Mpa,,,3.19%,2.91%,0.781%,,3.14%,,3.36%
2026-07-27 21:00:00,,,0.256 Mpa,0.229 Mpa,0.346 Mpa,,0.222 Mpa,,0.216 Mpa,,,4.35%,1.64%,10.1%,,4.56%,,2.71%
2026-07-27 23:00:00,0.196 Mpa,,0.111 Mpa,0.224 Mpa,0.0810 Mpa,,0.220 Mpa,,0.282 Mpa,6.80%,,0.222%,2.10%,1.17%,,3.87%,,5.65%
2026-07-28 01:00:00,0.238 Mpa,,0.0780 Mpa,0.224 Mpa,0.225 Mpa,,0.225 Mpa,,0.308 Mpa,6.94%,,0.148%,1.68%,5.65%,,6.98%,,5.24%
2026-07-28 03:00:00,0.248 Mpa,,0.132 Mpa,0.265 Mpa,0.0885 Mpa,,0.232 Mpa,,0.287 Mpa,6.97%,,0.667%,2.80%,2.00%,,5.40%,,4.91%
2026-07-28 05:00:00,0.0730 Mpa,,,0.329 Mpa,0.0764 Mpa,,0.275 Mpa,,0.247 Mpa,2.96%,,,4.63%,1.57%,,8.92%,,4.76%
2026-07-28 07:00:00,0.0808 Mpa,,,0.355 Mpa,0.105 Mpa,,0.279 Mpa,,0.281 Mpa,3.09%,,,5.19%,1.63%,,5.25%,,3.67%
2026-07-28 09:00:00,0.220 Mpa,,,0.296 Mpa,0.142 Mpa,,0.366 Mpa,,0.347 Mpa,7.02%,,,3.87%,2.82%,,9.42%,,5.92%
2026-07-28 11:00:00,0.179 Mpa,,0 Mpa,0.258 Mpa,0.244 Mpa,,0.250 Mpa,,0.195 Mpa,4.63%,,0%,2.39%,6.88%,,6.19%,,1.62%
2026-07-28 13:00:00,0.180 Mpa,,,0.485 Mpa,0.111 Mpa,,0.414 Mpa,,0.214 Mpa,5.74%,,,9.04%,3.03%,,11.2%,,2.62%
2026-07-28 15:00:00,0.129 Mpa,,,0.251 Mpa,0.0328 Mpa,,0.314 Mpa,,0.157 Mpa,3.71%,,,2.45%,0.0163%,,8.77%,,1.01%
2026-07-28 17:00:00,0.184 Mpa,,,0.284 Mpa,0.152 Mpa,,0.185 Mpa,,0.180 Mpa,5.04%,,,3.40%,4.18%,,6.26%,,1.90%
2026-07-28 19:00:00,0.296 Mpa,,,0.239 Mpa,0.355 Mpa,,0.299 Mpa,,0.184 Mpa,8.30%,,,2.02%,9.90%,,5.57%,,2.17%
