"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-06-25 11:00:00,0.127 Mpa,0.128 Mpa,0.0647 Mpa,0.0452 Mpa,0.0755 Mpa,0.102 Mpa,0.0892 Mpa,0.103 Mpa,0.107 Mpa,,3.90%,4.27%,1.85%,1.31%,2.96%,2.84%,2.65%,2.72%,3.23%,
2026-06-25 13:00:00,0.114 Mpa,0.0792 Mpa,0.269 Mpa,0.0492 Mpa,0.107 Mpa,0.192 Mpa,0.176 Mpa,0.128 Mpa,0.178 Mpa,,3.73%,2.62%,8.18%,1.39%,4.14%,5.91%,5.23%,3.53%,5.38%,
2026-06-25 15:00:00,0.0687 Mpa,0.109 Mpa,0.0602 Mpa,0.0393 Mpa,0.0873 Mpa,0.543 Mpa,0.102 Mpa,0.0227 Mpa,0.101 Mpa,,2.40%,3.39%,1.86%,1.22%,3.28%,16.3%,3.00%,0%,2.99%,
2026-06-25 17:00:00,0.0426 Mpa,0.162 Mpa,0.103 Mpa,0.0439 Mpa,0.140 Mpa,0.320 Mpa,0.232 Mpa,0.140 Mpa,0.118 Mpa,,1.30%,5.42%,3.34%,1.87%,5.14%,9.78%,6.46%,3.31%,3.52%,
2026-06-25 19:00:00,0.124 Mpa,0.106 Mpa,0.0570 Mpa,0.0645 Mpa,0.144 Mpa,0.179 Mpa,0.132 Mpa,0.143 Mpa,0.147 Mpa,,3.87%,3.78%,1.78%,3.57%,5.08%,4.85%,3.67%,3.59%,4.56%,
2026-06-25 21:00:00,0.128 Mpa,0.0699 Mpa,0.0736 Mpa,0.0619 Mpa,0.0996 Mpa,0.212 Mpa,0.295 Mpa,0.117 Mpa,0.0696 Mpa,,4.13%,2.33%,2.16%,3.04%,3.47%,6.16%,7.94%,2.90%,2.06%,
2026-06-25 23:00:00,0.127 Mpa,0.389 Mpa,0.157 Mpa,0.182 Mpa,0.0166 Mpa,0.101 Mpa,0.0815 Mpa,0.185 Mpa,0.110 Mpa,,4.01%,12.5%,4.89%,5.60%,0.535%,2.70%,2.37%,5.00%,3.38%,
2026-06-26 01:00:00,0.122 Mpa,0.145 Mpa,0.0357 Mpa,0.0358 Mpa,0.0675 Mpa,0.104 Mpa,0.0696 Mpa,0.101 Mpa,0.0595 Mpa,,4.05%,4.88%,1.03%,1.77%,2.25%,3.13%,2.14%,2.64%,1.80%,
2026-06-26 03:00:00,0.138 Mpa,0.0907 Mpa,0.135 Mpa,0.0489 Mpa,0.0437 Mpa,0.0903 Mpa,0.107 Mpa,0.130 Mpa,0.0894 Mpa,,4.36%,3.05%,4.14%,2.95%,1.61%,2.69%,2.93%,3.26%,2.58%,
2026-06-26 05:00:00,0.137 Mpa,0.137 Mpa,0.165 Mpa,0.0848 Mpa,0.0912 Mpa,0.110 Mpa,0.167 Mpa,0.172 Mpa,0.108 Mpa,,4.29%,4.73%,5.01%,3.11%,3.64%,2.94%,4.85%,4.52%,3.23%,
2026-06-26 07:00:00,0.196 Mpa,0.0404 Mpa,0.0107 Mpa,0.166 Mpa,0.137 Mpa,0.133 Mpa,0.101 Mpa,0.115 Mpa,0.125 Mpa,,5.78%,1.21%,0.427%,4.75%,5.28%,3.66%,2.90%,3.05%,3.84%,
2026-06-26 09:00:00,0.112 Mpa,,0.0980 Mpa,0.0951 Mpa,0.128 Mpa,0.266 Mpa,0.104 Mpa,0.106 Mpa,0.0957 Mpa,,3.36%,,3.12%,2.85%,4.68%,7.41%,3.07%,2.75%,2.81%,
2026-06-26 11:00:00,0.108 Mpa,,0.0628 Mpa,0.0507 Mpa,0.0964 Mpa,0.371 Mpa,0.212 Mpa,0.120 Mpa,0.0947 Mpa,,3.49%,,1.93%,1.66%,3.55%,10.6%,6.09%,3.54%,2.98%,
2026-06-26 13:00:00,0.120 Mpa,,0.158 Mpa,0.00333 Mpa,0.211 Mpa,0.158 Mpa,0.0889 Mpa,0.118 Mpa,0.114 Mpa,,3.50%,,4.81%,0.0891%,7.76%,4.34%,2.40%,3.71%,3.53%,
2026-06-26 15:00:00,0.114 Mpa,,0.213 Mpa,0.0505 Mpa,0.0495 Mpa,0.284 Mpa,0.173 Mpa,0.139 Mpa,0.121 Mpa,,3.56%,,7.85%,1.60%,1.96%,7.93%,5.00%,4.88%,3.68%,
2026-06-26 17:00:00,0.113 Mpa,0.0210 Mpa,0.102 Mpa,0.0542 Mpa,0.0789 Mpa,0.154 Mpa,0.113 Mpa,0.153 Mpa,0.0991 Mpa,,3.57%,0.632%,3.24%,3.02%,2.86%,4.45%,3.15%,4.09%,2.99%,
2026-06-26 19:00:00,0.114 Mpa,0.0623 Mpa,0.0503 Mpa,0.0639 Mpa,0.151 Mpa,0.168 Mpa,0.128 Mpa,0.0717 Mpa,0.138 Mpa,,3.53%,2.20%,1.60%,3.12%,5.43%,4.80%,3.67%,1.95%,4.04%,
2026-06-26 21:00:00,0.126 Mpa,0.0387 Mpa,0.0733 Mpa,0.0441 Mpa,0.213 Mpa,0.0953 Mpa,0.160 Mpa,0.0727 Mpa,0.0527 Mpa,,3.86%,1.38%,2.29%,1.77%,7.55%,1.97%,4.54%,1.92%,1.52%,
2026-06-26 23:00:00,0.225 Mpa,0.108 Mpa,0.115 Mpa,0.146 Mpa,0.172 Mpa,0.0510 Mpa,0.177 Mpa,0.0419 Mpa,0.101 Mpa,,6.77%,3.70%,3.73%,5.25%,6.12%,1.24%,4.93%,1.32%,3.00%,
2026-06-27 01:00:00,0.0616 Mpa,0.148 Mpa,,0.0495 Mpa,,0.233 Mpa,0.175 Mpa,0.0286 Mpa,0.191 Mpa,,1.65%,4.78%,,2.26%,,6.92%,4.92%,0.700%,5.99%,
2026-06-27 03:00:00,0.0361 Mpa,0.0795 Mpa,0.0380 Mpa,0.0245 Mpa,0.0810 Mpa,0.0376 Mpa,0.127 Mpa,0.0567 Mpa,0.158 Mpa,,0.978%,2.50%,1.09%,2.02%,2.76%,0.892%,3.62%,1.44%,4.86%,
2026-06-27 05:00:00,0.0812 Mpa,0.136 Mpa,0.0193 Mpa,0.0764 Mpa,0.0747 Mpa,0.0745 Mpa,0.142 Mpa,0.161 Mpa,0.174 Mpa,,2.19%,4.37%,0.485%,2.84%,2.87%,2.13%,4.28%,4.26%,5.12%,
2026-06-27 07:00:00,0.0689 Mpa,0.0822 Mpa,0.0347 Mpa,0.0964 Mpa,0.133 Mpa,0.116 Mpa,0.155 Mpa,0.100 Mpa,0.149 Mpa,,1.81%,2.68%,0.933%,2.72%,5.00%,3.44%,4.80%,2.42%,4.31%,
2026-06-27 09:00:00,0.0590 Mpa,0.0386 Mpa,0.0658 Mpa,0.122 Mpa,0.106 Mpa,0.0810 Mpa,0.178 Mpa,0.0450 Mpa,0.0797 Mpa,,1.76%,1.22%,2.55%,3.55%,3.88%,2.58%,5.31%,0.928%,2.39%,
2026-06-27 11:00:00,0.0701 Mpa,0.0305 Mpa,0.160 Mpa,0.0701 Mpa,0.133 Mpa,0.118 Mpa,0.446 Mpa,0.109 Mpa,0.0519 Mpa,,1.98%,0.973%,5.51%,2.07%,4.96%,3.65%,12.1%,2.88%,1.53%,
2026-06-27 13:00:00,0.116 Mpa,0.110 Mpa,0.0543 Mpa,0.214 Mpa,0.120 Mpa,0.0843 Mpa,0.139 Mpa,0.126 Mpa,0.125 Mpa,,3.23%,3.57%,3.56%,6.05%,4.47%,2.35%,3.72%,3.31%,3.69%,
2026-06-27 15:00:00,0.0918 Mpa,0.0438 Mpa,0.0305 Mpa,0.0331 Mpa,0.0901 Mpa,0.183 Mpa,0.0474 Mpa,0.172 Mpa,0.121 Mpa,,2.64%,1.45%,0.968%,1.16%,3.33%,5.79%,1.37%,4.70%,3.79%,
2026-06-27 17:00:00,0.103 Mpa,0.00183 Mpa,0.138 Mpa,,0.128 Mpa,0.109 Mpa,0.0456 Mpa,0.261 Mpa,0.198 Mpa,,2.91%,0%,4.88%,,4.71%,3.33%,1.17%,7.36%,6.18%,
2026-06-27 19:00:00,0.104 Mpa,,0.140 Mpa,,0.0522 Mpa,0.155 Mpa,0.0986 Mpa,0.0897 Mpa,0.0660 Mpa,,3.05%,,4.79%,,1.91%,4.31%,2.87%,2.43%,1.95%,
2026-06-27 21:00:00,0.0328 Mpa,0.0222 Mpa,0.136 Mpa,,0.0514 Mpa,0.0852 Mpa,0.115 Mpa,0.107 Mpa,0.0554 Mpa,,0.889%,0.510%,4.24%,,1.86%,1.95%,3.26%,2.95%,1.65%,
2026-06-27 23:00:00,0.145 Mpa,0.0622 Mpa,0.0410 Mpa,0.0773 Mpa,0.0633 Mpa,0.143 Mpa,0.0989 Mpa,0.138 Mpa,0.145 Mpa,,4.15%,1.96%,1.36%,2.16%,2.45%,3.52%,2.69%,3.88%,4.30%,
2026-06-28 01:00:00,0.0492 Mpa,0.00654 Mpa,0.0428 Mpa,,0.0879 Mpa,0.103 Mpa,0.254 Mpa,0.143 Mpa,0.0748 Mpa,,1.21%,0.439%,1.42%,,3.29%,2.22%,6.96%,3.91%,2.16%,
2026-06-28 03:00:00,0.0602 Mpa,0.0594 Mpa,0.0233 Mpa,,0.0521 Mpa,0.153 Mpa,0.0636 Mpa,0.246 Mpa,0.0837 Mpa,,1.54%,1.83%,1.12%,,1.92%,4.22%,1.77%,7.41%,2.52%,
2026-06-28 05:00:00,0.103 Mpa,0.142 Mpa,0.0460 Mpa,,0.0935 Mpa,0.118 Mpa,0.0925 Mpa,0.138 Mpa,0.113 Mpa,,3.21%,4.47%,1.47%,,3.55%,3.36%,2.39%,3.80%,3.40%,
2026-06-28 07:00:00,0.110 Mpa,0.0930 Mpa,0.138 Mpa,,0.101 Mpa,0.278 Mpa,0.0691 Mpa,0.0984 Mpa,0.117 Mpa,,3.03%,2.76%,4.35%,,3.82%,7.89%,1.84%,2.66%,3.42%,
2026-06-28 09:00:00,0.0488 Mpa,0.163 Mpa,0.111 Mpa,,0.255 Mpa,0.129 Mpa,0.110 Mpa,0.165 Mpa,0.0460 Mpa,,1.41%,4.87%,3.48%,,9.59%,3.63%,3.15%,4.86%,1.26%,
2026-06-28 11:00:00,0.0828 Mpa,0.123 Mpa,0.0551 Mpa,,0.122 Mpa,0.169 Mpa,0.0449 Mpa,0.119 Mpa,0.0683 Mpa,,2.27%,4.01%,1.87%,,4.63%,4.86%,1.32%,3.11%,2.06%,
2026-06-28 13:00:00,0.0500 Mpa,0.0409 Mpa,0.118 Mpa,,0.0844 Mpa,0.0786 Mpa,0.164 Mpa,0.303 Mpa,0.0702 Mpa,,1.43%,1.17%,4.00%,,2.97%,1.82%,4.61%,8.80%,1.93%,
2026-06-28 15:00:00,0.140 Mpa,0.0338 Mpa,0.0737 Mpa,,0.0183 Mpa,0.0969 Mpa,0.177 Mpa,0.307 Mpa,0.0495 Mpa,,4.26%,1.05%,2.65%,,0.648%,2.26%,5.46%,8.33%,1.35%,
2026-06-28 17:00:00,0.228 Mpa,0.153 Mpa,0.105 Mpa,,0.0779 Mpa,0.0980 Mpa,0.243 Mpa,0.148 Mpa,0.0952 Mpa,,6.93%,5.22%,3.43%,,2.90%,2.62%,7.13%,4.03%,2.83%,
2026-06-28 19:00:00,0.269 Mpa,0.118 Mpa,0.0894 Mpa,,0.237 Mpa,0.152 Mpa,0.0698 Mpa,0.197 Mpa,0.0864 Mpa,,7.95%,4.08%,2.74%,,8.69%,4.01%,2.00%,5.58%,2.53%,
2026-06-28 21:00:00,0.0630 Mpa,0.211 Mpa,0.0493 Mpa,,0.142 Mpa,0.285 Mpa,0.0482 Mpa,0.0963 Mpa,0.0528 Mpa,,1.84%,7.59%,1.56%,,5.34%,7.83%,1.52%,2.32%,1.53%,
2026-06-28 23:00:00,0.121 Mpa,0.313 Mpa,0.0204 Mpa,,0.103 Mpa,0.186 Mpa,0.0924 Mpa,0.176 Mpa,0.0434 Mpa,,3.69%,9.51%,0.674%,,3.89%,5.00%,2.53%,4.96%,1.17%,
2026-06-29 01:00:00,0.252 Mpa,0.0952 Mpa,0.384 Mpa,0.00322 Mpa,0.0920 Mpa,0.0968 Mpa,0.141 Mpa,0.112 Mpa,0.116 Mpa,,8.39%,3.12%,12.0%,0.207%,3.26%,2.66%,4.04%,3.22%,3.60%,
2026-06-29 03:00:00,0.0154 Mpa,0.134 Mpa,0.0442 Mpa,0.0356 Mpa,0.105 Mpa,0.0941 Mpa,0.0577 Mpa,0.117 Mpa,0.0746 Mpa,,0.293%,4.19%,1.25%,1.01%,3.88%,2.60%,1.60%,2.96%,2.16%,
2026-06-29 05:00:00,0.199 Mpa,0.0879 Mpa,0.00181 Mpa,0.0729 Mpa,0.0933 Mpa,0.107 Mpa,0.0818 Mpa,0.158 Mpa,0.179 Mpa,,5.50%,2.66%,0.0561%,2.08%,3.43%,2.93%,2.25%,4.16%,5.49%,
2026-06-29 07:00:00,0.101 Mpa,0.0994 Mpa,0.0984 Mpa,0.0437 Mpa,0.0761 Mpa,0.208 Mpa,0.0650 Mpa,0.158 Mpa,0.231 Mpa,,3.29%,3.06%,3.13%,1.23%,2.78%,4.11%,1.72%,4.47%,7.02%,
2026-06-29 09:00:00,0.0904 Mpa,0.323 Mpa,0.0822 Mpa,0.0390 Mpa,0.108 Mpa,0.318 Mpa,0.0816 Mpa,0.284 Mpa,0.0839 Mpa,,3.09%,9.42%,2.64%,1.20%,4.05%,8.58%,2.30%,8.23%,2.47%,
2026-06-29 11:00:00,0.100 Mpa,0.210 Mpa,0.0658 Mpa,0.0854 Mpa,0.0848 Mpa,0.325 Mpa,0.0264 Mpa,0.258 Mpa,0.0818 Mpa,,3.57%,6.47%,2.05%,2.47%,3.05%,9.24%,0.751%,7.26%,2.42%,
2026-06-29 13:00:00,0.155 Mpa,0.0895 Mpa,0.115 Mpa,0.0378 Mpa,0.0602 Mpa,0 Mpa,0.128 Mpa,0.151 Mpa,0.236 Mpa,,4.39%,2.65%,3.50%,0.980%,2.22%,0%,3.93%,4.28%,7.19%,
2026-06-29 15:00:00,0.0601 Mpa,0.146 Mpa,0.654 Mpa,0.0514 Mpa,0.123 Mpa,0.0376 Mpa,0.150 Mpa,0.106 Mpa,0.0624 Mpa,,1.80%,4.40%,20.7%,1.47%,4.56%,1.01%,4.54%,2.87%,1.91%,
2026-06-29 17:00:00,0.105 Mpa,0.176 Mpa,0.179 Mpa,0.0542 Mpa,0.0706 Mpa,0.177 Mpa,0.194 Mpa,0.136 Mpa,0.172 Mpa,,3.49%,5.38%,5.49%,1.75%,2.70%,5.13%,5.69%,3.72%,5.19%,
2026-06-29 19:00:00,0.130 Mpa,0.181 Mpa,0.0874 Mpa,0.0179 Mpa,0.257 Mpa,0.148 Mpa,0.117 Mpa,0.107 Mpa,0.124 Mpa,,4.62%,5.84%,2.64%,0.837%,9.53%,4.28%,3.34%,3.26%,3.72%,
2026-06-29 21:00:00,0.116 Mpa,0.0124 Mpa,0.151 Mpa,0 Mpa,0.284 Mpa,0.0936 Mpa,0.153 Mpa,0.0905 Mpa,0.121 Mpa,,3.47%,0.722%,4.54%,0.353%,10.3%,2.71%,4.45%,2.48%,3.77%,
2026-06-29 23:00:00,0.172 Mpa,0.0879 Mpa,0.199 Mpa,0.145 Mpa,0.263 Mpa,0.136 Mpa,0.144 Mpa,0.0842 Mpa,0.208 Mpa,,5.05%,2.84%,6.23%,4.08%,9.83%,3.83%,4.01%,3.19%,6.25%,
2026-06-30 01:00:00,0.0487 Mpa,0.0834 Mpa,0.133 Mpa,0.162 Mpa,0.250 Mpa,0.0360 Mpa,0.157 Mpa,0.0850 Mpa,0.0915 Mpa,,1.44%,2.93%,4.21%,4.61%,9.13%,1.18%,4.40%,2.81%,2.65%,
2026-06-30 03:00:00,0.167 Mpa,0.0836 Mpa,0.0143 Mpa,0.0898 Mpa,0.293 Mpa,,0.109 Mpa,0.0535 Mpa,0.0833 Mpa,,5.04%,2.86%,0.267%,2.64%,10.0%,,3.06%,1.03%,2.38%,
2026-06-30 05:00:00,0.0821 Mpa,0.121 Mpa,0.0448 Mpa,0.148 Mpa,0.136 Mpa,,0.0693 Mpa,0.213 Mpa,0.0282 Mpa,,2.57%,3.87%,1.55%,4.30%,4.92%,,1.90%,5.84%,0.837%,
2026-06-30 07:00:00,0.0884 Mpa,0.344 Mpa,0.0476 Mpa,0.0952 Mpa,0.286 Mpa,1.38 Mpa,0.0542 Mpa,0.288 Mpa,0.124 Mpa,,2.50%,11.0%,1.46%,2.91%,10.3%,38.5%,1.53%,8.22%,3.66%,
2026-06-30 09:00:00,0.0911 Mpa,0 Mpa,0.105 Mpa,0.0586 Mpa,0.0222 Mpa,0.0257 Mpa,0.0621 Mpa,0.0769 Mpa,0.0934 Mpa,,2.95%,0%,3.49%,1.95%,0.787%,0.539%,1.61%,1.77%,2.70%,
2026-06-30 11:00:00,0.0617 Mpa,0.242 Mpa,0.0828 Mpa,0.0523 Mpa,0.155 Mpa,,0.0458 Mpa,0.164 Mpa,0.0526 Mpa,,1.91%,8.03%,2.75%,1.67%,5.81%,,1.24%,4.50%,1.47%,
2026-06-30 13:00:00,0.126 Mpa,0.206 Mpa,0.109 Mpa,0.124 Mpa,0.151 Mpa,,0.247 Mpa,0.232 Mpa,0.217 Mpa,,3.84%,6.66%,3.56%,3.85%,5.22%,,7.91%,6.87%,6.68%,
2026-06-30 15:00:00,0.0733 Mpa,0.256 Mpa,0.0232 Mpa,0.0465 Mpa,0.0612 Mpa,,0.0328 Mpa,0.321 Mpa,0.0857 Mpa,,2.49%,8.68%,0.925%,1.40%,2.16%,,0.903%,9.08%,2.71%,
2026-06-30 17:00:00,0.126 Mpa,0.125 Mpa,0.00424 Mpa,0.0617 Mpa,0.219 Mpa,,0.105 Mpa,0.207 Mpa,0.143 Mpa,,3.70%,4.00%,0.0376%,1.79%,8.02%,,3.10%,5.68%,4.29%,
2026-06-30 19:00:00,0.0488 Mpa,0.171 Mpa,0.0446 Mpa,0.0822 Mpa,0.0357 Mpa,,0.0739 Mpa,0.173 Mpa,0.0898 Mpa,,1.61%,5.31%,1.40%,2.40%,1.27%,,2.32%,4.59%,2.68%,
2026-06-30 21:00:00,0.110 Mpa,0.118 Mpa,0.0213 Mpa,0.142 Mpa,0.226 Mpa,,0.242 Mpa,,0.114 Mpa,,3.29%,3.64%,0.758%,4.01%,8.32%,,6.82%,,3.35%,
2026-06-30 23:00:00,0.177 Mpa,0.132 Mpa,0.112 Mpa,0.146 Mpa,0.295 Mpa,,0.116 Mpa,0.227 Mpa,0.0894 Mpa,,5.29%,4.08%,3.74%,4.16%,11.0%,,3.54%,6.40%,2.54%,
2026-07-01 01:00:00,0.225 Mpa,0.799 Mpa,0.194 Mpa,0.0695 Mpa,0.232 Mpa,0.00165 Mpa,0.257 Mpa,0.151 Mpa,0.135 Mpa,,6.50%,24.0%,5.84%,1.88%,7.94%,0%,7.16%,4%,3.83%,
2026-07-01 03:00:00,0.0266 Mpa,0.105 Mpa,0.0429 Mpa,0.0220 Mpa,0.180 Mpa,0.0356 Mpa,0.0804 Mpa,0.0969 Mpa,0.0600 Mpa,,0.760%,3.02%,1.18%,0.500%,6.49%,1.08%,2.26%,2.50%,1.70%,
2026-07-01 05:00:00,0.0702 Mpa,0.225 Mpa,0.0738 Mpa,0.0451 Mpa,0.191 Mpa,0.0240 Mpa,0.441 Mpa,0.0899 Mpa,0.122 Mpa,,2.27%,7.22%,2.61%,1.71%,7.12%,0.0663%,11.7%,2.08%,3.46%,
2026-07-01 07:00:00,0.000642 Mpa,0.511 Mpa,0.0428 Mpa,0.0514 Mpa,0.0518 Mpa,0.120 Mpa,0.0291 Mpa,0.0564 Mpa,0.0998 Mpa,,0.00153%,16.3%,1.56%,1.89%,1.83%,3.33%,0.761%,1.27%,2.94%,
2026-07-01 09:00:00,0.183 Mpa,0.0428 Mpa,0.00989 Mpa,0.0825 Mpa,0.0644 Mpa,0.142 Mpa,0.0581 Mpa,0.0671 Mpa,0.220 Mpa,,5.48%,1.32%,0.400%,2.51%,2.30%,4.16%,1.60%,2.01%,6.63%,
2026-07-01 11:00:00,0.0529 Mpa,0.565 Mpa,0.0859 Mpa,0.0388 Mpa,0.112 Mpa,0.0861 Mpa,0.0928 Mpa,0.0773 Mpa,0.0497 Mpa,,1.75%,16.5%,2.87%,2.11%,4.21%,2.47%,2.73%,2.02%,1.45%,
2026-07-01 13:00:00,0.106 Mpa,,0.113 Mpa,0.0667 Mpa,0.0628 Mpa,0.272 Mpa,0.256 Mpa,0.0966 Mpa,0.0863 Mpa,,3.15%,,5.71%,2.96%,2.40%,8.25%,7.06%,2.42%,2.93%,
2026-07-01 15:00:00,0.109 Mpa,0.171 Mpa,0.136 Mpa,0.113 Mpa,0.0885 Mpa,0.0575 Mpa,0.230 Mpa,0.234 Mpa,0.194 Mpa,,3.55%,5.11%,7.97%,3.56%,3.38%,1.54%,6.22%,6.41%,6.59%,
2026-07-01 17:00:00,0.0961 Mpa,,0.102 Mpa,0.0668 Mpa,0.0846 Mpa,0.0152 Mpa,0.225 Mpa,0.145 Mpa,0.139 Mpa,,2.81%,,4.85%,1.92%,3.33%,0.630%,6.21%,3.76%,4.62%,
2026-07-01 19:00:00,0.110 Mpa,,0.0181 Mpa,0.0637 Mpa,0.0664 Mpa,0.0362 Mpa,0.0709 Mpa,0.163 Mpa,0.0470 Mpa,,3.23%,,0.605%,1.70%,2.62%,1.18%,2.06%,4.40%,1.43%,
2026-07-01 21:00:00,0.0827 Mpa,,0.106 Mpa,0.0268 Mpa,0.0778 Mpa,0.350 Mpa,0.0951 Mpa,0.185 Mpa,0.0591 Mpa,,2.76%,,3.29%,0.593%,2.97%,10.5%,2.72%,5.28%,1.60%,
2026-07-01 23:00:00,0.0569 Mpa,,0.111 Mpa,0.0523 Mpa,0.105 Mpa,0.262 Mpa,0.0725 Mpa,0.0985 Mpa,0.0898 Mpa,,2.04%,,3.58%,1.39%,4.07%,8.23%,2.12%,2.53%,2.64%,
2026-07-02 01:00:00,0.116 Mpa,,0.0829 Mpa,0.139 Mpa,0.258 Mpa,0.352 Mpa,0.285 Mpa,0.403 Mpa,0.0695 Mpa,,3.22%,,2.72%,3.82%,9.73%,10.4%,8.01%,11.2%,2.00%,
2026-07-02 03:00:00,0.0491 Mpa,,0.0281 Mpa,0.0827 Mpa,0.0495 Mpa,0.136 Mpa,0.250 Mpa,0.172 Mpa,0.0643 Mpa,,1.26%,,1.84%,2.36%,1.93%,3.74%,6.93%,4.40%,1.85%,
2026-07-02 05:00:00,0.0988 Mpa,,0.0748 Mpa,0.0903 Mpa,0.0705 Mpa,0.100 Mpa,0.0694 Mpa,0.147 Mpa,0.113 Mpa,,3.19%,,2.40%,2.99%,2.61%,2.77%,1.94%,4.09%,3.27%,
2026-07-02 07:00:00,0.0587 Mpa,,0.0461 Mpa,0.0858 Mpa,0.106 Mpa,0.233 Mpa,0.0813 Mpa,0.0865 Mpa,0.104 Mpa,,1.63%,,1.42%,3.01%,3.96%,6.83%,2.18%,2.16%,3.00%,
2026-07-02 09:00:00,0.0451 Mpa,,0.0646 Mpa,0.0944 Mpa,0.0627 Mpa,0.535 Mpa,0.0594 Mpa,0.206 Mpa,0.0607 Mpa,,1.08%,,2.07%,3.66%,2.19%,15.9%,1.62%,5.89%,1.74%,
2026-07-02 11:00:00,0.0628 Mpa,0 Mpa,0.0463 Mpa,0.0982 Mpa,0.0504 Mpa,0.294 Mpa,0.0875 Mpa,0.0868 Mpa,0.0696 Mpa,,1.78%,0.00371%,1.53%,3.00%,1.83%,8.84%,2.43%,2.12%,1.97%,
2026-07-02 13:00:00,0.0735 Mpa,0.0849 Mpa,0.351 Mpa,0.287 Mpa,0.117 Mpa,0.357 Mpa,0.0202 Mpa,0.0761 Mpa,0.0970 Mpa,0 Mpa,2.48%,2.49%,11.0%,8.26%,4.23%,11.3%,0.529%,2.55%,2.90%,0%
2026-07-02 15:00:00,0.0213 Mpa,0.0487 Mpa,0.162 Mpa,0.0723 Mpa,0.170 Mpa,0.227 Mpa,0.0985 Mpa,0.438 Mpa,0.163 Mpa,0.0280 Mpa,1.43%,1.48%,5.28%,2.47%,6.04%,7.08%,2.68%,13.0%,5.07%,2.36%
2026-07-02 17:00:00,0.165 Mpa,0.147 Mpa,0.0775 Mpa,0.109 Mpa,0.0648 Mpa,0.110 Mpa,0.113 Mpa,,0.107 Mpa,0.178 Mpa,4.99%,4.64%,2.60%,3.28%,2.42%,3.40%,3.18%,,3.19%,4.72%
2026-07-02 19:00:00,0.166 Mpa,0.215 Mpa,0.0400 Mpa,0.118 Mpa,0.146 Mpa,0.775 Mpa,0.154 Mpa,,,,5.07%,7.05%,1.61%,3.61%,5.26%,22.8%,4.31%,,,
2026-07-02 21:00:00,0.0860 Mpa,0.302 Mpa,0.117 Mpa,0.0482 Mpa,0.196 Mpa,0.0990 Mpa,0.233 Mpa,,,0.000129 Mpa,2.87%,10.1%,4.96%,1.38%,7.20%,2.94%,6.54%,,,0%
2026-07-02 23:00:00,0.127 Mpa,0.317 Mpa,0.269 Mpa,0.107 Mpa,0.166 Mpa,0.0732 Mpa,0.0996 Mpa,,0.0192 Mpa,0 Mpa,3.86%,10.5%,8.66%,3.71%,6.09%,2.16%,2.72%,,0.338%,0%
2026-07-03 01:00:00,0.0822 Mpa,0.0930 Mpa,0.129 Mpa,0.0771 Mpa,0.157 Mpa,0.156 Mpa,0.207 Mpa,,0.194 Mpa,,2.38%,3.00%,4.23%,2.36%,5.68%,4.47%,5.72%,,5.73%,
2026-07-03 03:00:00,0.160 Mpa,0.209 Mpa,0.0710 Mpa,0.0660 Mpa,0.125 Mpa,0.222 Mpa,0.168 Mpa,,0.0547 Mpa,,4.36%,7.38%,2.50%,2.69%,4.54%,5.93%,4.59%,,1.38%,
2026-07-03 05:00:00,,0.181 Mpa,0.150 Mpa,0.0664 Mpa,0.203 Mpa,0.129 Mpa,0.0843 Mpa,,0.0956 Mpa,,,5.90%,4.62%,2.49%,7.20%,3.18%,2.29%,,2.68%,
2026-07-03 07:00:00,,0.0924 Mpa,0.0846 Mpa,0.0516 Mpa,0.0618 Mpa,0.0796 Mpa,0.0493 Mpa,,0.0743 Mpa,0.239 Mpa,,3.05%,2.68%,1.89%,2.28%,2.42%,1.33%,,2.03%,6.07%
2026-07-03 09:00:00,0 Mpa,0.0766 Mpa,0.192 Mpa,0.123 Mpa,0.0576 Mpa,0.0933 Mpa,0.0905 Mpa,,0.105 Mpa,0 Mpa,0%,2.54%,6.02%,4.12%,2.00%,2.81%,2.56%,,3.02%,0.0377%
2026-07-03 11:00:00,,0.0838 Mpa,0.165 Mpa,0.0463 Mpa,0.230 Mpa,0.118 Mpa,0.0802 Mpa,,0.0639 Mpa,0 Mpa,,2.71%,5.86%,1.20%,8.00%,3.63%,2.25%,,1.75%,0%
2026-07-03 13:00:00,,0.0889 Mpa,0.0733 Mpa,0.0679 Mpa,0.0951 Mpa,0.0645 Mpa,0.0361 Mpa,0.000571 Mpa,0.0758 Mpa,0.0363 Mpa,,2.88%,2.62%,2.10%,3.45%,1.84%,1.03%,0%,2.26%,1.11%
2026-07-03 15:00:00,0.000124 Mpa,0.0957 Mpa,0.270 Mpa,0.0493 Mpa,0.200 Mpa,0.0999 Mpa,0.0771 Mpa,0.0255 Mpa,0.0845 Mpa,0.111 Mpa,0.00207%,3.00%,8.82%,1.84%,6.69%,2.90%,2.12%,0%,2.51%,2.94%
