"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58"
2026-08-06 07:00:00,0.0910 Mpa,0.110 Mpa,0.0915 Mpa,0.0394 Mpa,0.143 Mpa,0.110 Mpa,0.157 Mpa,,0.0518 Mpa,0.146 Mpa
2026-08-06 10:00:00,0.0903 Mpa,0.156 Mpa,0.0979 Mpa,0.120 Mpa,0.427 Mpa,0.119 Mpa,0.358 Mpa,0.251 Mpa,0.146 Mpa,0.0928 Mpa
2026-08-06 13:00:00,0.142 Mpa,0.113 Mpa,0.140 Mpa,0.113 Mpa,0.100 Mpa,0.200 Mpa,0.248 Mpa,,0.150 Mpa,0.145 Mpa
2026-08-06 16:00:00,0.134 Mpa,0.140 Mpa,0.122 Mpa,0.0181 Mpa,0.111 Mpa,0.171 Mpa,0.196 Mpa,,0.155 Mpa,0.146 Mpa
2026-08-06 19:00:00,0.0716 Mpa,0.0541 Mpa,0.0858 Mpa,0.122 Mpa,0.0748 Mpa,0.198 Mpa,0.283 Mpa,,0.0620 Mpa,0.0623 Mpa
2026-08-06 22:00:00,0.220 Mpa,0.112 Mpa,0.125 Mpa,0.0598 Mpa,0.0912 Mpa,0.0943 Mpa,0.189 Mpa,0.168 Mpa,0.122 Mpa,0.119 Mpa
2026-08-07 01:00:00,0.0918 Mpa,0.230 Mpa,0.0551 Mpa,0.0840 Mpa,0.113 Mpa,0.0563 Mpa,0.246 Mpa,0.0493 Mpa,0.0539 Mpa,0.149 Mpa
2026-08-07 04:00:00,0.0849 Mpa,0.161 Mpa,0.153 Mpa,0.0812 Mpa,0.0856 Mpa,0.100 Mpa,0.247 Mpa,0.0758 Mpa,0.193 Mpa,0.131 Mpa
2026-08-07 07:00:00,0.0827 Mpa,0.195 Mpa,0.0438 Mpa,0.0898 Mpa,0.0863 Mpa,0.0587 Mpa,0.160 Mpa,0.118 Mpa,0.291 Mpa,0.128 Mpa
2026-08-07 10:00:00,0.162 Mpa,0.172 Mpa,0.108 Mpa,0.121 Mpa,0.172 Mpa,0.155 Mpa,0.194 Mpa,0.0731 Mpa,0.0268 Mpa,0.141 Mpa
2026-08-07 13:00:00,0.0850 Mpa,0.129 Mpa,0.437 Mpa,0.0665 Mpa,0.0242 Mpa,0.0608 Mpa,0.0734 Mpa,0.136 Mpa,0.254 Mpa,0.0532 Mpa
2026-08-07 16:00:00,0.0621 Mpa,0.0986 Mpa,0.0758 Mpa,0.0866 Mpa,0.232 Mpa,0.0814 Mpa,0.355 Mpa,0.152 Mpa,,0.115 Mpa
2026-08-07 19:00:00,0.0759 Mpa,0.155 Mpa,0.146 Mpa,0.0258 Mpa,0.0302 Mpa,0.0544 Mpa,0.176 Mpa,0.110 Mpa,0.000192 Mpa,0.0167 Mpa
2026-08-07 22:00:00,0.210 Mpa,0.104 Mpa,0.281 Mpa,0.0780 Mpa,0.0820 Mpa,0.169 Mpa,0.165 Mpa,0.134 Mpa,0.0892 Mpa,0.0739 Mpa
2026-08-08 01:00:00,0.0632 Mpa,0.168 Mpa,0.0485 Mpa,0.127 Mpa,0.0768 Mpa,0.115 Mpa,0.158 Mpa,0.201 Mpa,,0.116 Mpa
2026-08-08 04:00:00,0.133 Mpa,0.0649 Mpa,0.103 Mpa,0.0487 Mpa,0.0771 Mpa,0.161 Mpa,0.123 Mpa,0.136 Mpa,,0.0638 Mpa
2026-08-08 07:00:00,0.0417 Mpa,0.0591 Mpa,0.0993 Mpa,0.0209 Mpa,0.0954 Mpa,0.118 Mpa,0.0919 Mpa,0.140 Mpa,,0.0914 Mpa
2026-08-08 10:00:00,0.118 Mpa,0.141 Mpa,0.0871 Mpa,0.0539 Mpa,0.143 Mpa,0.224 Mpa,0.0462 Mpa,0.126 Mpa,,0.0347 Mpa
2026-08-08 13:00:00,0.0511 Mpa,0.280 Mpa,0.0392 Mpa,0.0837 Mpa,0.164 Mpa,0.179 Mpa,0.326 Mpa,0.0861 Mpa,,0.0997 Mpa
2026-08-08 16:00:00,0.0761 Mpa,0.0231 Mpa,0.0243 Mpa,0.0668 Mpa,0.103 Mpa,0.0988 Mpa,0.366 Mpa,0.0718 Mpa,0.113 Mpa,0.122 Mpa
2026-08-08 19:00:00,0.0731 Mpa,0.106 Mpa,0.0360 Mpa,0.143 Mpa,0.0807 Mpa,0.0833 Mpa,0.181 Mpa,0.146 Mpa,0.0991 Mpa,0.0671 Mpa
2026-08-08 22:00:00,0.107 Mpa,0.126 Mpa,0.0152 Mpa,0.115 Mpa,0.0635 Mpa,0.108 Mpa,0.274 Mpa,0.0595 Mpa,0.103 Mpa,0.0948 Mpa
2026-08-09 01:00:00,0.125 Mpa,0.0455 Mpa,0.157 Mpa,0.0478 Mpa,0.0593 Mpa,0.0797 Mpa,0.233 Mpa,0.140 Mpa,0.0787 Mpa,0.151 Mpa
2026-08-09 04:00:00,0.103 Mpa,0.0565 Mpa,0.0591 Mpa,0.0705 Mpa,0.0848 Mpa,0.0618 Mpa,0.271 Mpa,0.0990 Mpa,0.126 Mpa,0.000245 Mpa
2026-08-09 07:00:00,0.0848 Mpa,0.0429 Mpa,0.0626 Mpa,0.0785 Mpa,0.105 Mpa,0.0623 Mpa,0.126 Mpa,0.200 Mpa,0.0989 Mpa,
2026-08-09 10:00:00,0.0805 Mpa,0.0712 Mpa,0.0692 Mpa,0.0651 Mpa,0.0914 Mpa,0.167 Mpa,0.297 Mpa,0.126 Mpa,0.156 Mpa,
2026-08-09 13:00:00,0.0982 Mpa,0.169 Mpa,0.174 Mpa,0.0623 Mpa,0.0598 Mpa,0.0472 Mpa,0.266 Mpa,0.151 Mpa,0.116 Mpa,0.00285 Mpa
2026-08-09 16:00:00,0.0968 Mpa,0.0456 Mpa,0.104 Mpa,0.117 Mpa,0.0691 Mpa,0.0723 Mpa,0.213 Mpa,0.125 Mpa,0.0838 Mpa,0.126 Mpa
2026-08-09 19:00:00,0.213 Mpa,0.132 Mpa,0.0825 Mpa,0.0319 Mpa,0.0978 Mpa,0.0657 Mpa,0.177 Mpa,0.127 Mpa,0.114 Mpa,0.136 Mpa
2026-08-09 22:00:00,0.175 Mpa,0.0870 Mpa,0.137 Mpa,0.0565 Mpa,0.0912 Mpa,0.138 Mpa,0.0975 Mpa,0.132 Mpa,0.138 Mpa,0.0722 Mpa
2026-08-10 01:00:00,0.0536 Mpa,0.167 Mpa,0.171 Mpa,0.000640 Mpa,0.0769 Mpa,0.131 Mpa,0.196 Mpa,0.0875 Mpa,0.160 Mpa,0.0875 Mpa
2026-08-10 04:00:00,0.0645 Mpa,0.170 Mpa,0.162 Mpa,,0.0906 Mpa,0.133 Mpa,0.123 Mpa,0.0860 Mpa,0.110 Mpa,0.0875 Mpa
2026-08-10 07:00:00,0.0912 Mpa,0.0722 Mpa,0.132 Mpa,,0.101 Mpa,0.0938 Mpa,0.0610 Mpa,0.0423 Mpa,0.176 Mpa,0.198 Mpa
2026-08-10 10:00:00,0.0861 Mpa,0.0546 Mpa,0.109 Mpa,,0.148 Mpa,0.119 Mpa,0.218 Mpa,0.0758 Mpa,0.0982 Mpa,0.217 Mpa
2026-08-10 13:00:00,0.132 Mpa,0.114 Mpa,0.0620 Mpa,,0.308 Mpa,0.0744 Mpa,0.277 Mpa,0.0779 Mpa,0.144 Mpa,0.133 Mpa
2026-08-10 16:00:00,0.0782 Mpa,0.137 Mpa,0.00104 Mpa,,0.0817 Mpa,0.0997 Mpa,0.0891 Mpa,0.182 Mpa,0.310 Mpa,0.151 Mpa
2026-08-10 19:00:00,0.0575 Mpa,0.114 Mpa,0 Mpa,,0.0777 Mpa,0.161 Mpa,0.0934 Mpa,0.197 Mpa,0.0533 Mpa,0.0923 Mpa
2026-08-10 22:00:00,0.162 Mpa,0.104 Mpa,0.000700 Mpa,,0.0485 Mpa,0.0719 Mpa,0.287 Mpa,0.109 Mpa,0.167 Mpa,0.0939 Mpa
2026-08-11 01:00:00,0.278 Mpa,0.127 Mpa,0 Mpa,,0.0284 Mpa,0.107 Mpa,0.146 Mpa,0.0858 Mpa,0.218 Mpa,0.0941 Mpa
2026-08-11 04:00:00,0.201 Mpa,0.0478 Mpa,,,0.0728 Mpa,0.160 Mpa,0.231 Mpa,0.0730 Mpa,0.140 Mpa,0.0660 Mpa
2026-08-11 07:00:00,0.0389 Mpa,0.0883 Mpa,,,,0.105 Mpa,0.214 Mpa,0.249 Mpa,0.216 Mpa,0.0712 Mpa
2026-08-11 10:00:00,0.150 Mpa,0.153 Mpa,,,0.00148 Mpa,0.106 Mpa,0.0962 Mpa,0.167 Mpa,0.0825 Mpa,0.0761 Mpa
2026-08-11 13:00:00,0.140 Mpa,0.0760 Mpa,,,0.0607 Mpa,0.119 Mpa,0.0612 Mpa,0.130 Mpa,0.0455 Mpa,0.101 Mpa
2026-08-11 16:00:00,0.0529 Mpa,0.0756 Mpa,,,0.0602 Mpa,0.0943 Mpa,0.122 Mpa,0.206 Mpa,0.0650 Mpa,0.0945 Mpa
2026-08-11 19:00:00,0.0824 Mpa,0.0657 Mpa,,,0.0985 Mpa,0.127 Mpa,0.112 Mpa,0.0897 Mpa,0.0569 Mpa,0.0975 Mpa
2026-08-11 22:00:00,0.156 Mpa,0.110 Mpa,0.000479 Mpa,,0.162 Mpa,0.140 Mpa,0.151 Mpa,0.123 Mpa,0.106 Mpa,0.173 Mpa
2026-08-12 01:00:00,0.141 Mpa,0.136 Mpa,0.0313 Mpa,,0.153 Mpa,0.157 Mpa,0.117 Mpa,0.0972 Mpa,0.0554 Mpa,0.0560 Mpa
2026-08-12 04:00:00,0.0855 Mpa,0.144 Mpa,0.179 Mpa,,0.169 Mpa,0.129 Mpa,0.209 Mpa,0.146 Mpa,0.0642 Mpa,0.104 Mpa
2026-08-12 07:00:00,0.0752 Mpa,0.124 Mpa,0.0379 Mpa,,0.0760 Mpa,0.172 Mpa,0.266 Mpa,0.147 Mpa,0.0488 Mpa,0.0491 Mpa
2026-08-12 10:00:00,0.0869 Mpa,0.105 Mpa,0.0287 Mpa,,0.175 Mpa,0.343 Mpa,0.108 Mpa,0.218 Mpa,0.0757 Mpa,0.0774 Mpa
2026-08-12 13:00:00,0.0825 Mpa,0.148 Mpa,0.0523 Mpa,0 Mpa,0.0762 Mpa,0.263 Mpa,0.0471 Mpa,0.165 Mpa,0.114 Mpa,0.0689 Mpa
2026-08-12 16:00:00,0.135 Mpa,0.202 Mpa,0 Mpa,0 Mpa,0.0754 Mpa,0.163 Mpa,0.0864 Mpa,0.208 Mpa,0.0832 Mpa,0.0974 Mpa
2026-08-12 19:00:00,0.105 Mpa,0.0626 Mpa,0 Mpa,0.0641 Mpa,0.101 Mpa,0.140 Mpa,0.0420 Mpa,0.209 Mpa,0.0569 Mpa,0.0805 Mpa
2026-08-12 22:00:00,0.0916 Mpa,0.0686 Mpa,0.0286 Mpa,0.274 Mpa,0.124 Mpa,0.0787 Mpa,0.158 Mpa,0.0428 Mpa,0.101 Mpa,0 Mpa
2026-08-13 01:00:00,0.120 Mpa,0.167 Mpa,0.117 Mpa,0.0448 Mpa,0.132 Mpa,0.111 Mpa,0.0670 Mpa,0.0715 Mpa,0.0529 Mpa,0.0470 Mpa
2026-08-13 04:00:00,0.124 Mpa,0.240 Mpa,0.0528 Mpa,0.107 Mpa,0.220 Mpa,0.113 Mpa,0.0876 Mpa,0.0855 Mpa,0.0686 Mpa,0.0206 Mpa
2026-08-13 07:00:00,0.273 Mpa,0.143 Mpa,0.0415 Mpa,0.0823 Mpa,0.0795 Mpa,0.0644 Mpa,0.0826 Mpa,0.0826 Mpa,0.0720 Mpa,0.0746 Mpa
2026-08-13 10:00:00,0.260 Mpa,0.101 Mpa,0.0763 Mpa,0.0841 Mpa,0.106 Mpa,0.0990 Mpa,0.122 Mpa,0.0350 Mpa,0.0986 Mpa,0.0667 Mpa
2026-08-13 13:00:00,0.0825 Mpa,0.290 Mpa,0.345 Mpa,0 Mpa,0.0500 Mpa,0.266 Mpa,0.0478 Mpa,0.157 Mpa,0.101 Mpa,0.115 Mpa
2026-08-13 16:00:00,0.156 Mpa,0.119 Mpa,0.142 Mpa,0.0403 Mpa,0.0727 Mpa,0.162 Mpa,0.0791 Mpa,0.125 Mpa,0.0839 Mpa,0.0853 Mpa
2026-08-13 19:00:00,0.0943 Mpa,0 Mpa,0.0553 Mpa,0.125 Mpa,0.0924 Mpa,0.104 Mpa,0.227 Mpa,0.0838 Mpa,0.123 Mpa,0.157 Mpa
2026-08-13 22:00:00,0.163 Mpa,,0.0740 Mpa,0.0623 Mpa,0.0831 Mpa,0.0749 Mpa,0.161 Mpa,0.0563 Mpa,0.144 Mpa,0.115 Mpa
2026-08-14 01:00:00,0.0924 Mpa,0 Mpa,0.0487 Mpa,0.0865 Mpa,0.0722 Mpa,0.246 Mpa,0.124 Mpa,0.116 Mpa,0.0855 Mpa,0.114 Mpa
2026-08-14 04:00:00,0.0602 Mpa,0.118 Mpa,0.0463 Mpa,0.571 Mpa,0.0611 Mpa,0.132 Mpa,0.0706 Mpa,0.0906 Mpa,0.0747 Mpa,0.116 Mpa
2026-08-14 07:00:00,0.303 Mpa,0.0908 Mpa,0.0229 Mpa,0.0893 Mpa,0.108 Mpa,0.0797 Mpa,0.110 Mpa,0.166 Mpa,0.0828 Mpa,0.0829 Mpa
2026-08-14 10:00:00,0.133 Mpa,0.130 Mpa,0.0601 Mpa,0.100 Mpa,0.0696 Mpa,0.0441 Mpa,0.199 Mpa,0.138 Mpa,0.118 Mpa,0.0908 Mpa
2026-08-14 13:00:00,0.147 Mpa,0.123 Mpa,0.0492 Mpa,0 Mpa,0.131 Mpa,0.0654 Mpa,0.100 Mpa,0.429 Mpa,0.0794 Mpa,0.111 Mpa
2026-08-14 16:00:00,0.135 Mpa,0.146 Mpa,0.145 Mpa,0.0818 Mpa,0.144 Mpa,0.133 Mpa,0.153 Mpa,0.256 Mpa,0.0996 Mpa,0.0606 Mpa
2026-08-14 19:00:00,0.171 Mpa,0.0910 Mpa,,0.0576 Mpa,0.0855 Mpa,0.169 Mpa,0.119 Mpa,0.120 Mpa,0.167 Mpa,0.0623 Mpa
2026-08-14 22:00:00,0.171 Mpa,0.0975 Mpa,,0.0402 Mpa,0.0962 Mpa,0.284 Mpa,0.132 Mpa,0.0628 Mpa,0.169 Mpa,0.0656 Mpa
2026-08-15 01:00:00,0.111 Mpa,0.165 Mpa,,0.0639 Mpa,0.0772 Mpa,0.115 Mpa,0.0726 Mpa,0.0741 Mpa,0.0743 Mpa,0.118 Mpa
2026-08-15 04:00:00,0.0857 Mpa,0.297 Mpa,0.000535 Mpa,0.0876 Mpa,0.0590 Mpa,0.190 Mpa,0.0598 Mpa,0.0711 Mpa,0.0853 Mpa,0.0882 Mpa
2026-08-15 07:00:00,0.0635 Mpa,0.197 Mpa,0.0593 Mpa,0.0751 Mpa,0.0736 Mpa,0.148 Mpa,0.0605 Mpa,0.0837 Mpa,0.102 Mpa,0.108 Mpa
2026-08-15 10:00:00,0.101 Mpa,0.135 Mpa,0.0699 Mpa,0.0686 Mpa,0.0636 Mpa,0.0981 Mpa,0.128 Mpa,0.156 Mpa,0.0926 Mpa,0.0785 Mpa
2026-08-15 13:00:00,0.0465 Mpa,0.0944 Mpa,0.108 Mpa,0.0741 Mpa,0.252 Mpa,0.0869 Mpa,0.117 Mpa,0.261 Mpa,0.0997 Mpa,0.117 Mpa
2026-08-15 16:00:00,0.109 Mpa,0.0669 Mpa,0.188 Mpa,0.117 Mpa,0.117 Mpa,0.187 Mpa,0.101 Mpa,,0.0947 Mpa,0.166 Mpa
2026-08-15 19:00:00,0.0664 Mpa,0.0811 Mpa,0.483 Mpa,0.0804 Mpa,0.124 Mpa,0.186 Mpa,0.127 Mpa,,0.0684 Mpa,0.128 Mpa
2026-08-15 22:00:00,0.124 Mpa,0.0974 Mpa,0.0252 Mpa,0.0788 Mpa,0.0858 Mpa,0.0751 Mpa,0.156 Mpa,0.0169 Mpa,0.106 Mpa,0.218 Mpa
2026-08-16 01:00:00,0.170 Mpa,0.216 Mpa,0.0892 Mpa,0.00301 Mpa,0.0624 Mpa,0.184 Mpa,0.0790 Mpa,,0.0937 Mpa,0.151 Mpa
2026-08-16 04:00:00,0.0571 Mpa,0.121 Mpa,0.109 Mpa,0.0938 Mpa,0.108 Mpa,0.114 Mpa,0.135 Mpa,0.0559 Mpa,0.133 Mpa,0.0967 Mpa
2026-08-16 07:00:00,0.129 Mpa,0.161 Mpa,0.0772 Mpa,0.0575 Mpa,0.0718 Mpa,0.0695 Mpa,0.0967 Mpa,0.0735 Mpa,0.138 Mpa,0.0715 Mpa
2026-08-16 10:00:00,0.147 Mpa,0.164 Mpa,0.106 Mpa,0.0759 Mpa,0.0677 Mpa,0.111 Mpa,0.186 Mpa,0.0750 Mpa,0.179 Mpa,0.0809 Mpa
2026-08-16 13:00:00,0.0958 Mpa,0.0858 Mpa,0.122 Mpa,0.0762 Mpa,0.117 Mpa,,0.287 Mpa,0.237 Mpa,0.100 Mpa,0.174 Mpa
2026-08-16 16:00:00,0.0900 Mpa,0.0840 Mpa,0.133 Mpa,0.0918 Mpa,0.0815 Mpa,,0.0884 Mpa,0.135 Mpa,0.102 Mpa,0.158 Mpa
2026-08-16 19:00:00,0.0908 Mpa,0.0580 Mpa,0.158 Mpa,0.0563 Mpa,0.175 Mpa,,0.0858 Mpa,0.185 Mpa,0.203 Mpa,0.0652 Mpa
2026-08-16 22:00:00,0.280 Mpa,0.132 Mpa,0.0712 Mpa,0.0519 Mpa,0.00773 Mpa,,0.188 Mpa,0.130 Mpa,0.229 Mpa,0.0613 Mpa
2026-08-17 01:00:00,0.101 Mpa,0.159 Mpa,0.0313 Mpa,0.0462 Mpa,0.131 Mpa,,0.0655 Mpa,0.166 Mpa,0.0742 Mpa,0.135 Mpa
2026-08-17 04:00:00,0.123 Mpa,0.0892 Mpa,0.132 Mpa,0.0652 Mpa,0.123 Mpa,,,0.00407 Mpa,0.115 Mpa,0.0974 Mpa
2026-08-17 07:00:00,0.0624 Mpa,0.0872 Mpa,0.0975 Mpa,0.164 Mpa,0.121 Mpa,,0.00343 Mpa,0.438 Mpa,0.102 Mpa,0.123 Mpa
2026-08-17 10:00:00,0.0707 Mpa,0.134 Mpa,0.0494 Mpa,0.0892 Mpa,0.250 Mpa,0.177 Mpa,,0.257 Mpa,0.118 Mpa,0.0795 Mpa
2026-08-17 13:00:00,0.104 Mpa,0.0503 Mpa,0.0952 Mpa,0.106 Mpa,0.0895 Mpa,0.0841 Mpa,,0.171 Mpa,0.148 Mpa,0.118 Mpa
2026-08-17 16:00:00,0.228 Mpa,0.0518 Mpa,0.259 Mpa,0.0752 Mpa,0.110 Mpa,0.0815 Mpa,,0.288 Mpa,0.214 Mpa,0.275 Mpa
2026-08-17 19:00:00,0.220 Mpa,0.0769 Mpa,0.124 Mpa,0.0883 Mpa,0.0507 Mpa,0.0876 Mpa,,0.279 Mpa,0.117 Mpa,
2026-08-17 22:00:00,0.138 Mpa,0.371 Mpa,0.111 Mpa,0.0924 Mpa,0.102 Mpa,0.0921 Mpa,,0.312 Mpa,0.0825 Mpa,
2026-08-18 01:00:00,0.217 Mpa,0.185 Mpa,0.0482 Mpa,0.0642 Mpa,0.165 Mpa,0.0473 Mpa,0.00785 Mpa,,0.0928 Mpa,0.128 Mpa
2026-08-18 04:00:00,0.124 Mpa,0.0763 Mpa,0.0814 Mpa,0.151 Mpa,0.149 Mpa,0.0869 Mpa,0.0883 Mpa,0.190 Mpa,0.0895 Mpa,0.108 Mpa
2026-08-18 07:00:00,0.148 Mpa,0.172 Mpa,0.132 Mpa,0.160 Mpa,0.0902 Mpa,0.0746 Mpa,0.256 Mpa,0.167 Mpa,0.0597 Mpa,0.0645 Mpa
2026-08-18 10:00:00,0.112 Mpa,0.135 Mpa,0.152 Mpa,0.0699 Mpa,0.100 Mpa,0.0870 Mpa,0.0958 Mpa,0.140 Mpa,0.157 Mpa,0.0561 Mpa
2026-08-18 13:00:00,0.0859 Mpa,0.151 Mpa,0.144 Mpa,0.0732 Mpa,0.117 Mpa,0.136 Mpa,0.0640 Mpa,0.172 Mpa,0.408 Mpa,0.110 Mpa
2026-08-18 16:00:00,0.122 Mpa,0.0883 Mpa,0.0215 Mpa,0.0864 Mpa,0.0807 Mpa,0.116 Mpa,0.0830 Mpa,0.100 Mpa,0.236 Mpa,0.208 Mpa
2026-08-18 19:00:00,0.0760 Mpa,0.106 Mpa,0.116 Mpa,0.0871 Mpa,0.0684 Mpa,0.0758 Mpa,0.141 Mpa,0.0603 Mpa,0.214 Mpa,0.170 Mpa
2026-08-18 22:00:00,0.0944 Mpa,0.140 Mpa,0.141 Mpa,0.241 Mpa,0.113 Mpa,0.0740 Mpa,0.216 Mpa,0.0924 Mpa,0.142 Mpa,0.242 Mpa
2026-08-19 01:00:00,0.0739 Mpa,0.157 Mpa,0.141 Mpa,0.136 Mpa,0.0767 Mpa,0.0641 Mpa,0.0739 Mpa,0.0330 Mpa,0.0810 Mpa,0.0876 Mpa
2026-08-19 04:00:00,0.0866 Mpa,0.172 Mpa,0.0737 Mpa,0.0740 Mpa,0.0889 Mpa,0.121 Mpa,0.143 Mpa,,0.191 Mpa,0.0625 Mpa
2026-08-19 07:00:00,0.0884 Mpa,0.188 Mpa,0.0790 Mpa,0.0335 Mpa,0.193 Mpa,0.136 Mpa,0.121 Mpa,,0.117 Mpa,0.0874 Mpa
2026-08-19 10:00:00,0.0717 Mpa,0.142 Mpa,0.0873 Mpa,0.0341 Mpa,0.151 Mpa,0.246 Mpa,0.0996 Mpa,,0.139 Mpa,0.0802 Mpa
2026-08-19 13:00:00,0.0410 Mpa,0.0945 Mpa,0.0776 Mpa,0.0862 Mpa,0.000135 Mpa,0.199 Mpa,0.111 Mpa,0.0172 Mpa,0.0932 Mpa,0.0875 Mpa
2026-08-19 16:00:00,0.0723 Mpa,0.0963 Mpa,0.222 Mpa,0.174 Mpa,,0.273 Mpa,0.0907 Mpa,0.0296 Mpa,0.0652 Mpa,0.0963 Mpa
2026-08-19 19:00:00,0.234 Mpa,0.0846 Mpa,0.0682 Mpa,0.166 Mpa,,0.187 Mpa,0.116 Mpa,0.0550 Mpa,0.0633 Mpa,0.0646 Mpa
2026-08-19 22:00:00,0.0821 Mpa,0.0733 Mpa,0.249 Mpa,0.169 Mpa,,0.163 Mpa,0.129 Mpa,0.186 Mpa,0.278 Mpa,0.0885 Mpa
2026-08-20 01:00:00,0.124 Mpa,0.129 Mpa,0.0686 Mpa,0.0587 Mpa,0.0407 Mpa,0.154 Mpa,0.0943 Mpa,0.156 Mpa,0.227 Mpa,0.0575 Mpa
2026-08-20 04:00:00,0.0397 Mpa,0.106 Mpa,0.124 Mpa,0.0621 Mpa,0.110 Mpa,0.148 Mpa,0.209 Mpa,0.138 Mpa,0.127 Mpa,0.109 Mpa
2026-08-20 07:00:00,0.139 Mpa,0.0659 Mpa,0.0523 Mpa,0.0710 Mpa,0.0702 Mpa,0.0664 Mpa,0.115 Mpa,0.0521 Mpa,0.0770 Mpa,0.0656 Mpa
2026-08-20 10:00:00,0.106 Mpa,0.0738 Mpa,0.0313 Mpa,0.162 Mpa,0.0978 Mpa,0.0501 Mpa,0.202 Mpa,0.0799 Mpa,0.0932 Mpa,0.0701 Mpa
2026-08-20 13:00:00,0.101 Mpa,0.146 Mpa,0.0423 Mpa,0.0874 Mpa,0.106 Mpa,0.0974 Mpa,0.0850 Mpa,0.0810 Mpa,0.0922 Mpa,0.0541 Mpa
2026-08-20 16:00:00,0.357 Mpa,0.0509 Mpa,0.0583 Mpa,0.129 Mpa,0.0785 Mpa,0.0927 Mpa,0.124 Mpa,0.159 Mpa,0.0704 Mpa,0.0777 Mpa
2026-08-20 19:00:00,,0.152 Mpa,0.0561 Mpa,0.0392 Mpa,0.119 Mpa,0.0723 Mpa,0.102 Mpa,0.101 Mpa,0.0933 Mpa,0.139 Mpa
2026-08-20 22:00:00,0.0214 Mpa,0.108 Mpa,0.107 Mpa,0.0807 Mpa,0.0845 Mpa,0.0479 Mpa,0.0889 Mpa,0.0615 Mpa,0.111 Mpa,0.189 Mpa
2026-08-21 01:00:00,,0.106 Mpa,0.501 Mpa,0.0906 Mpa,0.302 Mpa,0.0496 Mpa,0.123 Mpa,0.144 Mpa,0.120 Mpa,0.111 Mpa
2026-08-21 04:00:00,,0.198 Mpa,0.0758 Mpa,0.0349 Mpa,0.193 Mpa,0.133 Mpa,0.0514 Mpa,0.0720 Mpa,0.180 Mpa,0.0763 Mpa
2026-08-21 07:00:00,,0.165 Mpa,0.0587 Mpa,0.0606 Mpa,0.107 Mpa,0.102 Mpa,0.119 Mpa,0.103 Mpa,0.177 Mpa,0.166 Mpa
2026-08-21 10:00:00,,0.180 Mpa,0.0682 Mpa,0.185 Mpa,0.101 Mpa,0.185 Mpa,0.176 Mpa,0.317 Mpa,0.0821 Mpa,0.133 Mpa
2026-08-21 13:00:00,0.000593 Mpa,0.151 Mpa,0.0631 Mpa,0.133 Mpa,0.194 Mpa,0.128 Mpa,0.100 Mpa,0.186 Mpa,0.0844 Mpa,0.210 Mpa
2026-08-21 16:00:00,,0.151 Mpa,0.0808 Mpa,0.0796 Mpa,0.145 Mpa,0.0795 Mpa,0.0916 Mpa,0.0945 Mpa,0.136 Mpa,0.0641 Mpa
2026-08-21 19:00:00,,0.207 Mpa,0.258 Mpa,0.0814 Mpa,0.0628 Mpa,0.0893 Mpa,0.113 Mpa,0.0795 Mpa,0.0601 Mpa,0.0497 Mpa
2026-08-21 22:00:00,0.0506 Mpa,0.137 Mpa,0.0692 Mpa,0.155 Mpa,0.0730 Mpa,0.0723 Mpa,0.104 Mpa,0.156 Mpa,0.251 Mpa,0.0945 Mpa
2026-08-22 01:00:00,0.181 Mpa,0.400 Mpa,0.0966 Mpa,0.0449 Mpa,0.0768 Mpa,0.141 Mpa,0.0916 Mpa,0.0739 Mpa,0.180 Mpa,0.166 Mpa
2026-08-22 04:00:00,0.0860 Mpa,0.116 Mpa,0.295 Mpa,0.0545 Mpa,0.0633 Mpa,0.0724 Mpa,0.0680 Mpa,0.0756 Mpa,0.156 Mpa,0.0885 Mpa
2026-08-22 07:00:00,0.0559 Mpa,0.152 Mpa,0.0560 Mpa,0.126 Mpa,0.103 Mpa,0.107 Mpa,0.194 Mpa,0.0991 Mpa,0.0615 Mpa,0.0698 Mpa
2026-08-22 10:00:00,0.0391 Mpa,0.0797 Mpa,0.0876 Mpa,0.132 Mpa,0.0339 Mpa,0.134 Mpa,0.0809 Mpa,0.0463 Mpa,0.0525 Mpa,0.0589 Mpa
2026-08-22 13:00:00,0.0438 Mpa,0.0895 Mpa,0.106 Mpa,0.0346 Mpa,0.0785 Mpa,0.381 Mpa,0.110 Mpa,0.127 Mpa,0.132 Mpa,0.0728 Mpa
2026-08-22 16:00:00,0.0741 Mpa,0.0551 Mpa,0.0832 Mpa,0.0973 Mpa,0.0991 Mpa,0.0827 Mpa,0.101 Mpa,0.111 Mpa,0.0629 Mpa,0.100 Mpa
2026-08-22 19:00:00,0.0785 Mpa,0.136 Mpa,0.102 Mpa,0.110 Mpa,0.142 Mpa,0.257 Mpa,0.116 Mpa,0.0955 Mpa,0.189 Mpa,0.0492 Mpa
2026-08-22 22:00:00,0.140 Mpa,0.197 Mpa,0.0778 Mpa,0.0747 Mpa,0.0453 Mpa,0.210 Mpa,0.181 Mpa,0.150 Mpa,0.0598 Mpa,0.0514 Mpa
2026-08-23 01:00:00,0.184 Mpa,0.139 Mpa,0.228 Mpa,0.0886 Mpa,0.0962 Mpa,0.143 Mpa,0.0558 Mpa,0.147 Mpa,0.123 Mpa,0.111 Mpa
