"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-09-12 13:00:00,0.924 Mpa,0.261 Mpa,0.260 Mpa,0.347 Mpa,0.0408 Mpa,0.659 Mpa,0.490 Mpa,,0.323 Mpa
2026-09-12 16:00:00,0.312 Mpa,0.563 Mpa,0.167 Mpa,0.306 Mpa,0.0825 Mpa,0.206 Mpa,0.248 Mpa,,0.316 Mpa
2026-09-12 19:00:00,0.0763 Mpa,0.184 Mpa,0.132 Mpa,0.357 Mpa,0.0955 Mpa,0.224 Mpa,0.278 Mpa,,0.403 Mpa
2026-09-12 22:00:00,0.242 Mpa,0.0685 Mpa,0.505 Mpa,0.243 Mpa,0.102 Mpa,0.438 Mpa,0.270 Mpa,,0.458 Mpa
2026-09-13 01:00:00,0.273 Mpa,0.0200 Mpa,0.232 Mpa,0.811 Mpa,0.0555 Mpa,0.311 Mpa,0.255 Mpa,,1.04 Mpa
2026-09-13 04:00:00,0.404 Mpa,0.116 Mpa,0.177 Mpa,0.250 Mpa,1.28 Mpa,0.533 Mpa,0.416 Mpa,,0.291 Mpa
2026-09-13 07:00:00,0.379 Mpa,0.315 Mpa,0.391 Mpa,0.272 Mpa,0.363 Mpa,0.483 Mpa,0.343 Mpa,,0.460 Mpa
2026-09-13 10:00:00,0.459 Mpa,0.241 Mpa,0.217 Mpa,0.282 Mpa,0.175 Mpa,0.497 Mpa,0.335 Mpa,,0.539 Mpa
2026-09-13 13:00:00,0.358 Mpa,0.152 Mpa,0.110 Mpa,0.336 Mpa,0.0387 Mpa,0.406 Mpa,0.415 Mpa,,0.608 Mpa
2026-09-13 16:00:00,0.280 Mpa,0.195 Mpa,0.197 Mpa,0.211 Mpa,0.0862 Mpa,0.413 Mpa,0.264 Mpa,,0.670 Mpa
2026-09-13 19:00:00,0.235 Mpa,0.305 Mpa,0.183 Mpa,0.574 Mpa,0.137 Mpa,0.321 Mpa,0.360 Mpa,,0.234 Mpa
2026-09-13 22:00:00,0.0676 Mpa,0.175 Mpa,0.148 Mpa,0.0534 Mpa,0.202 Mpa,0.314 Mpa,0.702 Mpa,,
2026-09-14 01:00:00,0.672 Mpa,0.212 Mpa,0.345 Mpa,0.242 Mpa,0.315 Mpa,0.497 Mpa,0.643 Mpa,,
2026-09-14 04:00:00,0.248 Mpa,0.308 Mpa,0.302 Mpa,0.260 Mpa,0.0566 Mpa,0.341 Mpa,0.353 Mpa,,
2026-09-14 07:00:00,0.739 Mpa,0.564 Mpa,0.221 Mpa,0.212 Mpa,0.0306 Mpa,0.191 Mpa,0.587 Mpa,,
2026-09-14 10:00:00,0.608 Mpa,0.570 Mpa,0.0880 Mpa,0.175 Mpa,0.186 Mpa,0.258 Mpa,0.350 Mpa,,

