"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","B_5 - I38","B_6 - I38","B_7 - I38","B_8 - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","B_5 - I39","B_6 - I39","B_7 - I39","B_8 - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","B_5 - I40","B_6 - I40","B_7 - I40","B_8 - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","B_5 - I41","B_6 - I41","B_7 - I41","B_8 - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","B_5 - I42","B_6 - I42","B_7 - I42","B_8 - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","B_5 - I43","B_6 - I43","B_7 - I43","B_8 - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","B_5 - I44","B_6 - I44","B_7 - I44","B_8 - I44","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","B_5 - I47","B_6 - I47","B_7 - I47","B_8 - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","B_5 - I48","B_6 - I48","B_7 - I48","B_8 - I48"," I38"," I39"," I40"," I41"," I42"," I43"," I44"," I47"," I48"
2026-07-07 01:00:00,0.118 Mpa,0.118 Mpa,0.137 Mpa,0.129 Mpa,0.140 Mpa,0.221 Mpa,4.87 Mpa,0.263 Mpa,,,,,,,,,5.77 Mpa,0.0412 Mpa,5.59 Mpa,6.10 Mpa,0.0300 Mpa,0.0522 Mpa,0.0703 Mpa,0.0870 Mpa,0.380 Mpa,0.391 Mpa,0.372 Mpa,0.365 Mpa,0.403 Mpa,0.393 Mpa,0.417 Mpa,0.375 Mpa,0.00286 Mpa,0.0194 Mpa,0.0514 Mpa,0.00343 Mpa,0.0174 Mpa,0.00457 Mpa,0.0200 Mpa,0.0251 Mpa,0.0401 Mpa,5.70 Mpa,0.0527 Mpa,0.0968 Mpa,0.0693 Mpa,1.92 Mpa,0.0310 Mpa,0.0502 Mpa,6.10 Mpa,0.0442 Mpa,3.91 Mpa,6.10 Mpa,0.00865 Mpa,0.0713 Mpa,0.0501 Mpa,0.0435 Mpa,,,,,,,,,,,,,,,,,1556 RPM,,1488 RPM,1636 RPM,1319 RPM,1643 RPM,1667 RPM,,
2026-07-07 04:00:00,0.115 Mpa,0.112 Mpa,0.133 Mpa,0.126 Mpa,0.134 Mpa,0.216 Mpa,5.02 Mpa,0.0794 Mpa,,,,,,,,,5.79 Mpa,0.0398 Mpa,5.48 Mpa,6.10 Mpa,0.0301 Mpa,0.0531 Mpa,0.0696 Mpa,0.0862 Mpa,0.345 Mpa,0.354 Mpa,0.332 Mpa,0.331 Mpa,0.367 Mpa,0.353 Mpa,0.377 Mpa,0.344 Mpa,0.00643 Mpa,0.0265 Mpa,0.0645 Mpa,0.00686 Mpa,0.0254 Mpa,0.00955 Mpa,0.0298 Mpa,0.0325 Mpa,0.0463 Mpa,5.85 Mpa,0.0592 Mpa,0.120 Mpa,0.0732 Mpa,0.0409 Mpa,0.0358 Mpa,0.0565 Mpa,6.10 Mpa,0.0481 Mpa,2.37 Mpa,6.10 Mpa,0.0123 Mpa,0.0739 Mpa,0.0511 Mpa,0.0474 Mpa,,,,,,,,,,,,,,,,,1586 RPM,,1635 RPM,820 RPM,1762 RPM,1655 RPM,1473 RPM,,
2026-07-07 07:00:00,0.109 Mpa,0.107 Mpa,0.120 Mpa,0.115 Mpa,0.128 Mpa,0.208 Mpa,5.72 Mpa,0.320 Mpa,,,,,,,,,5.86 Mpa,0.0340 Mpa,5.64 Mpa,6.10 Mpa,0.0250 Mpa,0.0495 Mpa,0.0656 Mpa,0.0801 Mpa,0.323 Mpa,0.326 Mpa,0.306 Mpa,0.306 Mpa,0.333 Mpa,2.23 Mpa,0.349 Mpa,0.311 Mpa,0.00548 Mpa,0.0220 Mpa,0.0618 Mpa,0.00536 Mpa,0.0227 Mpa,0.00718 Mpa,0.0282 Mpa,0.0316 Mpa,0.0399 Mpa,4.45 Mpa,0.0548 Mpa,0.110 Mpa,0.0650 Mpa,0.0278 Mpa,0.0311 Mpa,0.0512 Mpa,6.10 Mpa,0.0485 Mpa,0.481 Mpa,6.10 Mpa,0.0101 Mpa,0.0742 Mpa,0.0523 Mpa,0.0459 Mpa,,,,,,,,,,,,,,,,,797 RPM,,1705 RPM,236 RPM,1829 RPM,1405 RPM,1757 RPM,,
2026-07-07 10:00:00,0.119 Mpa,0.113 Mpa,0.131 Mpa,0.126 Mpa,0.132 Mpa,0.219 Mpa,4.73 Mpa,0.386 Mpa,,,,,,,,,5.89 Mpa,0.0336 Mpa,6.07 Mpa,6.10 Mpa,0.0247 Mpa,0.0471 Mpa,0.0653 Mpa,0.0792 Mpa,0.330 Mpa,0.336 Mpa,0.316 Mpa,0.311 Mpa,0.348 Mpa,0.341 Mpa,0.363 Mpa,0.325 Mpa,0.00218 Mpa,0.0165 Mpa,0.0549 Mpa,0.00374 Mpa,0.0159 Mpa,0.00436 Mpa,0.0228 Mpa,0.0237 Mpa,,,,,,,,,6.10 Mpa,0.0489 Mpa,2.03 Mpa,6.10 Mpa,0.00881 Mpa,0.0739 Mpa,0.0518 Mpa,0.0471 Mpa,,,,,,,,,,,,,,,,,1504 RPM,,1772 RPM,1289 RPM,1700 RPM,,1810 RPM,,
2026-07-07 13:00:00,0.108 Mpa,0.0972 Mpa,0.116 Mpa,0.112 Mpa,0.118 Mpa,0.206 Mpa,5.14 Mpa,0.504 Mpa,,,,,,,,,5.79 Mpa,0.0285 Mpa,6.07 Mpa,6.10 Mpa,0.0177 Mpa,0.0418 Mpa,0.0599 Mpa,0.0740 Mpa,,,,,,,,,0.00560 Mpa,0.0221 Mpa,0.0617 Mpa,0.00535 Mpa,0.0194 Mpa,0.00460 Mpa,0.0233 Mpa,0.0298 Mpa,0.0344 Mpa,6.10 Mpa,0.0477 Mpa,0.0799 Mpa,0.0563 Mpa,0.0227 Mpa,0.0257 Mpa,0.0511 Mpa,6.10 Mpa,0.0406 Mpa,4.00 Mpa,5.97 Mpa,0.00735 Mpa,0.0669 Mpa,0.0458 Mpa,0.0392 Mpa,,,,,,,,,,,,,,,,,1436 RPM,,1670 RPM,,1694 RPM,1319 RPM,1723 RPM,,
2026-07-07 16:00:00,0.0580 Mpa,0.0597 Mpa,0.0771 Mpa,0.0702 Mpa,0.0775 Mpa,0.164 Mpa,5.82 Mpa,0.455 Mpa,,,,,,,,,5.77 Mpa,0.0363 Mpa,6.07 Mpa,6.10 Mpa,0.0305 Mpa,0.0504 Mpa,0.0666 Mpa,0.0854 Mpa,0.380 Mpa,0.394 Mpa,0.376 Mpa,0.368 Mpa,0.406 Mpa,0.401 Mpa,0.419 Mpa,0.378 Mpa,0.0119 Mpa,0.0249 Mpa,0.0631 Mpa,0.00722 Mpa,0.0193 Mpa,0.0120 Mpa,0.0246 Mpa,0.0320 Mpa,0.0428 Mpa,5.86 Mpa,0.0521 Mpa,0.0942 Mpa,0.0707 Mpa,0.0281 Mpa,0.0348 Mpa,0.0575 Mpa,6.10 Mpa,0.0550 Mpa,0.197 Mpa,5.92 Mpa,0.0194 Mpa,0.0818 Mpa,0.0560 Mpa,0.0522 Mpa,,,,,,,,,,,,,,,,,1494 RPM,,1824 RPM,1841 RPM,1515 RPM,1825 RPM,1841 RPM,,
2026-07-07 19:00:00,0.102 Mpa,0.0958 Mpa,0.115 Mpa,0.108 Mpa,0.116 Mpa,0.201 Mpa,5.48 Mpa,0.214 Mpa,,,,,,,,,6.03 Mpa,0.0407 Mpa,6.03 Mpa,6.10 Mpa,0.0306 Mpa,0.0487 Mpa,0.0648 Mpa,0.0868 Mpa,0.398 Mpa,0.415 Mpa,0.396 Mpa,0.385 Mpa,0.424 Mpa,0.419 Mpa,0.438 Mpa,0.392 Mpa,0.0120 Mpa,0.0223 Mpa,0.0665 Mpa,0.0101 Mpa,0.0215 Mpa,0.0117 Mpa,0.0263 Mpa,0.0336 Mpa,0.0430 Mpa,6.07 Mpa,0.0547 Mpa,0.0933 Mpa,0.0712 Mpa,0.0301 Mpa,0.0355 Mpa,0.0561 Mpa,6.10 Mpa,0.0519 Mpa,0.209 Mpa,6.07 Mpa,0.0172 Mpa,0.0781 Mpa,0.0547 Mpa,0.0504 Mpa,,,,,,,,,,,,,,,,,1604 RPM,,1087 RPM,1801 RPM,1661 RPM,1817 RPM,1640 RPM,,
2026-07-07 22:00:00,0.111 Mpa,0.106 Mpa,0.126 Mpa,0.119 Mpa,0.126 Mpa,0.213 Mpa,5.36 Mpa,0.350 Mpa,,,,,,,,,6.06 Mpa,0.0455 Mpa,6.08 Mpa,6.10 Mpa,0.0433 Mpa,0.0490 Mpa,0.0711 Mpa,0.0938 Mpa,0.316 Mpa,0.331 Mpa,0.312 Mpa,0.303 Mpa,0.342 Mpa,0.338 Mpa,0.355 Mpa,0.312 Mpa,0.00775 Mpa,0.0265 Mpa,0.0621 Mpa,0.00767 Mpa,0.0251 Mpa,0.00942 Mpa,0.0282 Mpa,0.0326 Mpa,0.0374 Mpa,6.10 Mpa,0.0480 Mpa,0.0759 Mpa,0.0652 Mpa,3.92 Mpa,0.0300 Mpa,0.0509 Mpa,6.10 Mpa,0.0537 Mpa,0.0671 Mpa,6.10 Mpa,0.0170 Mpa,0.0802 Mpa,0.0570 Mpa,0.0528 Mpa,,,,,,,,,,,,,,,,,1700 RPM,,1009 RPM,1819 RPM,1611 RPM,1821 RPM,1812 RPM,,
2026-07-08 01:00:00,0.158 Mpa,0.148 Mpa,0.167 Mpa,0.161 Mpa,0.168 Mpa,0.252 Mpa,5.63 Mpa,0.146 Mpa,,,,,,,,,5.89 Mpa,0.0373 Mpa,5.80 Mpa,6.10 Mpa,0.0323 Mpa,0.0483 Mpa,0.0655 Mpa,0.0844 Mpa,0.253 Mpa,0.259 Mpa,0.238 Mpa,0.235 Mpa,0.276 Mpa,0.263 Mpa,0.285 Mpa,0.253 Mpa,0.00953 Mpa,0.0240 Mpa,0.0611 Mpa,0.00635 Mpa,0.0184 Mpa,0.00953 Mpa,0.0265 Mpa,0.0318 Mpa,0.0379 Mpa,6.10 Mpa,0.0495 Mpa,0.0764 Mpa,0.0662 Mpa,5.77 Mpa,0.0299 Mpa,0.0507 Mpa,6.10 Mpa,0.0512 Mpa,0.148 Mpa,6.09 Mpa,0.0141 Mpa,0.0767 Mpa,0.0535 Mpa,0.0499 Mpa,,,,,,,,,,,,,,,,,1565 RPM,,1545 RPM,1049 RPM,1651 RPM,1803 RPM,1706 RPM,,
2026-07-08 04:00:00,0.105 Mpa,0.0970 Mpa,0.115 Mpa,0.111 Mpa,0.118 Mpa,0.203 Mpa,5.46 Mpa,0.484 Mpa,,,,,,,,,5.81 Mpa,0.0329 Mpa,5.93 Mpa,6.10 Mpa,0.0251 Mpa,0.0460 Mpa,0.0612 Mpa,0.0771 Mpa,,,,,,,,,0.00853 Mpa,0.0234 Mpa,0.0616 Mpa,0.00527 Mpa,0.0194 Mpa,0.00818 Mpa,0.0265 Mpa,0.0306 Mpa,0.0376 Mpa,6.10 Mpa,0.0483 Mpa,0.0741 Mpa,0.0652 Mpa,6.07 Mpa,0.0291 Mpa,0.0488 Mpa,6.10 Mpa,0.0463 Mpa,2.26 Mpa,6.10 Mpa,0.0120 Mpa,0.0730 Mpa,0.0509 Mpa,0.0458 Mpa,,,,,,,,,,,,,,,,,1574 RPM,,1626 RPM,,1714 RPM,1689 RPM,1548 RPM,,
2026-07-08 07:00:00,0.0882 Mpa,0.0842 Mpa,0.105 Mpa,0.0970 Mpa,0.106 Mpa,0.193 Mpa,5.15 Mpa,0.187 Mpa,,,,,,,,,5.84 Mpa,0.0334 Mpa,6.00 Mpa,6.10 Mpa,0.0281 Mpa,0.0503 Mpa,0.0661 Mpa,0.0807 Mpa,0.228 Mpa,0.229 Mpa,0.210 Mpa,0.211 Mpa,0.250 Mpa,0.237 Mpa,0.254 Mpa,0.208 Mpa,0.00612 Mpa,0.0209 Mpa,0.0588 Mpa,0.00722 Mpa,0.0192 Mpa,0.00808 Mpa,0.0233 Mpa,0.0274 Mpa,0.0385 Mpa,6.10 Mpa,0.0491 Mpa,0.0754 Mpa,0.0657 Mpa,5.92 Mpa,0.0297 Mpa,0.0492 Mpa,6.10 Mpa,0.0479 Mpa,2.00 Mpa,6.09 Mpa,0.0124 Mpa,0.0770 Mpa,0.0507 Mpa,0.0478 Mpa,,,,,,,,,,,,,,,,,1614 RPM,,1806 RPM,1826 RPM,1621 RPM,1821 RPM,1777 RPM,,
2026-07-08 10:00:00,0.0894 Mpa,0.0814 Mpa,0.0989 Mpa,0.0932 Mpa,0.101 Mpa,0.159 Mpa,5.26 Mpa,0.0125 Mpa,,,,,,,,,6.02 Mpa,0.0412 Mpa,5.83 Mpa,6.10 Mpa,0.0285 Mpa,0.0500 Mpa,0.0721 Mpa,0.0906 Mpa,,,,,,,,,0.00521 Mpa,0.0207 Mpa,0.0628 Mpa,0.00696 Mpa,0.0191 Mpa,0.00708 Mpa,0.0235 Mpa,0.0274 Mpa,0.0372 Mpa,6.09 Mpa,0.0487 Mpa,0.0741 Mpa,0.0633 Mpa,6.05 Mpa,0.0274 Mpa,0.0458 Mpa,6.10 Mpa,0.0496 Mpa,4.09 Mpa,6.10 Mpa,0.0132 Mpa,0.0753 Mpa,0.0513 Mpa,0.0476 Mpa,,,,,,,,,,,,,,,,,1574 RPM,,1151 RPM,,1667 RPM,1727 RPM,1748 RPM,,
2026-07-08 13:00:00,0.103 Mpa,0.0950 Mpa,0.114 Mpa,0.105 Mpa,0.115 Mpa,0.200 Mpa,5.62 Mpa,0.511 Mpa,,,,,,,,,5.88 Mpa,0.0349 Mpa,5.58 Mpa,6.10 Mpa,0.0277 Mpa,0.0502 Mpa,0.0679 Mpa,0.0824 Mpa,,,,,,,,,0.00247 Mpa,0.0166 Mpa,0.0550 Mpa,0.00386 Mpa,0.0145 Mpa,0.00389 Mpa,0.0205 Mpa,0.0241 Mpa,0.0368 Mpa,6.03 Mpa,0.0491 Mpa,0.0737 Mpa,0.0615 Mpa,6.10 Mpa,0.0269 Mpa,0.0448 Mpa,6.10 Mpa,0.0369 Mpa,5.51 Mpa,6.10 Mpa,0.00470 Mpa,0.0679 Mpa,0.0403 Mpa,0.0372 Mpa,,,,,,,,,,,,,,,,,1324 RPM,,1767 RPM,,1678 RPM,1732 RPM,1703 RPM,,
2026-07-08 16:00:00,0.0967 Mpa,0.0870 Mpa,0.106 Mpa,0.0969 Mpa,0.107 Mpa,0.163 Mpa,5.51 Mpa,0.733 Mpa,,,,,,,,,5.88 Mpa,0.0356 Mpa,4.82 Mpa,6.10 Mpa,0.0266 Mpa,0.0498 Mpa,0.0682 Mpa,0.0835 Mpa,,,,,,,,,0.00469 Mpa,0.0225 Mpa,0.0571 Mpa,0.00326 Mpa,0.0175 Mpa,0.00614 Mpa,0.0244 Mpa,0.0295 Mpa,0.0340 Mpa,6.05 Mpa,0.0426 Mpa,0.0673 Mpa,0.0578 Mpa,6.10 Mpa,0.0224 Mpa,0.0433 Mpa,6.10 Mpa,0.0504 Mpa,3.47 Mpa,5.75 Mpa,0.0110 Mpa,0.0745 Mpa,0.0530 Mpa,0.0486 Mpa,,,,,,,,,,,,,,,,,1501 RPM,,1679 RPM,,1504 RPM,1498 RPM,1591 RPM,,
2026-07-08 19:00:00,0.101 Mpa,0.0927 Mpa,0.109 Mpa,0.103 Mpa,0.114 Mpa,0.198 Mpa,5.71 Mpa,0.588 Mpa,,,,,,,,,5.96 Mpa,0.0387 Mpa,5.38 Mpa,6.10 Mpa,0.0285 Mpa,0.0507 Mpa,0.0678 Mpa,0.0850 Mpa,,,,,,,,,0.00763 Mpa,0.0209 Mpa,0.0588 Mpa,0.00631 Mpa,0.0178 Mpa,0.00841 Mpa,0.0267 Mpa,0.0324 Mpa,0.0382 Mpa,6.08 Mpa,0.0485 Mpa,0.0733 Mpa,0.0643 Mpa,6.10 Mpa,0.0305 Mpa,0.0516 Mpa,6.10 Mpa,0.0491 Mpa,4.84 Mpa,6.09 Mpa,0.00997 Mpa,0.0739 Mpa,0.0510 Mpa,0.0469 Mpa,,,,,,,,,0.0378 Mpa,0.0516 Mpa,0.0529 Mpa,0.0517 Mpa,6.10 Mpa,0.0551 Mpa,0.0251 Mpa,0.0419 Mpa,1574 RPM,,1737 RPM,,1665 RPM,1819 RPM,1757 RPM,,1605 RPM
2026-07-08 22:00:00,0.0887 Mpa,0.0778 Mpa,0.0966 Mpa,0.0888 Mpa,0.102 Mpa,0.186 Mpa,5.84 Mpa,1.09 Mpa,,,,,,,,,5.83 Mpa,0.0323 Mpa,5.99 Mpa,6.10 Mpa,0.0239 Mpa,0.0470 Mpa,0.0633 Mpa,0.0781 Mpa,,,,,,,,,0.00455 Mpa,0.0227 Mpa,0.0522 Mpa,0.00111 Mpa,0.0213 Mpa,0.00473 Mpa,0.0256 Mpa,0.0276 Mpa,0.0376 Mpa,5.91 Mpa,0.0494 Mpa,0.0735 Mpa,0.0645 Mpa,6.10 Mpa,0.0311 Mpa,0.0549 Mpa,6.10 Mpa,0.0513 Mpa,3.52 Mpa,6.09 Mpa,0.0157 Mpa,0.0767 Mpa,0.0519 Mpa,0.0499 Mpa,,,,,,,,,0.0375 Mpa,0.0518 Mpa,0.0526 Mpa,0.0506 Mpa,6.10 Mpa,0.0572 Mpa,0.0232 Mpa,0.0406 Mpa,1557 RPM,,1760 RPM,,1215 RPM,1768 RPM,1655 RPM,,1835 RPM
2026-07-09 01:00:00,0.107 Mpa,0.0966 Mpa,0.118 Mpa,0.110 Mpa,0.119 Mpa,0.205 Mpa,5.57 Mpa,2.13 Mpa,,,,,,,,,5.95 Mpa,0.0337 Mpa,6.08 Mpa,6.10 Mpa,0.0232 Mpa,0.0469 Mpa,0.0617 Mpa,0.0784 Mpa,,,,,,,,,0.00475 Mpa,0.0196 Mpa,0.0554 Mpa,0.00347 Mpa,0.0163 Mpa,0.00490 Mpa,0.0251 Mpa,0.0283 Mpa,0.0401 Mpa,4.96 Mpa,0.0520 Mpa,0.0775 Mpa,0.0693 Mpa,6.10 Mpa,0.0307 Mpa,0.0504 Mpa,6.10 Mpa,0.0484 Mpa,4.24 Mpa,6.08 Mpa,0.0140 Mpa,0.0716 Mpa,0.0496 Mpa,0.0471 Mpa,,,,,,,,,0.0355 Mpa,0.0484 Mpa,0.0513 Mpa,0.0476 Mpa,6.10 Mpa,0.0488 Mpa,0.0218 Mpa,0.0400 Mpa,1628 RPM,,1500 RPM,,1631 RPM,1804 RPM,1289 RPM,,1604 RPM
2026-07-09 04:00:00,0.105 Mpa,0.102 Mpa,0.117 Mpa,0.109 Mpa,0.123 Mpa,0.204 Mpa,5.92 Mpa,1.47 Mpa,,,,,,,,,5.93 Mpa,0.0352 Mpa,5.55 Mpa,6.10 Mpa,0.0251 Mpa,0.0485 Mpa,0.0611 Mpa,0.0787 Mpa,,,,,,,,,0.00726 Mpa,0.0248 Mpa,0.0580 Mpa,0.00377 Mpa,0.0154 Mpa,0.00698 Mpa,0.0264 Mpa,0.0308 Mpa,0.0378 Mpa,3.70 Mpa,0.0464 Mpa,0.0718 Mpa,0.0644 Mpa,6.09 Mpa,0.0285 Mpa,0.0501 Mpa,6.10 Mpa,0.0481 Mpa,3.13 Mpa,5.66 Mpa,0.0132 Mpa,0.0721 Mpa,0.0509 Mpa,0.0473 Mpa,,,,,,,,,0.0351 Mpa,0.0467 Mpa,0.0505 Mpa,0.0473 Mpa,6.10 Mpa,0.115 Mpa,0.0189 Mpa,0.0385 Mpa,1274 RPM,,1525 RPM,,1300 RPM,1544 RPM,1337 RPM,,1764 RPM
2026-07-09 07:00:00,0.116 Mpa,0.108 Mpa,0.125 Mpa,0.120 Mpa,0.131 Mpa,0.217 Mpa,5.68 Mpa,1.77 Mpa,,,,,,,,,5.95 Mpa,0.0324 Mpa,5.76 Mpa,6.10 Mpa,0.0225 Mpa,0.0458 Mpa,0.0615 Mpa,0.0787 Mpa,,,,,,,,,0.00279 Mpa,0.0196 Mpa,0.0552 Mpa,0.00268 Mpa,0.0132 Mpa,0.00433 Mpa,0.0226 Mpa,0.0268 Mpa,0.0434 Mpa,3.42 Mpa,0.0541 Mpa,0.0794 Mpa,0.0704 Mpa,6.10 Mpa,0.0333 Mpa,0.0521 Mpa,6.10 Mpa,0.0503 Mpa,2.45 Mpa,3.59 Mpa,0.0104 Mpa,0.0745 Mpa,0.0536 Mpa,0.0497 Mpa,,,,,,,,,0.0334 Mpa,0.0449 Mpa,0.0472 Mpa,0.0448 Mpa,6.10 Mpa,0.960 Mpa,0.0165 Mpa,0.0348 Mpa,1572 RPM,,1577 RPM,,1549 RPM,1769 RPM,1665 RPM,,1799 RPM
2026-07-09 10:00:00,0.104 Mpa,0.100 Mpa,0.117 Mpa,0.112 Mpa,0.121 Mpa,0.208 Mpa,5.30 Mpa,0.613 Mpa,,,,,,,,,5.98 Mpa,0.0342 Mpa,6.07 Mpa,6.10 Mpa,0.0233 Mpa,0.0454 Mpa,0.0609 Mpa,0.0791 Mpa,,,,,,,,,0.00125 Mpa,0.0154 Mpa,0.0535 Mpa,0.00271 Mpa,0.0132 Mpa,0.00340 Mpa,0.0201 Mpa,0.0243 Mpa,0.0409 Mpa,3.50 Mpa,0.0522 Mpa,0.0762 Mpa,0.0653 Mpa,6.10 Mpa,0.0302 Mpa,0.0511 Mpa,6.10 Mpa,0.0503 Mpa,4.17 Mpa,0.0638 Mpa,0.0105 Mpa,0.0730 Mpa,0.0528 Mpa,0.0486 Mpa,,,,,,,,,0.0299 Mpa,0.0413 Mpa,0.0437 Mpa,0.0411 Mpa,6.10 Mpa,3.88 Mpa,0.0129 Mpa,0.0319 Mpa,1577 RPM,,1334 RPM,,1808 RPM,1689 RPM,1679 RPM,,1801 RPM
2026-07-09 13:00:00,0.0830 Mpa,0.0827 Mpa,0.102 Mpa,0.0977 Mpa,0.105 Mpa,0.187 Mpa,5.64 Mpa,2.15 Mpa,,,,,,,,,5.88 Mpa,0.0299 Mpa,4.50 Mpa,6.10 Mpa,0.0203 Mpa,0.0416 Mpa,0.0596 Mpa,0.0741 Mpa,0.215 Mpa,0.217 Mpa,0.198 Mpa,0.208 Mpa,0.236 Mpa,0.220 Mpa,0.240 Mpa,0.187 Mpa,0.00126 Mpa,0.0125 Mpa,0.0495 Mpa,0.00214 Mpa,0.0101 Mpa,0.00278 Mpa,0.0145 Mpa,0.0195 Mpa,0.0377 Mpa,3.35 Mpa,0.0465 Mpa,0.0697 Mpa,0.0602 Mpa,6.10 Mpa,0.0264 Mpa,0.0484 Mpa,5.02 Mpa,0.0554 Mpa,5.03 Mpa,0.0691 Mpa,0.0182 Mpa,0.0780 Mpa,0.0552 Mpa,0.0519 Mpa,,,,,,,,,0.0358 Mpa,0.0468 Mpa,0.0500 Mpa,0.0475 Mpa,6.10 Mpa,0.443 Mpa,0.0208 Mpa,0.0389 Mpa,1163 RPM,,1620 RPM,555 RPM,1509 RPM,1385 RPM,1218 RPM,,1676 RPM
2026-07-09 16:00:00,0.0863 Mpa,0.0814 Mpa,0.0970 Mpa,0.0917 Mpa,0.100 Mpa,0.186 Mpa,5.28 Mpa,0.304 Mpa,,,,,,,,,5.88 Mpa,0.0256 Mpa,3.11 Mpa,6.10 Mpa,0.0166 Mpa,0.0386 Mpa,0.0568 Mpa,0.0693 Mpa,0.195 Mpa,0.196 Mpa,0.179 Mpa,0.182 Mpa,2.21 Mpa,0.207 Mpa,0.221 Mpa,0.175 Mpa,0.00586 Mpa,0.0244 Mpa,0.0569 Mpa,0.00287 Mpa,0.0184 Mpa,0.00553 Mpa,0.0243 Mpa,0.0294 Mpa,0.0392 Mpa,4.02 Mpa,0.0469 Mpa,0.0692 Mpa,0.0612 Mpa,6.10 Mpa,0.0286 Mpa,0.0488 Mpa,4.01 Mpa,0.0487 Mpa,1.31 Mpa,0.0469 Mpa,0.00552 Mpa,0.0738 Mpa,0.0508 Mpa,0.0458 Mpa,,,,,,,,,0.0333 Mpa,0.0442 Mpa,0.0468 Mpa,0.0443 Mpa,6.10 Mpa,0.129 Mpa,0.0167 Mpa,0.0342 Mpa,1283 RPM,,1699 RPM,702 RPM,1481 RPM,1470 RPM,1352 RPM,,1643 RPM
2026-07-09 19:00:00,0.0742 Mpa,0.0705 Mpa,0.0815 Mpa,0.0785 Mpa,0.0863 Mpa,0.173 Mpa,5.65 Mpa,1.79 Mpa,,,,,,,,,5.95 Mpa,0.0343 Mpa,5.64 Mpa,6.10 Mpa,0.0281 Mpa,0.0482 Mpa,0.0659 Mpa,0.0807 Mpa,,,,,,,,,0.00272 Mpa,0.0212 Mpa,0.0583 Mpa,0.00300 Mpa,0.0199 Mpa,0.00413 Mpa,0.0243 Mpa,0.0284 Mpa,0.0381 Mpa,3.39 Mpa,0.0490 Mpa,0.0720 Mpa,0.0626 Mpa,6.10 Mpa,0.0280 Mpa,0.0472 Mpa,4.93 Mpa,0.0496 Mpa,0.109 Mpa,0.0973 Mpa,0.00422 Mpa,0.0732 Mpa,0.0517 Mpa,0.0471 Mpa,,,,,,,,,0.0316 Mpa,0.0448 Mpa,0.0471 Mpa,0.0445 Mpa,6.10 Mpa,0.0723 Mpa,0.0182 Mpa,0.0355 Mpa,1217 RPM,,1775 RPM,,1803 RPM,1644 RPM,1693 RPM,,1737 RPM
2026-07-09 22:00:00,0.0683 Mpa,0.0641 Mpa,0.0775 Mpa,0.0727 Mpa,0.0848 Mpa,0.168 Mpa,5.52 Mpa,2.03 Mpa,,,,,,,,,6.03 Mpa,0.0350 Mpa,5.34 Mpa,6.10 Mpa,0.0281 Mpa,0.0467 Mpa,0.0664 Mpa,0.0801 Mpa,,,,,,,,,0.00115 Mpa,0.0179 Mpa,0.0551 Mpa,0.00290 Mpa,0.0177 Mpa,0.00453 Mpa,0.0214 Mpa,0.0247 Mpa,0.0399 Mpa,2.54 Mpa,0.0505 Mpa,0.0735 Mpa,0.0639 Mpa,6.10 Mpa,0.0285 Mpa,0.0478 Mpa,5.99 Mpa,0.0471 Mpa,0.0387 Mpa,5.96 Mpa,0.00281 Mpa,0.0704 Mpa,0.0470 Mpa,0.0439 Mpa,,,,,,,,,0.0357 Mpa,0.0483 Mpa,0.0498 Mpa,0.0468 Mpa,6.10 Mpa,0.0488 Mpa,0.0236 Mpa,0.0393 Mpa,1284 RPM,,1700 RPM,,1760 RPM,1716 RPM,1494 RPM,,1267 RPM
2026-07-10 01:00:00,0.0566 Mpa,0.0528 Mpa,0.0694 Mpa,0.0625 Mpa,0.0710 Mpa,0.156 Mpa,4.79 Mpa,1.50 Mpa,,,,,,,,,6.02 Mpa,0.0354 Mpa,5.95 Mpa,6.10 Mpa,0.0261 Mpa,0.0467 Mpa,0.0645 Mpa,0.0800 Mpa,0.224 Mpa,0.225 Mpa,0.202 Mpa,0.209 Mpa,2.25 Mpa,0.237 Mpa,0.249 Mpa,0.200 Mpa,0.00301 Mpa,0.0195 Mpa,0.0575 Mpa,0.00255 Mpa,0.0183 Mpa,0.00580 Mpa,0.0260 Mpa,0.0291 Mpa,0.0341 Mpa,2.33 Mpa,0.0476 Mpa,0.0715 Mpa,0.0607 Mpa,6.10 Mpa,0.0249 Mpa,0.0428 Mpa,5.13 Mpa,0.0514 Mpa,0.551 Mpa,6.08 Mpa,0.00333 Mpa,0.0735 Mpa,0.0517 Mpa,0.0469 Mpa,,,,,,,,,0.0447 Mpa,0.0559 Mpa,0.0596 Mpa,0.0580 Mpa,6.10 Mpa,0.0567 Mpa,0.0293 Mpa,0.0495 Mpa,1576 RPM,,1743 RPM,802 RPM,1784 RPM,1681 RPM,1779 RPM,,1782 RPM
