"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","B_5 - I38","B_6 - I38","B_7 - I38","B_8 - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","B_5 - I39","B_6 - I39","B_7 - I39","B_8 - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","B_5 - I40","B_6 - I40","B_7 - I40","B_8 - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","B_5 - I41","B_6 - I41","B_7 - I41","B_8 - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","B_5 - I42","B_6 - I42","B_7 - I42","B_8 - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","B_5 - I43","B_6 - I43","B_7 - I43","B_8 - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","B_5 - I44","B_6 - I44","B_7 - I44","B_8 - I44","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","B_5 - I47","B_6 - I47","B_7 - I47","B_8 - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","B_5 - I48","B_6 - I48","B_7 - I48","B_8 - I48"," I38"," I39"," I40"," I41"," I42"," I43"," I44"," I47"," I48"
2026-07-23 01:00:00,0.00288 Mpa,0.00123 Mpa,0.00679 Mpa,0.00455 Mpa,0.00736 Mpa,0.00300 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.83 Mpa,0.0284 Mpa,4.86 Mpa,0.0110 Mpa,0.0202 Mpa,0.0400 Mpa,0.0579 Mpa,0.0755 Mpa,0.200 Mpa,0.216 Mpa,0.197 Mpa,0.187 Mpa,0.232 Mpa,0.229 Mpa,0.244 Mpa,0.201 Mpa,0.00477 Mpa,0.0201 Mpa,0.0531 Mpa,0.00397 Mpa,0.0144 Mpa,6.10 Mpa,0.0186 Mpa,0.0228 Mpa,0.0404 Mpa,6.10 Mpa,0.0487 Mpa,0.0404 Mpa,0.0611 Mpa,6.10 Mpa,0.0308 Mpa,0.0573 Mpa,5.90 Mpa,0.0651 Mpa,0.210 Mpa,0.0858 Mpa,0.0253 Mpa,0.0838 Mpa,0.0628 Mpa,0.0604 Mpa,,,,,,,,,0.0549 Mpa,0.0655 Mpa,0.0716 Mpa,0.0648 Mpa,0.0172 Mpa,0.0535 Mpa,0.0388 Mpa,0.0576 Mpa,1456 RPM,,1585 RPM,1818 RPM,1443 RPM,1336 RPM,1441 RPM,,1648 RPM
2026-07-23 04:00:00,0.00484 Mpa,0.00237 Mpa,0.0102 Mpa,0.00633 Mpa,0.0110 Mpa,0.00593 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,4.06 Mpa,0.0252 Mpa,4.26 Mpa,0.00938 Mpa,0.0177 Mpa,0.0373 Mpa,0.0565 Mpa,0.0719 Mpa,0.280 Mpa,0.295 Mpa,0.274 Mpa,0.267 Mpa,0.310 Mpa,0.305 Mpa,0.322 Mpa,0.281 Mpa,0.00343 Mpa,0.0215 Mpa,0.0528 Mpa,0.00304 Mpa,0.00974 Mpa,6.10 Mpa,0.0166 Mpa,0.0230 Mpa,0.0471 Mpa,6.10 Mpa,0.0480 Mpa,0.0455 Mpa,0.0653 Mpa,6.10 Mpa,0.0276 Mpa,0.0656 Mpa,,,,,,,,,,,,,,,,,0.0527 Mpa,0.0637 Mpa,0.0693 Mpa,0.0635 Mpa,0.00123 Mpa,0.0563 Mpa,0.0366 Mpa,0.0561 Mpa,1363 RPM,,1700 RPM,1613 RPM,1210 RPM,860 RPM,,,1714 RPM
2026-07-23 07:00:00,0.00388 Mpa,0.00119 Mpa,0.00847 Mpa,0.00579 Mpa,0.00811 Mpa,0.00416 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.62 Mpa,0.0204 Mpa,4.40 Mpa,0.00536 Mpa,0.0128 Mpa,0.0338 Mpa,0.0538 Mpa,0.0691 Mpa,0.250 Mpa,0.266 Mpa,0.246 Mpa,0.235 Mpa,0.278 Mpa,0.275 Mpa,0.292 Mpa,0.247 Mpa,0.00236 Mpa,0.0139 Mpa,0.0444 Mpa,0.00183 Mpa,0.0123 Mpa,6.10 Mpa,0.0178 Mpa,0.0222 Mpa,,,,,,,,,,,,,,,,,,,,,,,,,0.0531 Mpa,0.0652 Mpa,0.0706 Mpa,0.0647 Mpa,3.61 Mpa,0.0462 Mpa,0.0374 Mpa,0.0563 Mpa,1608 RPM,,1708 RPM,1712 RPM,1588 RPM,,,,1754 RPM
2026-07-23 10:00:00,0.00118 Mpa,0.000486 Mpa,0.00423 Mpa,0.00243 Mpa,0.00370 Mpa,0.00175 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.66 Mpa,0.0214 Mpa,4.40 Mpa,0.00594 Mpa,0.0108 Mpa,0.0347 Mpa,0.0557 Mpa,0.0697 Mpa,0.221 Mpa,0.239 Mpa,0.220 Mpa,0.207 Mpa,0.251 Mpa,0.249 Mpa,0.266 Mpa,0.220 Mpa,0.00301 Mpa,0.0142 Mpa,0.0454 Mpa,0.00325 Mpa,0.0112 Mpa,6.10 Mpa,0.0157 Mpa,0.0178 Mpa,0.0364 Mpa,6.10 Mpa,0.0475 Mpa,0.0307 Mpa,0.0506 Mpa,1.72 Mpa,0.0246 Mpa,0.0503 Mpa,0.0478 Mpa,0.0825 Mpa,0.0730 Mpa,0.103 Mpa,0.0486 Mpa,0.0986 Mpa,0.0832 Mpa,0.0839 Mpa,,,,,,,,,0.0456 Mpa,0.0557 Mpa,0.0636 Mpa,0.0541 Mpa,6.07 Mpa,0.0449 Mpa,0.0291 Mpa,0.0469 Mpa,1636 RPM,,1742 RPM,1728 RPM,1650 RPM,850 RPM,964 RPM,,1669 RPM
2026-07-23 13:00:00,0.000530 Mpa,0.000233 Mpa,0.00220 Mpa,0.00115 Mpa,0.00191 Mpa,0.000983 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.41 Mpa,0.0241 Mpa,4.61 Mpa,0.00788 Mpa,0.0115 Mpa,0.0354 Mpa,0.0560 Mpa,0.0716 Mpa,0.201 Mpa,0.218 Mpa,0.197 Mpa,0.186 Mpa,0.230 Mpa,0.225 Mpa,0.244 Mpa,0.198 Mpa,0.00186 Mpa,0.0108 Mpa,0.0423 Mpa,0.00105 Mpa,0.00683 Mpa,6.10 Mpa,0.0122 Mpa,0.0181 Mpa,0.0480 Mpa,6.10 Mpa,0.0480 Mpa,0.0460 Mpa,0.0700 Mpa,0.0247 Mpa,0.0260 Mpa,0.0573 Mpa,,,,,,,,,,,,,,,,,0.0479 Mpa,0.0587 Mpa,0.0629 Mpa,0.0570 Mpa,4.76 Mpa,1.73 Mpa,0.0317 Mpa,0.0488 Mpa,1434 RPM,,1717 RPM,1661 RPM,1424 RPM,800 RPM,,,1684 RPM
2026-07-23 16:00:00,0.00421 Mpa,0.00146 Mpa,0.00841 Mpa,0.00593 Mpa,0.00779 Mpa,0.00401 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.93 Mpa,0.0272 Mpa,4.40 Mpa,0.0106 Mpa,0.0143 Mpa,0.0363 Mpa,0.0567 Mpa,0.0740 Mpa,0.175 Mpa,0.186 Mpa,0.165 Mpa,0.159 Mpa,0.201 Mpa,0.193 Mpa,0.211 Mpa,0.168 Mpa,0.00374 Mpa,0.0182 Mpa,0.0523 Mpa,0.00277 Mpa,0.0127 Mpa,6.10 Mpa,0.0198 Mpa,0.0218 Mpa,,,,,,,,,,,,,,,,,,,,,,,,,0.0462 Mpa,0.0550 Mpa,0.0465 Mpa,0.0462 Mpa,3.56 Mpa,0.0462 Mpa,0.0325 Mpa,0.0462 Mpa,1701 RPM,,1616 RPM,1575 RPM,1741 RPM,,,,0 RPM
2026-07-23 19:00:00,0.00337 Mpa,0.000542 Mpa,0.00696 Mpa,0.00436 Mpa,0.00555 Mpa,0.00311 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,4.58 Mpa,0.0367 Mpa,4.56 Mpa,0.0314 Mpa,0.0260 Mpa,0.0425 Mpa,0.0591 Mpa,0.0855 Mpa,0.167 Mpa,0.178 Mpa,0.157 Mpa,0.151 Mpa,0.194 Mpa,0.187 Mpa,0.204 Mpa,0.162 Mpa,0.00106 Mpa,0.0151 Mpa,0.0474 Mpa,0.00142 Mpa,0.00904 Mpa,6.10 Mpa,0.0161 Mpa,0.0186 Mpa,,,,,,,,,,,,,,,,,,,,,,,,,0.0480 Mpa,0.0482 Mpa,0.0484 Mpa,0.0480 Mpa,0.483 Mpa,0.0480 Mpa,0.0281 Mpa,0.0480 Mpa,1627 RPM,,1056 RPM,1462 RPM,1619 RPM,,,,141 RPM
2026-07-23 22:00:00,0.00632 Mpa,0.00131 Mpa,0.0110 Mpa,0.00601 Mpa,0.00942 Mpa,0.00459 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.20 Mpa,0.0262 Mpa,3.90 Mpa,0.0142 Mpa,0.0180 Mpa,0.0365 Mpa,0.0556 Mpa,0.0737 Mpa,0.180 Mpa,0.193 Mpa,0.176 Mpa,0.166 Mpa,0.211 Mpa,0.202 Mpa,0.221 Mpa,0.174 Mpa,0.00593 Mpa,0.0219 Mpa,0.0557 Mpa,0.00388 Mpa,0.0161 Mpa,6.10 Mpa,0.0231 Mpa,0.0254 Mpa,0.0452 Mpa,5.82 Mpa,0.0456 Mpa,0.0393 Mpa,0.0494 Mpa,0.0554 Mpa,0.0238 Mpa,0.0482 Mpa,,,,,,,,,,,,,,,,,0.0599 Mpa,0.0673 Mpa,0.0723 Mpa,0.0684 Mpa,0 Mpa,0.0606 Mpa,0.0481 Mpa,0.0633 Mpa,1686 RPM,,1563 RPM,1800 RPM,1634 RPM,863 RPM,,,1358 RPM
2026-07-24 01:00:00,0.00296 Mpa,0.00117 Mpa,0.00736 Mpa,0.00569 Mpa,0.00870 Mpa,0.00408 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.05 Mpa,0.0321 Mpa,4.06 Mpa,0.0209 Mpa,0.0228 Mpa,0.0429 Mpa,0.0602 Mpa,0.0784 Mpa,0.150 Mpa,0.165 Mpa,0.149 Mpa,0.137 Mpa,0.181 Mpa,0.174 Mpa,0.193 Mpa,0.145 Mpa,0.00528 Mpa,0.0217 Mpa,0.0538 Mpa,0.00386 Mpa,0.0121 Mpa,6.10 Mpa,0.0178 Mpa,0.0230 Mpa,,,,,,,,,,,,,,,,,,,,,,,,,0.0596 Mpa,0.0704 Mpa,0.0755 Mpa,0.0710 Mpa,3.49 Mpa,0.0530 Mpa,0.0449 Mpa,0.0634 Mpa,1698 RPM,,1603 RPM,1771 RPM,1372 RPM,,,,1663 RPM
2026-07-24 04:00:00,0.00210 Mpa,0.000598 Mpa,0.00601 Mpa,0.00468 Mpa,0.00648 Mpa,0.00296 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,3.11 Mpa,0.0293 Mpa,4.18 Mpa,0.0174 Mpa,0.0186 Mpa,0.0402 Mpa,0.0594 Mpa,0.0763 Mpa,0.134 Mpa,0.144 Mpa,0.127 Mpa,0.117 Mpa,0.162 Mpa,0.152 Mpa,0.176 Mpa,0.132 Mpa,0.00425 Mpa,0.0182 Mpa,0.0550 Mpa,0.00359 Mpa,0.0145 Mpa,6.10 Mpa,0.0201 Mpa,0.0218 Mpa,0.0115 Mpa,1.70 Mpa,0.0131 Mpa,0.0118 Mpa,0.0223 Mpa,0.214 Mpa,0.00845 Mpa,0.0206 Mpa,,,,,,,,,,,,,,,,,0.0546 Mpa,0.0634 Mpa,0.0659 Mpa,0.0631 Mpa,6.10 Mpa,0.0591 Mpa,0.0379 Mpa,0.0552 Mpa,1713 RPM,,1651 RPM,1500 RPM,1655 RPM,1177 RPM,,,1474 RPM
2026-07-24 07:00:00,0.00112 Mpa,0.000238 Mpa,0.00381 Mpa,0.00255 Mpa,0.00486 Mpa,0.00178 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.90 Mpa,0.0237 Mpa,4.09 Mpa,0.0113 Mpa,0.0127 Mpa,0.0370 Mpa,0.0563 Mpa,0.0726 Mpa,0.150 Mpa,0.150 Mpa,0.127 Mpa,0.145 Mpa,0.174 Mpa,0.170 Mpa,0.175 Mpa,0.150 Mpa,0.00304 Mpa,0.0167 Mpa,0.0541 Mpa,0.00261 Mpa,0.0139 Mpa,6.10 Mpa,0.0201 Mpa,0.0214 Mpa,0.00659 Mpa,1.78 Mpa,0.00706 Mpa,0.00659 Mpa,0.0141 Mpa,0.0631 Mpa,0.00565 Mpa,0.0127 Mpa,,,,,,,,,,,,,,,,,0.0466 Mpa,0.0599 Mpa,0.0611 Mpa,0.0578 Mpa,6.10 Mpa,0.0662 Mpa,0.0332 Mpa,0.0512 Mpa,1740 RPM,,1700 RPM,350 RPM,1736 RPM,271 RPM,,,1730 RPM
2026-07-24 10:00:00,0.000230 Mpa,0.0000431 Mpa,0.00201 Mpa,0.00100 Mpa,0.00347 Mpa,0.00102 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.53 Mpa,0.0272 Mpa,4.54 Mpa,0.0121 Mpa,0.0171 Mpa,0.0379 Mpa,0.0594 Mpa,0.0757 Mpa,0.166 Mpa,0.167 Mpa,0.144 Mpa,0.143 Mpa,0.190 Mpa,0.169 Mpa,0.191 Mpa,0.165 Mpa,0.00103 Mpa,0.0109 Mpa,0.0490 Mpa,0.00147 Mpa,0.0108 Mpa,6.10 Mpa,0.0152 Mpa,0.0167 Mpa,0.00784 Mpa,2.30 Mpa,0.572 Mpa,0.00796 Mpa,0.0180 Mpa,0.0256 Mpa,0.00734 Mpa,0.0187 Mpa,0.0624 Mpa,0.0814 Mpa,0.0719 Mpa,0.0974 Mpa,0.0448 Mpa,0.0875 Mpa,0.0834 Mpa,0.0792 Mpa,,,,,,,,,0.0414 Mpa,0.0533 Mpa,0.0549 Mpa,0.0498 Mpa,6.10 Mpa,0.0954 Mpa,0.0281 Mpa,0.0434 Mpa,1693 RPM,,1671 RPM,912 RPM,1757 RPM,124 RPM,829 RPM,,1565 RPM
2026-07-24 13:00:00,0.00162 Mpa,0.000677 Mpa,0.00351 Mpa,0.00210 Mpa,0.00295 Mpa,0.00176 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.30 Mpa,0.0231 Mpa,4.28 Mpa,0.00984 Mpa,0.0135 Mpa,0.0353 Mpa,0.0562 Mpa,0.0715 Mpa,0.205 Mpa,0.215 Mpa,0.196 Mpa,0.190 Mpa,0.232 Mpa,0.225 Mpa,0.243 Mpa,0.201 Mpa,0.00116 Mpa,0.0108 Mpa,0.0494 Mpa,0.000904 Mpa,0.0102 Mpa,6.10 Mpa,0.0155 Mpa,0.0171 Mpa,,,,,,,,,0.0537 Mpa,0.0895 Mpa,0.0794 Mpa,0.107 Mpa,0.0450 Mpa,0.0980 Mpa,0.0923 Mpa,0.0899 Mpa,,,,,,,,,0.0506 Mpa,0.0605 Mpa,0.0637 Mpa,0.0634 Mpa,5.79 Mpa,0.0692 Mpa,0.0350 Mpa,0.0550 Mpa,1299 RPM,,1704 RPM,1426 RPM,1772 RPM,,1648 RPM,,1617 RPM
2026-07-24 16:00:00,0.00153 Mpa,0.000444 Mpa,0.00445 Mpa,0.00222 Mpa,0.00286 Mpa,0.00193 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.36 Mpa,0.0230 Mpa,3.95 Mpa,0.00913 Mpa,0.0125 Mpa,0.0357 Mpa,0.0545 Mpa,0.0681 Mpa,0.210 Mpa,0.221 Mpa,0.204 Mpa,0.196 Mpa,0.237 Mpa,0.231 Mpa,0.250 Mpa,0.205 Mpa,0.00640 Mpa,0.0168 Mpa,0.0492 Mpa,0.00338 Mpa,0.0158 Mpa,6.10 Mpa,0.0193 Mpa,0.0217 Mpa,,,,,,,,,0.0485 Mpa,0.0864 Mpa,0.0724 Mpa,0.101 Mpa,0.0450 Mpa,0.0981 Mpa,0.0885 Mpa,0.0861 Mpa,,,,,,,,,0.0408 Mpa,0.0531 Mpa,0.0552 Mpa,0.0542 Mpa,3.99 Mpa,0.520 Mpa,0.0250 Mpa,0.0436 Mpa,1366 RPM,,1661 RPM,1626 RPM,1446 RPM,,1545 RPM,,1651 RPM
2026-07-24 19:00:00,0.00241 Mpa,0.000855 Mpa,0.00735 Mpa,0.00309 Mpa,0.00515 Mpa,0.00244 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.33 Mpa,0.0240 Mpa,4.05 Mpa,0.0107 Mpa,0.0150 Mpa,0.0375 Mpa,0.0570 Mpa,0.0703 Mpa,0.176 Mpa,0.189 Mpa,0.171 Mpa,0.161 Mpa,0.204 Mpa,0.201 Mpa,0.217 Mpa,0.170 Mpa,0.0104 Mpa,0.0221 Mpa,0.0536 Mpa,0.00282 Mpa,0.0148 Mpa,6.10 Mpa,0.0224 Mpa,0.0268 Mpa,,,,,,,,,0.0626 Mpa,0.0794 Mpa,0.0643 Mpa,0.0946 Mpa,0.0364 Mpa,0.0891 Mpa,0.0808 Mpa,0.0802 Mpa,,,,,,,,,0.0451 Mpa,0.0576 Mpa,0.0596 Mpa,0.0581 Mpa,5.84 Mpa,0.0534 Mpa,0.0294 Mpa,0.0496 Mpa,1665 RPM,,1735 RPM,1634 RPM,1400 RPM,,1457 RPM,,1781 RPM
2026-07-24 22:00:00,0.00287 Mpa,0.00109 Mpa,0.00816 Mpa,0.00475 Mpa,0.00646 Mpa,0.00349 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.98 Mpa,0.0274 Mpa,4.15 Mpa,0.0136 Mpa,0.0169 Mpa,0.0385 Mpa,0.0581 Mpa,0.0735 Mpa,0.189 Mpa,0.201 Mpa,0.185 Mpa,0.177 Mpa,0.218 Mpa,0.214 Mpa,0.231 Mpa,0.184 Mpa,0.00414 Mpa,0.0182 Mpa,0.0580 Mpa,0.00539 Mpa,0.0189 Mpa,6.10 Mpa,0.0256 Mpa,0.0289 Mpa,,,,,,,,,0.144 Mpa,0.0765 Mpa,0.0808 Mpa,0.0965 Mpa,0.0340 Mpa,0.0878 Mpa,0.0799 Mpa,0.0767 Mpa,,,,,,,,,0.0480 Mpa,0.0602 Mpa,0.0612 Mpa,0.0592 Mpa,6.10 Mpa,0.0626 Mpa,0.0314 Mpa,0.0507 Mpa,1657 RPM,,1660 RPM,1664 RPM,1801 RPM,,1692 RPM,,1750 RPM
2026-07-25 01:00:00,0.00487 Mpa,0.00134 Mpa,0.0111 Mpa,0.00522 Mpa,0.00877 Mpa,0.00318 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.08 Mpa,0.0286 Mpa,4.21 Mpa,0.0221 Mpa,0.0195 Mpa,0.0414 Mpa,0.0602 Mpa,0.0775 Mpa,0.213 Mpa,0.225 Mpa,0.208 Mpa,0.201 Mpa,0.242 Mpa,0.237 Mpa,0.253 Mpa,0.208 Mpa,0.00567 Mpa,0.0202 Mpa,0.0584 Mpa,0.00642 Mpa,0.0203 Mpa,6.10 Mpa,0.0253 Mpa,0.0290 Mpa,,,,,,,,,0.255 Mpa,0.0786 Mpa,0.0679 Mpa,0.0988 Mpa,0.0352 Mpa,0.0900 Mpa,0.0822 Mpa,0.0785 Mpa,,,,,,,,,0.0531 Mpa,0.0638 Mpa,0.0635 Mpa,0.0602 Mpa,6.09 Mpa,0.0553 Mpa,0.0370 Mpa,0.0546 Mpa,1710 RPM,,1637 RPM,1561 RPM,1707 RPM,,1762 RPM,,1238 RPM
2026-07-25 04:00:00,0.00512 Mpa,0.00181 Mpa,0.00991 Mpa,0.00609 Mpa,0.00868 Mpa,0.00389 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.14 Mpa,0.0289 Mpa,4.44 Mpa,0.0192 Mpa,0.0176 Mpa,0.0410 Mpa,0.0597 Mpa,0.0754 Mpa,0.225 Mpa,0.238 Mpa,0.223 Mpa,0.212 Mpa,0.255 Mpa,0.251 Mpa,0.267 Mpa,0.220 Mpa,0.00910 Mpa,0.0236 Mpa,0.0604 Mpa,0.00827 Mpa,0.0210 Mpa,6.10 Mpa,0.0266 Mpa,0.0312 Mpa,,,,,,,,,0.0788 Mpa,0.0772 Mpa,0.0880 Mpa,0.0979 Mpa,0.0352 Mpa,0.0877 Mpa,0.0800 Mpa,0.0764 Mpa,,,,,,,,,0.0548 Mpa,0.0664 Mpa,0.0675 Mpa,0.0662 Mpa,6.10 Mpa,0.0553 Mpa,0.0392 Mpa,0.0566 Mpa,1540 RPM,,1689 RPM,1740 RPM,1732 RPM,,1527 RPM,,1654 RPM
2026-07-25 07:00:00,0.00243 Mpa,0.000752 Mpa,0.00481 Mpa,0.00385 Mpa,0.00486 Mpa,0.00232 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.86 Mpa,0.0259 Mpa,4.52 Mpa,0.0159 Mpa,0.0153 Mpa,0.0395 Mpa,0.0567 Mpa,0.0733 Mpa,0.267 Mpa,0.280 Mpa,0.263 Mpa,0.254 Mpa,0.297 Mpa,0.292 Mpa,0.309 Mpa,0.263 Mpa,0.00775 Mpa,0.0238 Mpa,0.0634 Mpa,0.00734 Mpa,0.0213 Mpa,6.10 Mpa,0.0295 Mpa,0.0338 Mpa,,,,,,,,,1.16 Mpa,0.0779 Mpa,0.0940 Mpa,0.0943 Mpa,0.0316 Mpa,0.0863 Mpa,0.0796 Mpa,0.0742 Mpa,,,,,,,,,0.0477 Mpa,0.0590 Mpa,0.0611 Mpa,0.0597 Mpa,6.10 Mpa,0.0710 Mpa,0.0321 Mpa,0.0500 Mpa,1477 RPM,,1715 RPM,1678 RPM,1818 RPM,,1718 RPM,,1762 RPM
2026-07-25 10:00:00,0.00243 Mpa,0.000796 Mpa,0.00507 Mpa,0.00373 Mpa,0.00428 Mpa,0.00251 Mpa,6.10 Mpa,6.10 Mpa,0 Mpa,0.0480 Mpa,6.10 Mpa,0.0240 Mpa,0.0336 Mpa,0.0288 Mpa,6.10 Mpa,0.0288 Mpa,2.09 Mpa,0.0288 Mpa,4.67 Mpa,0.0168 Mpa,0.0183 Mpa,0.0393 Mpa,0.0602 Mpa,0.0776 Mpa,0.280 Mpa,0.293 Mpa,0.276 Mpa,0.266 Mpa,0.310 Mpa,0.306 Mpa,0.324 Mpa,0.278 Mpa,0.00374 Mpa,0.0162 Mpa,0.0550 Mpa,0.00426 Mpa,0.0160 Mpa,6.10 Mpa,0.0222 Mpa,0.0259 Mpa,,,,,,,,,3.45 Mpa,0.0818 Mpa,0.170 Mpa,0.101 Mpa,0.0376 Mpa,0.0902 Mpa,0.0830 Mpa,0.0780 Mpa,,,,,,,,,0.0463 Mpa,0.0576 Mpa,0.0589 Mpa,0.0571 Mpa,6.10 Mpa,0.160 Mpa,0.0311 Mpa,0.0495 Mpa,1349 RPM,317 RPM,1760 RPM,1807 RPM,1759 RPM,,1520 RPM,,1665 RPM
2026-07-25 13:00:00,0.00154 Mpa,0.000323 Mpa,0.00348 Mpa,0.00251 Mpa,0.00347 Mpa,0.00125 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.63 Mpa,0.0188 Mpa,4.49 Mpa,0.00874 Mpa,0.00928 Mpa,0.0320 Mpa,0.0527 Mpa,0.0655 Mpa,0.169 Mpa,0.185 Mpa,0.170 Mpa,0.157 Mpa,0.203 Mpa,0.198 Mpa,0.216 Mpa,0.164 Mpa,0.00445 Mpa,0.0151 Mpa,0.0551 Mpa,0.00413 Mpa,0.0141 Mpa,6.10 Mpa,0.0205 Mpa,0.0247 Mpa,,,,,,,,,3.27 Mpa,0.118 Mpa,0.303 Mpa,0.136 Mpa,0.0721 Mpa,0.128 Mpa,0.120 Mpa,0.115 Mpa,,,,,,,,,0.0388 Mpa,0.0500 Mpa,0.0519 Mpa,0.0493 Mpa,6.10 Mpa,0.830 Mpa,0.0226 Mpa,0.0393 Mpa,1662 RPM,,1640 RPM,1832 RPM,1670 RPM,,1639 RPM,,1498 RPM
2026-07-25 16:00:00,0.00378 Mpa,0.00117 Mpa,0.00597 Mpa,0.00455 Mpa,0.00564 Mpa,0.00298 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.67 Mpa,0.0189 Mpa,4.55 Mpa,0.0109 Mpa,0.0100 Mpa,0.0326 Mpa,0.0528 Mpa,0.0674 Mpa,0.177 Mpa,0.189 Mpa,0.171 Mpa,0.164 Mpa,0.207 Mpa,0.202 Mpa,0.218 Mpa,0.172 Mpa,0.00294 Mpa,0.0124 Mpa,0.0473 Mpa,0.00389 Mpa,0.0119 Mpa,6.10 Mpa,0.0153 Mpa,0.0184 Mpa,,,,,,,,,3.94 Mpa,0.110 Mpa,0.659 Mpa,0.130 Mpa,0.0696 Mpa,0.123 Mpa,0.112 Mpa,0.108 Mpa,,,,,,,,,0.0477 Mpa,0.0575 Mpa,0.0614 Mpa,0.0597 Mpa,6.10 Mpa,0.495 Mpa,0.0318 Mpa,0.0504 Mpa,1408 RPM,,1680 RPM,1817 RPM,1622 RPM,,1493 RPM,,1708 RPM
2026-07-25 19:00:00,0.00372 Mpa,0.000962 Mpa,0.00660 Mpa,0.00477 Mpa,0.00757 Mpa,0.00309 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.77 Mpa,0.0249 Mpa,4.97 Mpa,0.0160 Mpa,0.0149 Mpa,0.0362 Mpa,0.0575 Mpa,0.0729 Mpa,0.241 Mpa,0.255 Mpa,0.237 Mpa,0.229 Mpa,0.272 Mpa,0.269 Mpa,0.283 Mpa,0.237 Mpa,0.00576 Mpa,0.0192 Mpa,0.0587 Mpa,0.00524 Mpa,0.0182 Mpa,6.10 Mpa,0.0238 Mpa,0.0279 Mpa,,,,,,,,,5.86 Mpa,0.0775 Mpa,2.00 Mpa,0.0969 Mpa,0.0339 Mpa,0.0905 Mpa,0.0810 Mpa,0.0749 Mpa,,,,,,,,,0.0476 Mpa,0.0602 Mpa,0.0635 Mpa,0.0619 Mpa,6.10 Mpa,0.0614 Mpa,0.0353 Mpa,0.0528 Mpa,1695 RPM,,1773 RPM,1827 RPM,1701 RPM,,1796 RPM,,1641 RPM
2026-07-25 22:00:00,0.00433 Mpa,0.00116 Mpa,0.00788 Mpa,0.00472 Mpa,0.00879 Mpa,0.00394 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.81 Mpa,0.0279 Mpa,5.61 Mpa,0.0181 Mpa,0.0165 Mpa,0.0377 Mpa,0.0585 Mpa,0.0746 Mpa,0.304 Mpa,0.318 Mpa,0.300 Mpa,0.291 Mpa,0.335 Mpa,0.331 Mpa,0.346 Mpa,0.299 Mpa,0.00380 Mpa,0.0156 Mpa,0.0558 Mpa,0.00430 Mpa,0.0156 Mpa,6.10 Mpa,0.0203 Mpa,0.0251 Mpa,,,,,,,,,6.00 Mpa,0.0754 Mpa,2.67 Mpa,0.0952 Mpa,0.0323 Mpa,0.0877 Mpa,0.0784 Mpa,0.0722 Mpa,,,,,,,,,0.0491 Mpa,0.0623 Mpa,0.0656 Mpa,0.0639 Mpa,6.10 Mpa,0.0606 Mpa,0.0362 Mpa,0.0534 Mpa,1738 RPM,,1740 RPM,1780 RPM,1692 RPM,,1740 RPM,,1724 RPM
